,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,male-female
46,2.644574,1.4784979,"('uncompetitive', 'competitive')",0.91084874,0.7988071,-0.9982261,-0.99313277,0.8523989,0.4280574,0.4243415
5,-2.4953966,-1.8358113,"('distant', 'outgoing')",-0.35245955,-0.24668609,-0.6757819,-0.43393964,-1.174546,-0.8388124,-0.3357336
65,2.4809513,1.6981713,"('insecure', 'secure')",-0.058907807,-0.2544311,0.114876285,0.20891123,0.8456399,0.5508838,0.2947561
4,-2.4604304,-1.6734551,"('disliked', 'liked')",0.35212672,0.4810247,-7.271579,-6.804398,-3.1266276,-2.6656095,-0.4610181
70,2.4075732,1.9386252,"('lethargic', 'energetic')",0.39679438,0.57058734,0.8639627,1.3420414,1.2227767,1.2837513,-0.0609746
35,-2.3783903,-1.4346461,"('corrupt', 'incorrupt')",-1.3476437,-1.2507334,-0.16199115,-0.43889672,-1.2960084,-1.0414254,-0.254583
32,2.2675364,2.0243192,"('unkind', 'kind')",2.0610669,2.0685318,1.1450658,1.4718752,1.8245564,1.8549086,-0.0303522
12,2.1585689,2.1320505,"('unsupportive', 'supportive')",2.2650528,2.5246973,-2.1434703,-1.4998057,0.7600505,1.052314,-0.2922635
48,2.156291,1.7198517,"('unintelligent', 'intelligent')",1.0240979,1.1725503,0.22977005,0.52046716,1.1367196,1.1376232,-0.0009036
81,2.1079402,1.0386832,"('submissive', 'aggressive')",0.9780768,0.8096807,-0.7261343,-0.6166433,0.7866276,0.4105735,0.3760541
55,2.0676875,0.93036395,"('incompetent', 'clever')",-0.16002856,-0.1407335,-0.074924335,0.03302763,0.6109115,0.2742194,0.3366921
11,2.0540748,1.5259728,"('unhelpful', 'helpful')",0.46047866,0.5463552,1.4761697,1.8030236,1.330241,1.2917839,0.0384571
80,1.9351369,1.2195163,"('dominated', 'dominating')",0.34308076,0.34907657,-1.0011355,-0.9059315,0.4256941,0.2208871,0.204807
85,-1.899771,-1.0346414,"('insignificant', 'prestigious')",0.26163247,0.1759648,0.23005548,0.09704696,-0.469361,-0.2538765,-0.2154845
7,1.7841569,1.3876493,"('insensitive', 'sensitive')",0.16762868,0.30510902,0.774125,1.1901103,0.9086369,0.9609563,-0.0523194
86,1.7813447,1.1195192,"('uninfluential', 'influential')",0.24893582,0.2202855,-0.49681374,-0.3366627,0.5111556,0.3343807,0.1767749
74,1.7692078,1.6592275,"('undedicated', 'dedicated')",0.41831055,0.54749495,-0.2297597,-0.05086231,0.6525862,0.7186201,-0.0660339
8,-1.646137,-1.1174597,"('unaffectionate', 'affectionate')",-0.670912,-0.6172132,0.5036462,0.6569577,-0.6044676,-0.3592384,-0.2452292
39,1.5658244,1.0394789,"('exploitative', 'cooperative')",0.352855,0.26370075,0.6103493,0.49139675,0.8430096,0.5981921,0.2448175
25,-1.521699,-0.9884119,"('egoistic', 'altruistic')",0.007002495,0.08015434,1.6942165,1.6446394,0.05984,0.2454606,-0.1856206
17,-1.5142901,-1.1374148,"('nasty', 'nice')",-0.4069766,-0.12998879,-0.3959592,-0.24256204,-0.7724086,-0.5033219,-0.2690867
77,1.4855613,0.8294989,"('unmotivated', 'motivated')",0.5785011,0.38695997,-1.3062016,-1.2784435,0.2526203,-0.0206616,0.2732819
13,1.4798288,0.8210852,"('impolite', 'polite')",0.6734844,0.43671358,-0.2845306,-0.27784368,0.6229275,0.3266517,0.2962758
30,1.4535062,0.68293893,"('intolerant', 'tolerant')",0.90454763,0.8241557,1.0946046,1.1440911,1.1508862,0.8837286,0.2671576
24,1.4444903,1.026544,"('dishonest', 'honest')",0.39414287,0.39395657,0.73847824,0.8066992,0.8590372,0.7423999,0.1166373
0,1.4046218,0.6441694,"('unsociable', 'sociable')",0.37803328,0.1410304,-0.6876684,-0.7120292,0.3649956,0.0243902,0.3406054
22,1.3722358,1.1224215,"('untrustworthy', 'trustworthy')",0.47753105,0.5169971,-0.78867775,-0.58641344,0.3536963,0.3510017,0.0026946
34,1.3095589,1.2432308,"('mean', 'honorable')",0.77474225,0.8043917,6.0523696,6.0481496,2.7122237,2.6985906,0.0136331
14,1.2929362,0.6557265,"('antisocial', 'social')",0.25970036,0.23702791,-0.28742218,-0.37424994,0.4217381,0.1728348,0.2489033
63,1.2153981,0.93425477,"('unperceptive', 'insightful')",0.8817917,0.9948477,0.41327682,0.9137043,0.8368223,0.9476023,-0.11078
83,1.1556051,0.5667001,"('powerless', 'powerful')",0.5155895,0.3664397,-0.9795775,-1.0217283,0.230539,-0.0295295,0.2600685
28,1.0305747,0.5655151,"('disloyal', 'loyal')",-0.12396291,-0.38699955,0.91997457,0.74966854,0.6088621,0.3093947,0.2994674
51,1.0235457,0.50028133,"('uneducated', 'educated')",0.30257854,0.2757642,0.33984464,0.48613456,0.555323,0.4207267,0.1345963
84,1.0134945,1.1866187,"('inferior', 'superior')",0.62459266,0.67106444,0.38995665,0.50819445,0.6760146,0.7886259,-0.1126113
18,0.9701135,0.98853827,"('disagreeable', 'welcoming')",-0.17232312,-0.19987303,-0.32088578,-0.3216972,0.1589682,0.155656,0.0033122
37,0.946256,0.9047711,"('fake', 'genuine')",0.51896787,0.617236,0.66532737,0.8555447,0.7101837,0.7925173,-0.0823336
41,0.9440706,1.0094537,"('unforgiving', 'forgiving')",0.7886709,0.81420386,-0.16578738,-0.11275297,0.522318,0.5703015,-0.0479835
19,-0.9363056,-0.4840827,"('inhospitable', 'hospitable')",0.30118138,0.42501897,-0.20106816,0.033662573,-0.2787308,-0.0084671,-0.2702637
2,0.93386847,0.73638964,"('unlikable', 'likable')",1.4425794,1.235938,0.46496075,0.39090177,0.9471362,0.7877431,0.1593931
72,0.91012895,0.76104677,"('unambitious', 'ambitious')",0.27427524,0.27442196,-0.67671,-0.3965097,0.1692314,0.2129863,-0.0437549
57,0.87676644,0.5857826,"('unimaginative', 'imaginative')",0.08881445,0.034434244,-3.102532,-2.7396586,-0.712317,-0.7064806,-0.0058364
42,0.86084247,0.6865317,"('unreliable', 'reliable')",1.4747547,1.4232129,-2.8673804,-2.3639717,-0.1772611,-0.0847424,-0.0925187
79,-0.8171223,0.038093854,"('wavering', 'unwavering')",-0.05726775,0.081388354,-0.06686105,0.20033096,-0.3137503,0.1066044,-0.4203547
49,0.8131331,0.73077196,"('unable', 'able')",0.6064317,0.83764094,-0.2342417,0.20482625,0.3951077,0.5910797,-0.195972
44,-0.78922987,-0.78844327,"('prejudiced', 'unprejudiced')",-0.43147513,-0.39368683,-0.9011426,-1.1589576,-0.7072825,-0.7803626,0.0730801
66,-0.7352432,-0.53536284,"('inactive', 'active')",-0.93980604,-1.0159053,0.58466446,0.44883817,-0.3634616,-0.3674766,0.004015
1,-0.7022938,-0.49820873,"('unfriendly', 'friendly')",0.5769803,0.5911954,1.283385,1.3558865,0.3860238,0.4829577,-0.0969339
78,0.63437295,0.6516971,"('nonresilient', 'resilient')",1.4976977,1.7108325,-0.1365962,0.19501033,0.6651581,0.8525133,-0.1873552
75,-0.6302395,-0.17193124,"('meek', 'impulsive')",0.10115309,0.12675768,-0.58094597,-0.48141643,-0.3700108,-0.17553,-0.1944808
15,-0.57256484,-0.5290308,"('boring', 'funny')",0.24348128,0.12382966,0.26138327,0.42811978,-0.0225668,0.0076395,-0.0302063
20,0.57232255,0.42734057,"('rough', 'thoughtful')",-0.25675538,-0.14321473,0.873035,0.7902625,0.3962007,0.3581295,0.0380712
88,0.5433547,0.22445872,"('low', 'eminent')",-0.09950345,-0.12686004,0.10377501,0.24565934,0.1825421,0.1144193,0.0681228
58,-0.5416184,-0.30487674,"('undiscriminating', 'discriminating')",-0.98135465,-0.9700315,-0.37799582,-0.23969506,-0.6336563,-0.5048678,-0.1287885
45,0.5233739,0.25128227,"('incompetent', 'competent')",0.5596852,0.65361,-0.584916,-0.47975942,0.1660477,0.1417109,0.0243368
59,-0.5136123,0.07489778,"('foolish', 'wise')",1.3048278,1.2166135,0.41053128,0.49907237,0.4005823,0.5968612,-0.1962789
26,0.5076984,0.77741826,"('hardhearted', 'benevolent')",1.4017855,1.3071375,1.524095,1.4905076,1.1445263,1.1916877,-0.0471614
87,0.4551725,0.13079275,"('unsuccessful', 'successful')",0.32609788,0.17096677,0.39097768,0.36598682,0.3907494,0.2225821,0.1681673
33,-0.4368523,-0.1693461,"('wrong', 'right')",0.4810929,0.44357678,-0.74417675,-0.8506462,-0.2333121,-0.1921385,-0.0411736
50,-0.42776832,-0.072606556,"('clumsy', 'skillful')",0.6942349,0.63109803,0.1599898,0.4310665,0.1421521,0.3298527,-0.1877006
82,0.40643382,0.14290243,"('poor', 'rich')",-0.23779663,-0.17944235,6.319403,6.301273,2.1626801,2.0882443,0.0744358
73,-0.3355618,-0.0042532347,"('helpless', 'self-reliant')",0.32177198,0.30133858,-3.0324478,-2.7125156,-1.0154126,-0.8051434,-0.2102692
29,-0.2833912,-0.05323671,"('unfair', 'fair')",-0.3023899,-0.061555438,-0.3593479,-0.35490674,-0.315043,-0.1565663,-0.1584767
40,0.27038196,0.65584475,"('stingy', 'generous')",0.3663195,0.46630317,-1.9196906,-1.573812,-0.427663,-0.1505547,-0.2771083
67,0.22896127,-0.0073703825,"('doubtful', 'determined')",-0.24398457,-0.36293495,-0.72549486,-0.8151722,-0.2468394,-0.3951592,0.1483198
47,-0.104956634,-0.5175758,"('stupid', 'smart')",1.1207321,0.9520502,5.412148,5.244051,2.1426411,1.8928418,0.2497993
61,-0.10416774,-0.356373,"('illogical', 'logical')",-0.30015182,-0.46412453,-0.014970601,-0.14577146,-0.1397634,-0.3220897,0.1823263
27,-0.09915612,0.25511408,"('hardhearted', 'softhearted')",0.77427644,0.9798991,1.4283836,1.552841,0.701168,0.9292847,-0.2281167
64,0.09861879,-0.20679249,"('shy', 'confident')",0.36743677,0.18509671,-6.606012,-6.3701096,-2.0466522,-2.1306017,0.0839495
53,-0.08712881,-0.25129032,"('uncreative', 'creative')",-1.1887548,-1.1188059,0.24012613,0.40999445,-0.3452525,-0.3200339,-0.0252186
54,-0.084656104,-0.078122616,"('incapable', 'capable')",0.2878725,0.21593247,1.0681412,1.1999539,0.4237859,0.4459213,-0.0221354
38,-0.08031961,-0.049569897,"('untruthful', 'truthful')",0.70476687,0.7711851,-0.43572325,-0.21633154,0.062908,0.1684279,-0.1055199
68,0.040580146,-0.21514226,"('dependent', 'independent')",-0.9464848,-0.7788115,-0.7176975,-0.57313716,-0.5412007,-0.5223637,-0.018837
9,-0.015213333,0.16185963,"('unaffectionate', 'caring')",0.6105545,0.684479,0.91923016,1.2463851,0.5048571,0.6975746,-0.1927175
71,-0.014262265,-0.01829019,"('diffident', 'self-confident')",2.0417922,1.8880169,0.33605838,0.44489494,0.7878628,0.7715406,0.0163222
3,0.0022990433,-0.20851189,"('repellent', 'pleasant')",-0.8437343,-0.78098816,0.53404206,0.4724753,-0.1024644,-0.1723416,0.0698772
