,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,male-female
31,-5.047203,-4.085945,"('evil', 'good')",-1.3852628,-1.1975704,-1.2095143,-1.3426898,-2.5473267,-2.2087351,-0.3385916
60,4.06416,2.9587116,"('inefficient', 'efficient')",0.9321033,1.104308,0.1679817,0.56375253,1.7214149,1.5422575,0.1791574
21,3.8968408,3.154375,"('immoral', 'moral')",1.724775,1.5963539,-0.4851139,-0.41899988,1.7121673,1.4439098,0.2682575
36,-3.4572122,-2.477563,"('hostile', 'amicable')",-1.1854613,-1.2243184,-0.00071146525,-0.4337436,-1.547795,-1.3785416,-0.1692534
76,3.3108516,2.7226605,"('anxious', 'daring')",0.21391456,0.27261192,0.26030248,0.38648003,1.2616896,1.1272508,0.1344388
6,-2.9665427,-2.2210968,"('distant', 'open')",-0.33771658,-0.23920485,-0.0029482357,0.10001878,-1.1024025,-0.786761,-0.3156415
56,2.928886,2.1849084,"('impractical', 'practical')",1.3229815,1.4324574,-0.47878525,-0.10587499,1.257694,1.1704969,0.0871971
23,2.8997777,2.3283274,"('insincere', 'sincere')",0.5694757,0.5864641,6.0898733,6.23698,3.1863756,3.0505905,0.1357851
69,-2.889,-2.0386097,"('lazy', 'industrious')",0.10611814,0.2078506,-0.66721886,-0.7121565,-1.1500336,-0.8476385,-0.3023951
10,2.764827,1.8251415,"('unsympathetic', 'sympathetic')",0.21318926,0.21280225,-0.4243252,-0.20448384,0.8512304,0.6111533,0.2400771
43,2.758307,1.980444,"('irresponsible', 'responsible')",1.6265843,1.5750284,0.5813112,0.7770419,1.6554009,1.4441714,0.2112295
52,-2.7283971,-2.2443259,"('irrational', 'rational')",-0.65696114,-0.8920227,0.05988834,-0.33063588,-1.10849,-1.1556615,0.0471715
16,-2.7220178,-2.3953419,"('unpopular', 'popular')",-0.65062463,-0.6235862,-0.007282838,-0.22831994,-1.1266418,-1.082416,-0.0442258
62,2.72151,2.1367533,"('incompetent', 'brilliant')",0.8521754,1.1546162,-0.06783432,0.50297713,1.168617,1.2647822,-0.0961652
