,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-1.8654196,-2.050593,"('uninfluential', 'influential')",-0.32486892,-0.25292915,-1.0951443,-1.1517611,0.0566168
58,-1.7599225,-1.6703749,"('undiscriminating', 'discriminating')",-0.06540887,-0.17663147,-0.9126657,-0.9235032,0.0108375
10,-1.6502628,-1.6370478,"('unsympathetic', 'sympathetic')",-0.38152495,-0.2808606,-1.0158939,-0.9589542,-0.0569397
57,-1.444747,-1.3151903,"('unimaginative', 'imaginative')",-2.4013388,-2.471836,-1.9230429,-1.8935132,-0.0295297
53,-1.4018145,-1.4783548,"('uncreative', 'creative')",0.70565075,0.8082632,-0.3480819,-0.3350458,-0.0130361
8,-1.3702153,-1.5519727,"('unaffectionate', 'affectionate')",0.11010499,0.20395811,-0.6300551,-0.6740073,0.0439522
19,-1.1634272,-1.5025954,"('inhospitable', 'hospitable')",-0.12356751,-0.2356074,-0.6434973,-0.8691014,0.2256041
84,1.1400071,1.1711502,"('inferior', 'superior')",1.0244524,1.0431662,1.0822299,1.1071582,-0.0249283
66,-1.057374,-1.354862,"('inactive', 'active')",0.09706733,0.078524455,-0.4801533,-0.6381688,0.1580155
31,-1.0392534,-0.999518,"('evil', 'good')",-1.5864342,-1.6011379,-1.3128438,-1.3003279,-0.0125159
45,-1.0309101,-1.0283109,"('incompetent', 'competent')",-0.079107836,-0.101636834,-0.555009,-0.5649739,0.0099649
44,1.0203068,1.233447,"('prejudiced', 'unprejudiced')",-1.1538638,-1.078732,-0.0667785,0.0773575,-0.144136
50,1.012021,0.7793473,"('clumsy', 'skillful')",0.45439014,0.452945,0.7332056,0.6161461,0.1170595
28,-1.0084109,-1.0100551,"('disloyal', 'loyal')",0.8351471,0.7776072,-0.0866319,-0.1162239,0.029592
1,-0.99189055,-1.0797558,"('unfriendly', 'friendly')",1.393039,1.4195335,0.2005742,0.1698889,0.0306853
12,-0.97956973,-1.1163876,"('unsupportive', 'supportive')",-1.4900479,-1.4220755,-1.2348088,-1.2692316,0.0344228
9,-0.9722815,-1.1745752,"('unaffectionate', 'caring')",0.93683004,1.0122006,-0.0177257,-0.0811873,0.0634616
43,-0.9525553,-1.0095556,"('irresponsible', 'responsible')",0.8026958,0.84910214,-0.0749297,-0.0802267,0.005297
36,-0.935918,-1.2537044,"('hostile', 'amicable')",-0.46554446,-0.8546022,-0.7007312,-1.0541533,0.3534221
75,0.9350925,0.7750111,"('meek', 'impulsive')",-0.34764692,-0.41421515,0.2937228,0.180398,0.1133248
24,-0.917991,-1.151705,"('dishonest', 'honest')",0.8104538,0.7948164,-0.0537686,-0.1784443,0.1246757
37,-0.8290113,-0.6187708,"('fake', 'genuine')",0.02903397,0.22647631,-0.3999887,-0.1961472,-0.2038415
76,0.80826503,0.8276376,"('anxious', 'daring')",0.696204,0.7860977,0.7522345,0.8068677,-0.0546332
63,-0.7836379,-0.9326142,"('unperceptive', 'insightful')",1.2557272,1.4351549,0.2360446,0.2512704,-0.0152258
61,-0.7587067,-1.1235404,"('illogical', 'logical')",0.25679854,0.19022995,-0.2509541,-0.4666552,0.2157011
6,-0.75618356,-0.9204487,"('distant', 'open')",-0.023604617,-0.022768874,-0.3898941,-0.4716088,0.0817147
52,-0.72636056,-0.930964,"('irrational', 'rational')",-0.74959815,-0.7391345,-0.7379794,-0.8350493,0.0970699
11,-0.7206806,-0.98773766,"('unhelpful', 'helpful')",2.5304523,2.2426822,0.9048858,0.6274723,0.2774135
27,-0.71426123,-0.26104572,"('hardhearted', 'softhearted')",0.79297566,1.2846522,0.0393572,0.5118033,-0.4724461
71,0.7035244,0.51259005,"('diffident', 'self-confident')",0.57088256,0.7127577,0.6372035,0.6126739,0.0245296
23,-0.6723157,-0.82960624,"('insincere', 'sincere')",5.7304397,5.9426455,2.529062,2.5565197,-0.0274577
35,0.66999096,0.45440212,"('corrupt', 'incorrupt')",-0.3981414,-0.6696268,0.1359248,-0.1076123,0.2435371
68,-0.6567703,-0.62324226,"('dependent', 'independent')",-0.39308473,-0.15677942,-0.5249275,-0.3900108,-0.1349167
46,-0.65246314,-0.5927801,"('uncompetitive', 'competitive')",-0.1084348,-0.14603397,-0.380449,-0.3694071,-0.0110419
69,0.6205964,0.37296465,"('lazy', 'industrious')",-0.25062853,-0.45870894,0.1849839,-0.0428721,0.227856
32,0.6136489,0.3519507,"('unkind', 'kind')",1.2490454,1.0832481,0.9313471,0.7175994,0.2137477
67,0.60149133,0.2634369,"('doubtful', 'determined')",-0.23973262,-0.42932963,0.1808794,-0.0829464,0.2638258
39,0.58723056,0.6739253,"('exploitative', 'cooperative')",0.19704331,0.29574725,0.3921369,0.4848363,-0.0926994
0,-0.5812304,-1.0367354,"('unsociable', 'sociable')",-0.034196176,-0.32583106,-0.3077133,-0.6812832,0.3735699
2,0.54853946,0.031620637,"('unlikable', 'likable')",0.68509334,0.42377144,0.6168164,0.227696,0.3891204
80,0.5438782,0.64234555,"('dominated', 'dominating')",-1.1746758,-1.0623627,-0.3153988,-0.2100086,-0.1053902
55,-0.5418628,-0.50566745,"('incompetent', 'clever')",0.20056912,0.26543066,-0.1706468,-0.1201184,-0.0505284
73,0.53036857,0.6134414,"('helpless', 'self-reliant')",-3.1118507,-3.005856,-1.2907411,-1.1962073,-0.0945338
88,0.49579698,-0.3664412,"('low', 'eminent')",1.18487,0.37908256,0.8403335,0.0063207,0.8340128
7,-0.48235255,-0.4653649,"('insensitive', 'sensitive')",0.61208093,1.0717207,0.0648642,0.3031779,-0.2383137
3,-0.4750135,-0.24650428,"('repellent', 'pleasant')",-0.14193058,0.12161031,-0.308472,-0.062447,-0.246025
41,-0.47110096,-0.60141766,"('unforgiving', 'forgiving')",-0.017735738,-0.3267055,-0.2444184,-0.4640616,0.2196432
65,-0.45852247,-0.407293,"('insecure', 'secure')",-0.33787742,-0.10901068,-0.3981999,-0.2581518,-0.1400481
34,-0.43977216,-0.6554636,"('mean', 'honorable')",5.7166853,5.976718,2.6384566,2.6606271,-0.0221705
26,-0.42978087,-0.36406454,"('hardhearted', 'benevolent')",1.4660964,1.3377,0.5181578,0.4868177,0.0313401
15,0.422696,-0.19577855,"('boring', 'funny')",0.8008584,0.3866861,0.6117772,0.0954538,0.5163234
64,0.42008194,0.18171692,"('shy', 'confident')",-5.6419983,-6.0672455,-2.6109581,-2.9427643,0.3318062
62,0.35535225,0.2951879,"('incompetent', 'brilliant')",0.8076141,1.0041003,0.5814832,0.6496441,-0.0681609
59,0.35210925,0.2176593,"('foolish', 'wise')",0.23553902,0.2828174,0.2938241,0.2502384,0.0435857
33,-0.33987072,-0.5273622,"('wrong', 'right')",-0.57447857,-0.6068518,-0.4571747,-0.567107,0.1099323
77,-0.3372274,-0.18912506,"('unmotivated', 'motivated')",-0.60231817,-0.62870634,-0.4697728,-0.4089157,-0.0608571
49,0.33646855,0.4269305,"('unable', 'able')",0.099502675,0.4198866,0.2179856,0.4234085,-0.2054229
38,-0.33129135,-0.5594668,"('untruthful', 'truthful')",0.53821594,0.3760517,0.1034623,-0.0917075,0.1951698
