,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,male-female
51,-0.8800411,-0.6404683,"('uneducated', 'educated')",0.042652596,0.12780946,-0.4186943,-0.2563294,-0.1623649
36,-0.8650797,-1.4749048,"('hostile', 'amicable')",0.8367639,0.53386676,-0.0141579,-0.470519,0.4563611
71,-0.84083676,-0.87635726,"('diffident', 'self-confident')",0.35146543,0.45283818,-0.2446857,-0.2117595,-0.0329262
20,-0.8405732,-0.56513774,"('rough', 'thoughtful')",1.0769467,1.1074768,0.1181868,0.2711695,-0.1529827
48,-0.83954585,-0.79637283,"('unintelligent', 'intelligent')",0.046048295,-0.10880646,-0.3967488,-0.4525896,0.0558408
8,-0.83136874,-0.900989,"('unaffectionate', 'affectionate')",0.97349083,0.8677563,0.071061,-0.0166163,0.0876773
37,0.82747513,0.7637811,"('fake', 'genuine')",0.82851565,0.6474933,0.8279954,0.7056372,0.1223582
88,-0.7966938,-0.98607075,"('low', 'eminent')",-0.066320956,0.064035654,-0.4315074,-0.4610175,0.0295101
38,-0.76094145,-0.7788307,"('untruthful', 'truthful')",0.24532926,0.2007591,-0.2578061,-0.2890358,0.0312297
58,-0.7298968,-0.88795435,"('undiscriminating', 'discriminating')",1.0912375,0.7114824,0.1806704,-0.088236,0.2689064
46,-0.7048657,-0.42908388,"('uncompetitive', 'competitive')",-0.46768147,-0.6198693,-0.5862736,-0.5244766,-0.061797
13,-0.69876385,-0.4877305,"('impolite', 'polite')",-0.6183229,-0.45791268,-0.6585433,-0.4728216,-0.1857217
70,-0.6589581,-0.3576219,"('lethargic', 'energetic')",0.35805055,0.17502996,-0.1504538,-0.091296,-0.0591578
64,0.6575195,0.4440593,"('shy', 'confident')",-4.8023634,-5.14006,-2.072422,-2.3480003,0.2755783
43,-0.6440233,-0.39408872,"('irresponsible', 'responsible')",0.9675321,0.99355334,0.1617544,0.2997323,-0.1379779
28,-0.6339744,-0.6780479,"('disloyal', 'loyal')",0.92625654,0.9271495,0.1461411,0.1245508,0.0215903
74,-0.59333944,-0.36775705,"('undedicated', 'dedicated')",0.57755363,0.62458986,-0.0078929,0.1284164,-0.1363093
66,-0.5905758,-0.9453681,"('inactive', 'active')",0.3463524,0.19413199,-0.1221117,-0.3756181,0.2535064
31,-0.5699886,-0.9567287,"('evil', 'good')",-0.29746526,-0.55542064,-0.4337269,-0.7560747,0.3223478
32,-0.56733024,-0.46914673,"('unkind', 'kind')",0.46529812,0.53746235,-0.0510161,0.0341578,-0.0851739
14,0.5405573,0.7355636,"('antisocial', 'social')",0.6745555,0.7331936,0.6075564,0.7343786,-0.1268222
6,-0.5396008,-0.866573,"('distant', 'open')",-0.051006787,-0.09875314,-0.2953038,-0.4826631,0.1873593
29,-0.48672932,-0.5060557,"('unfair', 'fair')",-0.27842388,-0.6362561,-0.3825766,-0.5711559,0.1885793
52,-0.47923943,-0.67683876,"('irrational', 'rational')",-0.18852451,-0.079643406,-0.333882,-0.3782411,0.0443591
3,-0.46765098,-0.11571268,"('repellent', 'pleasant')",-0.2181644,-0.13774152,-0.3429077,-0.1267271,-0.2161806
30,0.45814154,0.70334363,"('intolerant', 'tolerant')",0.5620575,0.736247,0.5100995,0.7197953,-0.2096958
41,-0.44821006,-0.5289235,"('unforgiving', 'forgiving')",0.99208635,0.29443896,0.2719381,-0.1172423,0.3891804
76,-0.44646683,0.038649302,"('anxious', 'daring')",-0.5835256,-0.391993,-0.5149962,-0.1766718,-0.3383244
7,-0.37386075,-0.29170588,"('insensitive', 'sensitive')",0.83594406,0.7527869,0.2310417,0.2305405,0.0005012
55,-0.3732945,-0.008610133,"('incompetent', 'clever')",0.009632606,-0.014580973,-0.1818309,-0.0115956,-0.1702353
18,-0.34976315,-0.10492639,"('disagreeable', 'welcoming')",-0.873926,-0.7562792,-0.6118445,-0.4306028,-0.1812417
47,-0.33840236,0.009208564,"('stupid', 'smart')",4.246343,4.7035737,1.9539704,2.3563912,-0.4024208
12,-0.3325808,-0.2807181,"('unsupportive', 'supportive')",-0.86794287,-1.0721296,-0.6002618,-0.6764238,0.076162
5,-0.32101685,-0.62693936,"('distant', 'outgoing')",0.18721004,0.16146737,-0.0669034,-0.232736,0.1658326
39,0.30673373,0.51061356,"('exploitative', 'cooperative')",0.3010909,0.495495,0.3039123,0.5030543,-0.199142
56,0.3026913,0.8693184,"('impractical', 'practical')",0.48825434,0.8828534,0.3954728,0.8760859,-0.4806131
72,-0.29717302,-0.28005007,"('unambitious', 'ambitious')",0.60297483,0.5191528,0.1529009,0.1195514,0.0333495
34,-0.2967957,-0.117369376,"('mean', 'honorable')",3.9735944,4.4378376,1.8383994,2.1602342,-0.3218348
26,-0.29088676,-0.8604931,"('hardhearted', 'benevolent')",2.5559826,2.207916,1.1325479,0.6737114,0.4588365
45,-0.28861535,-0.31947565,"('incompetent', 'competent')",1.0497118,0.552008,0.3805482,0.1162662,0.264282
40,0.27754843,0.35331878,"('stingy', 'generous')",-1.21739,-1.5124245,-0.4699208,-0.5795528,0.109632
35,0.2710179,-0.1100487,"('corrupt', 'incorrupt')",-0.49355537,-0.545771,-0.1112687,-0.3279099,0.2166412
2,0.2685016,0.4367177,"('unlikable', 'likable')",0.019353643,0.3800207,0.1439276,0.4083692,-0.2644416
60,0.26317298,0.7250482,"('inefficient', 'efficient')",-0.2182303,0.031215308,0.0224713,0.3781317,-0.3556604
87,-0.24588132,-0.3263131,"('unsuccessful', 'successful')",1.0347563,1.4557948,0.3944375,0.5647408,-0.1703033
4,0.23491746,-0.024363242,"('disliked', 'liked')",-4.482246,-4.991563,-2.1236641,-2.5079629,0.3842988
84,0.23417883,0.026751593,"('inferior', 'superior')",0.83087504,0.7621119,0.5325269,0.3944317,0.1380952
49,-0.23206368,0.08538099,"('unable', 'able')",-0.3172875,-0.02783462,-0.2746756,0.0287732,-0.3034488
83,0.22879848,0.2044127,"('powerless', 'powerful')",-0.5713639,-0.57559663,-0.1712827,-0.185592,0.0143093
22,-0.21775612,-0.07412297,"('untrustworthy', 'trustworthy')",-0.3225217,-0.555212,-0.2701389,-0.3146675,0.0445286
67,0.20858607,0.19614209,"('doubtful', 'determined')",-0.75417066,-0.69886214,-0.2727923,-0.25136,-0.0214323
68,-0.2042667,-0.13665734,"('dependent', 'independent')",-1.0235167,-0.8927185,-0.6138917,-0.5146879,-0.0992038
75,0.15674302,0.10315919,"('meek', 'impulsive')",-0.9747182,-1.1710278,-0.4089876,-0.5339343,0.1249467
81,0.13490975,0.48900625,"('submissive', 'aggressive')",-1.0296869,-0.90425885,-0.4473886,-0.2076263,-0.2397623
62,0.13428777,0.61481106,"('incompetent', 'brilliant')",0.31918,0.62754345,0.2267339,0.6211773,-0.3944434
15,0.112548284,-0.0933942,"('boring', 'funny')",-0.03362378,-0.052192513,0.0394623,-0.0727934,0.1122557
25,0.10387546,0.08601381,"('egoistic', 'altruistic')",1.3118291,1.5879588,0.7078522,0.8369863,-0.1291341
33,0.07665933,-0.2903054,"('wrong', 'right')",0.16478758,0.031892765,0.1207235,-0.1292063,0.2499298
17,-0.06559095,-0.24253866,"('nasty', 'nice')",-1.1192851,-1.2852846,-0.592438,-0.7639117,0.1714737
79,-0.03780702,-0.41731554,"('wavering', 'unwavering')",-0.14241874,-0.3576915,-0.0901129,-0.3875035,0.2973906
50,-0.030570682,-0.015940461,"('clumsy', 'skillful')",-0.63890135,-0.6605384,-0.334736,-0.3382394,0.0035034
42,-0.026358582,0.12883052,"('unreliable', 'reliable')",-2.52705,-2.6557074,-1.2767043,-1.2634385,-0.0132658
65,0.019957475,0.15057328,"('insecure', 'secure')",0.11256969,0.30960345,0.0662636,0.2300884,-0.1638248
59,0.004817866,-0.06929437,"('foolish', 'wise')",-0.3807186,-0.18275124,-0.1879504,-0.1260228,-0.0619276
