,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,male-female
31,-5.0817194,-2.3353288,"('evil', 'good')",-1.1594831,-0.28845197,-1.5740261,-1.0925747,-1.0334617,-0.769104,-2.2121725,-1.1213648,-1.0908077
85,-4.4099636,-1.8714361,"('insignificant', 'prestigious')",-1.9599773,-0.8566462,-1.4077984,-1.0579542,0.22795433,0.42171028,-1.8874462,-0.8410816,-1.0463646
36,-4.3365273,-1.9221842,"('hostile', 'amicable')",-1.859878,-0.977701,-2.09024,-1.6325016,-0.20551826,-0.07779302,-2.1230412,-1.152545,-0.9704962
55,4.1423235,1.6091031,"('incompetent', 'clever')",1.3397621,0.41460657,1.0554664,0.83358353,0.21646625,0.17542692,1.6885046,0.7581801,0.9303245
56,4.102803,2.6144245,"('impractical', 'practical')",2.5319188,1.9076391,1.6128196,1.4948798,0.047589794,0.07904592,2.0737829,1.5239973,0.5497856
21,3.9752183,1.9734538,"('immoral', 'moral')",0.33035472,-0.28719848,0.91195256,0.7016326,-0.6013671,-0.5209719,1.1540396,0.466729,0.6873106
46,3.9683,1.3128245,"('uncompetitive', 'competitive')",1.4758338,0.5903893,2.5468764,2.0242577,-0.32302678,-0.45687497,1.9169959,0.8676491,1.0493468
60,3.900867,1.6044431,"('inefficient', 'efficient')",1.5534862,0.59683174,2.678019,2.2955003,0.5743337,0.47120473,2.1766765,1.241995,0.9346815
10,3.872587,0.87029624,"('unsympathetic', 'sympathetic')",0.5941585,-0.24265271,0.80463755,0.4983287,0.08913741,-0.020777822,1.3401301,0.2762986,1.0638315
81,3.8550758,1.2016258,"('submissive', 'aggressive')",1.1393876,0.07588788,0.62790483,0.07444015,-0.5693809,-0.70250756,1.2632469,0.1623616,1.1008853
35,-3.813248,-1.5848935,"('corrupt', 'incorrupt')",-1.3549562,-0.37405175,-1.7854931,-1.345846,-0.54677516,-0.45106784,-1.8751181,-0.9389648,-0.9361533
14,3.7194777,1.8707814,"('antisocial', 'social')",1.2494123,0.5366572,0.9656587,0.73361886,-0.457849,-0.45277628,1.369175,0.6720703,0.6971047
69,-3.5591104,-1.5525132,"('lazy', 'industrious')",-0.97180647,-0.356835,-0.5291321,-0.2003674,-0.7688142,-0.6323154,-1.4572158,-0.6855078,-0.771708
6,-3.5095208,-2.0611248,"('distant', 'open')",-0.93805635,-0.20718634,-0.7188873,-0.24315995,0.3805777,0.56102127,-1.1964717,-0.4876124,-0.7088593
43,3.4677248,2.1213202,"('irresponsible', 'responsible')",1.750013,1.3841426,2.1007357,2.0434432,0.75571316,0.82258165,2.0185466,1.592872,0.4256746
5,-3.3206468,-1.6962476,"('distant', 'outgoing')",-0.65063477,-0.06261854,-0.7222208,-0.39568725,-0.43497592,-0.34213114,-1.2821196,-0.6241711,-0.6579485
70,3.306399,1.6484966,"('lethargic', 'energetic')",1.3314291,0.6864658,0.93995565,0.7980302,1.0406226,0.94050545,1.6546017,1.0183744,0.6362273
74,3.2698967,2.3198915,"('undedicated', 'dedicated')",1.1168653,0.9973657,1.1010867,1.1072893,0.5220625,0.48849642,1.5024778,1.2282606,0.2742172
