,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-1.4135133,-1.6127683,"('unsympathetic', 'sympathetic')",-0.060590908,-0.29515517,-0.7370521,-0.9539617,0.2169096
53,-1.392898,-1.3341516,"('uncreative', 'creative')",0.64716923,0.5940422,-0.3728644,-0.3700547,-0.0028097
0,-1.3133478,-1.6258959,"('unsociable', 'sociable')",-0.245134,-0.4225682,-0.7792409,-1.024232,0.2449911
57,-1.2782412,-1.423704,"('unimaginative', 'imaginative')",-2.2386143,-2.4139187,-1.7584277,-1.9188113,0.1603836
86,-1.2211553,-1.0938653,"('uninfluential', 'influential')",-0.18827109,-0.10944911,-0.7047132,-0.6016572,-0.103056
51,-1.1819638,-1.0685331,"('uneducated', 'educated')",0.5707108,0.67212564,-0.3056265,-0.1982037,-0.1074228
73,1.0698597,1.1735047,"('helpless', 'self-reliant')",-2.798861,-2.7250643,-0.8645006,-0.7757798,-0.0887208
77,-1.0029857,-0.7357564,"('unmotivated', 'motivated')",-1.2930806,-1.0020237,-1.1480331,-0.86889,-0.2791431
23,-0.9723921,-1.0016595,"('insincere', 'sincere')",5.418623,5.2635374,2.2231154,2.130939,0.0921764
1,-0.9681691,-0.944145,"('unfriendly', 'friendly')",1.7335968,1.6387872,0.3827139,0.3473211,0.0353928
78,-0.9034967,-0.7835148,"('nonresilient', 'resilient')",0.15992895,0.24987724,-0.3717839,-0.2668188,-0.1049651
21,-0.89556277,-0.88502294,"('immoral', 'moral')",-0.58262694,-0.4182757,-0.7390949,-0.6516494,-0.0874455
55,-0.8455911,-0.98232156,"('incompetent', 'clever')",0.23716393,0.15663974,-0.3042136,-0.4128409,0.1086273
17,-0.8422411,-1.0766585,"('nasty', 'nice')",-0.5533343,-0.6440147,-0.6977877,-0.8603366,0.1625489
65,-0.82720274,-1.1272941,"('insecure', 'secure')",-0.38297367,-0.50564736,-0.6050882,-0.8164707,0.2113825
46,-0.8149711,-0.99136806,"('uncompetitive', 'competitive')",-0.41689703,-0.59220195,-0.6159341,-0.791785,0.1758509
84,0.81298643,0.7816678,"('inferior', 'superior')",1.0318189,1.0430808,0.9224026,0.9123743,0.0100283
37,0.78404623,0.77514505,"('fake', 'genuine')",0.73139954,0.68026525,0.7577229,0.7277051,0.0300178
13,-0.77990913,-0.84128374,"('impolite', 'polite')",-0.5365547,-0.5075683,-0.6582319,-0.674426,0.0161941
68,-0.76692164,-0.658464,"('dependent', 'independent')",-0.68848616,-0.45007193,-0.7277039,-0.554268,-0.1734359
18,-0.75667214,-0.65726686,"('disagreeable', 'welcoming')",-0.5501708,-0.41765702,-0.6534215,-0.5374619,-0.1159596
54,-0.7535849,-0.5934646,"('incapable', 'capable')",0.89391583,1.07468,0.0701655,0.2406077,-0.1704422
45,-0.7481946,-1.0679429,"('incompetent', 'competent')",0.110521026,-0.2310322,-0.3188368,-0.6494875,0.3306507
69,0.71580213,0.9405997,"('lazy', 'industrious')",-0.76663196,-0.47471943,-0.0254149,0.2329401,-0.258355
79,-0.7008405,-0.6371267,"('wavering', 'unwavering')",-0.2536439,-0.20368552,-0.4772422,-0.4204061,-0.0568361
19,-0.69753873,-0.55722696,"('inhospitable', 'hospitable')",-0.15501437,0.020091372,-0.4262766,-0.2685678,-0.1577088
22,-0.6560052,-0.8882077,"('untrustworthy', 'trustworthy')",-0.76961493,-1.0562459,-0.71281,-0.9722268,0.2594168
32,-0.6435363,-0.7808663,"('unkind', 'kind')",0.612916,0.58338654,-0.0153102,-0.0987399,0.0834297
36,-0.63060725,-0.5382197,"('hostile', 'amicable')",0.28132197,0.056894273,-0.1746426,-0.2406627,0.0660201
11,-0.6219486,-0.7927208,"('unhelpful', 'helpful')",1.434995,1.3914418,0.4065232,0.2993605,0.1071627
31,-0.59819627,-0.29311186,"('evil', 'good')",-0.80513746,-0.8186111,-0.7016668,-0.5558615,-0.1458053
2,0.5831052,0.6062206,"('unlikable', 'likable')",0.37852222,0.5484097,0.4808137,0.5773152,-0.0965015
7,-0.5764722,-0.8197392,"('insensitive', 'sensitive')",0.8882709,0.7173747,0.1558993,-0.0511823,0.2070816
82,-0.56147075,-0.5408728,"('poor', 'rich')",5.965579,5.8268943,2.702054,2.6430106,0.0590434
9,-0.560033,-0.56018907,"('unaffectionate', 'caring')",0.92119855,0.9013596,0.1805828,0.1705853,0.0099975
76,-0.5488944,-0.66642094,"('anxious', 'daring')",0.20714036,0.22189368,-0.170877,-0.2222636,0.0513866
