,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
12,-0.54528254,-0.5822367,"('unsupportive', 'supportive')",-1.8977027,-1.768846,-1.2214926,-1.1755414,-0.0459512
67,0.49932867,0.3361008,"('doubtful', 'determined')",-0.5440688,-0.45168254,-0.0223701,-0.0577909,0.0354208
27,-0.45262426,-0.48567775,"('hardhearted', 'softhearted')",1.3919132,1.3747045,0.4696445,0.4445134,0.0251311
30,0.44427022,0.07625404,"('intolerant', 'tolerant')",1.4177624,1.2772582,0.9310163,0.6767561,0.2542602
16,-0.44379202,-0.34560633,"('unpopular', 'popular')",0.14387769,0.3092952,-0.1499572,-0.0181556,-0.1318016
34,-0.4429481,-0.3106839,"('mean', 'honorable')",5.7684007,5.835314,2.6627264,2.762315,-0.0995886
72,-0.44117734,-0.58514583,"('unambitious', 'ambitious')",-0.7193112,-0.890367,-0.5802442,-0.7377564,0.1575122
35,0.4339912,0.46788374,"('corrupt', 'incorrupt')",0.033333022,-0.0783914,0.2336621,0.1947462,0.0389159
3,-0.4328762,-0.3785045,"('repellent', 'pleasant')",0.1959524,0.045925222,-0.1184619,-0.1662896,0.0478277
70,-0.42720586,-0.66396767,"('lethargic', 'energetic')",0.9542214,0.774635,0.2635078,0.0553337,0.2081741
59,0.40676963,0.49823314,"('foolish', 'wise')",0.08957878,0.20966846,0.2481742,0.3539508,-0.1057766
66,-0.39881426,-0.51599616,"('inactive', 'active')",0.8751262,0.87572175,0.238156,0.1798628,0.0582932
29,-0.39737654,-0.4446931,"('unfair', 'fair')",-0.55846345,-0.72290415,-0.47792,-0.5837986,0.1058786
8,-0.38727012,-0.37968186,"('unaffectionate', 'affectionate')",0.83815366,0.79388016,0.2254418,0.2070992,0.0183426
6,-0.38376507,-0.16078869,"('distant', 'open')",0.10086928,0.10631607,-0.1414479,-0.0272363,-0.1142116
75,0.3789913,0.41869706,"('meek', 'impulsive')",-0.21432896,-0.31778786,0.0823312,0.0504546,0.0318766
58,-0.35259968,-0.5159898,"('undiscriminating', 'discriminating')",0.36719212,0.13025767,0.0072962,-0.1928661,0.2001623
71,-0.34689894,-0.38624746,"('diffident', 'self-confident')",0.33039027,0.43580624,-0.0082543,0.0247794,-0.0330337
5,-0.344755,-0.17089401,"('distant', 'outgoing')",-0.55341804,-0.46500665,-0.4490865,-0.3179503,-0.1311362
39,0.32610798,0.35205942,"('exploitative', 'cooperative')",0.032630913,0.0918232,0.1793694,0.2219413,-0.0425719
74,-0.31777304,-0.22279939,"('undedicated', 'dedicated')",0.2074732,0.12168694,-0.0551499,-0.0505562,-0.0045937
24,-0.3125927,-0.31590018,"('dishonest', 'honest')",0.48252615,0.39585227,0.0849667,0.039976,0.0449907
49,-0.3060085,-0.31143525,"('unable', 'able')",-0.4119829,-0.36697343,-0.3589957,-0.3392043,-0.0197914
81,0.29723993,0.036999643,"('submissive', 'aggressive')",-0.4277924,-0.3964477,-0.0652762,-0.179724,0.1144478
14,-0.29009128,-0.8690968,"('antisocial', 'social')",-0.08913489,-0.3620587,-0.1896131,-0.6155778,0.4259647
56,0.2694949,0.0644504,"('impractical', 'practical')",0.008639105,-0.17627534,0.139067,-0.0559125,0.1949795
60,-0.26851773,-0.38616243,"('inefficient', 'efficient')",-0.00383953,0.08842477,-0.1361786,-0.1488688,0.0126902
33,0.2607232,0.31038272,"('wrong', 'right')",-0.88383806,-0.6916569,-0.3115574,-0.1906371,-0.1209203
88,-0.25528648,-0.25311244,"('low', 'eminent')",0.10214424,0.16994806,-0.0765711,-0.0415822,-0.0349889
63,-0.24363537,-0.39166468,"('unperceptive', 'insightful')",1.0317867,0.99340165,0.3940757,0.3008685,0.0932072
38,-0.24228904,-0.21753952,"('untruthful', 'truthful')",-0.4297089,-0.3289476,-0.335999,-0.2732435,-0.0627555
80,0.22699851,-0.0076155663,"('dominated', 'dominating')",-1.1067185,-1.0889354,-0.43986,-0.5482755,0.1084155
26,0.2222838,-0.015000675,"('hardhearted', 'benevolent')",1.9544075,1.79215,1.0883456,0.8885747,0.1997709
25,-0.21746626,0.05924461,"('egoistic', 'altruistic')",1.4363867,1.6456256,0.6094602,0.8524351,-0.2429749
61,-0.20961997,-0.3730619,"('illogical', 'logical')",0.21747419,0.21391764,0.0039271,-0.0795721,0.0834992
20,0.1958049,0.14708832,"('rough', 'thoughtful')",1.5034611,1.3453121,0.849633,0.7462002,0.1034328
85,0.16767187,0.45724386,"('insignificant', 'prestigious')",0.6080126,0.7761081,0.3878422,0.616676,-0.2288338
50,0.14623646,0.098787375,"('clumsy', 'skillful')",0.12809451,0.24119343,0.1371655,0.1699904,-0.0328249
28,-0.13874757,-0.342926,"('disloyal', 'loyal')",0.88479066,0.7554429,0.3730215,0.2062585,0.166763
43,-0.13333994,-0.24635789,"('irresponsible', 'responsible')",0.6142221,0.50183153,0.2404411,0.1277368,0.1127043
64,-0.12634616,-0.22125298,"('shy', 'confident')",-6.668939,-6.490961,-3.3976426,-3.356107,-0.0415356
42,0.106321804,-0.26377174,"('unreliable', 'reliable')",-2.8167853,-2.9038672,-1.3552318,-1.5838195,0.2285877
41,-0.100544974,-0.29768312,"('unforgiving', 'forgiving')",0.26896232,-0.03293256,0.0842087,-0.1653078,0.2495165
87,-0.09042461,-0.19477654,"('unsuccessful', 'successful')",0.66187835,0.84322554,0.2857269,0.3242245,-0.0384976
40,0.08018169,-0.035514075,"('stingy', 'generous')",-1.2251322,-1.3358713,-0.5724753,-0.6856927,0.1132174
47,-0.07893403,-0.16924474,"('stupid', 'smart')",5.295026,5.19117,2.6080458,2.5109627,0.0970831
44,0.078491755,-0.040583313,"('prejudiced', 'unprejudiced')",-1.3422948,-1.2849131,-0.6319015,-0.6627482,0.0308467
4,-0.078368396,-0.029393174,"('disliked', 'liked')",-6.263416,-6.2506976,-3.170892,-3.1400454,-0.0308466
62,0.07279612,-0.18773115,"('incompetent', 'brilliant')",0.18215406,0.16597757,0.1274751,-0.0108768,0.1383519
83,-0.07117637,-0.113789685,"('powerless', 'powerful')",-0.8169674,-0.87072664,-0.4440719,-0.4922582,0.0481863
48,0.039783508,0.026355598,"('unintelligent', 'intelligent')",0.579131,0.71128696,0.3094572,0.3688213,-0.0593641
52,0.022212476,0.15558572,"('irrational', 'rational')",-0.014602758,0.1214206,0.0038049,0.1385032,-0.1346983
15,-0.00067507476,-0.029377336,"('boring', 'funny')",0.44340026,0.35083902,0.2213626,0.1607308,0.0606318
