,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
85,3.851503,3.9073505,"('insignificant', 'prestigious')",4.1209164,4.1317267,0.40217364,0.44151917,0.27981398,0.39581206,2.1636016,2.2191021,-0.0555005
36,2.8135202,2.8382118,"('hostile', 'amicable')",3.0683603,3.037521,-0.55972254,-0.39043158,0.194,0.29277447,1.3790395,1.4445189,-0.0654794
45,-2.721603,-2.7840974,"('incompetent', 'competent')",-1.8963411,-2.0341103,-0.21330436,-0.51637,-0.40714648,-0.53120714,-1.3095987,-1.4664462,0.1568475
81,-2.66589,-2.6645856,"('submissive', 'aggressive')",-1.3136424,-1.290504,1.1857896,1.187578,-0.7182285,-0.7942935,-0.8779928,-0.8904513,0.0124585
10,-2.6190999,-2.824771,"('unsympathetic', 'sympathetic')",-1.9737189,-2.2267237,-0.019128866,-0.29484287,0.19622697,-0.006996572,-1.1039301,-1.3383335,0.2344034
70,-2.37818,-2.5282893,"('lethargic', 'energetic')",-1.0099319,-1.177605,0.6424092,0.4675098,1.0327845,0.9368938,-0.4282296,-0.5753727,0.1471431
33,2.1490006,2.1262515,"('wrong', 'right')",2.0363402,1.9573302,0.21297185,0.23407188,-0.67580014,-0.58280385,0.9306281,0.9337125,-0.0030844
71,2.1463187,2.187228,"('diffident', 'self-confident')",3.2088995,3.3103144,1.1179312,1.0989934,0.8170532,0.8298476,1.8225507,1.8565958,-0.0340451
55,-2.1347158,-2.1547983,"('incompetent', 'clever')",-1.9563534,-2.0706747,0.47153893,0.34074593,0.037426356,-0.01716683,-0.8955259,-0.9754735,0.0799476
60,-2.112981,-2.16417,"('inefficient', 'efficient')",-1.4942737,-1.5234692,1.1041497,0.9264865,0.09569968,0.0360788,-0.6018513,-0.6812685,0.0794172
5,2.111129,2.133102,"('distant', 'outgoing')",1.9315163,1.9751832,-1.1137028,-1.1353067,-0.49097446,-0.31438124,0.6094921,0.6646492,-0.0551571
82,-2.0835161,-2.1121511,"('poor', 'rich')",-1.6934204,-1.7035166,-0.65027094,-0.5731572,6.0824203,6.123991,0.4138032,0.4337915,-0.0199883
9,2.0338378,1.8667861,"('unaffectionate', 'caring')",2.5582895,2.3827734,0.6893832,0.51222664,1.1621895,1.17984,1.610925,1.4854065,0.1255185
22,-1.9826131,-2.2204962,"('untrustworthy', 'trustworthy')",-1.9202383,-2.1016667,0.2364009,0.15047193,-0.9675245,-1.0120368,-1.1584938,-1.2959319,0.1374381
79,1.9446982,1.9449344,"('wavering', 'unwavering')",1.317995,1.3685645,-0.8694284,-0.7827597,-0.024746357,-0.0018680808,0.5921296,0.6322178,-0.0400882
6,1.8791265,1.8352462,"('distant', 'open')",1.6570954,1.6643455,-1.1773765,-1.200197,0.17424853,0.3423476,0.6332735,0.6604356,-0.0271621
52,1.8761194,1.8562313,"('irrational', 'rational')",1.3938622,1.3816413,-0.8832905,-0.8126277,-0.25981838,-0.17092405,0.5317182,0.5635802,-0.031862
66,1.8502506,1.7774283,"('inactive', 'active')",2.3018107,2.1362875,2.0972605,1.9952508,1.487231,1.4891659,1.9341383,1.8495331,0.0846052
1,1.7671105,1.3204074,"('unfriendly', 'friendly')",2.2454996,1.9089235,0.36422625,0.05490087,1.3666373,1.4216025,1.4358684,1.1764586,0.2594098
73,1.7357979,1.6388226,"('helpless', 'self-reliant')",1.7023278,1.726097,0.25213858,0.41290116,-3.5769193,-3.522069,0.0283362,0.063938,-0.0356018
69,1.727963,1.8825564,"('lazy', 'industrious')",2.3612547,2.474614,0.41156033,0.5574804,-0.83204144,-0.7444754,0.9171842,1.0425438,-0.1253596
3,-1.6607863,-1.5367374,"('repellent', 'pleasant')",-1.7347676,-1.6849359,0.8580894,0.79164577,0.5560928,0.5187282,-0.4953429,-0.4778249,-0.017518
83,1.6431562,1.5518885,"('powerless', 'powerful')",1.8889948,1.9455131,0.5311797,0.6987688,-0.670451,-0.57879806,0.8482199,0.9043431,-0.0561232
12,1.6095114,1.386541,"('unsupportive', 'supportive')",2.056726,1.9068888,1.6848509,1.5180922,-1.4593474,-1.513493,0.9729353,0.8245072,0.1484281
11,-1.5493997,-1.5989491,"('unhelpful', 'helpful')",-0.94039273,-1.0199496,-0.510989,-0.59938234,1.9507178,1.889634,-0.2625159,-0.3321618,0.0696459
0,-1.4828682,-1.5933777,"('unsociable', 'sociable')",-0.7376851,-0.84657925,0.2198616,0.01794554,-0.40480098,-0.5278907,-0.6013732,-0.7374755,0.1361023
26,1.4294007,1.0583713,"('hardhearted', 'benevolent')",2.2612827,2.026928,1.2271184,1.0968155,1.3419119,1.324165,1.5649284,1.3765699,0.1883585
35,1.4012804,1.4983709,"('corrupt', 'incorrupt')",1.2257416,1.3713789,-1.1242574,-0.95791966,-0.53178227,-0.35696778,0.2427456,0.3887156,-0.14597
44,-1.3206145,-1.0954069,"('prejudiced', 'unprejudiced')",-1.3827499,-1.2919388,-0.49512377,-0.26829708,-1.3604314,-1.2525451,-1.13973,-0.977047,-0.162683
2,1.3084573,1.4325213,"('unlikable', 'likable')",2.1941853,2.1751676,2.031898,2.2617767,0.5245253,0.6370611,1.5147665,1.6266317,-0.1118652
76,-1.3056151,-1.3583307,"('anxious', 'daring')",-1.1044497,-1.0116264,0.9223525,1.0250304,0.3930753,0.44615272,-0.2736592,-0.2246935,-0.0489657
59,1.2985952,1.312186,"('foolish', 'wise')",0.96292937,1.0328588,-0.8134914,-0.75547314,0.32480288,0.42584163,0.4432091,0.5038533,-0.0606442
30,-1.2979525,-1.2638747,"('intolerant', 'tolerant')",-0.8686672,-0.7724162,-0.26587588,-0.04633034,0.57570684,0.72197485,-0.4641972,-0.3401616,-0.1240356
51,-1.2476996,-1.3660225,"('uneducated', 'educated')",-0.47716808,-0.49264526,0.77655655,0.67254215,0.7555623,0.7067747,-0.0481872,-0.1198377,0.0716505
57,-1.2450147,-1.6097462,"('unimaginative', 'imaginative')",-0.5263427,-0.84509003,-0.35505122,-0.68348086,-2.6873822,-2.9017289,-1.2034477,-1.5100114,0.3065637
61,1.2413934,1.243985,"('illogical', 'logical')",0.9789244,1.0115925,0.4512529,0.4731344,0.2830255,0.34024113,0.7386491,0.7672383,-0.0285892
34,1.1838222,1.1355542,"('mean', 'honorable')",1.5630229,1.5569911,0.46136123,0.5585259,6.2339544,6.2828436,2.3605402,2.3834786,-0.0229384
48,-1.1762354,-1.4065837,"('unintelligent', 'intelligent')",-1.4825379,-1.5821025,-0.69360477,-0.9164745,0.031286713,-0.07809031,-0.8302729,-0.9958128,0.1655399
65,-1.16545,-1.1878338,"('insecure', 'secure')",-1.277379,-1.2734768,1.0396895,1.0517956,0.064227566,-0.032740943,-0.334728,-0.360564,0.025836
13,-1.15915,-1.3040113,"('impolite', 'polite')",-1.1237273,-1.3042109,0.27292025,0.09575324,-0.0220932,-0.11321476,-0.5080127,-0.6564209,0.1484082
87,1.140958,1.1151943,"('unsuccessful', 'successful')",1.3758676,1.3946378,1.5826914,1.5742762,1.0090929,0.8676503,1.2771524,1.2379396,0.0392128
46,-1.1363059,-1.2644064,"('uncompetitive', 'competitive')",-0.57095414,-0.7142724,1.3486634,1.2373234,-0.42436063,-0.61801475,-0.1957393,-0.3398426,0.1441033
24,-1.1271431,-1.1945176,"('dishonest', 'honest')",-1.1672117,-1.2546268,-0.66881275,-0.7695823,0.44013464,0.574175,-0.6307583,-0.6611379,0.0303796
28,-1.124315,-1.4471828,"('disloyal', 'loyal')",-0.6006552,-0.79463136,0.08635186,-0.19432,1.095807,1.025839,-0.1357028,-0.3525738,0.216871
37,-1.123084,-1.3589132,"('fake', 'genuine')",-0.5413702,-0.62057936,-0.24221778,-0.3417669,0.4042599,0.502653,-0.375603,-0.4546516,0.0790486
40,1.1215004,0.9931646,"('stingy', 'generous')",0.98131514,0.79797333,1.0847003,0.9156117,-1.5956903,-1.591882,0.3979564,0.2787169,0.1192395
58,1.1152172,0.9589469,"('undiscriminating', 'discriminating')",1.4970918,1.3793498,1.5409918,1.5295478,0.15074253,0.16257071,1.0760108,1.0076039,0.0684069
80,-1.1124827,-1.2569295,"('dominated', 'dominating')",-1.0984848,-1.1030723,1.4764717,1.4106925,-0.67612106,-0.75365245,-0.3526542,-0.4257405,0.0730863
14,-1.0986327,-1.2217734,"('antisocial', 'social')",-0.6018417,-0.6763438,1.4579427,1.5362941,-0.50803643,-0.47564542,-0.187642,-0.2093671,0.0217251
54,1.0565114,1.0085847,"('incapable', 'capable')",1.6134987,1.5618483,0.7120146,0.68795484,1.0309033,1.1352035,1.103232,1.0983979,0.0048341
78,0.99844575,0.7393069,"('nonresilient', 'resilient')",1.3379698,1.1568695,1.7271671,1.5551429,0.4331593,0.2248866,1.1241854,0.9190515,0.2051339
62,-0.9727152,-1.0261266,"('incompetent', 'brilliant')",-0.5384651,-0.6571157,0.5631381,0.46795872,0.146714,0.13210148,-0.200332,-0.2707955,0.0704635
8,0.9601453,0.8308756,"('unaffectionate', 'affectionate')",1.968903,1.7518439,-0.017275162,-0.18773204,0.45625994,0.5345815,0.8420083,0.7323923,0.109616
53,0.93722475,0.6436309,"('uncreative', 'creative')",0.9566492,0.78012025,0.6649807,0.53804517,1.1141584,1.1142702,0.9182532,0.7690166,0.1492366
20,0.9290228,0.8806512,"('rough', 'thoughtful')",0.76133025,0.9174806,1.6358885,1.7611374,1.2754743,1.2997926,1.150429,1.2147654,-0.0643364
68,-0.86519754,-0.78950715,"('dependent', 'independent')",-1.3432996,-1.1731844,-0.15540588,-0.08542774,-0.62608016,-0.60693043,-0.7474958,-0.6637625,-0.0837333
63,0.86186767,0.60868245,"('unperceptive', 'insightful')",1.2658031,1.1115669,1.9314287,1.795685,1.1510375,0.9844493,1.3025341,1.125096,0.1774381
86,-0.84806687,-1.1048927,"('uninfluential', 'influential')",-0.025754403,-0.23199439,0.4797532,0.20428814,0.20595746,0.12281533,-0.0470277,-0.2524459,0.2054182
31,0.83779055,0.8613678,"('evil', 'good')",0.66651183,0.61360824,-1.0289462,-1.1283947,-1.2939149,-1.1102353,-0.2046397,-0.1909135,-0.0137262
42,0.8205336,0.63098454,"('unreliable', 'reliable')",0.5555888,0.46995637,1.7484517,1.726435,-2.3797004,-2.4103937,0.1862184,0.1042455,0.0819729
74,0.71148294,0.5552387,"('undedicated', 'dedicated')",0.37575406,0.40178216,1.3997728,1.4168478,0.34283516,0.340427,0.7074612,0.6785739,0.0288873
50,0.6931782,0.56680304,"('clumsy', 'skillful')",0.5633761,0.5292856,0.35559553,0.4652194,0.44391504,0.34620893,0.5140163,0.4768792,0.0371371
72,0.68099064,0.60627776,"('unambitious', 'ambitious')",0.179519,0.12486769,0.72043395,0.6809893,-0.5396512,-0.47256756,0.2603231,0.2348918,0.0254313
21,-0.6338547,-0.74230224,"('immoral', 'moral')",-0.4363391,-0.40309307,0.3225755,0.46881115,-0.8407947,-0.9065785,-0.3971033,-0.3957906,-0.0013127
32,-0.60773516,-0.7709504,"('unkind', 'kind')",-0.09712082,-0.12253556,0.57589227,0.46257418,0.9597745,0.89753693,0.2077027,0.1166563,0.0910464
84,0.5471799,0.5311197,"('inferior', 'superior')",0.28627026,0.23328644,0.45650128,0.40692496,0.8374178,0.8182577,0.5318423,0.4973972,0.0344451
47,-0.528366,-0.5107065,"('stupid', 'smart')",0.5201144,0.7247406,0.16635008,0.46538007,5.5807414,5.677698,1.43471,1.5892781,-0.1545681
43,-0.5154359,-0.6068599,"('irresponsible', 'responsible')",0.16910015,0.06963176,0.9560993,0.9157744,0.7294467,0.7221225,0.3348026,0.2751672,0.0596354
23,-0.4969403,-0.5473064,"('insincere', 'sincere')",-0.2112458,-0.17089829,0.068820536,-0.011334173,6.045631,6.0822477,1.3515663,1.3381772,0.0133891
88,-0.47818065,-0.5621199,"('low', 'eminent')",-0.56873363,-0.44474328,-1.6312157,-1.6512512,-0.12294634,-0.085539386,-0.7002691,-0.6859134,-0.0143557
19,0.47454888,0.44628364,"('inhospitable', 'hospitable')",0.5493412,0.63041127,-1.4498577,-1.3252273,-0.3591643,-0.30449325,-0.196283,-0.1382564,-0.0580266
56,-0.46832854,-0.60208976,"('impractical', 'practical')",-0.69214666,-0.62210995,0.5583591,0.5861161,0.02366395,0.0038276166,-0.1446131,-0.158564,0.0139509
4,0.42962515,0.26892087,"('disliked', 'liked')",0.774392,0.7266065,-0.04463613,-0.20548199,-6.929995,-7.040694,-1.4426535,-1.5626622,0.1200087
39,0.42002195,0.33028162,"('exploitative', 'cooperative')",0.11105735,0.05887884,1.6360741,1.6299975,0.08078046,0.14288129,0.5619835,0.5405098,0.0214737
7,-0.41987962,-0.5115807,"('insensitive', 'sensitive')",-0.022301733,-0.060523503,0.567952,0.48452273,1.1335763,1.045517,0.3148367,0.2394839,0.0753528
77,-0.39341083,-0.5027878,"('unmotivated', 'motivated')",-0.09099048,-0.21749857,0.7869296,0.47472364,-0.9577252,-1.1220213,-0.1637992,-0.341896,0.1780968
49,-0.38629216,-0.47445646,"('unable', 'able')",-0.36546916,-0.2739204,-0.5913313,-0.50433177,-0.25933766,-0.26367438,-0.4006076,-0.3790958,-0.0215118
25,0.33762655,0.3598988,"('egoistic', 'altruistic')",1.4593278,1.4059016,-0.0049933046,0.045800246,1.2839746,1.3916996,0.768984,0.800825,-0.031841
75,0.33475414,0.43621352,"('meek', 'impulsive')",0.5421467,0.5613346,-0.81632787,-0.708282,-0.59306645,-0.5272442,-0.1331234,-0.0594945,-0.0736289
67,-0.32194754,-0.078993194,"('doubtful', 'determined')",-1.1450049,-0.911076,0.3075823,0.4963487,-0.8317953,-0.6536304,-0.4977913,-0.2868377,-0.2109536
16,0.30550668,0.4535611,"('unpopular', 'popular')",0.41272578,0.3964999,-0.36923596,-0.40514734,0.4501839,0.43018207,0.1997951,0.2187739,-0.0189788
38,0.28375468,0.14763442,"('untruthful', 'truthful')",0.276825,0.12216225,-0.4440611,-0.5766671,-0.14285256,-0.1214546,-0.0065835,-0.1070812,0.1004977
29,0.28266865,0.37411022,"('unfair', 'fair')",-0.47392055,-0.43848962,-0.11879613,-0.15315746,-0.5761595,-0.5235258,-0.2215519,-0.1852657,-0.0362862
15,0.22637218,0.19409057,"('boring', 'funny')",0.9708618,0.8997089,-1.1876842,-1.247198,-0.013205674,0.10113588,-0.000914,-0.0130657,0.0121517
17,0.21149841,0.2735023,"('nasty', 'nice')",-0.159686,-0.16109645,-1.2670525,-1.2088088,-0.6197104,-0.49996072,-0.4587376,-0.3990909,-0.0596467
18,-0.19920471,-0.11930739,"('disagreeable', 'welcoming')",0.6514645,0.71132374,-0.34880298,-0.16783884,-0.4889042,-0.36463845,-0.0963618,0.0148848,-0.1112466
27,0.030341618,-0.07167843,"('hardhearted', 'softhearted')",0.62646204,0.5121251,-0.1390606,-0.2443851,1.2817363,1.2878504,0.4498698,0.370978,0.0788918
41,0.012396196,-0.06971501,"('unforgiving', 'forgiving')",0.28288785,0.16782391,0.81275225,0.7867392,0.14000137,0.16021243,0.3120094,0.2612651,0.0507443
64,0.0025098454,-0.03749917,"('shy', 'confident')",-0.46000463,-0.59102285,1.322935,1.2080021,-6.5098596,-6.621987,-1.4111048,-1.5106267,0.0995219
