,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
83,0.4182664,0.4489147,"('powerless', 'powerful')",-0.69607586,-0.5800698,-0.1389047,-0.0655775,-0.0733272
50,0.4021279,0.49096817,"('clumsy', 'skillful')",0.45251182,0.37249225,0.4273199,0.4317302,-0.0044103
37,0.39752138,0.5228022,"('fake', 'genuine')",0.7379689,0.8007251,0.5677451,0.6617637,-0.0940186
1,0.39544293,0.04135528,"('unfriendly', 'friendly')",1.998038,1.4783158,1.1967405,0.7598355,0.436905
78,0.37791657,0.33765522,"('nonresilient', 'resilient')",0.6969314,0.82994264,0.537424,0.5837989,-0.0463749
61,0.3714188,0.1811342,"('illogical', 'logical')",0.25337708,0.25242835,0.312398,0.2167813,0.0956167
15,-0.3631518,-0.41850972,"('boring', 'funny')",0.32457608,0.10066421,-0.0192879,-0.1589228,0.1396349
58,0.3619916,0.3720841,"('undiscriminating', 'discriminating')",0.15820158,0.2459618,0.2600966,0.309023,-0.0489264
7,-0.34881997,-0.34893802,"('insensitive', 'sensitive')",0.88678473,1.1312224,0.2689824,0.3911422,-0.1221598
41,-0.33956563,-0.31782606,"('unforgiving', 'forgiving')",-0.40818653,-0.41066918,-0.3738761,-0.3642476,-0.0096285
28,-0.3164394,-0.5459118,"('disloyal', 'loyal')",0.87153774,0.8953682,0.2775492,0.1747282,0.102821
20,-0.31164813,-0.16898206,"('rough', 'thoughtful')",1.4046323,1.4473313,0.5464921,0.6391746,-0.0926825
45,-0.29757094,-0.07202359,"('incompetent', 'competent')",-0.107651845,0.25963563,-0.2026114,0.093806,-0.2964174
53,-0.28718805,-0.50059664,"('uncreative', 'creative')",0.87669116,0.81074506,0.2947516,0.1550742,0.1396774
31,-0.27143833,-0.41871837,"('evil', 'good')",-0.72931397,-1.3774674,-0.5003762,-0.8980929,0.3977167
38,0.2464841,0.16872731,"('untruthful', 'truthful')",0.13605073,0.17096037,0.1912674,0.1698438,0.0214236
79,0.23085612,0.2634485,"('wavering', 'unwavering')",0.227066,0.1485167,0.2289611,0.2059826,0.0229785
56,0.22977564,0.43332583,"('impractical', 'practical')",-0.33965006,0.19382182,-0.0549372,0.3135738,-0.368511
24,0.21746102,0.109755315,"('dishonest', 'honest')",0.7546245,0.9544518,0.4860427,0.5321035,-0.0460608
23,0.1951596,-0.024832364,"('insincere', 'sincere')",5.785249,6.162703,2.9902043,3.0689354,-0.0787311
35,0.18688262,0.15340415,"('corrupt', 'incorrupt')",0.11320801,-0.48480988,0.1500453,-0.1657029,0.3157482
29,0.18248169,0.32290873,"('unfair', 'fair')",-0.57015884,-0.7172965,-0.1938386,-0.1971939,0.0033553
47,-0.16788417,-0.17032102,"('stupid', 'smart')",5.1995,5.4700685,2.5158079,2.6498737,-0.1340658
25,-0.16313466,-0.33671835,"('egoistic', 'altruistic')",1.3300189,1.0417655,0.5834421,0.3525236,0.2309185
4,0.15991795,0.33166537,"('disliked', 'liked')",-6.210342,-6.416652,-3.025212,-3.0424933,0.0172813
43,-0.15975483,-0.22105531,"('irresponsible', 'responsible')",0.6535861,0.8411353,0.2469156,0.31004,-0.0631244
64,-0.15027045,-0.008429486,"('shy', 'confident')",-7.3607836,-7.206609,-3.755527,-3.6075191,-0.1480079
2,0.14676839,0.13755478,"('unlikable', 'likable')",0.242048,0.18067425,0.1944082,0.1591145,0.0352937
70,-0.14007603,0.078830436,"('lethargic', 'energetic')",0.61838794,1.2788266,0.2391559,0.6788285,-0.4396726
34,-0.1352436,-0.24147722,"('mean', 'honorable')",5.9174266,6.173056,2.8910916,2.9657896,-0.074698
46,0.121271715,0.22861685,"('uncompetitive', 'competitive')",-0.43292856,0.16819757,-0.1558284,0.1984072,-0.3542356
12,-0.09459041,-0.0628147,"('unsupportive', 'supportive')",-1.6140311,-1.5688243,-0.8543108,-0.8158195,-0.0384913
62,0.085418604,0.16542768,"('incompetent', 'brilliant')",0.2859728,0.8063378,0.1856957,0.4858827,-0.300187
32,-0.08479634,-0.16177401,"('unkind', 'kind')",0.6852331,0.8174807,0.3002184,0.3278533,-0.0276349
66,0.082407266,0.0630198,"('inactive', 'active')",1.186979,0.9181978,0.6346931,0.4906088,0.1440843
22,-0.0689615,0.009709764,"('untrustworthy', 'trustworthy')",-1.1636529,-0.9135112,-0.6163072,-0.4519007,-0.1644065
9,0.068720534,-0.2983338,"('unaffectionate', 'caring')",1.4045689,1.0706474,0.7366447,0.3861568,0.3504879
13,0.05884607,-0.06294158,"('impolite', 'polite')",-0.41345662,-0.13833688,-0.1773053,-0.1006392,-0.0766661
80,0.058684036,0.29928815,"('dominated', 'dominating')",-0.9718807,-0.60566044,-0.4565983,-0.1531861,-0.3034122
88,-0.0533839,-0.12846634,"('low', 'eminent')",0.1050137,0.09008511,0.0258149,-0.0191906,0.0450055
11,-0.05210987,-0.07812544,"('unhelpful', 'helpful')",1.8853815,2.1728427,0.9166358,1.0473586,-0.1307228
40,-0.027376592,0.09710245,"('stingy', 'generous')",-1.202334,-1.2734717,-0.6148553,-0.5881847,-0.0266706
54,0.027104057,-0.094981596,"('incapable', 'capable')",1.1097187,1.0232519,0.5684114,0.4641351,0.1042763
44,0.016307756,0.019006064,"('prejudiced', 'unprejudiced')",-1.5773678,-1.7350878,-0.78053,-0.8580409,0.0775109
