,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
8,-1.4914082,-2.0679016,"('unaffectionate', 'affectionate')",0.5061365,0.34757712,-0.4926359,-0.8601623,0.3675264
73,1.214704,1.3670387,"('helpless', 'self-reliant')",-2.8571005,-2.8362572,-0.8211982,-0.7346092,-0.086589
6,-1.2034754,-1.417279,"('distant', 'open')",0.055929046,0.051080905,-0.5737731,-0.683099,0.1093259
9,-1.1916806,-1.5048068,"('unaffectionate', 'caring')",0.96158075,0.92991185,-0.1150499,-0.2874475,0.1723976
39,1.0978557,1.454965,"('exploitative', 'cooperative')",0.06538664,0.31138366,0.5816212,0.8831743,-0.3015531
5,-1.0888793,-1.1338441,"('distant', 'outgoing')",-0.64069515,-0.57221025,-0.8647872,-0.8530272,-0.01176
53,-1.0664549,-1.0516243,"('uncreative', 'creative')",0.79947835,0.8883855,-0.1334883,-0.0816194,-0.0518689
36,-1.0327337,-1.6608338,"('hostile', 'amicable')",0.09801924,-0.08883024,-0.4673572,-0.874832,0.4074748
80,0.9806617,1.1220641,"('dominated', 'dominating')",-0.878437,-1.1321821,0.0511124,-0.005059,0.0561714
1,-0.97890323,-1.6499065,"('unfriendly', 'friendly')",1.5986772,1.5363494,0.309887,-0.0567786,0.3666656
19,-0.9064375,-0.80788213,"('inhospitable', 'hospitable')",-0.10756193,-0.03283929,-0.5069997,-0.4203607,-0.086639
0,-0.85287595,-0.74737674,"('unsociable', 'sociable')",-0.37683567,-0.3406318,-0.6148558,-0.5440043,-0.0708515
38,-0.8461537,-0.75474197,"('untruthful', 'truthful')",-0.31642658,-0.15745732,-0.5812901,-0.4560996,-0.1251905
49,-0.82204324,-0.3754914,"('unable', 'able')",-0.27595246,-0.1395601,-0.5489979,-0.2575257,-0.2914722
60,0.79695326,1.3156582,"('inefficient', 'efficient')",-0.0022174683,0.41490313,0.3973679,0.8652807,-0.4679128
33,0.77661675,0.27998176,"('wrong', 'right')",-0.4488888,-0.7873566,0.163864,-0.2536874,0.4175514
54,-0.76475835,-0.5343924,"('incapable', 'capable')",1.0418441,1.2811862,0.1385429,0.3733969,-0.234854
43,-0.73399293,-0.18752387,"('irresponsible', 'responsible')",0.47774252,0.7997405,-0.1281252,0.3061083,-0.4342335
15,-0.723423,-0.6561693,"('boring', 'funny')",0.2363129,0.3270041,-0.2435551,-0.1645826,-0.0789725
18,-0.7109628,-1.1191126,"('disagreeable', 'welcoming')",-0.4493219,-0.54420274,-0.5801423,-0.8316576,0.2515153
4,-0.6912526,-0.8971778,"('disliked', 'liked')",-6.334019,-6.7205286,-3.5126359,-3.8088531,0.2962172
48,0.67292553,0.45699012,"('unintelligent', 'intelligent')",0.8134629,0.78719205,0.7431942,0.6220911,0.1211031
28,-0.6591645,-0.80358636,"('disloyal', 'loyal')",0.78988296,0.83329266,0.0653592,0.0148531,0.0505061
10,-0.65467,-0.5766832,"('unsympathetic', 'sympathetic')",-0.0875936,-0.027340263,-0.3711318,-0.3020117,-0.0691201
16,-0.6417414,-0.70362973,"('unpopular', 'popular')",0.41421333,0.2061479,-0.113764,-0.2487409,0.1349769
41,-0.63403535,-0.89611757,"('unforgiving', 'forgiving')",-0.015000422,-0.23179114,-0.3245179,-0.5639544,0.2394365
61,0.63139397,0.60360026,"('illogical', 'logical')",0.3214039,0.24888413,0.4763989,0.4262422,0.0501567
17,-0.6166536,-0.46787825,"('nasty', 'nice')",-0.5092765,-0.28960368,-0.562965,-0.378741,-0.184224
66,-0.5992129,-0.66468525,"('inactive', 'active')",0.9120628,0.6404203,0.156425,-0.0121325,0.1685575
45,-0.58819664,-0.37863496,"('incompetent', 'competent')",-0.12476097,-0.32669067,-0.3564788,-0.3526628,-0.003816
62,0.5727792,1.2207581,"('incompetent', 'brilliant')",0.3012015,0.683065,0.4369903,0.9519116,-0.5149213
57,-0.57155037,-0.5843138,"('unimaginative', 'imaginative')",-2.4681003,-2.5284216,-1.5198253,-1.5563678,0.0365425
20,0.5641218,0.6978892,"('rough', 'thoughtful')",1.3780572,1.3468719,0.9710895,1.0223806,-0.0512911
83,0.55867153,0.6207834,"('powerless', 'powerful')",-0.6345183,-0.56805706,-0.0379234,0.0263632,-0.0642866
35,-0.5586311,-0.60452574,"('corrupt', 'incorrupt')",-0.2182433,-0.30002576,-0.3884372,-0.4522758,0.0638386
23,-0.5358093,-0.22937715,"('insincere', 'sincere')",5.6792216,6.0621457,2.5717063,2.9163842,-0.3446779
31,-0.4887179,-0.9882058,"('evil', 'good')",-1.0837444,-1.4179736,-0.7862312,-1.2030897,0.4168585
76,0.47396535,1.139398,"('anxious', 'daring')",0.38213122,0.7884998,0.4280483,0.9639488,-0.5359005
14,0.47156355,0.74168444,"('antisocial', 'social')",-0.5525271,-0.43875247,-0.0404818,0.151466,-0.1919478
13,-0.46692178,-0.22347248,"('impolite', 'polite')",-0.3994974,-0.24696821,-0.4332096,-0.2352203,-0.1979893
72,-0.46451402,-0.461255,"('unambitious', 'ambitious')",-0.65305066,-0.5556805,-0.5587823,-0.5084678,-0.0503145
87,0.45303196,0.5862,"('unsuccessful', 'successful')",1.1342628,0.82646596,0.7936474,0.706333,0.0873144
81,0.43655026,0.93993455,"('submissive', 'aggressive')",-0.52786744,-0.28902668,-0.0456586,0.3254539,-0.3711125
32,-0.43144983,-0.31281182,"('unkind', 'kind')",0.7475118,0.85455465,0.158031,0.2708714,-0.1128404
40,0.39786825,-0.18107224,"('stingy', 'generous')",-1.246214,-1.6755646,-0.4241729,-0.9283184,0.5041455
69,0.3829912,0.34282553,"('lazy', 'industrious')",-0.58125234,-0.9501345,-0.0991306,-0.3036545,0.2045239
68,-0.3799596,-0.05480706,"('dependent', 'independent')",-0.32020968,-0.41892794,-0.3500847,-0.2368675,-0.1132172
75,-0.37696457,-0.1562899,"('meek', 'impulsive')",-0.49304622,-0.38236988,-0.4350054,-0.2693299,-0.1656755
56,0.3709463,1.3740374,"('impractical', 'practical')",0.077560574,0.54900753,0.2242534,0.9615225,-0.7372691
44,0.3692105,0.6940043,"('prejudiced', 'unprejudiced')",-1.5180416,-1.2703884,-0.5744156,-0.288192,-0.2862236
79,-0.3669514,-0.27134097,"('wavering', 'unwavering')",0.059802704,0.075237334,-0.1535743,-0.0980518,-0.0555225
46,-0.36133763,-0.13326679,"('uncompetitive', 'competitive')",-0.71421635,-0.76471776,-0.537777,-0.4489923,-0.0887847
82,-0.35929963,0.18745393,"('poor', 'rich')",6.0659065,6.5914927,2.8533034,3.3894732,-0.5361698
58,0.3527034,0.14526111,"('undiscriminating', 'discriminating')",0.27703953,0.010488015,0.3148715,0.0778746,0.2369969
63,-0.30950826,-0.14306118,"('unperceptive', 'insightful')",1.2392623,1.1338212,0.464877,0.49538,-0.030503
7,-0.27852294,-0.30292103,"('insensitive', 'sensitive')",1.0089141,0.8480483,0.3651956,0.2725636,0.092632
29,-0.27214274,-0.33299252,"('unfair', 'fair')",-0.6207387,-0.78550726,-0.4464407,-0.5592499,0.1128092
52,-0.24610585,-0.86076516,"('irrational', 'rational')",-0.22832777,-0.579326,-0.2372168,-0.7200456,0.4828288
12,-0.24394447,-0.3399606,"('unsupportive', 'supportive')",-1.7493646,-1.9758377,-0.9966545,-1.1578991,0.1612446
27,-0.24124293,-0.5847885,"('hardhearted', 'softhearted')",1.5638779,1.1951218,0.6613175,0.3051666,0.3561509
26,0.23937693,-0.22915904,"('hardhearted', 'benevolent')",1.7994999,1.7458338,1.0194384,0.7583374,0.261101
78,0.23295635,0.039047234,"('nonresilient', 'resilient')",0.33858028,0.07982385,0.2857683,0.0594355,0.2263328
2,0.22777446,0.22582312,"('unlikable', 'likable')",0.38499907,0.44233346,0.3063868,0.3340783,-0.0276915
65,0.22337598,0.4551903,"('insecure', 'secure')",-0.42346704,-0.1291408,-0.1000455,0.1630248,-0.2630703
22,0.22092317,0.17124373,"('untrustworthy', 'trustworthy')",-0.83783334,-0.8511509,-0.3084551,-0.3399536,0.0314985
24,-0.21859819,-0.20531829,"('dishonest', 'honest')",0.77540225,1.0103322,0.278402,0.402507,-0.124105
50,0.2122881,0.24644735,"('clumsy', 'skillful')",0.2976513,0.018436976,0.2549697,0.1324422,0.1225275
84,0.2072569,0.17982039,"('inferior', 'superior')",0.86924875,0.71697444,0.5382528,0.4483974,0.0898554
70,-0.17808525,0.43896526,"('lethargic', 'energetic')",0.8822527,1.2268887,0.3520837,0.832927,-0.4808433
71,-0.17797495,-0.060113803,"('diffident', 'self-confident')",0.7376989,0.68001956,0.279862,0.3099529,-0.0300909
25,-0.1759456,-0.563461,"('egoistic', 'altruistic')",1.5572435,1.5514176,0.6906489,0.4939783,0.1966706
86,-0.16663593,-0.5029003,"('uninfluential', 'influential')",0.18937096,0.006404929,0.0113675,-0.2482477,0.2596152
21,0.16049944,0.14881918,"('immoral', 'moral')",-0.5908991,-0.6585958,-0.2151998,-0.2548883,0.0396885
59,-0.15717432,-0.13209882,"('foolish', 'wise')",0.23669226,0.14347556,0.039759,0.0056884,0.0340706
42,0.13625579,0.7233319,"('unreliable', 'reliable')",-2.5798693,-2.4184868,-1.2218068,-0.8475775,-0.3742293
3,-0.13556424,-0.24534005,"('repellent', 'pleasant')",0.05489512,0.07108172,-0.0403346,-0.0871292,0.0467946
88,-0.11156754,0.18235938,"('low', 'eminent')",0.23462115,0.45427182,0.0615268,0.3183156,-0.2567888
77,-0.097695485,-0.17816897,"('unmotivated', 'motivated')",-0.98575693,-1.0302321,-0.5417262,-0.6042005,0.0624743
67,-0.088162504,0.37596378,"('doubtful', 'determined')",-0.6981517,-0.57204586,-0.3931571,-0.098041,-0.2951161
47,0.08758972,0.43346617,"('stupid', 'smart')",5.430615,5.6301765,2.7591023,3.0318213,-0.272719
74,-0.081083134,0.11132467,"('undedicated', 'dedicated')",0.44066584,0.4051311,0.1797914,0.2582279,-0.0784365
37,-0.07229825,-0.055179365,"('fake', 'genuine')",0.4375983,0.34604213,0.18265,0.1454314,0.0372186
30,0.06128288,0.40240705,"('intolerant', 'tolerant')",1.0919611,1.3480649,0.576622,0.875236,-0.298614
51,-0.060683977,-0.09654802,"('uneducated', 'educated')",0.96825695,0.8922741,0.4537865,0.397863,0.0559235
11,0.056645863,0.39941564,"('unhelpful', 'helpful')",1.4211383,1.7730893,0.7388921,1.0862525,-0.3473604
85,0.052102253,-0.20889479,"('insignificant', 'prestigious')",0.49067208,0.33767182,0.2713872,0.0643885,0.2069987
