,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
88,-1.8052521,-1.8132232,"('low', 'eminent')",-1.1415482,-1.2152835,-1.4809088,-1.691767,-1.8539066,-2.028687,-1.0920289,-1.1746572,0.35163498,0.36001682,-0.9907243,-0.7222515,-1.1446763,-1.1836933,0.039017
60,-1.5769897,-1.1888485,"('inefficient', 'efficient')",-1.8640952,-1.2993104,0.16209164,0.08244759,-0.45174316,0.027735973,-3.5391285,-3.4069161,-0.2924878,-0.0810509,-1.0643909,-0.38767087,-1.2323919,-0.8933734,-0.3390185
59,1.4792005,1.3143301,"('foolish', 'wise')",1.8245825,1.5754035,0.31751192,0.46492532,-0.007417135,-0.08920169,1.3069777,1.2002721,0.8945637,0.88073075,0.25593176,-0.08581914,0.8673359,0.7515201,0.1158158
77,-1.4788955,-1.3797982,"('unmotivated', 'motivated')",-1.4285097,-1.1181113,-0.11152269,-0.15727973,-0.604254,-0.68198323,-2.6631908,-2.7166877,-0.3266598,-0.36466774,-0.9888601,-0.80933523,-1.0859847,-1.0325519,-0.0534328
45,-1.411557,-1.4720342,"('incompetent', 'competent')",-1.4727366,-1.5156707,-0.31738478,-0.7498223,-0.6850763,-1.0308863,-2.863224,-3.238491,0.62881154,0.11159123,-0.89054096,-0.8786964,-1.0016726,-1.25343,0.2517574
73,1.3741109,1.5663882,"('helpless', 'self-reliant')",0.7600375,0.9599644,0.6224013,1.0044876,1.1565393,1.3803136,1.6480287,1.8876624,-0.24811633,-0.262159,-3.2807522,-3.3209891,0.2903213,0.4593812,-0.1690599
29,1.2543336,1.2299467,"('unfair', 'fair')",1.7012045,1.8779068,0.72130466,1.0055649,0.6994457,1.1345845,0.71650684,1.0213552,-0.26554644,-0.05827076,-0.62045777,-0.8804497,0.6009702,0.7615196,-0.1605494
84,1.207114,1.1894313,"('inferior', 'superior')",1.8302833,1.8339936,0.30172986,0.22292021,0.72896934,0.68257475,0.14935352,0.21211138,0.8608414,0.9315499,0.5048023,0.5212976,0.7975848,0.7991255,-0.0015407
66,1.1935576,0.7889698,"('inactive', 'active')",1.4301652,1.181482,0.89494646,0.77623653,0.6299516,0.2549268,1.259046,1.1878408,1.3774588,1.3855367,2.0207314,1.8596627,1.2579795,1.0620936,0.1958859
28,-1.1913486,-1.4513079,"('disloyal', 'loyal')",-0.64190674,-0.97125643,-0.61865956,-1.0551999,-1.112024,-1.7061497,-1.8102053,-2.327954,0.47246206,-0.0349571,0.35112557,0.01650843,-0.6500795,-1.0757594,0.4256799
86,-1.1280107,-1.3356533,"('uninfluential', 'influential')",-0.8419372,-0.9905773,-0.7482918,-1.2345877,-0.16272812,-0.62137794,-2.8185177,-3.1817806,0.73549473,0.29335847,-0.9013529,-0.8919686,-0.8379063,-1.1375124,0.2996061
30,-1.1121956,-1.0877655,"('intolerant', 'tolerant')",-0.9719585,-0.85357314,-0.13910264,-0.49048632,-0.9131378,-0.9648855,-2.2469623,-2.3428369,0.5834987,0.5421654,-0.808463,-0.31000444,-0.8011887,-0.7867695,-0.0144192
67,1.1078805,1.0935459,"('doubtful', 'determined')",0.55310464,1.1914155,0.7364469,0.943877,0.6488112,0.97591937,0.17786933,0.5705698,0.42707375,0.6621613,-0.57332736,-0.30893797,0.4396941,0.7326501,-0.292956
48,-1.1072087,-1.082402,"('unintelligent', 'intelligent')",-0.7151048,-0.59101194,-1.3313545,-1.4975657,-0.3743909,-0.53304464,-2.260316,-2.4203582,0.32804692,0.20937562,-1.2400434,-1.3959954,-0.957196,-1.0444288,0.0872328
42,1.0066044,1.0690747,"('unreliable', 'reliable')",0.440768,0.7821887,-0.024673462,0.25957093,0.6369489,0.71537644,-0.73855424,-0.6,0.37090158,0.45536318,-3.2456279,-3.014159,-0.2219475,-0.0475122,-0.1744353
64,0.94915897,0.9136838,"('shy', 'confident')",-0.10052149,0.33647096,0.22462665,0.38340586,1.0001844,1.330902,-0.6706334,-0.37873372,-0.19855691,-0.06020522,-6.4075117,-5.9272375,-0.7433219,-0.4859591,-0.2573628
38,-0.90374374,-0.63421094,"('untruthful', 'truthful')",-0.9006467,-0.92722243,-0.7025718,-0.46332186,-1.0018733,-0.8798263,-0.81958705,-0.780847,-0.7920589,-0.7756149,0.026103765,0.20943505,-0.7277682,-0.6073726,-0.1203956
7,-0.9011165,-1.0620029,"('insensitive', 'sensitive')",-0.9042452,-0.849432,-0.27816272,-0.50463355,-0.611967,-0.598517,-2.7737212,-2.929693,0.41830105,0.48716247,0.27678037,0.3420412,-0.6820187,-0.730725,0.0487063
69,0.87397325,0.9580645,"('lazy', 'industrious')",1.7708299,1.6907971,0.9311811,1.1165622,1.325927,1.1813959,3.4588835,3.5464766,0.7506092,0.78789425,-0.3914676,-0.49443907,1.2457051,1.2552502,-0.0095451
9,-0.8728331,-0.8394425,"('unaffectionate', 'caring')",0.09776578,-0.36076516,-1.2545115,-1.3717886,-0.92140335,-0.99660176,-0.8004652,-0.91357917,0.26142865,0.19933368,1.3077632,1.2692016,-0.3117508,-0.4305203,0.1187695
33,0.8714815,0.86594814,"('wrong', 'right')",1.275241,1.2782133,0.75965124,0.7047077,0.14285389,0.32203582,1.4874929,1.6016945,0.52259797,0.5198137,-0.5560735,-0.8045962,0.6433207,0.6411167,0.002204
40,0.8576034,0.6120622,"('stingy', 'generous')",0.74983436,0.621205,-0.76548046,-0.7430267,0.997432,0.68160284,0.21402204,-0.036713697,0.15021881,-0.00027994812,-2.150192,-2.424098,0.007634,-0.1841783,0.1918123
10,-0.8515156,-1.0683814,"('unsympathetic', 'sympathetic')",-2.2715905,-2.2071114,-0.4201945,-0.85688317,-0.480539,-0.5988489,-3.4525995,-3.8072612,0.29293868,0.114776716,0.42110205,0.6116918,-0.9660569,-1.1160024,0.1499455
32,-0.83773863,-0.74305505,"('unkind', 'kind')",-0.9647035,-0.94334877,-0.333909,-0.4671287,-0.4337133,-0.2567946,-1.7526509,-1.8892078,0.20914222,0.3506977,0.52293956,1.0707195,-0.5129476,-0.4111597,-0.1017879
34,-0.8129464,-0.64206547,"('mean', 'honorable')",0.023607954,0.13020101,-0.28058016,-0.01144243,-1.0240066,-1.0448078,-0.7372622,-0.68489754,0.6186643,0.86690557,5.8504677,5.9225106,0.5197064,0.6480577,-0.1283513
23,-0.80959594,-0.73716414,"('insincere', 'sincere')",-1.2101022,-1.1555424,-0.5777911,-0.82670486,-1.3615128,-1.2465923,-2.5863647,-2.660871,-0.24590711,-0.24102168,4.9441557,5.020492,-0.2638741,-0.2639149,4.08e-05
8,-0.8087918,-0.9110541,"('unaffectionate', 'affectionate')",0.5964136,0.011788081,-1.9279749,-1.8618708,-0.2442861,-0.4241219,-0.028116088,-0.23687679,0.058616657,-0.028155968,1.3847951,1.1840116,-0.1384776,-0.3237542,0.1852766
20,0.79400027,0.8967103,"('rough', 'thoughtful')",0.49492866,0.673108,0.22880615,0.30814674,0.38927552,0.2011073,0.1809952,0.0119544715,0.78240937,0.83465344,-0.0022349283,-0.053239625,0.40974,0.4103487,-0.0006087
24,-0.7798445,-0.80133516,"('dishonest', 'honest')",-1.6474698,-1.6224432,-0.4769818,-0.6487602,-1.3357574,-1.1176097,-2.3158834,-2.4230692,0.41465983,0.4288017,0.53030133,0.577261,-0.8015679,-0.8010221,-0.0005458
1,-0.7581681,-0.53399014,"('unfriendly', 'friendly')",0.753394,0.40679353,-1.2535077,-1.2874541,-1.6339867,-1.6333354,-1.0087476,-1.0179138,0.51916504,0.40913278,1.9538906,1.4966369,-0.2039944,-0.30859,0.1045956
46,-0.7289864,-0.89907867,"('uncompetitive', 'competitive')",-3.0342124,-2.9092681,-0.77396095,-1.095532,-0.30775303,-0.56206536,-4.0838714,-4.382346,0.31923786,-0.024945505,0.1183784,0.041875266,-1.213024,-1.4044801,0.1914561
2,0.7193665,1.011948,"('unlikable', 'likable')",0.75953305,0.81173396,0.63287765,0.9446236,0.8158768,0.9646008,0.375539,0.3181988,1.4628356,1.5371337,0.7756137,1.1347709,0.7916632,0.9604299,-0.1687667
78,-0.6829897,-0.51002055,"('nonresilient', 'resilient')",-0.7600303,-0.8809904,-0.7583139,-0.7368264,-0.068390064,-0.23219664,-1.0911958,-1.2965585,0.020541906,-0.07423826,1.1866792,1.0327747,-0.3076713,-0.3854366,0.0777653
27,-0.6828438,-0.7069283,"('hardhearted', 'softhearted')",-0.19754106,-0.39012232,-0.67301124,-0.6557131,-0.25043708,-0.27439633,-0.5566621,-0.6034987,-0.5069287,-0.63774663,0.5141884,0.42724195,-0.3361765,-0.4058805,0.069704
72,0.67580426,0.81801766,"('unambitious', 'ambitious')",0.71501213,0.8155068,-0.522153,-0.34349513,0.6470669,0.80721956,-0.61417174,-0.73414385,0.16598244,0.29357952,-0.7356463,-0.5539408,0.0474135,0.1575348,-0.1101213
