,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
73,1.4070493,1.4589908,"('helpless', 'self-reliant')",1.495512,1.3503788,1.1119022,0.94172275,0.74114513,0.8700897,-3.3332632,-3.3174434,0.2844691,0.2607477,0.0237214
16,-1.3531907,-1.5150248,"('unpopular', 'popular')",-0.16408882,-0.3391626,-0.43126044,-0.53872854,-0.8523691,-0.74242175,0.5839433,0.584532,-0.4433931,-0.5101612,0.0667681
36,-1.3360214,-1.3745083,"('hostile', 'amicable')",0.05279097,-0.00930237,-0.3660348,-0.45665595,-0.72406363,-0.7161901,0.85155475,0.93330526,-0.3043548,-0.3246703,0.0203155
29,-1.309511,-1.3202729,"('unfair', 'fair')",-0.45285386,-0.42701578,-0.21570852,-0.26588595,-0.95920503,-0.94162244,-0.5043479,-0.48292595,-0.6883252,-0.6875446,-0.0007806
77,-1.218687,-1.1101048,"('unmotivated', 'motivated')",-1.2547703,-1.1334174,-0.5409485,-0.43128243,-0.93741995,-0.95683914,-1.3802613,-1.3542978,-1.0664174,-0.9971883,-0.0692291
66,1.208183,1.3183426,"('inactive', 'active')",0.06562886,0.13809802,-0.16007374,-0.120667756,0.17481048,0.19749388,1.3812234,1.2994441,0.5339544,0.5665421,-0.0325877
40,1.1799036,0.7650842,"('stingy', 'generous')",0.44775206,0.24352735,0.1493341,-0.015609277,-0.15014435,-0.25914872,-1.5622156,-1.7726662,0.012926,-0.2077625,0.2206885
26,1.1204503,0.84520644,"('hardhearted', 'benevolent')",1.5156229,1.3873006,1.2986026,1.141644,2.0242302,1.947183,2.0425215,1.9900974,1.6002855,1.4622863,0.1379992
0,-1.0375105,-1.1377136,"('unsociable', 'sociable')",-2.164581,-2.172161,-1.2905141,-1.3236464,-0.3871293,-0.46288753,-0.6734722,-0.8501722,-1.1106415,-1.1893162,0.0786747
49,-1.0178729,-0.951226,"('unable', 'able')",-0.7494675,-0.69437367,-0.41600057,-0.42384407,-1.1819123,-1.1804509,-0.59836644,-0.54948425,-0.792724,-0.7598758,-0.0328482
12,1.0157295,1.0145932,"('unsupportive', 'supportive')",-0.10833055,-0.077224374,0.30732843,0.28168204,-1.0206828,-1.0542378,-1.6468357,-1.8188947,-0.2905582,-0.3308163,0.0402581
78,-0.9984205,-0.97870296,"('nonresilient', 'resilient')",-0.7648101,-0.79513854,-0.060636707,-0.19628921,-0.52825594,-0.6457259,0.19605279,0.17728575,-0.4312141,-0.4877142,0.0565001
47,-0.9746448,-0.7665539,"('stupid', 'smart')",-0.8848821,-0.7019762,-0.08634271,0.14690438,0.44167215,0.55093735,5.3325367,5.3994284,0.7656679,0.925748,-0.1600801
24,0.9693305,0.8751099,"('dishonest', 'honest')",-1.0060714,-0.89298177,-0.6481981,-0.578186,-0.8855118,-0.8479796,0.9848308,0.9756083,-0.117124,-0.0936858,-0.0234382
39,0.96778697,1.1774639,"('exploitative', 'cooperative')",-0.28681344,-0.14342304,-0.07424735,0.04871347,1.0358533,1.1097351,0.239716,0.28699556,0.3764591,0.495897,-0.1194379
51,0.9283319,0.8665743,"('uneducated', 'educated')",-0.47934592,-0.6050498,-0.74241966,-0.8359853,0.021096915,-0.032749355,0.77790636,0.7030008,0.1011139,0.0191581,0.0819558
