,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
73,1.0363771,0.97287166,"('helpless', 'self-reliant')",-2.4150748,-2.4478786,-0.6893489,-0.7375035,0.0481546
31,-1.0174944,-1.0560678,"('evil', 'good')",-1.1517273,-1.1466981,-1.0846109,-1.101383,0.0167721
74,-0.9680191,-1.1785607,"('undedicated', 'dedicated')",-0.23798856,-0.26065603,-0.6030039,-0.7196084,0.1166045
19,-0.9280754,-0.76636374,"('inhospitable', 'hospitable')",-0.021268722,0.2127713,-0.474672,-0.2767962,-0.1978758
11,-0.9224359,-0.91936773,"('unhelpful', 'helpful')",1.799215,2.0162826,0.4383895,0.5484574,-0.1100679
38,-0.90866995,-0.97552466,"('untruthful', 'truthful')",0.0038056448,0.14667912,-0.4524322,-0.4144228,-0.0380094
82,-0.90028346,-0.7478015,"('poor', 'rich')",5.2876897,5.8307066,2.1937032,2.5414526,-0.3477494
41,-0.8441321,-1.012307,"('unforgiving', 'forgiving')",0.062083866,-0.10382632,-0.3910241,-0.5580667,0.1670426
16,-0.8420308,-0.85358095,"('unpopular', 'popular')",0.117380634,0.117630064,-0.3623251,-0.3679754,0.0056503
13,-0.8234488,-0.5062877,"('impolite', 'polite')",-0.52291214,-0.43842047,-0.6731805,-0.4723541,-0.2008264
44,0.8077762,0.77152133,"('prejudiced', 'unprejudiced')",-1.548751,-1.6877415,-0.3704874,-0.4581101,0.0876227
27,-0.79573697,-0.5405797,"('hardhearted', 'softhearted')",1.4603118,1.440001,0.3322874,0.4497107,-0.1174233
52,-0.7897398,-0.8389096,"('irrational', 'rational')",-0.017565079,0.031115914,-0.4036524,-0.4038969,0.0002445
72,-0.7445998,-0.87673175,"('unambitious', 'ambitious')",-0.7840841,-0.72069246,-0.764342,-0.7987121,0.0343701
24,-0.72407126,-0.74590963,"('dishonest', 'honest')",0.4942199,0.6307367,-0.1149257,-0.0575865,-0.0573392
30,0.71615225,0.730752,"('intolerant', 'tolerant')",1.416273,1.39139,1.0662127,1.0610709,0.0051418
84,0.71413386,0.54110354,"('inferior', 'superior')",1.3498234,1.3149737,1.0319786,0.9280386,0.10394
87,-0.7031659,-0.67847514,"('unsuccessful', 'successful')",0.7695599,0.8156901,0.033197,0.0686075,-0.0354105
54,-0.6689337,-0.79918915,"('incapable', 'capable')",1.0912484,1.209661,0.2111574,0.2052359,0.0059215
32,-0.65887576,-0.6686204,"('unkind', 'kind')",0.6798586,0.69823563,0.0104914,0.0148076,-0.0043162
67,0.6289699,0.47566158,"('doubtful', 'determined')",-0.68600994,-0.77166,-0.02852,-0.1479992,0.1194792
85,-0.605416,-1.0248257,"('insignificant', 'prestigious')",0.3783222,0.35842532,-0.1135469,-0.3332002,0.2196533
17,-0.5537281,-0.45021915,"('nasty', 'nice')",-0.5841272,-0.4814952,-0.5689276,-0.4658572,-0.1030704
4,-0.520478,-0.5936376,"('disliked', 'liked')",-5.9628463,-6.226691,-3.241662,-3.4101641,0.1685021
47,-0.51662314,-0.4427236,"('stupid', 'smart')",4.688355,5.025213,2.085866,2.2912445,-0.2053785
79,-0.50981617,-0.5656453,"('wavering', 'unwavering')",-0.37212875,-0.14471248,-0.4409724,-0.3551789,-0.0857935
7,-0.4785934,-0.7096435,"('insensitive', 'sensitive')",0.93167037,0.9314978,0.2265385,0.1109272,0.1156113
20,0.45059732,0.47382638,"('rough', 'thoughtful')",1.1564032,1.1041654,0.8035002,0.7889959,0.0145043
55,-0.43181142,-0.58925176,"('incompetent', 'clever')",0.34871927,0.20915383,-0.0415461,-0.190049,0.1485029
80,-0.43088898,-0.440468,"('dominated', 'dominating')",-1.0568817,-1.2230133,-0.7438853,-0.8317406,0.0878553
23,-0.42809,-0.5187419,"('insincere', 'sincere')",5.6275654,5.943308,2.5997376,2.7122829,-0.1125453
62,-0.38885802,-0.38785926,"('incompetent', 'brilliant')",0.46045545,0.6090176,0.0357987,0.1105792,-0.0747805
25,-0.3887871,-0.69574064,"('egoistic', 'altruistic')",1.4851743,1.3572721,0.5481936,0.3307658,0.2174278
26,-0.37767813,-0.55197,"('hardhearted', 'benevolent')",1.2475913,1.1556839,0.4349566,0.3018569,0.1330997
2,-0.35728696,-0.57010156,"('unlikable', 'likable')",0.13864806,-0.036376085,-0.1093194,-0.3032388,0.1939194
77,-0.33216512,-0.7372552,"('unmotivated', 'motivated')",-0.99558246,-1.0028436,-0.6638738,-0.8700494,0.2061756
3,-0.32700336,-0.6482761,"('repellent', 'pleasant')",0.08201447,0.016413383,-0.1224944,-0.3159313,0.1934369
59,-0.32559466,-0.37901762,"('foolish', 'wise')",0.28901103,0.45825073,-0.0182918,0.0396166,-0.0579084
65,0.316536,0.22465736,"('insecure', 'secure')",-0.2682323,-0.31486887,0.0241519,-0.0451058,0.0692577
50,0.30538902,0.22491705,"('clumsy', 'skillful')",0.5374346,0.4922506,0.4214118,0.3585838,0.062828
51,-0.29158852,-0.67695546,"('uneducated', 'educated')",0.81227136,0.7089237,0.2603414,0.0159841,0.2443573
68,0.27044132,0.049318027,"('dependent', 'independent')",0.09320323,0.0926509,0.1818223,0.0709845,0.1108378
60,0.26864493,0.36631814,"('inefficient', 'efficient')",0.10264706,0.20129484,0.185646,0.2838065,-0.0981605
70,-0.26313218,-0.47536734,"('lethargic', 'energetic')",0.59099805,0.56032246,0.1639329,0.0424776,0.1214553
40,-0.2620691,-0.6274747,"('stingy', 'generous')",-1.123212,-1.3472301,-0.6926405,-0.9873524,0.2947119
22,-0.25828746,-0.35656783,"('untrustworthy', 'trustworthy')",-0.57127607,-0.6864036,-0.4147817,-0.5214857,0.106704
71,-0.25449896,-0.37421542,"('diffident', 'self-confident')",0.35347506,0.28476754,0.0494881,-0.0447239,0.094212
39,0.25160208,0.35274774,"('exploitative', 'cooperative')",-0.006658463,0.115156494,0.1224718,0.2339521,-0.1114803
21,-0.25087184,-0.5073007,"('immoral', 'moral')",-0.5664521,-0.59199387,-0.408662,-0.5496473,0.1409853
29,-0.23344713,-0.27606133,"('unfair', 'fair')",-0.21438351,-0.3141436,-0.2239153,-0.2951025,0.0711872
81,0.22951348,-0.076714754,"('submissive', 'aggressive')",-0.5128066,-0.556979,-0.1416466,-0.3168469,0.1752003
56,0.219821,0.27350134,"('impractical', 'practical')",-0.24576196,-0.09354627,-0.0129705,0.0899775,-0.102948
88,-0.21602556,-0.6504873,"('low', 'eminent')",0.35215878,0.39828014,0.0680666,-0.1261036,0.1941702
42,0.20829873,-0.035448823,"('unreliable', 'reliable')",-2.953262,-3.2499292,-1.3724817,-1.642689,0.2702073
69,0.17383076,-0.17867756,"('lazy', 'industrious')",-0.69728434,-0.86825216,-0.2617268,-0.5234649,0.2617381
48,0.14889643,-0.12520401,"('unintelligent', 'intelligent')",1.1236875,1.1917744,0.636292,0.5332852,0.1030068
35,-0.14250627,-0.08287534,"('corrupt', 'incorrupt')",-0.17451428,-0.18044074,-0.1585103,-0.131658,-0.0268523
33,-0.13866231,-0.23649757,"('wrong', 'right')",-0.54389,-0.56193906,-0.3412762,-0.3992183,0.0579421
64,-0.11941308,-0.4615914,"('shy', 'confident')",-6.0832696,-6.544901,-3.1013412,-3.5032461,0.4019049
76,0.116393626,0.12996505,"('anxious', 'daring')",0.17847636,0.13363495,0.147435,0.1318,0.015635
15,0.10102233,0.24008156,"('boring', 'funny')",0.52683246,0.60592675,0.3139274,0.4230042,-0.1090768
75,-0.09587183,-0.23554237,"('meek', 'impulsive')",-0.530223,-0.52732396,-0.3130474,-0.3814332,0.0683858
83,-0.057613745,-0.19143309,"('powerless', 'powerful')",-0.92156404,-0.9598265,-0.4895889,-0.5756298,0.0860409
34,-0.052893013,-0.1293313,"('mean', 'honorable')",5.6865654,5.980483,2.8168361,2.925576,-0.1087399
18,-0.039303597,-0.43419495,"('disagreeable', 'welcoming')",-0.19211194,-0.4009188,-0.1157078,-0.4175569,0.3018491
14,-0.03777562,-0.1642127,"('antisocial', 'social')",-0.61801064,-0.83800316,-0.3278931,-0.5011079,0.1732148
37,-0.013867728,0.08884022,"('fake', 'genuine')",0.29582214,0.3969327,0.1409772,0.2428865,-0.1019093
49,-0.005283069,0.25338307,"('unable', 'able')",0.21973516,0.40323913,0.107226,0.3283111,-0.2210851
