,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,male-female
36,0.11820421,-0.16600287,"('hostile', 'amicable')",0.09186473,-0.19046366,0.5968403,0.18789938,0.2689698,-0.0561891,0.3251589
41,0.11708893,0.18313478,"('unforgiving', 'forgiving')",1.5951511,1.5076838,0.050906464,-0.061415795,0.5877155,0.5431343,0.0445812
44,-0.115610585,-0.09319515,"('prejudiced', 'unprejudiced')",-0.95991117,-0.97424704,-1.1430631,-1.1962744,-0.7395283,-0.7545722,0.0150439
54,0.112634234,0.19614244,"('incapable', 'capable')",0.8860256,1.1163151,0.8254091,1.1817844,0.608023,0.831414,-0.223391
13,-0.09254264,-0.29630113,"('impolite', 'polite')",0.95203257,0.9436527,-0.3860825,-0.18782738,0.1578025,0.1531747,0.0046278
59,-0.08861065,0.20660159,"('foolish', 'wise')",0.32847938,0.29621843,-0.19216539,-0.027231665,0.0159011,0.1585295,-0.1426284
14,0.080451354,-0.24081519,"('antisocial', 'social')",1.9643973,1.8533399,-0.6885628,-0.80361646,0.4520953,0.2696361,0.1824592
25,-0.07328389,-0.29681695,"('egoistic', 'altruistic')",0.30519462,0.46330017,1.6826631,1.6675415,0.6381913,0.6113416,0.0268497
69,0.061381306,0.15232146,"('lazy', 'industrious')",0.14393356,0.23951338,-0.76798534,-0.89209574,-0.1875568,-0.1667536,-0.0208032
15,0.056213927,-0.26011202,"('boring', 'funny')",0.512762,0.38129994,0.42241654,0.39332104,0.3304642,0.171503,0.1589612
87,0.053787827,0.10887492,"('unsuccessful', 'successful')",1.5766594,1.5375097,0.24006401,0.4061416,0.6235038,0.6841754,-0.0606716
17,0.045503195,0.20850995,"('nasty', 'nice')",-0.1156207,-0.16793117,-0.49742565,-0.549846,-0.189181,-0.1697557,-0.0194253
84,0.03564072,0.031785082,"('inferior', 'superior')",-1.1882944,-0.9703842,0.45964113,0.5188428,-0.2310042,-0.1399188,-0.0910854
9,0.03431825,0.06603538,"('unaffectionate', 'caring')",1.7576008,1.8380117,1.0067922,1.2177702,0.9329038,1.0406058,-0.107702
27,0.03320318,0.07953988,"('hardhearted', 'softhearted')",0.65390813,0.907019,1.175261,1.5460352,0.6207908,0.8441981,-0.2234073
80,0.02471546,-0.24938722,"('dominated', 'dominating')",0.33858478,0.16594476,-1.0605218,-1.0493441,-0.2324072,-0.3775955,0.1451883
4,0.012966732,-0.04861149,"('disliked', 'liked')",-0.29512483,-0.3764795,-6.2255225,-6.5699115,-2.1692268,-2.3316674,0.1624406
65,-0.009476019,-0.3703443,"('insecure', 'secure')",0.63937646,0.46765816,-0.11350569,-0.11743004,0.1721316,-0.0067054,0.178837
