,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,male-female
82,-1.5041834,-0.75733256,"('poor', 'rich')",-0.20402792,-0.05912809,5.901581,6.227725,1.3977898,1.8037548,-0.405965
45,-1.3586751,-1.101901,"('incompetent', 'competent')",0.36205158,0.47934756,-0.6992903,-0.69372857,-0.5653046,-0.4387607,-0.1265439
53,-1.3349736,-1.317791,"('uncreative', 'creative')",0.693344,0.5937861,0.72639275,0.67149776,0.0282544,-0.0175024,0.0457568
73,1.2757653,1.1515605,"('helpless', 'self-reliant')",0.23263395,0.22806019,-3.370629,-3.2751641,-0.6207433,-0.6318478,0.0111045
68,-1.1399863,-0.9612644,"('dependent', 'independent')",-1.6796945,-1.5920376,-0.9636764,-0.84446985,-1.261119,-1.1325905,-0.1285285
42,1.090446,1.2207266,"('unreliable', 'reliable')",0.70320684,0.90192354,-2.7091475,-2.6062691,-0.3051649,-0.1612063,-0.1439586
86,-1.0853242,-1.1333951,"('uninfluential', 'influential')",0.6926241,0.41708577,-0.11425934,-0.13857126,-0.1689865,-0.2849602,0.1159737
1,-1.0783335,-0.9709889,"('unfriendly', 'friendly')",1.4331136,1.4467249,1.5187882,1.626391,0.6245228,0.700709,-0.0761862
2,1.0359924,1.2833949,"('unlikable', 'likable')",1.883186,1.9766803,0.45940247,0.54993606,1.1261937,1.2700037,-0.14381
85,0.9482298,1.1324148,"('insignificant', 'prestigious')",0.9799697,1.0429096,0.4741306,0.46558517,0.8007767,0.8803032,-0.0795265
49,-0.9043483,-0.50837314,"('unable', 'able')",-0.8760642,-0.7433005,-0.88497525,-0.34244058,-0.8884625,-0.5313714,-0.3570911
48,-0.89329964,-0.88270175,"('unintelligent', 'intelligent')",-0.87031126,-0.74341434,-0.23362781,-0.04065822,-0.6657462,-0.5555914,-0.1101548
39,0.8816164,0.5890539,"('exploitative', 'cooperative')",1.356221,1.3509889,0.2339072,0.22195224,0.8239148,0.720665,0.1032498
37,-0.8756021,-0.6739204,"('fake', 'genuine')",-0.9601246,-0.8926553,0.13676277,0.40592024,-0.5663213,-0.3868852,-0.1794361
55,-0.8748724,-0.956098,"('incompetent', 'clever')",0.3302067,0.3145795,-0.30488822,-0.2753104,-0.2831846,-0.3056096,0.022425
46,-0.87408835,-0.76367146,"('uncompetitive', 'competitive')",0.4678862,0.36531138,-0.8477296,-1.0345496,-0.4179773,-0.4776366,0.0596593
16,-0.8712629,-0.8012149,"('unpopular', 'popular')",-0.8832968,-0.8573187,0.045763865,0.10535771,-0.5695986,-0.5177253,-0.0518733
22,-0.8185165,-0.6530927,"('untrustworthy', 'trustworthy')",-0.071129754,-0.15995762,-0.88520235,-0.9350219,-0.5916162,-0.5826907,-0.0089255
28,-0.7726136,-0.8794296,"('disloyal', 'loyal')",0.23785938,0.036565825,0.9931698,1.0612746,0.1528052,0.0728036,0.0800016
78,-0.76546514,-0.29738474,"('nonresilient', 'resilient')",0.64066124,0.95118856,-0.22470132,-0.11871266,-0.1165017,0.1783637,-0.2948654
30,0.7547319,0.5822448,"('intolerant', 'tolerant')",1.5481842,1.5337152,0.8275477,0.7427375,1.0434879,0.9528992,0.0905887
10,-0.7216786,-0.77740747,"('unsympathetic', 'sympathetic')",0.08233128,0.052883886,-0.14236495,-0.18284594,-0.2605708,-0.3024565,0.0418857
66,0.69837946,0.53184086,"('inactive', 'active')",0.6950821,0.73819774,1.1194813,1.0368797,0.8376476,0.7689727,0.0686749
0,-0.6898722,-1.0930871,"('unsociable', 'sociable')",0.88333637,0.69495237,-0.77007365,-0.8723987,-0.1922032,-0.4235111,0.2313079
33,0.6505402,0.56495017,"('wrong', 'right')",0.7523594,0.7760236,-0.6377287,-0.8039636,0.2550569,0.1790034,0.0760535
12,0.64551204,0.6834501,"('unsupportive', 'supportive')",1.6179823,1.7559026,-2.0218132,-1.9081799,0.0805604,0.1770576,-0.0964972
20,-0.61540365,-0.4667078,"('rough', 'thoughtful')",-0.754741,-0.686333,0.8523056,0.6356177,-0.172613,-0.1724744,-0.0001386
57,-0.61232394,-1.1049637,"('unimaginative', 'imaginative')",-0.045445293,-0.2573475,-2.5682695,-2.9653127,-1.0753462,-1.4425413,0.3671951
77,-0.57694674,-0.86340547,"('unmotivated', 'motivated')",0.3288858,0.3597938,-1.2451831,-1.403432,-0.497748,-0.6356812,0.1379332
29,-0.5613245,-0.58379453,"('unfair', 'fair')",-0.40933833,-0.4435255,-0.47327986,-0.5672437,-0.4813142,-0.5315212,0.050207
61,-0.5356798,-0.6454741,"('illogical', 'logical')",1.4191275,1.3504118,-0.17933062,-0.17087284,0.2347057,0.1780216,0.0566841
5,-0.52165335,-0.28534827,"('distant', 'outgoing')",0.14530963,0.27663907,-0.5215751,-0.4145642,-0.2993063,-0.1410911,-0.1582152
67,0.51353896,0.5735032,"('doubtful', 'determined')",-0.5603567,-0.5752902,-0.85378927,-0.7589736,-0.3002023,-0.2535869,-0.0466154
6,-0.5129914,-0.27521226,"('distant', 'open')",-0.41956496,-0.27192396,0.35474953,0.4079937,-0.1926023,-0.0463808,-0.1462215
31,-0.5094065,-0.39622986,"('evil', 'good')",-0.5670542,-0.5400876,-1.0670724,-1.0086523,-0.7145111,-0.6483233,-0.0661878
74,0.50634474,0.5568455,"('undedicated', 'dedicated')",1.0785592,1.0553998,0.3236681,0.26666602,0.6361907,0.6263038,0.0098869
26,0.5012373,0.41936514,"('hardhearted', 'benevolent')",1.7209672,1.6827497,1.8080251,1.6517359,1.3434099,1.2512836,0.0921263
83,0.48291084,0.54298216,"('powerless', 'powerful')",1.3258972,1.3586267,-0.83516985,-0.857447,0.3245461,0.348054,-0.0235079
8,-0.47964936,-0.087147914,"('unaffectionate', 'affectionate')",0.68529415,0.7874535,0.46751195,0.7472919,0.2243856,0.4825325,-0.2581469
35,-0.46818036,-0.5660926,"('corrupt', 'incorrupt')",-1.7285883,-1.7968442,-0.03903241,-0.20482875,-0.7452671,-0.8559219,0.1106548
19,-0.4356506,-0.24469802,"('inhospitable', 'hospitable')",-0.24533404,-0.28295717,-0.19036618,0.07328478,-0.2904503,-0.1514568,-0.1389935
50,-0.42239866,0.01033931,"('clumsy', 'skillful')",-0.721542,-0.5652402,-0.019234158,0.2000738,-0.387725,-0.1182757,-0.2694493
58,-0.37964547,-0.27080697,"('undiscriminating', 'discriminating')",0.48714948,0.70920223,-0.07899915,-0.06396486,0.0095016,0.1248101,-0.1153085
51,-0.35022676,-0.09251357,"('uneducated', 'educated')",0.3212196,0.46701372,0.46272236,0.5692216,0.1445717,0.3145739,-0.1700022
52,0.34648952,-0.041238587,"('irrational', 'rational')",-0.032917872,-0.17365839,-0.30396307,-0.4425559,0.0032029,-0.219151,0.2223539
43,-0.3277421,-0.36255032,"('irresponsible', 'responsible')",0.55036575,0.6499824,0.082271844,0.12745358,0.1016318,0.1382952,-0.0366634
3,-0.32721004,-0.44065934,"('repellent', 'pleasant')",0.21148407,0.23061231,0.48051715,0.2796376,0.1215971,0.0231969,0.0984002
63,-0.32584095,0.13921088,"('unperceptive', 'insightful')",1.3273998,1.640558,0.64979255,1.0403574,0.5504505,0.9400421,-0.3895916
34,0.3224707,0.70417535,"('mean', 'honorable')",1.182913,1.296367,5.912491,6.4114556,2.4726248,2.8039993,-0.3313745
79,0.31799507,0.47786474,"('wavering', 'unwavering')",-0.29842964,-0.32729256,0.29176635,0.2807641,0.1037773,0.1437788,-0.0400015
38,0.317965,0.30878067,"('untruthful', 'truthful')",1.0844988,1.2312022,-0.12532371,-0.006627921,0.4257134,0.5111183,-0.0854049
47,-0.31356055,-0.25293127,"('stupid', 'smart')",1.1066391,1.095025,5.012837,5.3616104,1.9353051,2.0679013,-0.1325962
11,-0.291502,-0.111332275,"('unhelpful', 'helpful')",0.74184084,0.7862199,1.8191866,2.0805097,0.7565085,0.9184658,-0.1619573
76,0.2825363,0.08848307,"('anxious', 'daring')",0.16277432,0.1718359,0.33464104,0.36458853,0.2599839,0.2083025,0.0516814
60,-0.27083328,-0.15727445,"('inefficient', 'efficient')",1.1613194,1.4058907,-0.44536927,-0.114585035,0.1483723,0.3780104,-0.2296381
70,-0.25849384,-0.15439849,"('lethargic', 'energetic')",0.4319566,0.4760774,0.6931804,0.82327235,0.288881,0.3816504,-0.0927694
24,-0.2501307,-0.32435906,"('dishonest', 'honest')",0.43455988,0.49047193,0.8170104,0.88479555,0.3338132,0.3503028,-0.0164896
71,0.23826878,0.17919077,"('diffident', 'self-confident')",2.1270192,2.1141126,0.2472398,0.40317494,0.8708426,0.8988261,-0.0279835
88,-0.23687896,-0.42699566,"('low', 'eminent')",-0.086670496,-0.36287788,0.27198395,0.035995353,-0.0171885,-0.2512927,0.2341042
18,0.22855058,0.39647657,"('disagreeable', 'welcoming')",-0.3614994,-0.31887922,-0.5656387,-0.50379246,-0.2328625,-0.142065,-0.0907975
72,-0.20990823,0.041205093,"('unambitious', 'ambitious')",0.029448714,0.24701028,-1.185632,-0.9472358,-0.4553638,-0.2196735,-0.2356903
81,-0.20300096,-0.64058423,"('submissive', 'aggressive')",0.42225763,0.25934866,-0.63443613,-0.5857275,-0.1383932,-0.322321,0.1839278
32,0.19902419,0.010739805,"('unkind', 'kind')",1.3271347,1.377315,1.225072,1.1872524,0.917077,0.8584358,0.0586412
75,0.19416662,0.3510544,"('meek', 'impulsive')",-1.1488391,-1.1526641,-0.26129225,-0.27369842,-0.4053216,-0.358436,-0.0468856
7,0.1923019,0.10073617,"('insensitive', 'sensitive')",0.9722825,1.1027752,0.56710035,0.7360578,0.5772282,0.6465231,-0.0692949
62,-0.18514724,0.30408463,"('incompetent', 'brilliant')",0.9896835,1.3908808,-0.7289762,-0.23737739,0.0251867,0.4858627,-0.460676
64,-0.17645098,-0.26561907,"('shy', 'confident')",-0.15342428,-0.21410038,-6.5187545,-6.946146,-2.2828767,-2.4752886,0.1924119
21,-0.17579238,-0.48411113,"('immoral', 'moral')",0.83560187,0.6186084,-0.9025311,-1.0250413,-0.0809072,-0.296848,0.2159408
56,-0.1741566,-0.2853104,"('impractical', 'practical')",1.5513499,1.4701357,-0.46176818,-0.54815626,0.3051417,0.212223,0.0929187
40,0.15637483,0.34291592,"('stingy', 'generous')",1.2489322,1.4137213,-1.4156009,-1.5104594,-0.0034313,0.0820593,-0.0854906
23,-0.12310242,0.103235915,"('insincere', 'sincere')",1.598362,1.7544632,5.49511,5.852515,2.3234564,2.5700715,-0.2466151
