,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,male-female
48,2.2576604,2.3407934,"('unintelligent', 'intelligent')",0.6025063,0.50668144,0.73791903,0.680354,0.8638911,0.813292,1.1154943,1.0852802,0.0302141
31,-1.8845258,-2.0760417,"('evil', 'good')",0.53618455,0.7776471,-0.038443893,0.018432394,-1.0050993,-1.0597236,-0.5979711,-0.5849215,-0.0130496
6,-1.8120774,-1.94352,"('distant', 'open')",-0.4381485,-0.38591036,-0.5863115,-0.5915538,0.19184995,0.070015766,-0.6611719,-0.7127421,0.0515702
55,1.6193454,1.6446505,"('incompetent', 'clever')",-0.26559302,-0.43263274,-0.10616422,-0.15388332,0.14561585,0.24450837,0.348301,0.3256607,0.0226403
12,1.6024286,1.7149303,"('unsupportive', 'supportive')",0.18986738,0.08891042,-0.35846186,-0.40625235,-1.7974781,-1.9088051,-0.090911,-0.1278042,0.0368932
80,1.5640155,1.7480875,"('dominated', 'dominating')",-0.5651519,-0.6320429,-0.4520899,-0.451288,-1.2263671,-1.1647878,-0.1698983,-0.1250078,-0.0448905
5,-1.5013455,-1.6402309,"('distant', 'outgoing')",0.12577158,0.11333236,-0.62765175,-0.6866542,-0.30530307,-0.45259577,-0.5771322,-0.6665371,0.0894049
60,1.4853843,1.6993665,"('inefficient', 'efficient')",0.16760959,-0.046726596,0.25421178,0.043127198,0.09167516,0.11082883,0.4997202,0.451649,0.0480712
79,-1.4150425,-1.4318871,"('wavering', 'unwavering')",-0.55285084,-0.51710016,-1.2846606,-1.2899996,-0.29355085,-0.41700077,-0.8865262,-0.9139969,0.0274707
1,-1.3294015,-1.436078,"('unfriendly', 'friendly')",0.2672659,0.23944542,-0.37473696,-0.47426507,1.5591174,1.3773435,0.0305612,-0.0733885,0.1039497
39,1.3201258,1.4763905,"('exploitative', 'cooperative')",1.7123346,1.8427569,0.46477175,0.52724135,0.22956562,0.46321762,0.9316995,1.0774016,-0.1457021
67,1.3102779,1.3784096,"('doubtful', 'determined')",0.23289594,0.2263923,-0.029852822,-0.09993693,-0.5922243,-0.5564614,0.2302742,0.2371009,-0.0068267
40,1.2057501,1.1922746,"('stingy', 'generous')",0.5811181,0.5391812,0.5867548,0.53575295,-1.2688217,-1.4932686,0.2762003,0.1934851,0.0827152
81,1.1685674,1.1913023,"('submissive', 'aggressive')",-0.6456373,-0.8742623,-0.21289846,-0.3626169,-0.4076807,-0.38295317,-0.0244123,-0.1071325,0.0827202
83,1.1684977,1.2638173,"('powerless', 'powerful')",-0.016297303,0.07931127,-0.67285526,-0.637408,-1.0539564,-0.9859395,-0.1436528,-0.0700547,-0.0735981
82,-1.0694758,-1.2143081,"('poor', 'rich')",-0.9588488,-1.2162268,0.12390985,-0.02045674,5.9889293,6.0183153,1.0211287,0.8918309,0.1292978
19,-1.0459672,-1.0721523,"('inhospitable', 'hospitable')",-0.6083554,-0.57492524,-0.57759386,-0.56035256,-0.13248077,-0.10024662,-0.5910993,-0.5769192,-0.0141801
73,1.0440438,0.9858998,"('helpless', 'self-reliant')",1.6429561,1.7005434,0.60051703,0.6305834,-3.0727637,-3.0928235,0.0536883,0.0560508,-0.0023625
36,-1.0293782,-0.96645474,"('hostile', 'amicable')",0.38902497,0.703924,-0.34713086,-0.16702056,0.0058508515,-0.014495648,-0.2454083,-0.1110117,-0.1343966
32,-1.0243533,-1.0171896,"('unkind', 'kind')",-0.8048135,-1.0330797,-0.5635027,-0.81811184,0.7142648,0.5947849,-0.4196011,-0.5683991,0.148798
85,-0.97442657,-1.1063865,"('insignificant', 'prestigious')",0.5802723,0.7900562,0.44259983,0.5106716,0.42216817,0.29207617,0.1176534,0.1216044,-0.003951
46,0.9660714,1.1790226,"('uncompetitive', 'competitive')",-1.1201997,-1.2203176,-0.22028834,-0.14076275,-0.34630227,-0.4239231,-0.1801797,-0.1514952,-0.0286845
77,0.9561141,1.1019102,"('unmotivated', 'motivated')",-0.22850782,-0.18448836,0.07666964,0.1615912,-0.78685814,-0.86143667,0.0043544,0.0543941,-0.0500397
84,0.9401589,1.016783,"('inferior', 'superior')",0.58730173,0.6573651,-0.06955039,-0.051184643,0.76257926,0.7796656,0.5551224,0.6006572,-0.0455348
59,-0.9246051,-1.003176,"('foolish', 'wise')",0.41998065,0.49773723,-0.55205584,-0.6094805,-0.21082035,-0.20795812,-0.3168751,-0.3307193,0.0138442
4,-0.87007296,-1.1385673,"('disliked', 'liked')",0.02095503,0.12872142,0.5984173,0.66318417,-5.6995745,-6.003948,-1.4875687,-1.5876524,0.1000837
20,0.8524948,0.9568709,"('rough', 'thoughtful')",0.46962783,0.4761445,0.4788848,0.37642935,1.0908312,1.0399734,0.7229596,0.7123545,0.0106051
72,0.824829,0.7700656,"('unambitious', 'ambitious')",-0.2185017,-0.34229377,-1.0300143,-1.1943487,-1.4386481,-1.3831365,-0.4655838,-0.5374284,0.0718446
38,-0.82045853,-0.98613876,"('untruthful', 'truthful')",-0.71933556,-0.8706941,-0.72030103,-0.9439459,-0.06752947,-0.312557,-0.5819061,-0.778334,0.1964279
7,0.7966692,1.0403575,"('insensitive', 'sensitive')",-0.20590325,-0.17849219,-0.36252007,-0.33069262,0.35263154,0.31263998,0.1452194,0.2109531,-0.0657337
29,-0.7949291,-0.88851917,"('unfair', 'fair')",-0.4884677,-0.38152128,-1.1982728,-1.1622747,-0.8629171,-0.8745779,-0.8361467,-0.8267233,-0.0094234
86,0.7798695,0.85859483,"('uninfluential', 'influential')",-0.39965263,-0.48450604,-0.72457343,-0.80804896,-0.24499322,-0.27588725,-0.1473375,-0.1774619,0.0301244
42,-0.7592056,-0.70323545,"('unreliable', 'reliable')",-0.91906476,-1.1038023,-1.523907,-1.7313285,-3.3075256,-3.3203893,-1.6274257,-1.7146889,0.0872632
53,-0.726395,-0.5861988,"('uncreative', 'creative')",0.22771682,0.19077204,0.049050547,0.029041685,0.75422716,0.7128238,0.0761499,0.0866097,-0.0104598
62,0.6955364,0.5848801,"('incompetent', 'brilliant')",-0.5498245,-0.9363922,-0.8450013,-1.0950178,-0.2092066,-0.31193674,-0.227124,-0.4396167,0.2124927
69,0.6878655,0.66421056,"('lazy', 'industrious')",1.6419265,1.8268063,1.2721913,1.3557622,0.0039371895,-0.10815578,0.9014801,0.9346558,-0.0331757
88,-0.6835829,-0.73349905,"('low', 'eminent')",-0.64787394,-0.71651876,0.06230434,0.045484323,-0.17490363,-0.20362142,-0.361014,-0.4020387,0.0410247
16,-0.5933296,-0.62736356,"('unpopular', 'popular')",-0.072489224,0.013912007,0.33047032,0.3015499,0.877547,0.79589885,0.1355496,0.1209993,0.0145503
37,0.59244794,0.7325534,"('fake', 'genuine')",-0.32865623,-0.34599146,-0.30953875,-0.3394805,0.058217306,0.08246003,0.0031176,0.0323854,-0.0292678
70,0.58262765,0.6766314,"('lethargic', 'energetic')",-1.5111674,-1.745419,-1.1902823,-1.3467844,0.21722753,0.21482942,-0.4753986,-0.5501856,0.074787
2,0.568242,0.5932459,"('unlikable', 'likable')",-0.0746492,-0.20354442,-0.4923544,-0.6548088,0.37344328,0.30961165,0.0936704,0.0111261,0.0825443
34,0.5602668,0.70123756,"('mean', 'honorable')",-0.39694592,-0.43309435,-0.4559912,-0.5412842,5.8725114,5.881098,1.3949603,1.4019892,-0.0070289
35,-0.5505949,-0.60074264,"('corrupt', 'incorrupt')",0.7141314,0.8952357,0.5365549,0.586718,-0.36797696,-0.39518034,0.0830286,0.1215077,-0.0384791
11,0.544211,0.5106875,"('unhelpful', 'helpful')",0.45484716,0.25920326,0.03235237,-0.0753029,1.7687757,1.6929108,0.7000465,0.5968747,0.1031718
