,unum_male,unum_female,tuple,group_male,group_female,average_male,average_female,male-female
53,-2.019781,-2.1550229,"('uncreative', 'creative')",-0.12146144,0.03667959,-1.0706213,-1.0591717,-0.0114496
46,-1.9619151,-2.3147604,"('uncompetitive', 'competitive')",0.5055677,-0.038291022,-0.7281737,-1.1765257,0.448352
10,-1.8753855,-2.213459,"('unsympathetic', 'sympathetic')",0.7017133,0.37430832,-0.5868361,-0.9195753,0.3327392
86,-1.7852616,-2.088521,"('uninfluential', 'influential')",0.43871677,0.036149357,-0.6732724,-1.0261859,0.3529135
57,-1.7150042,-2.1287587,"('unimaginative', 'imaginative')",-1.9486747,-2.5661702,-1.8318394,-2.3474646,0.5156252
51,-1.6605784,-1.4241989,"('uneducated', 'educated')",0.3989426,0.21868978,-0.6308179,-0.6027545,-0.0280634
45,-1.5363584,-1.552074,"('incompetent', 'competent')",1.1017731,0.4592908,-0.2172926,-0.5463916,0.329099
82,-1.5242337,-1.0848621,"('poor', 'rich')",5.0250244,5.914039,1.7503953,2.4145885,-0.6641932
69,1.5199649,1.4929543,"('lazy', 'industrious')",-1.0008286,-1.0481863,0.2595682,0.222384,0.0371842
12,-1.4372796,-1.635443,"('unsupportive', 'supportive')",-1.0751911,-1.2874986,-1.2562354,-1.4614708,0.2052354
0,-1.4204926,-1.9753643,"('unsociable', 'sociable')",0.9114645,0.17682314,-0.2545141,-0.8992706,0.6447565
63,-1.3311563,-1.3353238,"('unperceptive', 'insightful')",1.2389961,1.0286239,-0.0460801,-0.1533499,0.1072698
11,-1.3094397,-1.2182022,"('unhelpful', 'helpful')",2.0512557,2.1582859,0.370908,0.4700418,-0.0991338
22,-1.2710487,-1.2279878,"('untrustworthy', 'trustworthy')",-0.023100276,-0.47366276,-0.6470745,-0.8508253,0.2037508
13,-1.2618654,-1.3672798,"('impolite', 'polite')",0.5855503,0.051148485,-0.3381575,-0.6580656,0.3199081
58,-1.2605562,-1.4483671,"('undiscriminating', 'discriminating')",0.18744388,-0.1149448,-0.5365562,-0.781656,0.2450998
55,-1.2152025,-1.5040618,"('incompetent', 'clever')",1.5737549,0.996735,0.1792762,-0.2536634,0.4329396
44,1.190731,1.091232,"('prejudiced', 'unprejudiced')",-0.7942128,-0.99314976,0.1982591,0.0490411,0.149218
67,1.1580521,1.2099241,"('doubtful', 'determined')",0.07822536,-0.15973833,0.6181387,0.5250929,0.0930458
39,1.1572087,1.0369133,"('exploitative', 'cooperative')",1.2456897,0.8364122,1.2014492,0.9366627,0.2647865
16,-1.1290305,-0.96940815,"('unpopular', 'popular')",-0.13414663,-0.131049,-0.6315886,-0.5502286,-0.08136
19,-1.1289622,-0.85535586,"('inhospitable', 'hospitable')",-1.647036,-1.3206228,-1.3879991,-1.0879893,-0.3000098
78,-1.1050615,-1.0958316,"('nonresilient', 'resilient')",0.30194798,0.43783632,-0.4015568,-0.3289977,-0.0725591
43,-1.0641193,-1.2582096,"('irresponsible', 'responsible')",1.3764266,1.1096151,0.1561536,-0.0742972,0.2304508
29,-1.0566194,-0.91203666,"('unfair', 'fair')",-0.7505537,-0.9094735,-0.9035866,-0.910755,0.0071684
21,-1.0541378,-1.0965316,"('immoral', 'moral')",0.3122433,0.12121706,-0.3709472,-0.4876573,0.1167101
1,-1.0540986,-1.0794922,"('unfriendly', 'friendly')",0.6693139,0.912551,-0.1923923,-0.0834706,-0.1089217
32,-1.038683,-1.0722485,"('unkind', 'kind')",1.3838587,1.1063612,0.1725878,0.0170563,0.1555315
7,-1.036501,-1.2963312,"('insensitive', 'sensitive')",0.5660058,0.46255612,-0.2352476,-0.4168875,0.1816399
70,-0.93642783,-1.1553742,"('lethargic', 'energetic')",1.2517922,0.94512737,0.1576822,-0.1051234,0.2628056
77,-0.91973346,-0.8331051,"('unmotivated', 'motivated')",-0.4860797,-0.41705877,-0.7029066,-0.6250819,-0.0778247
61,-0.91433674,-1.2060816,"('illogical', 'logical')",0.25197846,-0.24767062,-0.3311791,-0.7268761,0.395697
23,-0.91255677,-0.7693656,"('insincere', 'sincere')",5.8133783,6.2242475,2.4504108,2.7274408,-0.27703
27,-0.83753866,-0.6777856,"('hardhearted', 'softhearted')",0.15889621,0.5359787,-0.3393212,-0.0709035,-0.2684177
38,-0.8307011,-0.55444396,"('untruthful', 'truthful')",-0.09136008,0.07580984,-0.4610306,-0.2393171,-0.2217135
26,0.8294584,0.59917355,"('hardhearted', 'benevolent')",1.1669729,0.806879,0.9982157,0.7030263,0.2951894
9,-0.7953069,-1.0660528,"('unaffectionate', 'caring')",0.91722393,1.1916881,0.0609585,0.0628176,-0.0018591
3,-0.76921916,-0.5024101,"('repellent', 'pleasant')",0.75978714,0.825636,-0.004716,0.161613,-0.166329
74,-0.73923445,-0.6993067,"('undedicated', 'dedicated')",0.50520414,0.06901655,-0.1170152,-0.3151451,0.1981299
24,-0.73623294,-0.8458372,"('dishonest', 'honest')",0.93822044,1.082955,0.1009938,0.1185589,-0.0175651
31,-0.72378844,-0.54154634,"('evil', 'good')",-2.077937,-1.9420313,-1.4008627,-1.2417889,-0.1590738
68,-0.71185786,-0.51974744,"('dependent', 'independent')",-0.6481819,-0.43408874,-0.6800199,-0.4769181,-0.2031018
64,-0.6795257,-1.2785108,"('shy', 'confident')",-4.304373,-5.4017477,-2.4919493,-3.3401294,0.8481801
54,-0.6751517,-0.48906618,"('incapable', 'capable')",0.41428044,0.8975639,-0.1304356,0.2042488,-0.3346844
76,-0.67430377,-0.90591186,"('anxious', 'daring')",0.4598336,0.24424735,-0.1072351,-0.3308322,0.2235971
41,-0.6562571,-0.40376738,"('unforgiving', 'forgiving')",0.7494166,0.27661076,0.0465797,-0.0635783,0.110158
8,-0.61105776,-0.75854504,"('unaffectionate', 'affectionate')",0.13896364,0.7208252,-0.2360471,-0.0188599,-0.2171872
87,-0.5637958,-0.989168,"('unsuccessful', 'successful')",1.0482149,0.30547988,0.2422096,-0.3418441,0.5840537
18,-0.5477573,-0.3969119,"('disagreeable', 'welcoming')",-0.94197804,-0.7927226,-0.7448677,-0.5948172,-0.1500505
73,0.5459538,0.5546768,"('helpless', 'self-reliant')",-3.4313915,-3.6297069,-1.4427189,-1.537515,0.0947961
88,-0.49350312,-0.75364995,"('low', 'eminent')",-0.38425702,-0.32344097,-0.4388801,-0.5385455,0.0996654
84,0.48819232,0.50016725,"('inferior', 'superior')",-0.066138715,0.066883646,0.2110268,0.2835254,-0.0724986
6,-0.4804804,-0.2903303,"('distant', 'open')",-1.6382198,-1.1850007,-1.0593501,-0.7376655,-0.3216846
72,-0.47684678,-0.3322977,"('unambitious', 'ambitious')",0.21605296,0.30892342,-0.1303969,-0.0116871,-0.1187098
79,-0.46666238,-0.34327292,"('wavering', 'unwavering')",-1.6352679,-1.1482646,-1.0509651,-0.7457688,-0.3051963
15,0.4530076,0.2257487,"('boring', 'funny')",-0.45732245,-0.39429823,-0.0021574,-0.0842748,0.0821174
47,-0.44446054,-0.13494366,"('stupid', 'smart')",5.113215,5.450906,2.3343773,2.6579812,-0.3236039
25,0.42507112,0.5116798,"('egoistic', 'altruistic')",0.05890075,0.43422827,0.2419859,0.472954,-0.2309681
28,-0.40671209,-0.4940078,"('disloyal', 'loyal')",0.9642845,1.0329721,0.2787862,0.2694821,0.0093041
42,-0.39904612,-0.4273597,"('unreliable', 'reliable')",-2.3357942,-2.7623541,-1.3674202,-1.594857,0.2274368
52,-0.39382285,-0.3112999,"('irrational', 'rational')",-0.72951883,-0.40124056,-0.5616708,-0.3562702,-0.2054006
66,-0.36861604,-0.9488379,"('inactive', 'active')",0.04564023,-0.5365378,-0.1614879,-0.7426878,0.5811999
5,-0.362855,-0.16291876,"('distant', 'outgoing')",-1.5477386,-1.0677878,-0.9552968,-0.6153533,-0.3399435
35,0.35298344,0.60964954,"('corrupt', 'incorrupt')",-1.8739434,-1.5696635,-0.76048,-0.480007,-0.280473
80,0.34992546,-0.18898496,"('dominated', 'dominating')",0.5202162,-0.3456436,0.4350708,-0.2673143,0.7023851
50,-0.34056526,0.058427487,"('clumsy', 'skillful')",-0.24765432,0.03886518,-0.2941098,0.0486463,-0.3427561
83,0.32138157,-0.0944816,"('powerless', 'powerful')",-0.22610849,-0.58876884,0.0476365,-0.3416252,0.3892617
36,-0.3030659,-0.16660547,"('hostile', 'amicable')",-1.4043033,-1.225268,-0.8536846,-0.6959367,-0.1577479
14,0.29940936,0.021312352,"('antisocial', 'social')",1.4362667,0.6155524,0.867838,0.3184324,0.5494056
81,0.28947496,0.06278727,"('submissive', 'aggressive')",1.332833,0.8902191,0.811154,0.4765032,0.3346508
17,-0.27981758,-0.21803343,"('nasty', 'nice')",-0.7306371,-0.8891713,-0.5052273,-0.5536023,0.048375
60,-0.27066237,-0.32655346,"('inefficient', 'efficient')",1.9073935,1.5849848,0.8183656,0.6292157,0.1891499
71,0.253007,0.20261265,"('diffident', 'self-confident')",0.3617631,0.21798563,0.307385,0.2102991,0.0970859
33,0.250795,0.08203786,"('wrong', 'right')",-0.6479932,-0.8866396,-0.1985991,-0.4023009,0.2037018
65,-0.23704429,-0.6219746,"('insecure', 'secure')",1.1766782,0.71166325,0.469817,0.0448443,0.4249727
48,-0.23437272,-0.26418078,"('unintelligent', 'intelligent')",1.0597117,1.1962446,0.4126695,0.4660319,-0.0533624
62,-0.23424652,-0.20622806,"('incompetent', 'brilliant')",1.5697147,1.4650401,0.6677341,0.629406,0.0383281
56,-0.19992584,-0.21375045,"('impractical', 'practical')",1.4276956,1.0522712,0.6138849,0.4192604,0.1946245
2,-0.15660179,-0.16087297,"('unlikable', 'likable')",0.77562255,0.59614825,0.3095104,0.2176376,0.0918728
49,-0.12490554,0.14719488,"('unable', 'able')",-0.02285324,0.10198644,-0.0738794,0.1245907,-0.1984701
59,-0.10683398,0.05682611,"('foolish', 'wise')",-0.9999672,-0.8025911,-0.5534006,-0.3728825,-0.1805181
75,-0.106539786,0.32608235,"('meek', 'impulsive')",-1.5236573,-1.0444804,-0.8150985,-0.359199,-0.4558995
85,0.09753583,0.28735852,"('insignificant', 'prestigious')",-1.5015363,-1.1439184,-0.7020002,-0.4282799,-0.2737203
37,-0.06655303,-0.37345725,"('fake', 'genuine')",0.5126893,0.45182252,0.2230681,0.0391826,0.1838855
4,-0.054744087,0.17243318,"('disliked', 'liked')",-5.9245143,-6.599987,-2.9896293,-3.2137768,0.2241475
30,0.053606097,-0.00875986,"('intolerant', 'tolerant')",1.1487718,0.7894399,0.601189,0.39034,0.210849
34,0.052665636,0.280787,"('mean', 'honorable')",4.351312,5.253449,2.2019889,2.767118,-0.5651291
20,0.05082427,0.39941525,"('rough', 'thoughtful')",1.3276623,1.2214066,0.6892433,0.8104109,-0.1211676
40,-0.027314747,-0.20613818,"('stingy', 'generous')",-1.8079576,-2.1267886,-0.9176362,-1.1664634,0.2488272
