,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.2925477,-2.4942675,"('uninfluential', 'influential')",-1.098272,-1.1465002,0.058538433,-0.47970337,-1.1107604,-1.3734903,0.2627299
69,2.2495377,2.0958734,"('lazy', 'industrious')",0.38081628,0.19826469,-0.76316214,-0.84931207,0.6223973,0.4816086,0.1407887
10,-2.1382232,-2.167732,"('unsympathetic', 'sympathetic')",-0.2839207,-0.26671484,0.24869323,0.0935392,-0.7244836,-0.7803025,0.0558189
8,-1.8364528,-2.0686495,"('unaffectionate', 'affectionate')",-1.8323152,-1.9518604,0.3775641,0.4961491,-1.0970679,-1.1747869,0.077719
9,-1.6804885,-1.9335465,"('unaffectionate', 'caring')",-1.3738441,-1.4305761,1.0669094,1.0128275,-0.6624744,-0.783765,0.1212906
48,-1.4893138,-1.5576465,"('unintelligent', 'intelligent')",-0.80087817,-0.8898586,0.66833746,0.43146244,-0.5406182,-0.6720142,0.131396
39,1.4870361,1.4000422,"('exploitative', 'cooperative')",1.5603918,1.2511957,0.37231717,0.4201445,1.139915,1.0237942,0.1161208
1,-1.4826884,-1.8359064,"('unfriendly', 'friendly')",-1.6031963,-1.6074063,1.3273807,1.4867411,-0.586168,-0.6521905,0.0660225
55,-1.4784248,-1.381527,"('incompetent', 'clever')",0.33868665,0.410361,0.6361329,0.39291814,-0.1678684,-0.1927493,0.0248809
45,-1.4232055,-1.0838205,"('incompetent', 'competent')",-0.28360677,0.34855697,-0.25608277,-0.123885185,-0.6542983,-0.2863829,-0.3679154
28,-1.378168,-1.5623491,"('disloyal', 'loyal')",-1.1081743,-1.1189392,1.1951665,1.1642582,-0.430392,-0.5056767,0.0752847
0,-1.2529444,-1.362956,"('unsociable', 'sociable')",-0.24062641,-0.1532051,-0.018456098,-0.22195518,-0.504009,-0.5793721,0.0753631
19,-1.2504628,-1.3416463,"('inhospitable', 'hospitable')",-1.2386092,-1.0612214,-0.22612092,-0.25244346,-0.9050643,-0.8851038,-0.0199605
53,-1.2086809,-1.5408722,"('uncreative', 'creative')",-0.85389185,-0.90192664,1.1664845,0.98713934,-0.2986961,-0.4852198,0.1865237
57,-1.1771545,-1.1874377,"('unimaginative', 'imaginative')",-0.61635286,-0.23850006,-2.0372589,-2.4084318,-1.2769221,-1.2781231,0.001201
24,-1.1726633,-1.2861698,"('dishonest', 'honest')",-0.07168866,-0.32608348,0.9064209,0.82954586,-0.1126437,-0.2609024,0.1482587
82,-1.1417682,-1.0299073,"('poor', 'rich')",-0.7567351,-0.42898571,5.583752,6.0716662,1.2284163,1.537591,-0.3091747
