,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
62,-1.0526186,-0.759323,"('incompetent', 'brilliant')",0.3258751,0.5852375,0.27573344,0.33234593,-0.1503367,0.0527535,-0.2030902
27,-1.028558,-1.1144153,"('hardhearted', 'softhearted')",-0.4327975,-0.7187453,1.1823521,0.8589896,-0.0930011,-0.3247237,0.2317226
12,-0.99591506,-1.0296644,"('unsupportive', 'supportive')",-0.5835246,-0.461946,-1.2954353,-1.6241214,-0.9582917,-1.0385772,0.0802855
44,0.9888513,1.3179798,"('prejudiced', 'unprejudiced')",0.7088924,0.76921177,-1.4047589,-1.1424494,0.0976616,0.3149141,-0.2172525
43,-0.9450471,-0.7052867,"('irresponsible', 'responsible')",-0.0014997013,0.27638343,1.0444232,1.0184488,0.0326255,0.1965152,-0.1638897
23,-0.8424264,-0.9130572,"('insincere', 'sincere')",0.2214377,0.26013333,5.5884204,5.7692933,1.6558105,1.7054564,-0.0496459
36,0.78654265,0.44526824,"('hostile', 'amicable')",-1.4574549,-1.4019198,-0.08427152,0.014342818,-0.2517279,-0.3141029,0.062375
60,-0.776584,-0.62742597,"('inefficient', 'efficient')",1.6055702,1.5261428,0.18523471,-0.0322598,0.3380736,0.288819,0.0492546
35,0.7710106,0.6764175,"('corrupt', 'incorrupt')",-0.95324594,-1.0054793,-0.57344097,-0.5479678,-0.2518921,-0.2923432,0.0404511
71,0.7515195,0.5685837,"('diffident', 'self-confident')",-0.37996304,-0.50011176,0.6363162,0.5713083,0.3359575,0.2132601,0.1226974
67,0.7474065,0.96776056,"('doubtful', 'determined')",0.85709256,1.128419,-0.6720361,-0.31523657,0.310821,0.5936476,-0.2828266
11,-0.7461217,-0.5432,"('unhelpful', 'helpful')",0.05764083,0.3746897,2.2771697,2.3234713,0.529563,0.7183204,-0.1887574
77,-0.7193905,-0.9962888,"('unmotivated', 'motivated')",-0.12892352,-0.3392232,-1.3295618,-1.4513662,-0.7259587,-0.9289594,0.2030007
33,0.71566075,0.4524264,"('wrong', 'right')",0.10402633,0.03732856,-1.1576546,-1.0938338,-0.1126559,-0.2013596,0.0887037
78,-0.70084816,-0.76510614,"('nonresilient', 'resilient')",-0.8016169,-0.7717521,0.15905671,-0.017941978,-0.4478028,-0.5182668,0.070464
49,-0.6888009,-0.54822844,"('unable', 'able')",-0.7125692,-0.47712573,-0.42922804,-0.34008515,-0.6101994,-0.4551464,-0.155053
15,0.6745428,0.8520702,"('boring', 'funny')",0.12698564,0.50030404,0.17480437,0.35990077,0.3254443,0.5707583,-0.245314
73,0.66908675,0.7361704,"('helpless', 'self-reliant')",0.08835435,0.19520329,-3.464614,-3.376947,-0.902391,-0.8151911,-0.0871999
2,0.6635836,0.69325405,"('unlikable', 'likable')",0.90467745,1.0538384,0.93256396,0.9095884,0.8336083,0.8855603,-0.051952
5,-0.6615258,-0.82743424,"('distant', 'outgoing')",-1.8476363,-1.8442073,-0.8581508,-0.89567405,-1.1224376,-1.1891052,0.0666676
21,-0.6563625,-0.60166025,"('immoral', 'moral')",1.3771464,1.4747554,-0.51176715,-0.45577157,0.0696722,0.1391079,-0.0694357
75,0.6255889,0.7760266,"('meek', 'impulsive')",-0.4168719,-0.18048799,-0.6642195,-0.45774683,-0.1518342,0.0459306,-0.1977648
72,-0.5872862,-0.5378324,"('unambitious', 'ambitious')",-0.39785343,-0.38320014,-1.0070977,-0.93117565,-0.6640791,-0.6174027,-0.0466764
46,-0.5835339,-0.61863637,"('uncompetitive', 'competitive')",0.24523416,0.34990144,0.14202127,-0.20767787,-0.0654262,-0.1588043,0.0933781
58,-0.5767021,-0.573444,"('undiscriminating', 'discriminating')",0.21153122,0.41212285,0.28795347,0.06011749,-0.0257391,-0.0337346,0.0079955
50,0.55969965,0.5132199,"('clumsy', 'skillful')",-0.041741814,0.05509061,0.23624185,0.2768267,0.2513999,0.2817124,-0.0303125
3,-0.5555008,-0.70276684,"('repellent', 'pleasant')",0.41629976,0.20068727,0.4139138,0.40519676,0.0915709,-0.0322943,0.1238652
64,0.5248266,0.32717735,"('shy', 'confident')",0.5822686,0.32895303,-5.7197375,-6.285365,-1.5375474,-1.8764116,0.3388642
83,0.5210095,0.5781053,"('powerless', 'powerful')",-0.0031242967,0.20416367,-0.91953605,-0.87475836,-0.1338836,-0.0308298,-0.1030538
20,0.5200718,0.5642015,"('rough', 'thoughtful')",0.15556568,0.09377567,0.8477855,0.9241121,0.5078077,0.5273631,-0.0195554
29,-0.49375963,-0.3933876,"('unfair', 'fair')",-0.3254339,-0.3233524,-0.6294935,-0.7876335,-0.4828957,-0.5014579,0.0185622
38,-0.4855779,-0.46705335,"('untruthful', 'truthful')",-0.86474705,-0.65935785,-0.19646269,-0.1886665,-0.5155959,-0.4383592,-0.0772367
70,-0.45401114,-0.34095222,"('lethargic', 'energetic')",0.6093628,0.8880694,1.1342428,1.0106847,0.4298648,0.5192673,-0.0894025
31,0.44208536,0.1712296,"('evil', 'good')",-1.5035093,-1.5422626,-1.4157369,-1.3711294,-0.8257203,-0.9140541,0.0883338
42,0.4406288,0.545946,"('unreliable', 'reliable')",0.5991894,0.88993305,-2.670314,-2.7401743,-0.5434986,-0.4347651,-0.1087335
59,0.43816325,0.4283612,"('foolish', 'wise')",-0.12696996,-0.075027004,0.14108893,0.20251143,0.1507607,0.1852819,-0.0345212
41,-0.4286606,-0.4612712,"('unforgiving', 'forgiving')",-0.11809535,0.053914305,0.056230087,-0.20201169,-0.1635086,-0.2031229,0.0396143
22,-0.4070814,-0.26294395,"('untrustworthy', 'trustworthy')",0.55619484,0.75879765,-0.69018084,-0.7297114,-0.1803558,-0.0779526,-0.1024032
6,-0.40400547,-0.57587546,"('distant', 'open')",-1.9940809,-2.041587,-0.27420884,-0.34285587,-0.890765,-0.9867729,0.0960079
87,0.3953064,0.63222444,"('unsuccessful', 'successful')",0.79329836,1.1249787,0.93313146,1.0521678,0.7072454,0.936457,-0.2292116
17,-0.39431816,-0.45950562,"('nasty', 'nice')",-0.39190012,-0.39589036,-0.662615,-0.6991067,-0.4829444,-0.5181676,0.0352232
40,-0.37124532,-0.5522636,"('stingy', 'generous')",-0.6173624,-0.7229572,-1.3422265,-1.7245848,-0.7769447,-0.9999352,0.2229905
32,-0.3685107,-0.2595679,"('unkind', 'kind')",0.75066274,0.85222447,1.458292,1.6785386,0.6134814,0.7570651,-0.1435837
54,-0.36146095,-0.48526615,"('incapable', 'capable')",0.066514954,0.002364494,0.9594308,1.2065362,0.2214949,0.2412115,-0.0197166
4,-0.35715422,-0.44296885,"('disliked', 'liked')",-0.78633535,-0.6105645,-5.5962934,-6.0668683,-2.2465944,-2.3734671,0.1268727
66,0.35186934,0.19311,"('inactive', 'active')",-0.754168,-0.9177352,0.7998184,0.43001503,0.1325066,-0.0982034,0.23071
84,0.34369528,0.48587024,"('inferior', 'superior')",0.1507202,0.21114254,0.52487564,0.53702486,0.3397637,0.4113459,-0.0715822
47,0.3232198,0.49886313,"('stupid', 'smart')",0.6676193,0.8615097,4.729903,5.127067,1.9069141,2.16248,-0.2555659
26,0.28906855,0.2663147,"('hardhearted', 'benevolent')",-0.35624847,-0.2089355,1.7943572,1.8711656,0.5757258,0.6428483,-0.0671225
80,0.2798972,0.54998994,"('dominated', 'dominating')",1.0577681,1.1687582,-1.1523254,-1.2530268,0.06178,0.1552404,-0.0934604
68,-0.26849538,-0.3767072,"('dependent', 'independent')",-0.59784335,-0.73126227,-0.36871606,-0.96771264,-0.4116849,-0.6918941,0.2802092
37,-0.26845607,-0.34652647,"('fake', 'genuine')",-0.26455325,-0.27392742,0.15974422,0.16116393,-0.1244217,-0.1530967,0.028675
14,-0.24432482,0.0180072,"('antisocial', 'social')",0.98920816,1.3533595,-0.41929394,-0.24686377,0.1085298,0.3748343,-0.2663045
79,-0.22961631,-0.23127382,"('wavering', 'unwavering')",-1.6354973,-1.3842269,-0.28195918,-0.1650525,-0.7156909,-0.5935177,-0.1221732
30,-0.20467037,-0.10771543,"('intolerant', 'tolerant')",1.0076184,1.2837194,1.024096,1.222037,0.6090147,0.7993469,-0.1903322
61,-0.20254278,-0.33882928,"('illogical', 'logical')",0.2717198,0.076464914,0.55148876,0.2548312,0.2068886,-0.0025111,0.2093997
16,-0.20074455,-0.2174844,"('unpopular', 'popular')",-0.7052392,-0.54749346,0.23380925,0.44005132,-0.2240582,-0.1083089,-0.1157493
88,0.17550372,0.15870467,"('low', 'eminent')",-0.27398205,-0.2533019,0.7525282,0.8615775,0.2180166,0.2556601,-0.0376435
18,-0.16647884,-0.44917673,"('disagreeable', 'welcoming')",-1.2801957,-1.4921453,-0.23735052,-0.52087015,-0.5613417,-0.8207308,0.2593891
81,-0.15880573,0.22679543,"('submissive', 'aggressive')",1.3534995,1.6389058,-0.5032587,-0.3973007,0.2304784,0.4894668,-0.2589884
51,-0.15335469,-0.1747696,"('uneducated', 'educated')",0.37900788,0.36981422,1.2180116,0.83100265,0.4812216,0.3420157,0.1392059
65,-0.13294145,-0.04702478,"('insecure', 'secure')",1.1553073,1.2319771,0.04460942,0.057172325,0.3556584,0.4140416,-0.0583832
74,0.13118343,0.10169162,"('undedicated', 'dedicated')",0.49232292,0.7361152,0.6895095,0.44026098,0.437672,0.4260226,0.0116494
13,0.1269441,0.14989725,"('impolite', 'polite')",0.47036803,0.65858203,0.057490006,-0.07843819,0.2182674,0.243347,-0.0250796
34,-0.095336564,-0.028409101,"('mean', 'honorable')",0.2555213,0.25968504,5.658659,5.841459,1.9396146,2.0242449,-0.0846303
63,-0.094031036,-0.10873675,"('unperceptive', 'insightful')",0.18521184,0.48551604,1.4217284,1.2327317,0.5043031,0.5365037,-0.0322006
52,-0.083634265,-0.20726953,"('irrational', 'rational')",-0.95468324,-0.9470919,-0.15640283,0.08612117,-0.3982401,-0.3560801,-0.04216
7,-0.07121565,-0.26617903,"('insensitive', 'sensitive')",0.15662828,0.012517352,0.7490983,0.56134754,0.2781703,0.102562,0.1756083
25,-0.067422464,-0.41452202,"('egoistic', 'altruistic')",-0.54966265,-0.8737274,1.1786833,1.111223,0.1871994,-0.0590088,0.2462082
76,-0.047985144,0.09549351,"('anxious', 'daring')",1.2231617,1.1908282,0.54752517,0.617596,0.5742339,0.6346393,-0.0604054
56,0.044541378,0.4697603,"('impractical', 'practical')",1.1841123,1.8414288,-0.115808845,0.038987376,0.3709483,0.7833922,-0.4124439
85,-0.008977916,-0.1543854,"('insignificant', 'prestigious')",-0.518508,-0.5645455,0.64413655,0.8420045,0.0388835,0.0410245,-0.002141
