,xerox_male,xerox_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,male-female
12,-2.0513847,-2.1082685,"('unsupportive', 'supportive')",0.22381712,0.43247947,-2.1649683,-1.9676694,-1.3308453,-1.2144861,-0.1163592
23,-2.0299988,-2.0684745,"('insincere', 'sincere')",-1.0984008,-1.0358267,5.757756,5.653184,0.8764522,0.8496276,0.0268246
35,1.9636039,1.7703221,"('corrupt', 'incorrupt')",-0.99654734,-1.1698644,-0.9342257,-1.1994697,0.0109436,-0.1996707,0.2106143
51,-1.904708,-1.8899484,"('uneducated', 'educated')",1.3040547,1.1610092,0.57086635,0.55896306,-0.009929,-0.0566587,0.0467297
60,-1.8696537,-1.6516757,"('inefficient', 'efficient')",0.11601481,0.41158897,-0.0011719791,0.27537873,-0.5849369,-0.3215694,-0.2633675
81,-1.8280127,-1.7634822,"('submissive', 'aggressive')",0.5755572,0.45757985,-0.65530723,-0.36141783,-0.6359209,-0.5557734,-0.0801475
75,1.8194605,1.8790805,"('meek', 'impulsive')",0.18952891,0.24827069,-0.34091106,-0.2972204,0.5560261,0.6100436,-0.0540175
85,1.7945938,1.5883856,"('insignificant', 'prestigious')",0.6839161,0.4765306,-0.65310085,-0.9165763,0.6084697,0.3827799,0.2256898
3,-1.7574958,-1.7100651,"('repellent', 'pleasant')",0.5609288,0.68688685,1.1635954,1.1580079,-0.0109905,0.0449432,-0.0559337
11,-1.7138666,-1.726468,"('unhelpful', 'helpful')",-1.5425119,-1.5078349,1.5711185,1.7480205,-0.5617534,-0.4954275,-0.0663259
65,-1.7040462,-1.6658365,"('insecure', 'secure')",-0.27838027,-0.24568258,0.10380363,0.36758327,-0.6262076,-0.5146453,-0.1115623
64,-1.6272073,-1.613806,"('shy', 'confident')",1.1239218,0.96780586,-6.5100894,-6.2668204,-2.3377916,-2.3042736,-0.033518
62,-1.5897229,-1.3591684,"('incompetent', 'brilliant')",0.49112746,0.79463214,0.5191564,0.8102793,-0.1931463,0.0819143,-0.2750606
24,-1.5892575,-1.5289189,"('dishonest', 'honest')",-1.639218,-1.6645358,0.013292417,0.06181515,-1.0717278,-1.0438798,-0.027848
32,-1.589013,-1.6467699,"('unkind', 'kind')",-0.46489623,-0.45754194,0.2797924,0.2449289,-0.5913723,-0.6197944,0.0284221
7,-1.5272233,-1.5296178,"('insensitive', 'sensitive')",-0.14909609,-0.10669826,0.3766782,0.4669333,-0.4332138,-0.3897943,-0.0434195
38,-1.5193896,-1.5803889,"('untruthful', 'truthful')",-1.008713,-1.0826983,-0.6319526,-0.6571907,-1.0533517,-1.1067594,0.0534077
36,1.3962862,1.038285,"('hostile', 'amicable')",-0.9701013,-1.2862606,-0.4590685,-0.85446185,-0.0109612,-0.3674792,0.356518
74,-1.3322833,-1.3876026,"('undedicated', 'dedicated')",0.0037490614,-0.088195026,-0.35092485,-0.4101811,-0.5598197,-0.6286596,0.0688399
28,-1.2453122,-1.3741707,"('disloyal', 'loyal')",-0.5423213,-0.57168627,0.8963879,0.9080043,-0.2970819,-0.3459509,0.048869
77,-1.1928037,-1.1987642,"('unmotivated', 'motivated')",1.3237655,1.3092879,-0.5829663,-0.43421718,-0.1506682,-0.1078978,-0.0427704
37,-1.162547,-1.177533,"('fake', 'genuine')",-0.23416501,-0.03918541,0.18422729,0.17811736,-0.4041616,-0.3462003,-0.0579613
47,-1.1575699,-1.1741378,"('stupid', 'smart')",-0.099332795,-0.044447213,5.7169566,5.6132326,1.4866846,1.4648825,0.0218021
68,-1.0992078,-1.1474773,"('dependent', 'independent')",-0.1516842,-0.20406722,-0.41278848,-0.46006373,-0.5545601,-0.6038694,0.0493093
52,1.070671,0.7672577,"('irrational', 'rational')",-1.2737356,-1.5676881,-0.5926412,-0.7260353,-0.2652353,-0.5088219,0.2435866
73,1.0636816,1.1037062,"('helpless', 'self-reliant')",0.097653,0.027158514,-3.8486717,-3.7028368,-0.895779,-0.857324,-0.038455
80,-1.0574925,-0.9876353,"('dominated', 'dominating')",1.1885467,1.318872,-0.12130392,0.13277714,0.0032501,0.1546713,-0.1514212
6,1.0378958,1.0304847,"('distant', 'open')",-0.38371894,-0.21447068,-0.45073226,-0.6271207,0.0678149,0.0629644,0.0048505
72,-1.0339432,-0.9512378,"('unambitious', 'ambitious')",-0.17860599,-0.084148645,-0.44830674,-0.25718433,-0.5536187,-0.4308569,-0.1227618
79,1.0325494,0.9931368,"('wavering', 'unwavering')",-0.9405056,-0.95858777,-0.5226004,-0.5678112,-0.1435189,-0.177754,0.0342351
33,1.0317633,0.9159215,"('wrong', 'right')",0.80623734,0.72623044,-0.8097727,-0.8516932,0.3427427,0.2634862,0.0792565
59,0.99389184,0.7437772,"('foolish', 'wise')",-0.58183515,-0.89383835,-0.39110664,-0.5315681,0.0069833,-0.2272097,0.234193
30,-0.9813173,-1.0323733,"('intolerant', 'tolerant')",0.69033134,0.5511138,0.3629077,0.29096565,0.0239739,-0.0634313,0.0874052
84,0.94985557,0.8472629,"('inferior', 'superior')",0.4729551,0.35277182,1.2254087,1.189249,0.8827398,0.7964279,0.0863119
53,-0.8876318,-0.92543566,"('uncreative', 'creative')",0.111198954,0.36419907,0.58801216,0.56653357,-0.0628069,0.0017656,-0.0645725
42,-0.8743997,-0.7633984,"('unreliable', 'reliable')",1.6505125,1.778941,-2.3895483,-2.1667159,-0.5378118,-0.3837244,-0.1540874
82,-0.8693273,-0.7440399,"('poor', 'rich')",0.95506626,1.2599281,6.7638626,6.719316,2.2832006,2.4117347,-0.1285341
25,0.868246,0.80513734,"('egoistic', 'altruistic')",0.5515645,0.54090106,0.60825545,0.5759266,0.676022,0.640655,0.035367
44,0.8260873,0.9216618,"('prejudiced', 'unprejudiced')",-0.522059,-0.52724206,-1.2379299,-1.2656393,-0.3113006,-0.2904065,-0.0208941
61,-0.74052846,-0.8647651,"('illogical', 'logical')",0.41550717,0.39403573,0.8586657,0.7681551,0.1778815,0.0991419,0.0787396
66,0.7299779,0.5521491,"('inactive', 'active')",1.8606131,1.939274,1.4363239,1.2772313,1.3423049,1.2562181,0.0860868
78,-0.70253485,-0.56511945,"('nonresilient', 'resilient')",0.97145784,1.1678365,0.6221469,0.73693866,0.2970233,0.4465519,-0.1495286
49,-0.66452575,-0.64552456,"('unable', 'able')",-0.4948581,-0.3334931,-0.2821525,-0.15104398,-0.4805121,-0.3766872,-0.1038249
16,0.64831513,0.53983814,"('unpopular', 'popular')",-0.6732654,-0.74148625,0.24646685,0.041129686,0.0738389,-0.0535061,0.127345
48,-0.6059934,-0.7426942,"('unintelligent', 'intelligent')",-0.66119665,-0.76611805,0.5072056,0.5108132,-0.2533281,-0.3326663,0.0793382
50,0.565319,0.5215608,"('clumsy', 'skillful')",0.5011353,0.441281,0.4804002,0.3867649,0.5156182,0.4498689,0.0657493
34,-0.56160855,-0.48233947,"('mean', 'honorable')",-0.6416015,-0.3316544,5.6083846,5.557523,1.4683914,1.5811763,-0.1127849
15,0.55314964,0.4855925,"('boring', 'funny')",-1.598805,-1.6887093,-0.48443714,-0.49502388,-0.5100308,-0.5660469,0.0560161
76,-0.5277933,-0.37180632,"('anxious', 'daring')",1.0724888,1.0450962,0.52712846,0.61614263,0.3572747,0.4298108,-0.0725361
83,0.49353597,0.30484143,"('powerless', 'powerful')",1.3987784,1.3960702,-0.11496422,-0.1617422,0.5924501,0.5130565,0.0793936
31,0.4802951,0.41209936,"('evil', 'good')",-1.5295018,-1.6303066,-1.5640314,-1.8034834,-0.8710794,-1.0072302,0.1361508
5,0.44889846,0.45808837,"('distant', 'outgoing')",-0.5260639,-0.30163226,-0.7776229,-0.8252371,-0.2849294,-0.222927,-0.0620024
58,-0.44084883,-0.47331345,"('undiscriminating', 'discriminating')",0.55790615,0.55150545,-0.046596624,-0.1370481,0.0234869,-0.0196187,0.0431056
4,-0.4286461,-0.4678008,"('disliked', 'liked')",0.40618926,0.2609508,-7.452958,-7.439547,-2.4918049,-2.548799,0.0569941
9,-0.37579048,-0.46534786,"('unaffectionate', 'caring')",-0.26639074,-0.034651518,0.72608215,0.8019638,0.027967,0.1006548,-0.0726878
27,-0.37021694,-0.4366769,"('hardhearted', 'softhearted')",-0.23338564,-0.17073157,0.982697,0.78584933,0.1263648,0.0594803,0.0668845
1,-0.36836743,-0.5609017,"('unfriendly', 'friendly')",-0.93242455,-0.74963677,0.22782752,0.11813084,-0.3576548,-0.3974692,0.0398144
54,0.33256218,0.31106037,"('incapable', 'capable')",0.21293786,0.40196747,0.4856529,0.6069905,0.3437177,0.4400061,-0.0962884
71,0.32073292,0.28664625,"('diffident', 'self-confident')",0.94507366,1.1001401,0.32567424,0.35379192,0.5304936,0.5801928,-0.0496992
19,-0.314135,-0.35492283,"('inhospitable', 'hospitable')",-0.71917737,-0.7360493,-0.7616808,-0.8773305,-0.5983311,-0.6561009,0.0577698
39,0.27071294,0.21538171,"('exploitative', 'cooperative')",-0.5473089,-0.6694669,-0.035234123,-0.055124983,-0.1039434,-0.1697367,0.0657933
8,0.264746,0.093645126,"('unaffectionate', 'affectionate')",-0.9714867,-0.922026,-0.19098152,-0.26150495,-0.2992407,-0.3632952,0.0640545
2,0.18024138,0.17313643,"('unlikable', 'likable')",1.4629539,1.4002594,0.4137354,0.42944396,0.6856435,0.6676133,0.0180302
20,-0.1384613,-0.2233455,"('rough', 'thoughtful')",0.3605265,0.44549364,1.130082,1.0537069,0.4507157,0.425285,0.0254307
40,0.13836774,0.22469324,"('stingy', 'generous')",0.27634987,0.39572597,-2.211648,-2.1670997,-0.5989768,-0.5155602,-0.0834166
29,0.09694344,0.048576336,"('unfair', 'fair')",-0.3903981,-0.40604177,-0.23823848,-0.41809642,-0.177231,-0.2585206,0.0812896
17,-0.086162776,-0.12084726,"('nasty', 'nice')",-1.5452944,-1.6126335,-0.67291343,-0.7576561,-0.7681235,-0.8303789,0.0622554
88,-0.082972124,-0.36099193,"('low', 'eminent')",-0.1485748,-0.4057872,-0.5687896,-0.6430167,-0.2667788,-0.4699319,0.2031531
67,-0.07683758,-0.17750585,"('doubtful', 'determined')",0.5357275,0.32822913,-0.5943575,-0.716862,-0.0451559,-0.1887129,0.143557
18,0.05678518,-0.046025068,"('disagreeable', 'welcoming')",-0.531788,-0.5205,-0.95901275,-0.9362802,-0.4780052,-0.5009351,0.0229299
87,-0.010889761,0.025255194,"('unsuccessful', 'successful')",0.83106965,1.0016961,1.0580987,1.1952876,0.6260928,0.7407463,-0.1146535
26,0.001072526,-0.08164566,"('hardhearted', 'benevolent')",0.64138955,0.58231676,0.99073863,0.80609053,0.5444002,0.4355872,0.108813
