,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
60,-0.3789452,-0.49668854,"('inefficient', 'efficient')",-1.0048493,-1.0096602,-1.4982649,-1.4344275,-0.17487377,0.038431156,-0.7642334,-0.7255863,-0.0386471
21,-0.3592821,-0.48376215,"('immoral', 'moral')",-0.5069499,-0.6122596,-1.8840702,-1.8793758,-1.1862392,-1.1054543,-0.9841354,-1.020213,0.0360776
20,-0.3274736,-0.45508713,"('rough', 'thoughtful')",0.59573543,0.42717764,-0.2690955,-0.37394118,0.6989732,0.7103358,0.1745349,0.0771213,0.0974136
17,0.32333523,0.38740963,"('nasty', 'nice')",0.26105565,0.32645798,-0.023664623,0.106481805,-0.61040825,-0.610761,-0.0124205,0.0523971,-0.0648176
54,0.3170152,0.30421597,"('incapable', 'capable')",0.5698145,0.501961,-0.5909453,-0.6593932,1.4401345,1.3652985,0.4340047,0.3780206,0.0559841
7,0.29857343,0.3037371,"('insensitive', 'sensitive')",-0.67725277,-0.62025934,-1.2925669,-1.2841058,0.74135613,0.85810995,-0.2324725,-0.1856295,-0.046843
43,-0.2886877,-0.35384464,"('irresponsible', 'responsible')",-0.9423551,-0.9642758,-1.3569472,-1.4086853,0.45484138,0.6202157,-0.5332872,-0.5266475,-0.0066397
68,0.2880174,0.22051331,"('dependent', 'independent')",-0.8290616,-0.8417983,-1.4905888,-1.5362319,-0.3079457,-0.20881765,-0.5848947,-0.5915837,0.006689
2,0.27425477,0.15964335,"('unlikable', 'likable')",0.9120251,0.74199665,0.59115225,0.45015228,0.63529736,0.5675258,0.6031824,0.4798295,0.1233529
29,-0.23564307,-0.37562752,"('unfair', 'fair')",-0.17697375,-0.2035744,-0.81240815,-0.82419866,-0.4905709,-0.5623106,-0.428899,-0.4914278,0.0625288
50,0.22530502,0.26029527,"('clumsy', 'skillful')",1.8222853,1.6987667,0.64226,0.6135646,0.7055452,0.7858592,0.8488489,0.8396214,0.0092275
42,-0.21779752,-0.06776187,"('unreliable', 'reliable')",0.5638384,0.59495485,-0.4012022,-0.24041724,-2.9999378,-2.8885424,-0.7637748,-0.6504416,-0.1133332
64,0.18632206,0.13134629,"('shy', 'confident')",-0.43267208,-0.4242237,-0.17325863,-0.18159017,-7.039672,-6.979755,-1.8648201,-1.8635557,-0.0012644
83,-0.17011186,-0.15002131,"('powerless', 'powerful')",-0.017226122,0.06835465,-0.6883347,-0.59651,-0.8051516,-0.68662226,-0.4202061,-0.3411997,-0.0790064
34,0.1467921,0.032694463,"('mean', 'honorable')",0.26595208,0.12925814,0.13437879,0.18537384,6.453691,6.4283752,1.7502035,1.6939254,0.0562781
80,-0.13365886,-0.19921272,"('dominated', 'dominating')",-0.13252217,-0.10415904,0.031006187,0.016520329,-1.1945571,-1.0601529,-0.357433,-0.3367511,-0.0206819
77,-0.13248992,-0.17841086,"('unmotivated', 'motivated')",-0.35533172,-0.557058,0.17739634,0.05215141,-0.82721233,-0.7600863,-0.2844094,-0.3608509,0.0764415
15,-0.10444501,-0.01087017,"('boring', 'funny')",0.09279818,0.20528668,-0.5538585,-0.46245655,0.43613657,0.38238564,-0.0323422,0.0285864,-0.0609286
41,-0.0938269,-0.104740955,"('unforgiving', 'forgiving')",-0.5638095,-0.6102094,-0.5462441,-0.56166005,-0.17976926,-0.16767165,-0.3459125,-0.3610705,0.015158
27,-0.08538057,0.0757261,"('hardhearted', 'softhearted')",-0.7714502,-0.56318974,-1.2385232,-1.0317752,1.5643474,1.6353574,-0.1327517,0.0290296,-0.1617813
13,0.08127721,-0.017088622,"('impolite', 'polite')",-0.9953526,-0.97039187,-0.63327664,-0.6672215,-0.42964208,-0.25404882,-0.4942485,-0.4771877,-0.0170608
67,-0.075041264,-0.024062943,"('doubtful', 'determined')",-0.111259624,-0.06678183,-0.19996582,-0.10927904,-0.37354082,-0.37570202,-0.1899519,-0.1439565,-0.0459954
51,0.07305844,0.008471688,"('uneducated', 'educated')",0.40688056,0.487366,-0.81268656,-0.6923668,1.117352,1.1743623,0.1961511,0.2444583,-0.0483072
