,mccormick_male,mccormick_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
71,2.2804213,2.206911,"('diffident', 'self-confident')",0.09050295,0.24454767,-0.2822868,-0.18012694,0.84471476,0.78174496,0.733338,0.7632692,-0.0299312
69,2.2712379,2.413806,"('lazy', 'industrious')",1.74535,1.6452845,3.0476844,2.974572,0.09648529,-0.05796287,1.7901893,1.743925,0.0462643
74,2.238755,2.0895576,"('undedicated', 'dedicated')",0.560428,0.4116109,-0.1693178,-0.239937,0.35873714,0.44312924,0.7471506,0.6760902,0.0710604
85,2.11667,2.1440144,"('insignificant', 'prestigious')",2.4795833,2.3764875,1.5397484,1.543034,1.3803642,1.1739515,1.8790915,1.8093719,0.0697196
5,2.064537,2.0307891,"('distant', 'outgoing')",0.8183243,0.80175227,0.9852858,0.9323259,0.58922976,0.41258773,1.1143442,1.0443637,0.0699805
12,2.0104527,1.8927103,"('unsupportive', 'supportive')",0.52262163,0.5237832,-0.7991905,-0.79980546,-1.2714761,-1.3161212,0.1156019,0.0751417,0.0404602
6,1.8894726,1.9276181,"('distant', 'open')",1.0830082,1.0194361,0.53559977,0.46005097,1.0995554,0.9355163,1.151909,1.0856555,0.0662535
44,-1.8125691,-1.8733786,"('prejudiced', 'unprejudiced')",-1.5006294,-1.583124,-0.9196625,-1.0905831,-1.9210774,-1.9859658,-1.5384846,-1.6332629,0.0947783
30,-1.740761,-1.7830446,"('intolerant', 'tolerant')",-0.8148041,-0.7407873,-1.1920147,-1.09004,0.6895904,0.732243,-0.7644973,-0.7204072,-0.0440901
9,1.7293364,1.7326951,"('unaffectionate', 'caring')",0.2048747,0.3109094,-0.24324614,-0.20380825,2.0791702,1.9850913,0.9425338,0.9562218,-0.013688
19,1.6903687,1.7245909,"('inhospitable', 'hospitable')",-0.3016467,-0.23485994,-0.38587084,-0.32201317,0.32539704,0.3280239,0.332062,0.3739354,-0.0418734
66,1.6625416,1.6326745,"('inactive', 'active')",1.9551346,1.761314,1.5935372,1.4868082,1.7542548,1.66857,1.7413671,1.6373417,0.1040254
82,-1.6476715,-1.6959773,"('poor', 'rich')",-0.30903023,-0.38797477,-0.8711503,-0.882102,6.2115903,6.211896,0.8459346,0.8114604,0.0344742
47,-1.5869129,-1.7486628,"('stupid', 'smart')",-0.24589196,-0.27115613,-1.1408418,-1.1106294,5.375615,5.4109163,0.6004921,0.570117,0.0303751
25,1.5109577,1.5530218,"('egoistic', 'altruistic')",1.2957518,1.2088238,1.2746305,1.2607249,1.4359554,1.3256364,1.3793238,1.3370517,0.0422721
65,-1.5088358,-1.688082,"('insecure', 'secure')",-0.56915677,-0.6683707,-1.8203707,-1.8869722,-1.1482757,-1.0725127,-1.2616597,-1.3289844,0.0673247
79,1.4713333,1.5112219,"('wavering', 'unwavering')",1.0273848,0.86177534,0.12401186,0.064643204,1.0663165,0.93788993,0.9222616,0.8438826,0.078379
3,-1.4417082,-1.6069593,"('repellent', 'pleasant')",-0.7986265,-0.97068363,0.6831639,0.58037084,-0.25241524,-0.25451916,-0.4523965,-0.5629478,0.1105513
84,1.4407915,1.2929623,"('inferior', 'superior')",0.90934277,0.8011338,0.3579527,0.2988886,0.8525793,0.8261081,0.8901666,0.8047732,0.0853934
33,1.3566132,1.3364906,"('wrong', 'right')",0.58186036,0.6895603,0.22848012,0.19728547,-0.040313534,-0.10830033,0.53166,0.528759,0.002901
35,1.2981509,1.4187107,"('corrupt', 'incorrupt')",0.5760309,0.6337054,1.1412019,1.1056216,0.269567,0.20614736,0.8212377,0.8410463,-0.0198086
8,1.2791207,1.2976036,"('unaffectionate', 'affectionate')",0.39097795,0.56716293,-0.51502496,-0.45337453,1.3194771,1.2305675,0.6186377,0.6604899,-0.0418522
81,-1.2395892,-1.2543865,"('submissive', 'aggressive')",-0.20167044,-0.2299446,-0.8726226,-0.8326338,-1.128594,-1.019544,-0.8606191,-0.8341272,-0.0264919
40,1.1532779,1.1478775,"('stingy', 'generous')",0.2770615,0.24691716,0.37943992,0.37220475,-1.2554456,-1.3365266,0.1385834,0.1076182,0.0309652
39,1.1101342,1.0742872,"('exploitative', 'cooperative')",-0.6606609,-0.69000214,0.06712087,0.18139835,-0.42514294,-0.47684124,0.0228628,0.0222105,0.0006523
23,-1.089218,-1.304569,"('insincere', 'sincere')",-0.92217416,-1.0728269,-1.7888911,-1.893722,6.1082354,6.112828,0.576988,0.4604274,0.1165606
56,1.0873348,0.9497233,"('impractical', 'practical')",-0.88221896,-0.89727104,-0.79462874,-0.73428684,-0.21485564,-0.11585848,-0.2010922,-0.1994233,-0.0016689
57,-1.0570375,-1.1548359,"('unimaginative', 'imaginative')",-1.0756749,-1.172365,-1.3791069,-1.4369816,-2.890362,-2.9523752,-1.6005454,-1.6791394,0.078594
22,-1.0346092,-1.236703,"('untrustworthy', 'trustworthy')",-0.9508826,-1.0173919,-1.3422639,-1.408735,-1.4061065,-1.3784331,-1.1834655,-1.2603158,0.0768503
38,1.0312121,0.9003275,"('untruthful', 'truthful')",-0.8818641,-0.9451744,-0.520969,-0.59006435,0.73181295,0.7581473,0.090048,0.030809,0.059239
10,-1.0001245,-1.070312,"('unsympathetic', 'sympathetic')",-0.7103207,-0.7636461,-1.3737663,-1.3703882,-0.3901174,-0.14538991,-0.8685822,-0.8374341,-0.0311481
86,0.9795627,0.91128045,"('uninfluential', 'influential')",0.05902268,0.1868945,-0.78329474,-0.6501783,0.40193108,0.5410305,0.1643054,0.2472568,-0.0829514
1,0.9702464,0.8805002,"('unfriendly', 'friendly')",0.31154686,0.35392025,-0.57443243,-0.5140584,2.4368348,2.3568099,0.7860489,0.769293,0.0167559
45,-0.96717256,-1.0837275,"('incompetent', 'competent')",-0.63717264,-0.6261586,-1.845357,-1.8456074,-0.6352386,-0.5017674,-1.0212352,-1.0143151,-0.0069201
36,0.93343014,0.92337084,"('hostile', 'amicable')",0.26251405,0.08586669,0.7846831,0.59672874,0.7284431,0.52924395,0.6772676,0.5338026,0.143465
55,-0.9002169,-1.0319507,"('incompetent', 'clever')",-0.58912694,-0.62714475,-1.5986171,-1.6315806,-0.55951774,-0.4878944,-0.9118696,-0.9446426,0.032773
11,-0.8795511,-1.0783817,"('unhelpful', 'helpful')",-1.7177595,-1.7699211,-1.4102056,-1.4298673,2.108299,2.1496305,-0.4748042,-0.5321349,0.0573307
78,0.8617985,0.8386037,"('nonresilient', 'resilient')",0.8775256,0.78970337,1.3611786,1.3392195,1.3883065,1.4609061,1.1222023,1.1071081,0.0150942
62,-0.7936351,-0.8731831,"('incompetent', 'brilliant')",-1.1651388,-1.1932619,-1.3237648,-1.3765519,0.29191816,0.34559646,-0.7476552,-0.77435,0.0266948
72,0.78841484,0.738579,"('unambitious', 'ambitious')",-1.050413,-0.95099336,-0.7432641,-0.8571649,-0.80923545,-0.764369,-0.4536244,-0.4584871,0.0048627
48,-0.7827914,-0.7853172,"('unintelligent', 'intelligent')",-0.67736363,-0.68545145,-2.346086,-2.2575583,0.3005914,0.41535807,-0.8764124,-0.8282422,-0.0481702
70,0.76798075,0.67952,"('lethargic', 'energetic')",0.057236694,-0.046386708,-1.2147664,-1.1788142,0.6219735,0.7247746,0.0581061,0.0447734,0.0133327
52,0.7555859,0.75715166,"('irrational', 'rational')",0.58318645,0.54803675,-0.18944208,-0.2567106,0.5073682,0.2871203,0.4141746,0.3338996,0.080275
75,-0.7479833,-0.772496,"('meek', 'impulsive')",-0.12040277,-0.24098806,0.7231874,0.5878081,-0.14082271,-0.27092743,-0.0715053,-0.1741508,0.1026455
61,0.7433185,0.67843753,"('illogical', 'logical')",-0.06810567,-0.17835397,-0.6134459,-0.66632235,0.35085148,0.35945392,0.1031546,0.0483038,0.0548508
63,0.71980137,0.5365632,"('unperceptive', 'insightful')",0.7907874,0.6923463,-1.0520928,-0.99955213,1.6892219,1.8075445,0.5369295,0.5092255,0.027704
31,0.7172877,0.5686706,"('evil', 'good')",0.512234,0.4529143,1.1450282,1.043532,-0.76374483,-0.9898893,0.4027013,0.2688069,0.1338944
4,0.70742416,0.7504547,"('disliked', 'liked')",0.17713186,0.24006581,-0.31758553,-0.25719225,-6.191223,-6.291375,-1.4060632,-1.3895117,-0.0165515
88,-0.7042606,-0.6857865,"('low', 'eminent')",-0.009090864,-0.004996177,-1.5453622,-1.5791155,0.3503619,0.42498034,-0.4770879,-0.4612294,-0.0158585
59,0.6537158,0.6238185,"('foolish', 'wise')",1.2770554,1.3141785,-0.2861468,-0.2550569,0.8338711,0.67401505,0.6196239,0.5892388,0.0303851
37,0.65013653,0.57061464,"('fake', 'genuine')",-0.059563383,-0.02695807,-0.39273706,-0.48756632,0.49522558,0.5531279,0.1732654,0.1523045,0.0209609
76,-0.62393093,-0.6578121,"('anxious', 'daring')",0.7072268,0.57717997,-0.25298753,-0.285062,-0.16915788,-0.047853664,-0.0847124,-0.103387,0.0186746
87,0.6072819,0.35835227,"('unsuccessful', 'successful')",1.8008125,1.6678225,1.2117493,1.0887824,1.2758515,1.2412052,1.2239238,1.0890406,0.1348832
28,0.597042,0.56361467,"('disloyal', 'loyal')",-0.31855595,-0.38099417,-0.9746806,-0.9700717,1.0021995,1.010097,0.0765013,0.0556615,0.0208398
49,-0.5881696,-0.6434824,"('unable', 'able')",-0.35445064,-0.3901959,-1.2915658,-1.359954,-0.4121771,-0.39777458,-0.6615908,-0.6978518,0.036261
18,0.5690652,0.5772183,"('disagreeable', 'welcoming')",0.9816114,0.9870537,-0.77656233,-0.6453969,-0.50048405,-0.46240664,0.0684076,0.1141171,-0.0457095
46,-0.55419856,-0.80112875,"('uncompetitive', 'competitive')",-0.40194917,-0.49565524,-0.71177715,-0.78206986,-0.7403661,-0.5818351,-0.6020727,-0.6651722,0.0630995
32,-0.5086793,-0.44482157,"('unkind', 'kind')",-0.30513734,-0.24760804,-1.5319942,-1.3967972,0.7806672,0.825641,-0.3912859,-0.3158965,-0.0753894
73,0.5082868,0.4396064,"('helpless', 'self-reliant')",-0.16306874,-0.25328302,0.9185351,0.91548836,-3.4542806,-3.578752,-0.5476319,-0.619235,0.0716031
26,0.46993583,0.51833564,"('hardhearted', 'benevolent')",2.741394,2.936649,1.134324,1.3817582,1.4472184,1.4323734,1.4482181,1.5672791,-0.119061
14,-0.44503802,-0.47396237,"('antisocial', 'social')",0.3100628,0.24449445,-0.44126442,-0.33950222,-1.2722104,-1.1391951,-0.4621125,-0.4270413,-0.0350712
58,0.44372943,0.36238346,"('undiscriminating', 'discriminating')",-0.018811643,-0.05289554,0.42009106,0.47095108,0.10019161,0.14800596,0.2363001,0.2321112,0.0041889
24,-0.4312504,-0.45886344,"('dishonest', 'honest')",-0.85213214,-0.73825586,-1.8560675,-1.795074,0.8414419,0.93542016,-0.5745021,-0.5141933,-0.0603088
16,-0.42514652,-0.539453,"('unpopular', 'popular')",1.0080574,0.8142959,0.74105126,0.6377249,0.9717301,0.82285273,0.5739231,0.4338551,0.140068
0,0.39719197,0.24186124,"('unsociable', 'sociable')",-0.046062056,-0.102553025,-0.6077246,-0.48730278,-0.68518776,-0.5510922,-0.2354456,-0.2247717,-0.0106739
53,0.39172596,0.36719772,"('uncreative', 'creative')",0.21021895,0.17632644,-0.1877965,-0.2190148,1.3841455,1.3546113,0.4495735,0.4197802,0.0297933
