,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,male-female
36,-2.4029453,-2.3395433,"('hostile', 'amicable')",-0.8899345,-0.9496029,-0.42021447,-0.38554996,-1.2376981,-1.2248987,-0.0127994
56,2.3849504,2.2340531,"('impractical', 'practical')",0.91261905,0.75093794,0.20412621,0.08401962,1.1672319,1.0230036,0.1442283
16,-2.1934607,-2.2479224,"('unpopular', 'popular')",-1.4024479,-1.5425895,-0.35479164,-0.41822496,-1.3169001,-1.4029123,0.0860122
62,1.9498028,1.861008,"('incompetent', 'brilliant')",0.8114877,0.70579064,0.19815867,0.026707798,0.9864831,0.8645022,0.1219809
39,1.8429601,2.0152194,"('exploitative', 'cooperative')",-0.4236778,-0.31684774,0.17774098,0.28189656,0.5323411,0.6600894,-0.1277483
35,-1.7885464,-1.3359994,"('corrupt', 'incorrupt')",-1.5211383,-1.3874873,-0.8277103,-0.67641515,-1.3791316,-1.1333006,-0.245831
23,1.6888951,1.4217184,"('insincere', 'sincere')",0.09836903,-0.057011932,5.2588787,5.0063114,2.3487142,2.1236726,0.2250416
70,1.6434813,1.6302023,"('lethargic', 'energetic')",1.0865494,1.1965283,0.39069763,0.53269225,1.0402428,1.1198076,-0.0795648
24,1.5868915,1.4889772,"('dishonest', 'honest')",-0.35408318,-0.35991976,0.41096658,0.37298766,0.547925,0.5006817,0.0472433
60,1.5267518,1.2430227,"('inefficient', 'efficient')",0.32787016,0.2674208,0.17354941,0.04876287,0.6760571,0.5197355,0.1563216
52,-1.5231915,-1.6801332,"('irrational', 'rational')",-1.0403092,-1.1494138,-0.5842037,-0.5505123,-1.0492348,-1.1266864,0.0774516
30,1.51011,1.4304633,"('intolerant', 'tolerant')",1.356834,1.2950618,0.4910223,0.3706245,1.1193221,1.0320499,0.0872722
43,1.4999166,1.4146031,"('irresponsible', 'responsible')",0.5139583,0.49726754,0.75320226,0.73005605,0.922359,0.8806423,0.0417167
74,1.4365816,1.2479619,"('undedicated', 'dedicated')",0.54463947,0.46107963,0.09547648,0.21134935,0.6922325,0.6401303,0.0521022
85,-1.4289048,-1.3351705,"('insignificant', 'prestigious')",-0.039386675,-0.058046833,-0.7632127,-0.7174449,-0.7438347,-0.7035541,-0.0402806
76,1.427137,1.4454392,"('anxious', 'daring')",0.23732002,0.31229335,0.006176267,0.043971695,0.5568778,0.6005681,-0.0436903
14,1.3573673,1.5143259,"('antisocial', 'social')",1.582424,1.6779922,0.13661484,0.19975337,1.0254687,1.1306904,-0.1052217
46,1.3195081,1.1882093,"('uncompetitive', 'competitive')",1.1792734,1.232167,-0.14514811,-0.098719425,0.7845445,0.7738856,0.0106589
31,-1.1946951,-1.2353517,"('evil', 'good')",-0.78892696,-0.6988442,-1.3809662,-1.3357474,-1.1215294,-1.0899811,-0.0315483
67,1.1859516,1.3502365,"('doubtful', 'determined')",0.5758355,0.4972769,-0.25791067,-0.29018173,0.5012921,0.5191106,-0.0178185
50,-1.1834259,-1.1097436,"('clumsy', 'skillful')",-0.36627686,-0.51367164,-0.64853877,-0.67666155,-0.7327472,-0.7666922,0.033945
45,1.179464,1.2187083,"('incompetent', 'competent')",0.29929024,0.3654294,-0.08332234,-0.033569172,0.465144,0.5168562,-0.0517122
44,-1.1424328,-0.790304,"('prejudiced', 'unprejudiced')",-0.4374888,-0.31838283,-1.155144,-1.1187512,-0.9116885,-0.7424793,-0.1692092
55,1.1200442,1.0452329,"('incompetent', 'clever')",0.07320976,0.05333217,0.2501486,0.22055498,0.4811342,0.4397067,0.0414275
4,-1.1143013,-1.037905,"('disliked', 'liked')",0.46318486,0.41867906,-5.673275,-5.545403,-2.1081305,-2.0548763,-0.0532542
11,1.0520056,0.9675872,"('unhelpful', 'helpful')",-0.24787515,-0.32528025,2.000555,1.9340398,0.9348952,0.8587823,0.0761129
59,-1.012836,-0.93702173,"('foolish', 'wise')",-0.2960423,-0.37531397,-0.24883053,-0.18675263,-0.5192363,-0.4996961,-0.0195402
75,-0.9339,-0.5630867,"('meek', 'impulsive')",0.3170457,0.23519625,-0.08714667,-0.002574632,-0.234667,-0.110155,-0.124512
80,0.9279161,1.0529093,"('dominated', 'dominating')",0.19993405,0.3187014,-0.25976372,-0.09146493,0.2893622,0.4267153,-0.1373531
7,0.9257569,0.8503567,"('insensitive', 'sensitive')",0.391751,0.44924524,-0.10351855,-0.048942983,0.4046631,0.4168863,-0.0122232
22,0.9110009,0.89588004,"('untrustworthy', 'trustworthy')",-0.06406653,0.0055681877,-0.6666995,-0.4382674,0.0600783,0.1543936,-0.0943153
9,0.8521068,0.8908771,"('unaffectionate', 'caring')",0.64769965,0.6057186,1.0374004,0.96473014,0.8457355,0.820442,0.0252935
6,-0.8506489,-0.90714526,"('distant', 'open')",-0.5481974,-0.57305765,-0.6232361,-0.555472,-0.6740274,-0.6785583,0.0045309
10,0.83861345,0.69379854,"('unsympathetic', 'sympathetic')",-0.29698414,-0.15797544,-0.08344777,-0.0060683712,0.1527272,0.1765849,-0.0238577
58,0.804018,0.7256807,"('undiscriminating', 'discriminating')",0.916343,0.9464296,0.4427329,0.6458587,0.7210313,0.7726564,-0.0516251
21,0.7947357,0.6076365,"('immoral', 'moral')",0.011172302,-0.11040571,-0.68993646,-0.85508317,0.0386572,-0.1192841,0.1579413
12,0.79033595,0.7930479,"('unsupportive', 'supportive')",0.71326935,0.67775637,-1.6962274,-1.655381,-0.0642074,-0.0615256,-0.0026818
82,-0.7743747,-0.9279612,"('poor', 'rich')",0.35458043,0.25099492,5.0979915,4.973331,1.5593991,1.4321216,0.1272775
81,0.75129545,0.73432744,"('submissive', 'aggressive')",1.1637435,1.1613955,-0.46082744,-0.44676527,0.4847372,0.4829859,0.0017513
88,-0.750826,-0.82170445,"('low', 'eminent')",-0.14001478,-0.077939786,-0.46844587,-0.44632265,-0.4530956,-0.4486556,-0.00444
84,0.73965675,0.73291844,"('inferior', 'superior')",0.098973826,0.17347215,0.29062918,0.30999532,0.3764199,0.405462,-0.0290421
18,-0.7354261,-0.64807415,"('disagreeable', 'welcoming')",0.029752761,-0.065712415,-1.2328136,-1.2808894,-0.6461623,-0.664892,0.0187297
5,-0.7293098,-0.72377074,"('distant', 'outgoing')",-0.2321255,-0.37243414,-0.7536986,-0.71041447,-0.5717113,-0.6022065,0.0304952
37,0.72225136,0.9371706,"('fake', 'genuine')",0.107476994,0.17028905,0.28426957,0.2705092,0.3713326,0.459323,-0.0879904
13,0.6478002,0.39371523,"('impolite', 'polite')",-0.08768658,-0.2774011,0.15259758,-0.07121364,0.2375704,0.0150335,0.2225369
69,-0.64194643,-0.4331663,"('lazy', 'industrious')",0.21182239,0.17733468,-1.0464665,-1.0307925,-0.4921968,-0.4288747,-0.0633221
63,0.62984246,0.5973129,"('unperceptive', 'insightful')",1.2717234,1.1985955,0.24478932,0.2842129,0.7154517,0.6933738,0.0220779
86,0.6287677,0.40608704,"('uninfluential', 'influential')",-0.05951655,-0.08775357,-0.45806143,-0.4238232,0.0370633,-0.0351632,0.0722265
28,0.6141327,0.52493465,"('disloyal', 'loyal')",0.23828286,0.27232963,0.88618386,0.87685466,0.5795331,0.5580397,0.0214934
27,0.6019623,0.49705163,"('hardhearted', 'softhearted')",-0.50826085,-0.2715452,0.36313713,0.3702469,0.1522795,0.1985844,-0.0463049
2,0.6008919,0.6164369,"('unlikable', 'likable')",1.6617868,1.4787923,1.2091128,1.0910529,1.1572638,1.0620941,0.0951697
87,-0.56302947,-0.38258672,"('unsuccessful', 'successful')",0.31506425,0.34500185,0.56457245,0.70570016,0.1055357,0.2227051,-0.1171694
53,-0.5586001,-0.5391963,"('uncreative', 'creative')",0.24063338,0.2628866,0.5403747,0.64304,0.074136,0.1222434,-0.0481074
40,-0.54353726,-0.5002675,"('stingy', 'generous')",0.6053415,0.7380108,-2.2485204,-2.160088,-0.7289054,-0.6407816,-0.0881238
38,0.53035873,0.35857445,"('untruthful', 'truthful')",-0.28966805,-0.47892842,0.07289922,-0.057534527,0.10453,-0.0592962,0.1638262
34,-0.52605534,-0.7268225,"('mean', 'honorable')",0.055720203,-0.10262306,4.9224176,4.6942306,1.4840275,1.2882617,0.1957658
51,0.52433366,0.18217693,"('uneducated', 'educated')",-0.15457056,-0.30520007,0.250789,0.2692479,0.2068507,0.0487416,0.1581091
64,-0.5217608,-0.4469069,"('shy', 'confident')",0.8101246,0.72363085,-4.9936876,-4.7360044,-1.5684412,-1.4864268,-0.0820144
49,-0.52145284,-0.3348876,"('unable', 'able')",-1.0394981,-1.0178616,-0.7381592,-0.74167645,-0.7663701,-0.6981419,-0.0682282
20,0.51643914,0.53207386,"('rough', 'thoughtful')",-0.24777271,-0.18806884,-0.031132989,0.052896902,0.0791778,0.1323006,-0.0531228
78,-0.47853786,-0.62122834,"('nonresilient', 'resilient')",-0.027567595,-0.075516745,-0.30770308,-0.37756193,-0.2712695,-0.3581023,0.0868328
1,-0.46744546,-0.80674744,"('unfriendly', 'friendly')",0.6050434,0.53189707,1.0320389,0.90614253,0.3898789,0.2104307,0.1794482
