,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
28,-1.8555827,-1.6488509,"('disloyal', 'loyal')",-0.9277322,-0.8562655,-1.0557933,-0.8813236,-1.8660904,-1.6366692,-2.1864433,-2.0842352,0.003292391,0.06886691,-0.04732982,-0.15873201,-1.1336685,-1.0281728,-0.1054957
45,-1.7493871,-1.812124,"('incompetent', 'competent')",-1.1527923,-1.0766902,-0.67930096,-0.62414765,-1.1058525,-0.9830331,-3.100207,-3.1275384,-0.0014463738,-0.04796322,-1.3987136,-1.5371782,-1.3125286,-1.3155249,0.0029963
88,-1.5966051,-1.8723358,"('low', 'eminent')",-1.2140787,-1.294456,-1.4606924,-1.5968549,-1.835238,-1.9818043,-1.1417767,-1.1965328,0.23720771,-0.022024766,-0.9672799,-1.324336,-1.1397804,-1.3269065,0.1871261
86,-1.5703046,-1.5024544,"('uninfluential', 'influential')",-0.9515686,-0.87439543,-1.2290801,-1.1172274,-0.6525149,-0.5178737,-2.9977229,-2.918656,0.39476562,0.46988308,-1.2129048,-1.1805227,-1.17419,-1.0916067,-0.0825833
77,-1.3709927,-1.3281329,"('unmotivated', 'motivated')",-0.96030825,-0.8344272,0.028766789,0.18222564,-0.6409416,-0.5054473,-2.719744,-2.59292,-0.22743478,-0.23202696,-0.7296887,-0.6751887,-0.9457632,-0.8551311,-0.0906321
8,-1.3258457,-1.1448472,"('unaffectionate', 'affectionate')",-0.37894407,-0.19689152,-1.9559258,-1.9885554,-0.5448256,-0.50303143,-0.038712688,0.020451497,0.17972869,0.18906508,1.1342297,1.098239,-0.4186136,-0.3607957,-0.0578179
20,1.2923756,1.14973,"('rough', 'thoughtful')",0.9663479,0.9477453,0.35308647,0.45560756,0.5346961,0.62246406,0.22122264,0.34446976,0.99201095,0.99937904,0.120085485,-0.066300124,0.6399751,0.6361566,0.0038185
9,-1.2710942,-1.1717774,"('unaffectionate', 'caring')",-0.68123597,-0.55709636,-1.6266518,-1.5296837,-1.2602148,-1.1633368,-0.8416508,-0.7340029,0.33910406,0.38618493,1.2543899,1.2298602,-0.5839077,-0.5056932,-0.0782145
67,1.2510055,1.1437451,"('doubtful', 'determined')",1.1758795,1.091651,1.046182,0.8871859,0.9694167,0.8161412,0.44313353,0.2697287,0.5877071,0.47871366,-0.25100407,-0.3761335,0.7460457,0.6158617,0.130184
24,-1.2414621,-1.1270443,"('dishonest', 'honest')",-1.7317121,-1.6387278,-0.91030127,-0.8186674,-1.6187702,-1.5766795,-2.6293852,-2.564407,0.17658281,0.23475768,0.0065799356,-0.0033441335,-1.1354955,-1.0705874,-0.0649081
