,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
35,2.283348,2.1954188,"('corrupt', 'incorrupt')",0.047308672,0.15702766,0.66521496,0.7580672,-0.1162895,0.17021082,0.7198956,0.8201811,-0.1002855
69,2.1515994,2.3289263,"('lazy', 'industrious')",0.6964396,0.9139506,2.1341488,2.3751647,-0.5704467,-0.10470447,1.1029353,1.3783344,-0.2753991
33,1.7693294,1.8962103,"('wrong', 'right')",0.37336862,0.52459705,0.06463537,0.5171407,-0.09956516,-0.10185739,0.526942,0.7090226,-0.1820806
3,-1.5754687,-1.6054683,"('repellent', 'pleasant')",-0.53838533,-0.7627955,0.5191401,0.12575577,0.11649544,-0.13138965,-0.3695546,-0.5934744,0.2239198
85,1.5733359,1.8525236,"('insignificant', 'prestigious')",1.2534177,1.5303649,0.9563441,1.4357355,0.54494476,1.0762625,1.0820106,1.4737215,-0.3917109
59,1.5287014,1.5502133,"('foolish', 'wise')",0.84838176,1.0455093,-0.24273801,-0.02658822,0.27987114,0.662267,0.6035541,0.8078504,-0.2042963
72,-1.443185,-1.2457917,"('unambitious', 'ambitious')",-0.6231043,-0.56689465,-0.48223186,-0.30441922,-0.5564815,-0.5372849,-0.7762506,-0.6635976,-0.112653
21,-1.3215303,-1.129689,"('immoral', 'moral')",-0.031764783,-0.050034124,-1.9828635,-1.934397,-0.77907586,-0.9832032,-1.0288086,-1.0243309,-0.0044777
46,-1.3142393,-1.6337342,"('uncompetitive', 'competitive')",0.44384828,-0.06211591,-0.34444186,-0.72415596,-0.26403958,-0.7849241,-0.3697181,-0.8012325,0.4315144
73,1.1666007,1.2755098,"('helpless', 'self-reliant')",-0.22333539,-0.064115115,1.3418478,1.4333267,-3.583397,-3.1550145,-0.324571,-0.1275733,-0.1969977
19,1.1317176,1.0441064,"('inhospitable', 'hospitable')",-0.5734443,-0.70828354,-0.59199053,-0.45054486,0.020810068,0.17184658,-0.0032268,0.0142811,-0.0175079
86,-1.1241786,-1.3852413,"('uninfluential', 'influential')",0.4893412,-0.18452223,-0.9657257,-1.2089465,0.84280986,0.32816634,-0.1894383,-0.6126359,0.4231976
15,1.1145096,1.1121978,"('boring', 'funny')",0.322472,0.36471596,-0.28930238,-0.21782896,0.5814942,0.67159283,0.4322934,0.4826694,-0.050376
2,1.0808147,1.2804431,"('unlikable', 'likable')",1.1101184,1.4648021,1.2155468,1.5659415,0.8492314,0.9849386,1.0639279,1.3240314,-0.2601035
70,-1.0478367,-0.8623029,"('lethargic', 'energetic')",0.36841235,0.62653744,-1.5580149,-1.1553559,0.7429449,0.6537681,-0.3736235,-0.1843383,-0.1892852
66,1.0458331,1.059785,"('inactive', 'active')",1.2638273,1.2124312,1.1544461,1.1331453,1.3363761,1.3269225,1.2001207,1.183071,0.0170497
60,-1.0214995,-0.89273614,"('inefficient', 'efficient')",-0.059976466,0.15172303,-1.1221386,-0.9579092,0.5935927,0.24539486,-0.4025055,-0.3633819,-0.0391236
71,0.9695453,1.1235281,"('diffident', 'self-confident')",-0.15372634,-0.052734956,-0.6076195,-0.3060104,0.6290908,0.6810476,0.2093226,0.3614576,-0.152135
82,-0.958329,-1.2416656,"('poor', 'rich')",-0.07457466,-0.26930058,-0.88543195,-1.1302285,6.2406526,6.0421352,1.0805793,0.8502351,0.2303442
87,0.95685476,0.77647644,"('unsuccessful', 'successful')",2.2372062,1.8496687,1.8471082,1.5199037,1.2497015,1.0591241,1.5727177,1.3012931,0.2714246
63,-0.9503474,-0.87153,"('unperceptive', 'insightful')",0.85929114,0.8480426,-1.1922882,-0.9263042,1.4883122,1.4163367,0.0512419,0.1166363,-0.0653944
10,-0.94412565,-1.2385398,"('unsympathetic', 'sympathetic')",0.045534983,-0.37593672,-1.1342415,-1.4440333,0.23576222,-0.13828446,-0.4492675,-0.7991986,0.3499311
6,0.94321555,1.4340745,"('distant', 'open')",-0.18985881,0.2892514,-0.62603945,0.02668494,0.43960392,0.8457388,0.1417303,0.6489375,-0.5072072
5,0.92402214,1.3396176,"('distant', 'outgoing')",-0.30794692,0.07231559,-0.17641786,0.38323736,-0.24300514,0.24008605,0.0491631,0.5088142,-0.4596511
11,-0.90555394,-1.2171605,"('unhelpful', 'helpful')",-0.7584222,-0.85324466,-0.8183423,-0.8492021,2.1559165,1.9761182,-0.0816005,-0.2358722,0.1542717
67,0.890848,0.8086544,"('doubtful', 'determined')",0.48252666,0.3604028,0.32868898,0.16282709,-0.062720835,-0.2114894,0.4098357,0.2800987,0.129737
57,-0.8877604,-1.3026502,"('unimaginative', 'imaginative')",0.09875694,-0.5306478,-0.42429006,-0.97515327,-2.291335,-2.7284412,-0.8761572,-1.3842231,0.5080659
26,0.84915435,0.6801506,"('hardhearted', 'benevolent')",2.4248712,2.1305602,1.492783,1.3819438,1.9769021,1.8942854,1.6859276,1.521735,0.1641926
48,-0.8483689,-1.0416975,"('unintelligent', 'intelligent')",-0.14111522,-0.20910233,-1.9977154,-2.0206993,0.7530322,0.6278509,-0.5585418,-0.660912,0.1023702
23,-0.83973813,-0.93740755,"('insincere', 'sincere')",-0.55890155,-0.46299672,-1.8647288,-1.6646044,5.9511027,5.8481064,0.6719335,0.6957744,-0.0238409
42,0.82570004,0.72820014,"('unreliable', 'reliable')",0.91158557,0.983791,0.2179035,0.10775903,-2.9601285,-2.9110975,-0.2512349,-0.2728369,0.021602
84,0.81448716,0.8278614,"('inferior', 'superior')",1.0607333,1.0136048,0.6504863,0.6931701,0.81912977,0.83152175,0.8362091,0.8415395,-0.0053304
81,-0.8063703,-0.8422282,"('submissive', 'aggressive')",0.69666,0.5842236,-0.6773622,-0.7347462,-0.8095929,-1.0183405,-0.3991663,-0.5027728,0.1036065
22,-0.80178994,-0.80085266,"('untrustworthy', 'trustworthy')",-0.24004786,-0.45205298,-1.0117769,-0.99089795,-0.8907129,-1.0343391,-0.7360819,-0.8195356,0.0834537
32,-0.7815932,-0.71744746,"('unkind', 'kind')",-0.023133233,0.16474794,-1.2861892,-1.0457182,0.84161204,0.82249045,-0.3123259,-0.1939818,-0.1183441
54,0.7319347,0.75296336,"('incapable', 'capable')",0.49375054,0.56632054,-0.44587684,-0.09812993,1.1631577,1.3364602,0.4857415,0.6394036,-0.1536621
24,-0.6943816,-0.47935313,"('dishonest', 'honest')",-0.41904595,-0.2518561,-1.7037696,-1.4948815,0.9693445,0.96560436,-0.4619631,-0.3151216,-0.1468415
43,-0.66359735,-0.54798305,"('irresponsible', 'responsible')",-0.46397096,-0.043344665,-1.1619674,-0.7821574,0.867955,0.8682518,-0.3553951,-0.1263083,-0.2290868
88,-0.66019505,-0.40535176,"('low', 'eminent')",0.19718015,0.25184986,-0.9755267,-0.948542,0.30974618,0.3797302,-0.2821989,-0.1805784,-0.1016205
50,0.63945305,0.62671185,"('clumsy', 'skillful')",1.7533562,1.5160162,0.6796363,0.6099489,0.48689145,0.5518666,0.8898343,0.8261359,0.0636984
74,0.63805026,0.68329763,"('undedicated', 'dedicated')",0.77347803,0.6866767,-0.107210144,0.008760996,0.5831384,0.36794385,0.4718642,0.4366698,0.0351944
34,-0.6179804,-0.4735409,"('mean', 'honorable')",-0.07837188,0.15132567,-0.31372565,-0.13488036,6.075274,6.0726895,1.266299,1.4038985,-0.1375995
36,0.6142121,0.6327957,"('hostile', 'amicable')",-0.46941537,-0.5304032,0.3988193,0.39813408,0.29298195,0.27175346,0.2091495,0.19307,0.0160795
55,-0.6100661,-0.79054046,"('incompetent', 'clever')",0.5151819,0.3189035,-1.0098042,-1.1175127,0.3153327,0.0003276728,-0.1973389,-0.3972055,0.1998666
20,-0.6059113,-0.56733304,"('rough', 'thoughtful')",0.6420432,0.9176746,-0.35887554,-0.06568409,0.8707645,0.87312764,0.1370052,0.2894463,-0.1524411
39,0.5965713,0.47866157,"('exploitative', 'cooperative')",-0.2686448,0.24384075,0.47175708,0.854813,0.020256668,0.04369116,0.2049851,0.4052516,-0.2002665
78,-0.59207773,-0.57420933,"('nonresilient', 'resilient')",0.4358244,0.14657249,0.79968953,0.56915605,0.89726883,0.6755246,0.3851762,0.2042609,0.1809153
51,-0.5833787,-0.7202187,"('uneducated', 'educated')",1.2185999,0.93121326,-0.20916215,-0.43230456,1.271378,0.9273368,0.4243593,0.1765067,0.2478526
0,-0.5714671,-0.9114936,"('unsociable', 'sociable')",0.3925322,0.11516163,0.11198258,-0.31212357,0.32406828,-0.2769402,0.064279,-0.3463489,0.4106279
65,-0.52576166,-0.8318936,"('insecure', 'secure')",0.2511238,0.15626958,-1.0107749,-1.1277478,-0.7189076,-0.9402668,-0.5010801,-0.6859096,0.1848295
79,0.5028453,0.4237222,"('wavering', 'unwavering')",0.08806725,-0.21131587,-0.322283,-0.49851263,0.060094316,0.15812625,0.082181,-0.031995,0.114176
62,-0.4950409,-0.38550073,"('incompetent', 'brilliant')",-0.3747062,-0.12585124,-0.9523698,-0.6448209,0.5738001,0.67653793,-0.3120792,-0.1199087,-0.1921705
