,walmart_male,walmart_female,tuple,inc_male,inc_female,average_male,average_female,male-female
35,0.60113007,0.33230174,"('corrupt', 'incorrupt')",-0.028278604,-0.20876253,0.2864257,0.0617696,0.2246561
13,-0.5445595,-0.47982264,"('impolite', 'polite')",-0.56420887,-0.32872438,-0.5543842,-0.4042735,-0.1501107
30,-0.53122723,-0.37099212,"('intolerant', 'tolerant')",0.93157655,1.0328792,0.2001747,0.3309436,-0.1307689
27,0.51877505,0.3338377,"('hardhearted', 'softhearted')",1.5833071,1.491773,1.0510411,0.9128053,0.1382358
52,-0.49881074,-0.5407459,"('irrational', 'rational')",-0.22170976,-0.2599281,-0.3602602,-0.400337,0.0400768
80,-0.4846751,-0.43644163,"('dominated', 'dominating')",-1.233299,-1.2426696,-0.8589871,-0.8395556,-0.0194315
15,0.46754143,0.35557622,"('boring', 'funny')",0.39552787,0.27957717,0.4315346,0.3175767,0.1139579
18,-0.4670202,-0.31724006,"('disagreeable', 'welcoming')",-0.4237734,-0.3723298,-0.4453968,-0.3447849,-0.1006119
25,0.46461105,0.41731662,"('egoistic', 'altruistic')",1.588217,1.5980935,1.026414,1.0077051,0.0187089
34,0.44135606,0.426011,"('mean', 'honorable')",6.2903743,6.284586,3.3658652,3.3552985,0.0105667
56,0.43923295,0.4577934,"('impractical', 'practical')",0.095748335,0.00035364088,0.2674906,0.2290735,0.0384171
87,0.43613622,0.42377323,"('unsuccessful', 'successful')",0.8609965,0.7944276,0.6485664,0.6091004,0.039466
84,0.43340367,0.5255792,"('inferior', 'superior')",0.9230744,1.0736382,0.678239,0.7996087,-0.1213697
1,0.4276973,0.27638888,"('unfriendly', 'friendly')",2.2021606,2.0059366,1.314929,1.1411628,0.1737662
7,-0.4269823,-0.27546495,"('insensitive', 'sensitive')",0.8794519,0.83696264,0.2262348,0.2807488,-0.054514
42,0.4137775,0.4896551,"('unreliable', 'reliable')",-3.123374,-3.0556185,-1.3547982,-1.2829818,-0.0718164
50,0.411537,0.39733297,"('clumsy', 'skillful')",0.09945423,0.295681,0.2554956,0.346507,-0.0910114
54,0.3799045,0.28604087,"('incapable', 'capable')",1.086053,1.2769204,0.7329788,0.7814807,-0.0485019
67,0.37218085,0.48184827,"('doubtful', 'determined')",-0.5668784,-0.4813701,-0.0973488,0.0002391,-0.0975879
26,0.36947697,0.23557784,"('hardhearted', 'benevolent')",1.7567638,1.6989614,1.0631204,0.9672696,0.0958508
24,-0.36922044,-0.34597635,"('dishonest', 'honest')",0.82640404,0.8889751,0.2285918,0.2714994,-0.0429076
20,0.32733107,0.19794813,"('rough', 'thoughtful')",1.3078077,1.3725703,0.8175694,0.7852592,0.0323102
8,0.32019174,0.26175338,"('unaffectionate', 'affectionate')",0.946611,0.97397834,0.6334014,0.6178659,0.0155355
32,0.3063305,0.40879458,"('unkind', 'kind')",0.94417024,1.1444658,0.6252503,0.7766302,-0.1513799
16,0.30591133,0.30938703,"('unpopular', 'popular')",0.45802853,0.34632462,0.3819699,0.3278558,0.0541141
31,-0.30319265,-0.3352618,"('evil', 'good')",-0.77249575,-0.96015173,-0.5378442,-0.6477067,0.1098625
79,0.30285746,0.08400895,"('wavering', 'unwavering')",0.013944341,-0.040376604,0.1584009,0.0218162,0.1365847
63,-0.30026037,-0.21448125,"('unperceptive', 'insightful')",1.0792978,1.2126551,0.3895187,0.4990869,-0.1095682
46,-0.29017136,-0.17837858,"('uncompetitive', 'competitive')",-0.60893244,-0.68327016,-0.4495519,-0.4308244,-0.0187275
17,-0.28988644,-0.39067966,"('nasty', 'nice')",-0.7932382,-0.7836764,-0.5415623,-0.587178,0.0456157
62,-0.28885162,-0.22434592,"('incompetent', 'brilliant')",0.18647812,0.4181996,-0.0511867,0.0969268,-0.1481135
4,0.26846516,0.24395521,"('disliked', 'liked')",-6.591912,-6.7804337,-3.1617234,-3.2682393,0.1065159
83,0.26738417,0.46110103,"('powerless', 'powerful')",-1.1466817,-1.0747938,-0.4396487,-0.3068464,-0.1328023
19,0.2505813,0.16678023,"('inhospitable', 'hospitable')",0.11718449,0.049656373,0.1838829,0.1082183,0.0756646
59,0.2460962,0.26770216,"('foolish', 'wise')",0.08492625,0.26865768,0.1655112,0.2681799,-0.1026687
66,-0.24195892,-0.28758585,"('inactive', 'active')",0.9170055,0.7104392,0.3375233,0.2114267,0.1260966
28,-0.23197669,-0.23751956,"('disloyal', 'loyal')",1.0960528,0.90329957,0.432038,0.33289,0.099148
74,0.2083362,0.33457547,"('undedicated', 'dedicated')",0.46273595,0.26769125,0.3355361,0.3011334,0.0344027
43,-0.20551415,-0.17284071,"('irresponsible', 'responsible')",0.7423105,0.7974448,0.2683982,0.3123021,-0.0439039
60,0.20360552,0.44124067,"('inefficient', 'efficient')",0.2504764,0.5682291,0.2270409,0.5047349,-0.277694
76,0.18126054,0.19276969,"('anxious', 'daring')",0.13712299,0.3144879,0.1591918,0.2536288,-0.094437
61,-0.15927011,-0.15021588,"('illogical', 'logical')",0.43828905,0.44278538,0.1395095,0.1462848,-0.0067753
49,0.13692084,0.1693457,"('unable', 'able')",-0.398717,-0.21215442,-0.1308981,-0.0214044,-0.1094937
58,0.12972762,0.08013828,"('undiscriminating', 'discriminating')",0.40167224,0.114399984,0.2656999,0.0972691,0.1684308
44,-0.12557578,-0.418731,"('prejudiced', 'unprejudiced')",-1.4913422,-1.5606078,-0.808459,-0.9896694,0.1812104
29,-0.12435588,-0.023639832,"('unfair', 'fair')",-0.44786176,-0.5282411,-0.2861088,-0.2759405,-0.0101683
78,0.11906622,0.18014735,"('nonresilient', 'resilient')",0.25489396,0.35153064,0.1869801,0.265839,-0.0788589
36,0.10562736,-0.046703115,"('hostile', 'amicable')",0.2784712,0.07599298,0.1920493,0.0146449,0.1774044
2,0.09980569,0.22446874,"('unlikable', 'likable')",0.4590013,0.64595306,0.2794035,0.4352109,-0.1558074
53,-0.086701766,-0.06326174,"('uncreative', 'creative')",0.9503017,0.9375276,0.4318,0.4371329,-0.0053329
38,0.07600256,-0.07055542,"('untruthful', 'truthful')",0.032733276,0.17806722,0.0543679,0.0537559,0.000612
48,0.07523687,0.11275634,"('unintelligent', 'intelligent')",0.52868503,0.7259997,0.3019609,0.419378,-0.1174171
12,-0.051358066,0.14227326,"('unsupportive', 'supportive')",-1.6748993,-1.4847324,-0.8631287,-0.6712295,-0.1918992
47,0.04684814,0.13162419,"('stupid', 'smart')",5.510084,5.8092136,2.7784662,2.9704189,-0.1919527
37,-0.044335317,-0.15338796,"('fake', 'genuine')",0.56913966,0.38347107,0.2624022,0.1150416,0.1473606
41,0.026100913,0.29010105,"('unforgiving', 'forgiving')",0.12788714,0.06672285,0.076994,0.1784119,-0.1014179
40,0.019642407,0.21059087,"('stingy', 'generous')",-1.5309232,-1.5735979,-0.7556404,-0.6815035,-0.0741369
23,0.018297508,0.08556187,"('insincere', 'sincere')",6.03922,6.168284,3.0287588,3.1269228,-0.098164
0,0.014849955,0.124897644,"('unsociable', 'sociable')",-0.2537198,-0.21146466,-0.1194349,-0.0432835,-0.0761514
