,dxc_male,dxc_female,tuple,technology_male,technology_female,co_male,co_female,average_male,average_female,male-female
60,0.7273865,0.94791245,"('inefficient', 'efficient')",1.576958,1.8780446,0.14504868,0.30113,0.8164643,1.0423624,-0.2258981
28,-0.7140344,-0.67941445,"('disloyal', 'loyal')",0.40403354,0.5432416,1.3873026,1.4007077,0.3591006,0.4215117,-0.0624111
87,0.70594454,0.36839548,"('unsuccessful', 'successful')",0.7652438,0.54805815,0.3156626,0.18990943,0.595617,0.3687877,0.2268293
23,-0.7005211,-0.53427845,"('insincere', 'sincere')",0.14905152,0.35529986,6.7391953,6.7116523,2.0625753,2.1775579,-0.1149826
26,-0.69846123,-0.64757293,"('hardhearted', 'benevolent')",0.79339844,0.8949279,1.049649,1.046656,0.3815287,0.431337,-0.0498083
71,-0.67273575,-0.7236927,"('diffident', 'self-confident')",0.3984018,0.33760607,-0.25721863,-0.22053885,-0.1771842,-0.2022085,0.0250243
37,-0.66916716,-0.4356422,"('fake', 'genuine')",-0.45546943,-0.3731896,0.43029276,0.4023177,-0.231448,-0.1355047,-0.0959433
75,0.65066,0.7398329,"('meek', 'impulsive')",-0.175833,-0.19461516,-0.30400768,-0.3461729,0.0569398,0.0663483,-0.0094085
88,-0.607036,-0.74274814,"('low', 'eminent')",0.593659,0.7226125,-0.13649178,-0.124484755,-0.0499563,-0.0482068,-0.0017495
41,-0.5752464,-0.24444452,"('unforgiving', 'forgiving')",-0.8561973,-0.469565,0.46378425,0.506227,-0.3225532,-0.0692608,-0.2532924
16,-0.5692499,-0.30618167,"('unpopular', 'popular')",-0.9322502,-0.62522507,-0.0025924742,0.093323156,-0.5013642,-0.2793612,-0.222003
27,-0.5462779,-0.74200225,"('hardhearted', 'softhearted')",-0.20053577,-0.24964245,0.7095443,0.5773815,-0.0124231,-0.1380877,0.1256646
22,0.52956086,0.6872368,"('untrustworthy', 'trustworthy')",0.19106714,0.41068646,0.06674583,0.13662404,0.2624579,0.4115158,-0.1490579
14,0.50572896,0.59120935,"('antisocial', 'social')",1.9622045,2.0349503,0.04443669,0.00523266,0.8374567,0.8771307,-0.039674
85,-0.48021823,-0.5574168,"('insignificant', 'prestigious')",0.17323425,0.018245392,-0.9840273,-0.9460782,-0.4303371,-0.4950832,0.0647461
21,0.47686312,0.61894697,"('immoral', 'moral')",1.3782183,1.668173,-0.5502337,-0.35321513,0.4349492,0.6446349,-0.2096857
19,-0.4666599,-0.37653333,"('inhospitable', 'hospitable')",-0.85287404,-0.76455086,-0.5157153,-0.39914605,-0.6117497,-0.5134101,-0.0983396
84,0.4647325,0.4400495,"('inferior', 'superior')",0.21145867,0.25221828,0.11991976,0.15842049,0.2653703,0.2835628,-0.0181925
15,0.45678705,0.19656752,"('boring', 'funny')",0.09367585,-0.045966942,0.5026467,0.48733312,0.3510365,0.2126446,0.1383919
7,-0.4506076,-0.30190897,"('insensitive', 'sensitive')",0.37166077,0.6717242,0.37077212,0.40017593,0.0972751,0.2566637,-0.1593886
24,-0.4461516,-0.4168855,"('dishonest', 'honest')",-0.9804729,-0.8524336,1.126104,1.1035528,-0.1001735,-0.0552554,-0.0449181
17,-0.44516578,-0.5002038,"('nasty', 'nice')",-0.6629709,-0.5740523,-0.004588498,0.0132345185,-0.3709084,-0.3536739,-0.0172345
34,-0.40881565,-0.22096445,"('mean', 'honorable')",-0.2847374,-0.041397326,5.3825727,5.4877014,1.5630066,1.74178,-0.1787734
11,0.38159037,0.7304974,"('unhelpful', 'helpful')",1.4427959,1.810019,3.0162885,3.2747784,1.6135583,1.9384316,-0.3248733
76,0.34697655,0.59726745,"('anxious', 'daring')",-0.122511424,0.2547914,0.21689866,0.4325126,0.1471213,0.4281905,-0.2810692
65,0.34652632,0.29475763,"('insecure', 'secure')",-0.031443086,0.025196245,0.647151,0.737737,0.3207448,0.3525636,-0.0318188
47,0.3395932,0.4929875,"('stupid', 'smart')",0.902553,1.0044533,5.698729,5.6921716,2.313625,2.3965375,-0.0829125
4,-0.32254082,-0.35754368,"('disliked', 'liked')",-0.73765755,-0.8137836,-7.156618,-7.154041,-2.7389386,-2.7751226,0.036184
64,0.29424363,0.16487694,"('shy', 'confident')",-0.30088767,-0.37600705,-6.099323,-6.0079527,-2.0353223,-2.0730276,0.0377053
82,-0.2853092,0.04582389,"('poor', 'rich')",0.6394717,1.025665,6.505354,6.5372014,2.2865055,2.5362301,-0.2497246
83,0.2845703,0.1825127,"('powerless', 'powerful')",0.61866325,0.8332282,-1.1710322,-1.0585862,-0.0892662,-0.0142818,-0.0749844
61,0.24127609,0.09263882,"('illogical', 'logical')",0.9582694,0.71669376,-0.23095727,-0.21117909,0.3228627,0.1993845,0.1234782
40,-0.23959386,-0.38084972,"('stingy', 'generous')",-0.382023,-0.48507512,-2.6473696,-2.9331074,-1.0896622,-1.2663441,0.1766819
20,0.23854122,0.34059212,"('rough', 'thoughtful')",1.1197973,1.3222489,0.33313832,0.5081444,0.5638256,0.7236618,-0.1598362
29,-0.23177205,-0.36903742,"('unfair', 'fair')",-0.95532197,-1.0962825,-0.8234908,-0.82307637,-0.6701949,-0.7627988,0.0926039
49,0.1920918,0.17101377,"('unable', 'able')",0.23157543,0.39370456,-0.14055732,0.008362554,0.09437,0.191027,-0.096657
77,-0.19198738,-0.24016654,"('unmotivated', 'motivated')",0.5235171,0.52617174,-1.3985165,-1.3378813,-0.3556623,-0.3506254,-0.0050369
52,0.18743369,-0.18690716,"('irrational', 'rational')",-0.17791308,-0.46890897,-0.27238584,-0.33593518,-0.0876217,-0.3305838,0.2429621
51,-0.18260297,-0.15424004,"('uneducated', 'educated')",0.5955848,0.61682916,1.0554318,0.980876,0.4894712,0.481155,0.0083162
59,0.15005624,0.025050156,"('foolish', 'wise')",0.23218402,0.019111121,-0.042125754,-0.058585018,0.1133715,-0.0048079,0.1181794
54,-0.14270097,-0.010143906,"('incapable', 'capable')",0.25217414,0.38583192,0.9316044,0.9918775,0.3470259,0.4558552,-0.1088293
48,-0.14199258,-0.2685843,"('unintelligent', 'intelligent')",1.5016062,1.5359586,-0.21091686,-0.15486927,0.3828989,0.370835,0.0120639
69,-0.14025582,-0.31205463,"('lazy', 'industrious')",-0.20390493,-0.44550663,-1.7643983,-1.8552712,-0.702853,-0.8709442,0.1680912
58,0.13227426,0.076115645,"('undiscriminating', 'discriminating')",0.61219203,0.6812247,0.04232216,0.049078394,0.2622628,0.2688063,-0.0065435
43,-0.12355675,0.34364283,"('irresponsible', 'responsible')",-0.032758288,0.37533092,0.73380846,0.94506454,0.1924978,0.5546794,-0.3621816
68,0.09771484,-0.028347166,"('dependent', 'independent')",-0.77099204,-0.76754993,-1.6847063,-1.692849,-0.7859945,-0.8295821,0.0435876
74,-0.09337326,0.09841322,"('undedicated', 'dedicated')",0.5345002,0.82306933,-0.09006972,0.048201445,0.1170191,0.323228,-0.2062089
13,0.070207395,0.0904931,"('impolite', 'polite')",0.6851168,0.69481677,0.18319245,0.1906007,0.3128389,0.3253035,-0.0124646
57,-0.07015155,0.03856857,"('unimaginative', 'imaginative')",0.5823634,0.7221725,-3.1344655,-3.0544953,-0.8740846,-0.7645848,-0.1094998
45,0.0571958,0.29296505,"('incompetent', 'competent')",-0.30407912,0.08005498,-0.27027965,-0.20013277,-0.1723877,0.0576291,-0.2300168
42,0.051623207,0.5420866,"('unreliable', 'reliable')",-1.7729421,-1.2658266,-3.2111304,-2.8683708,-1.6441498,-1.1973702,-0.4467796
12,-0.049796276,0.20269449,"('unsupportive', 'supportive')",0.96184355,1.1447271,-2.0373998,-1.9143265,-0.3751175,-0.1889683,-0.1861492
46,0.044948816,0.22989903,"('uncompetitive', 'competitive')",0.18985756,0.61333394,-0.75765234,-0.6166182,-0.174282,0.0755383,-0.2498203
72,-0.04487689,0.003179432,"('unambitious', 'ambitious')",0.44770122,0.4156332,0.071600445,0.04479243,0.1581416,0.154535,0.0036066
33,0.04007359,-0.09980315,"('wrong', 'right')",0.72313964,0.51529956,-0.93402565,-0.97652036,-0.0569375,-0.187008,0.1300705
70,-0.03906458,0.30501157,"('lethargic', 'energetic')",-0.28424785,0.05986007,0.6248098,0.77795345,0.1004991,0.3809417,-0.2804426
63,-0.0064273085,0.24573873,"('unperceptive', 'insightful')",0.45540965,0.6951414,0.30089122,0.3853334,0.2499578,0.4420712,-0.1921134
50,0.0055246316,0.4205742,"('clumsy', 'skillful')",-0.08433693,0.37678263,0.17441574,0.49496183,0.0318678,0.4307729,-0.3989051
3,-0.005114696,0.015614603,"('repellent', 'pleasant')",0.0022741165,0.09642039,0.73607576,0.85624033,0.2444117,0.3227584,-0.0783467
