,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
44,1.1403234,1.2460569,"('prejudiced', 'unprejudiced')",-0.8235732,-1.0760632,0.1583751,0.0849969,0.0733782
7,-1.1079452,-0.8730108,"('insensitive', 'sensitive')",0.2724563,0.6965481,-0.4177445,-0.0882314,-0.3295131
73,1.0883366,1.0400846,"('helpless', 'self-reliant')",-3.1128836,-2.8340247,-1.0122736,-0.89697,-0.1153036
78,-1.0859582,-0.8829966,"('nonresilient', 'resilient')",-0.25530413,-0.061055772,-0.6706312,-0.4720262,-0.198605
33,1.0427752,0.75836253,"('wrong', 'right')",-0.63578093,-0.806585,0.2034971,-0.0241112,0.2276083
35,1.0321397,0.6009001,"('corrupt', 'incorrupt')",-0.6960424,-1.0908272,0.1680486,-0.2449636,0.4130122
38,-1.0304569,-1.0992167,"('untruthful', 'truthful')",-0.6233038,-0.6419009,-0.8268803,-0.8705588,0.0436785
9,-1.0239323,-1.1179701,"('unaffectionate', 'caring')",0.91379607,0.982453,-0.0550681,-0.0677586,0.0126905
70,-1.0013583,-0.39450473,"('lethargic', 'energetic')",0.3605744,0.6656289,-0.320392,0.1355621,-0.4559541
52,0.9941697,0.59586054,"('irrational', 'rational')",-0.15971836,-0.38586736,0.4172257,0.1049966,0.3122291
60,-0.9913735,-0.75533,"('inefficient', 'efficient')",0.34446982,0.6161842,-0.3234518,-0.0695729,-0.2538789
51,-0.98348165,-0.84998035,"('uneducated', 'educated')",-0.063639075,0.121014334,-0.5235603,-0.364483,-0.1590773
8,-0.91815746,-1.0783157,"('unaffectionate', 'affectionate')",0.31351274,0.5203699,-0.3023224,-0.2789729,-0.0233495
81,-0.9122643,-1.0469769,"('submissive', 'aggressive')",-0.5825552,-0.4457609,-0.7474097,-0.7463689,-0.0010408
53,-0.90803087,-1.0225471,"('uncreative', 'creative')",0.08917445,0.23690729,-0.4094282,-0.3928199,-0.0166083
12,-0.88963467,-0.5810672,"('unsupportive', 'supportive')",-2.184977,-1.8987437,-1.5373058,-1.2399055,-0.2974003
22,-0.88150024,-0.4862828,"('untrustworthy', 'trustworthy')",-0.7517376,-0.5418712,-0.8166189,-0.514077,-0.3025419
21,-0.8796295,-0.96644425,"('immoral', 'moral')",0.034869708,-0.121753424,-0.4223799,-0.5440989,0.121719
14,-0.8739734,-1.1693377,"('antisocial', 'social')",0.1497298,0.072515994,-0.3621218,-0.5484109,0.1862891
59,0.8244248,0.5098881,"('foolish', 'wise')",0.056783065,0.029337598,0.4406039,0.2696128,0.1709911
3,-0.8227637,-0.736516,"('repellent', 'pleasant')",1.1197199,0.72819334,0.1484781,-0.0041613,0.1526394
43,-0.8075669,-0.7437713,"('irresponsible', 'responsible')",0.72037965,0.7368362,-0.0435936,-0.0034676,-0.040126
15,0.79173255,0.6294278,"('boring', 'funny')",-0.018322676,-0.23186035,0.3867049,0.1987837,0.1879212
32,-0.78381103,-1.1134772,"('unkind', 'kind')",0.87857544,0.70083153,0.0473822,-0.2063228,0.253705
13,-0.7743905,-0.65106475,"('impolite', 'polite')",-0.53849477,-0.64413065,-0.6564426,-0.6475977,-0.0088449
85,0.7517527,0.41540575,"('insignificant', 'prestigious')",-1.0016915,-1.0325555,-0.1249694,-0.3085749,0.1836055
20,-0.71295935,-0.54242176,"('rough', 'thoughtful')",1.0029231,1.1225611,0.1449819,0.2900697,-0.1450878
48,-0.6838756,-0.36661005,"('unintelligent', 'intelligent')",0.68268436,1.0533367,-0.0005956,0.3433633,-0.3439589
17,-0.6266392,-0.5151344,"('nasty', 'nice')",-0.46251914,-0.74002117,-0.5445791,-0.6275778,0.0829987
75,0.6178786,0.72027427,"('meek', 'impulsive')",-0.8104836,-0.83276266,-0.0963025,-0.0562442,-0.0400583
56,-0.6150332,-0.6788714,"('impractical', 'practical')",-0.047321633,-0.14589253,-0.3311774,-0.4123819,0.0812045
87,0.55023545,0.08461501,"('unsuccessful', 'successful')",0.8028053,0.7676442,0.6765203,0.4261296,0.2503907
71,0.4855783,0.51459116,"('diffident', 'self-confident')",0.20587707,0.2727523,0.3457277,0.3936718,-0.0479441
49,-0.43181372,-0.27765992,"('unable', 'able')",-0.25740302,-0.21558197,-0.3446084,-0.246621,-0.0979874
54,-0.42603144,-0.3628585,"('incapable', 'capable')",0.860119,0.6934737,0.2170438,0.1653076,0.0517362
36,0.42225122,-0.04886309,"('hostile', 'amicable')",-0.34084764,-0.86481947,0.0407018,-0.4568413,0.4975431
2,0.37157795,0.11496658,"('unlikable', 'likable')",0.9970882,0.93419313,0.6843331,0.5245799,0.1597532
6,0.3649869,0.47221246,"('distant', 'open')",-0.7487038,-0.75584525,-0.1918584,-0.1418164,-0.050042
39,0.32721108,-0.0013106503,"('exploitative', 'cooperative')",0.4385242,0.582207,0.3828676,0.2904482,0.0924194
65,-0.32494032,-0.4129324,"('insecure', 'secure')",0.29631704,0.27634525,-0.0143116,-0.0682936,0.053982
50,0.32029837,0.037499443,"('clumsy', 'skillful')",-0.09798204,-0.18218347,0.1111582,-0.072342,0.1835002
47,-0.31950712,-0.47383994,"('stupid', 'smart')",5.4472733,5.477738,2.5638831,2.5019491,0.061934
74,-0.29763258,-0.14191306,"('undedicated', 'dedicated')",-0.47442222,-0.282773,-0.3860274,-0.212343,-0.1736844
76,-0.2818553,-0.1036556,"('anxious', 'daring')",0.050945316,0.23199087,-0.115455,0.0641676,-0.1796226
5,0.27632642,0.2995519,"('distant', 'outgoing')",-0.98827845,-0.945453,-0.355976,-0.3229505,-0.0330255
31,-0.25792232,-0.11766243,"('evil', 'good')",-1.2884794,-1.4003425,-0.7732009,-0.7590024,-0.0141985
68,-0.25536036,-0.07367515,"('dependent', 'independent')",-1.1840262,-1.1407603,-0.7196933,-0.6072177,-0.1124756
66,0.25178996,0.14316823,"('inactive', 'active')",-0.00992845,0.025857046,0.1209308,0.0845126,0.0364182
16,-0.2411054,-0.42166555,"('unpopular', 'popular')",0.18437095,-0.20085485,-0.0283672,-0.3112602,0.282893
61,-0.22450271,-0.3529521,"('illogical', 'logical')",0.59200054,0.47085318,0.1837489,0.0589505,0.1247984
58,-0.22080736,-0.082232915,"('undiscriminating', 'discriminating')",-0.3988383,-0.033751793,-0.3098228,-0.0579924,-0.2518304
83,-0.21335462,-0.38942188,"('powerless', 'powerful')",-0.6262299,-0.5598634,-0.4197922,-0.4746426,0.0548504
80,0.21237607,0.19124521,"('dominated', 'dominating')",-0.57064176,-0.47178963,-0.1791328,-0.1402722,-0.0388606
24,-0.20863271,-0.3205558,"('dishonest', 'honest')",0.7318728,0.67486715,0.26162,0.1771557,0.0844643
34,-0.20794562,-0.008889658,"('mean', 'honorable')",5.067453,5.2515244,2.4297535,2.6213174,-0.1915639
27,-0.19645198,0.3688588,"('hardhearted', 'softhearted')",1.1386203,1.1482111,0.4710841,0.758535,-0.2874509
26,0.17560808,0.047935847,"('hardhearted', 'benevolent')",1.1506937,1.6028147,0.6631508,0.8253753,-0.1622245
82,-0.16499913,-0.21597536,"('poor', 'rich')",6.3576427,6.144054,3.0963218,2.9640393,0.1322825
4,0.15808305,0.34512132,"('disliked', 'liked')",-7.7152743,-7.430334,-3.7785957,-3.5426064,-0.2359893
25,-0.15357125,-0.45478272,"('egoistic', 'altruistic')",1.0451968,0.83425045,0.4458128,0.1897339,0.2560789
30,0.14052632,0.2251896,"('intolerant', 'tolerant')",0.8296138,0.8753155,0.48507,0.5502526,-0.0651826
37,-0.13759904,-0.068595916,"('fake', 'genuine')",0.15730509,0.37384015,0.009853,0.1526221,-0.1427691
79,0.1230051,-0.015523482,"('wavering', 'unwavering')",-0.7022268,-0.8912118,-0.2896109,-0.4533677,0.1637568
29,0.122927,0.1725347,"('unfair', 'fair')",-0.14743657,-0.04873701,-0.0122548,0.0618988,-0.0741536
18,-0.119265154,-0.021234985,"('disagreeable', 'welcoming')",-0.9393998,-0.74917924,-0.5293325,-0.3852071,-0.1441254
67,-0.11739668,-0.31202242,"('doubtful', 'determined')",-0.3222995,-0.44775152,-0.2198481,-0.379887,0.1600389
72,-0.115799926,-0.067331985,"('unambitious', 'ambitious')",0.13710834,0.06331834,0.0106542,-0.0020068,0.012661
64,-0.09794806,-0.07020952,"('shy', 'confident')",-5.7368712,-5.7370167,-2.9174097,-2.9036131,-0.0137966
88,-0.09181912,-0.4340295,"('low', 'eminent')",-0.33876348,-0.5459742,-0.2152913,-0.4900019,0.2747106
84,-0.086541295,-0.13232276,"('inferior', 'superior')",0.44260928,0.6510714,0.178034,0.2593743,-0.0813403
42,0.035019845,0.3121516,"('unreliable', 'reliable')",-2.799064,-2.5673382,-1.382022,-1.1275933,-0.2544287
40,0.023155116,0.38664317,"('stingy', 'generous')",-2.422397,-2.1107163,-1.1996208,-0.8620366,-0.3375842
19,-0.0054912483,-0.09580478,"('inhospitable', 'hospitable')",-0.90460384,-0.7629652,-0.4550475,-0.429385,-0.0256625
