,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.8107971,-1.6444237,"('uninfluential', 'influential')",-0.773982,-0.48557407,-1.2923895,-1.0649989,-0.2273906
10,-1.7663022,-1.531873,"('unsympathetic', 'sympathetic')",-0.061948445,-0.16449781,-0.9141253,-0.8481854,-0.0659399
77,-1.7297933,-1.626381,"('unmotivated', 'motivated')",-1.0744963,-1.0283834,-1.4021448,-1.3273822,-0.0747626
63,-1.6985945,-1.1868728,"('unperceptive', 'insightful')",-0.12498821,0.45508647,-0.9117913,-0.3658932,-0.5458981
11,-1.6399473,-1.5915912,"('unhelpful', 'helpful')",1.4243653,1.6909734,-0.107791,0.0496911,-0.1574821
45,-1.5708079,-1.3260773,"('incompetent', 'competent')",-0.072173096,-0.025959566,-0.8214905,-0.6760185,-0.145472
0,-1.4930735,-1.5225935,"('unsociable', 'sociable')",-0.21760115,-0.2190207,-0.8553373,-0.8708071,0.0154698
28,-1.4807378,-1.6372027,"('disloyal', 'loyal')",0.9261096,0.82256687,-0.2773141,-0.4073179,0.1300038
23,-1.4343054,-1.4185584,"('insincere', 'sincere')",5.810998,5.544308,2.1883464,2.0628748,0.1254716
46,-1.4289091,-1.1504501,"('uncompetitive', 'competitive')",-0.80765915,-0.7390108,-1.1182841,-0.9447305,-0.1735536
69,1.385063,1.0338403,"('lazy', 'industrious')",-1.0657082,-1.1122239,0.1596774,-0.0391918,0.1988692
1,-1.326844,-1.5067236,"('unfriendly', 'friendly')",0.5142299,0.69989884,-0.406307,-0.4034124,-0.0028946
57,-1.3217275,-1.154405,"('unimaginative', 'imaginative')",-3.171711,-2.9212008,-2.2467194,-2.0378029,-0.2089165
62,-1.3115754,-0.88061345,"('incompetent', 'brilliant')",0.5103597,0.7274766,-0.4006079,-0.0765684,-0.3240395
55,-1.28451,-1.0058209,"('incompetent', 'clever')",0.6495928,0.75726414,-0.3174586,-0.1242784,-0.1931802
41,-1.1415333,-1.0326968,"('unforgiving', 'forgiving')",-0.20158707,-0.3631202,-0.6715602,-0.6979085,0.0263483
