,cnx_male,cnx_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,male-female
1,-1.7569258,-2.0618446,"('unfriendly', 'friendly')",-0.41677067,-0.25110614,0.9399939,0.7287292,-0.4112342,-0.5280738,0.1168396
84,1.6548383,1.5630249,"('inferior', 'superior')",1.3848699,1.2274679,1.088126,1.0250388,1.3759448,1.2718439,0.1041009
39,1.3573316,1.5730791,"('exploitative', 'cooperative')",0.11074544,0.17800316,0.35849446,0.32011923,0.6088572,0.6904005,-0.0815433
27,-1.311651,-1.5047383,"('hardhearted', 'softhearted')",-0.30671528,-0.36113816,0.96693987,0.57160074,-0.2171421,-0.4314253,0.2142832
31,-1.206603,-1.4278991,"('evil', 'good')",-1.4377203,-1.2118427,-1.74553,-1.9376905,-1.4632845,-1.5258109,0.0625264
0,-1.1889484,-1.0188996,"('unsociable', 'sociable')",0.024925143,0.083978616,0.22181721,0.4473794,-0.3140687,-0.1625139,-0.1515548
57,-1.129211,-0.92707115,"('unimaginative', 'imaginative')",-0.23768786,-0.18772851,-2.7548628,-2.500221,-1.3739204,-1.2050069,-0.1689135
8,-1.1210938,-1.4110496,"('unaffectionate', 'affectionate')",-0.8451579,-0.8152664,-0.10208176,-0.2765336,-0.6894445,-0.8342832,0.1448387
86,-1.1049548,-0.882778,"('uninfluential', 'influential')",-0.4145253,-0.32186463,-0.27201837,0.14869978,-0.5971661,-0.351981,-0.2451851
36,-1.0723834,-1.4947867,"('hostile', 'amicable')",-2.301513,-2.379983,-0.6414271,-1.0335623,-1.3384412,-1.6361106,0.2976694
6,-1.0528717,-1.3343626,"('distant', 'open')",-0.88865143,-0.8362162,-1.0894157,-1.3793483,-1.0103129,-1.1833091,0.1729962
41,-1.0519726,-1.0757171,"('unforgiving', 'forgiving')",-0.2652077,-0.2493391,0.3191055,0.2983526,-0.3326916,-0.3422345,0.0095429
18,-0.99557406,-0.81804967,"('disagreeable', 'welcoming')",-1.0118248,-0.89467543,-0.6102438,-0.52156305,-0.8725475,-0.7447627,-0.1277848
38,-0.9707503,-0.7646285,"('untruthful', 'truthful')",-0.1480104,0.06606127,0.09942466,0.21772836,-0.3397787,-0.1602796,-0.1794991
2,0.886155,1.0131047,"('unlikable', 'likable')",0.6167466,0.7321341,0.7369706,0.9484396,0.7466241,0.8978928,-0.1512687
9,-0.85063225,-1.1031319,"('unaffectionate', 'caring')",0.46294218,0.42182833,0.96343696,0.76053053,0.1919156,0.026409,0.1655066
26,-0.8140411,-0.85049486,"('hardhearted', 'benevolent')",0.029860247,0.18405896,1.14067,1.0718932,0.1188297,0.1351524,-0.0163227
76,0.8134065,1.010112,"('anxious', 'daring')",0.027676666,0.04977663,0.47706208,0.7386096,0.4393818,0.5994995,-0.1601177
79,-0.8019558,-0.88967156,"('wavering', 'unwavering')",-1.3081349,-1.0802065,-0.7219182,-0.68102086,-0.9440029,-0.883633,-0.0603699
80,0.7816053,1.2389177,"('dominated', 'dominating')",0.51676476,0.40333363,-0.30065435,0.09573057,0.3325719,0.5793273,-0.2467554
5,-0.7580658,-1.0177268,"('distant', 'outgoing')",-0.09709985,-0.07127371,-0.93790406,-1.0759156,-0.5976899,-0.7216387,0.1239488
78,-0.7407668,-0.93811,"('nonresilient', 'resilient')",0.030333318,0.07706844,0.031994637,0.07337361,-0.2261463,-0.262556,0.0364097
87,0.72594106,1.0062507,"('unsuccessful', 'successful')",0.5764992,0.6955866,0.7033191,1.0177577,0.6685864,0.9065317,-0.2379453
73,0.71863174,0.6013923,"('helpless', 'self-reliant')",0.57027704,0.5580489,-3.7440295,-3.5886788,-0.8183736,-0.8097459,-0.0086277
30,0.7123759,0.98085636,"('intolerant', 'tolerant')",1.3743278,1.4470427,1.2292736,1.2911873,1.1053258,1.2396955,-0.1343697
10,-0.69157434,-0.41982344,"('unsympathetic', 'sympathetic')",-0.5686291,-0.5273695,0.32373533,0.42055723,-0.312156,-0.1755452,-0.1366108
53,-0.6833981,-0.6656365,"('uncreative', 'creative')",0.09130028,0.030446397,0.6119416,0.60455656,0.0066146,-0.0102112,0.0168258
25,-0.6817187,-1.0176296,"('egoistic', 'altruistic')",0.33791906,0.36375916,0.6941679,0.5790192,0.1167894,-0.0249504,0.1417398
64,0.67063385,0.75492406,"('shy', 'confident')",0.9200991,0.94751084,-5.783439,-5.3400908,-1.3975687,-1.2125519,-0.1850168
59,0.6507434,0.5363523,"('foolish', 'wise')",0.91014755,0.88899857,-0.39733723,-0.6044761,0.3878512,0.2736249,0.1142263
61,0.6405314,0.6485681,"('illogical', 'logical')",0.88764226,0.6775101,0.67704135,0.74976164,0.7350717,0.6919466,0.0431251
67,0.6306839,0.7923304,"('doubtful', 'determined')",1.1702219,1.160083,-0.42310286,-0.0907509,0.4592677,0.6205542,-0.1612865
69,0.59792984,0.32378358,"('lazy', 'industrious')",1.2021444,1.1928208,-1.0357926,-1.1938802,0.2547605,0.1075747,0.1471858
62,0.58956814,1.1139785,"('incompetent', 'brilliant')",0.27864754,0.36644304,0.72662413,1.101458,0.5316133,0.8606265,-0.3290132
77,-0.5773854,-0.45251387,"('unmotivated', 'motivated')",1.5043105,1.2657611,-0.7303865,-0.6587158,0.0655129,0.0515105,0.0140024
42,0.56741893,0.8512751,"('unreliable', 'reliable')",0.60755557,0.6170945,-2.4139636,-1.9636636,-0.4129964,-0.165098,-0.2478984
23,-0.5673451,-0.30340618,"('insincere', 'sincere')",0.45347598,0.5061917,6.084168,5.8480353,1.9900996,2.0169403,-0.0268407
4,-0.5652659,-0.58507633,"('disliked', 'liked')",-0.21159516,-0.05258724,-6.480013,-5.8951535,-2.418958,-2.1776056,-0.2413524
29,0.5573285,0.563432,"('unfair', 'fair')",0.19235006,0.16888466,-0.6238778,-0.55228597,0.0419336,0.0600102,-0.0180766
19,-0.5539502,-0.53909856,"('inhospitable', 'hospitable')",-1.2127597,-1.1923609,-0.7495633,-0.67562157,-0.8387578,-0.8023603,-0.0363975
81,0.54983556,0.9584721,"('submissive', 'aggressive')",1.4083238,1.382529,0.387294,0.71172446,0.7818178,1.0175752,-0.2357574
54,-0.51638067,-0.4596912,"('incapable', 'capable')",-0.4497393,-0.4681358,0.22737768,0.28287026,-0.2462475,-0.2149856,-0.0312619
45,-0.5086334,-0.008228384,"('incompetent', 'competent')",-0.42179775,-0.17824309,0.13032502,0.42413282,-0.266702,0.0792205,-0.3459225
35,-0.4519546,-0.78554547,"('corrupt', 'incorrupt')",-0.9716193,-1.0768024,-1.0819627,-1.4786639,-0.8351789,-1.1136706,0.2784917
28,-0.44220823,-0.43686384,"('disloyal', 'loyal')",-0.05820939,-0.113825396,1.2194269,1.2166643,0.2396698,0.2219917,0.0176781
50,0.43328637,0.34531495,"('clumsy', 'skillful')",0.033418458,0.027172685,0.114950955,0.024313027,0.1938852,0.1322669,0.0616183
37,-0.42738894,-0.2743278,"('fake', 'genuine')",-0.4167235,-0.23994987,0.020182427,0.015386138,-0.2746433,-0.1662972,-0.1083461
