,cnx_male,cnx_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,male-female
33,0.4161289,0.064846605,"('wrong', 'right')",1.2405082,1.1329298,-0.9158654,-1.0925225,0.2469239,0.0350846,0.2118393
83,0.41141292,0.39110225,"('powerless', 'powerful')",0.47320265,0.4619593,-0.9248197,-0.5899387,-0.0134014,0.0877076,-0.101109
17,-0.39225468,-0.38234004,"('nasty', 'nice')",-0.29160517,-0.2228727,-0.71399593,-0.60369813,-0.4659519,-0.4029703,-0.0629816
44,0.37180898,0.3967968,"('prejudiced', 'unprejudiced')",-0.69416666,-0.75935835,-1.3595493,-1.36446,-0.5606356,-0.5756739,0.0150383
46,0.37158674,0.80637103,"('uncompetitive', 'competitive')",0.36481762,0.45418364,-0.21471901,0.16794482,0.1738951,0.4761665,-0.3022714
72,-0.3660682,-0.46251932,"('unambitious', 'ambitious')",0.34281558,0.34705877,-0.6070641,-0.67898625,-0.2101056,-0.2648156,0.05471
66,0.35822016,0.3325727,"('inactive', 'active')",-0.59010756,-0.58672184,0.49841592,0.41562343,0.0888428,0.0538248,0.035018
13,-0.35585082,-0.14945361,"('impolite', 'polite')",0.04401201,0.07438046,0.06348479,0.008155569,-0.0827847,-0.0223059,-0.0604788
52,-0.34880555,-0.7304385,"('irrational', 'rational')",-0.70291245,-0.6631161,-0.68237394,-0.90531576,-0.5780307,-0.7662901,0.1882594
3,0.32746676,0.49378327,"('repellent', 'pleasant')",0.9180292,0.81257415,0.8844448,0.8904441,0.7099802,0.7322671,-0.0222869
34,-0.32232344,-0.14857492,"('mean', 'honorable')",-0.0063706413,0.039795622,5.7387037,5.743911,1.8033366,1.8783771,-0.0750405
15,0.3015512,0.36454898,"('boring', 'funny')",-0.5600868,-0.38121948,-0.27195656,-0.1992333,-0.1768307,-0.0719679,-0.1048628
32,-0.2840619,-0.081240624,"('unkind', 'kind')",-0.13037606,0.058517378,0.9898629,1.1609426,0.1918083,0.3794065,-0.1875982
21,-0.2837225,0.08380979,"('immoral', 'moral')",0.95878357,0.9563233,-0.10341714,0.23166855,0.190548,0.4239339,-0.2333859
71,0.2723296,0.46796757,"('diffident', 'self-confident')",1.6410089,1.8489754,0.18204343,0.34192428,0.6984606,0.886289,-0.1878284
24,0.2688948,0.45391455,"('dishonest', 'honest')",-0.04675465,-0.02076803,1.1494474,1.2357699,0.4571958,0.5563055,-0.0991097
51,-0.26804072,-0.07164852,"('uneducated', 'educated')",-0.21085672,-0.34701046,0.9168653,1.1018008,0.1459893,0.2277139,-0.0817246
11,-0.25282976,0.20109564,"('unhelpful', 'helpful')",0.52815694,0.64027315,2.5645568,2.8471735,0.946628,1.2295141,-0.2828861
14,-0.25073364,0.12900943,"('antisocial', 'social')",1.032885,1.160309,0.12327291,0.45200944,0.3018081,0.5804426,-0.2786345
63,-0.23721638,0.28921616,"('unperceptive', 'insightful')",0.9753774,1.2287463,1.2234454,1.5200673,0.6538688,1.0126766,-0.3588078
75,0.23143926,0.20312299,"('meek', 'impulsive')",-0.056022406,-0.026744455,-0.7458049,-0.66892725,-0.1901294,-0.1641829,-0.0259465
20,-0.22519715,-0.20273042,"('rough', 'thoughtful')",-0.027212845,-0.17663272,0.76389146,0.6036108,0.1704938,0.0747492,0.0957446
68,-0.2156541,-0.040342912,"('dependent', 'independent')",-0.5807797,-0.73806316,-0.45611933,-0.39743435,-0.4175177,-0.3919468,-0.0255709
65,-0.1768344,-0.01227054,"('insecure', 'secure')",-0.12521279,-0.20643675,0.5492587,0.6200708,0.0824038,0.1337878,-0.051384
48,-0.16589142,-0.11655046,"('unintelligent', 'intelligent')",0.48784593,0.43150795,1.0626999,1.0437182,0.4615515,0.4528919,0.0086596
47,-0.16445793,-0.044875704,"('stupid', 'smart')",0.32508972,0.3799433,5.409154,5.25707,1.8565952,1.8640459,-0.0074507
88,-0.1602191,-0.088746,"('low', 'eminent')",-0.24630715,-0.21276702,-0.28841582,-0.017867293,-0.2316474,-0.1064601,-0.1251873
49,-0.15717886,-0.033589706,"('unable', 'able')",-0.12040631,-0.15600714,-0.43444502,-0.21552429,-0.2373434,-0.1350404,-0.102303
85,-0.15339622,-0.6249749,"('insignificant', 'prestigious')",0.39321637,0.36560786,-0.5653613,-0.6725367,-0.1085137,-0.3106346,0.2021209
60,0.15234908,0.45773008,"('inefficient', 'efficient')",1.2439425,1.2044905,0.7537068,0.95556873,0.7166661,0.8725964,-0.1559303
40,0.12378961,0.094402984,"('stingy', 'generous')",0.1309166,0.1852333,-1.7594793,-1.7081528,-0.501591,-0.4761722,-0.0254188
16,0.10475375,0.011825629,"('unpopular', 'popular')",-0.020455971,-0.06660062,-0.14661503,-0.12920894,-0.0207724,-0.061328,0.0405556
58,-0.10432877,-0.18414395,"('undiscriminating', 'discriminating')",0.4323988,0.4191704,0.17673272,0.26359773,0.1682676,0.1662081,0.0020595
43,-0.062020294,0.31993264,"('irresponsible', 'responsible')",-0.44858915,-0.33987767,0.6443872,0.818576,0.0445926,0.2662103,-0.2216177
22,-0.0588661,0.26275903,"('untrustworthy', 'trustworthy')",-0.4764372,-0.45760733,-0.8493727,-0.6733099,-0.4615587,-0.2893861,-0.1721726
55,-0.054512627,0.34887856,"('incompetent', 'clever')",-0.40179303,-0.42486286,0.73623866,0.9762811,0.093311,0.3000989,-0.2067879
56,-0.049940262,0.41630146,"('impractical', 'practical')",1.0755985,1.2773926,-0.17152892,0.33205995,0.2847098,0.6752513,-0.3905415
12,0.041318126,0.3125141,"('unsupportive', 'supportive')",0.4131147,0.5537922,-1.6748788,-1.4078336,-0.4068153,-0.1805091,-0.2263062
70,0.039414246,0.5165634,"('lethargic', 'energetic')",0.5320879,0.6774047,0.8368021,1.1413783,0.4694347,0.7784487,-0.309014
82,0.038259085,0.21247847,"('poor', 'rich')",-0.13512842,-0.102557056,6.347135,6.2775793,2.0834219,2.1291669,-0.045745
74,0.012823615,0.22218911,"('undedicated', 'dedicated')",0.5151401,0.6660819,-0.29048264,-0.02231341,0.0791604,0.2886525,-0.2094921
7,-0.0083469,0.37844434,"('insensitive', 'sensitive')",0.7258977,0.96299917,0.6254624,0.7908502,0.4476711,0.7107646,-0.2630935
