,sears_male,sears_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,male-female
71,2.3381922,2.278586,"('diffident', 'self-confident')",1.0659045,0.94647104,0.18276617,0.14874417,1.1956209,1.1246003,0.0710206
9,2.2131858,2.2442036,"('unaffectionate', 'caring')",0.18659483,0.43223387,0.8247712,1.0024773,1.0748506,1.2263048,-0.1514542
44,-2.0038385,-2.075096,"('prejudiced', 'unprejudiced')",-1.0111657,-1.028708,-1.4568304,-1.6033075,-1.4906116,-1.5690371,0.0784255
26,1.8703903,2.1047552,"('hardhearted', 'benevolent')",1.3270878,1.6955359,1.2609088,1.8146954,1.486129,1.8716621,-0.3855331
8,1.8468829,1.9091871,"('unaffectionate', 'affectionate')",-0.29487577,0.15852425,0.14462215,0.29163533,0.5655431,0.7864489,-0.2209058
1,1.8007737,1.9182322,"('unfriendly', 'friendly')",0.3750635,0.734195,0.6957428,0.95887226,0.9571934,1.2037665,-0.2465731
74,1.7712128,1.7295825,"('undedicated', 'dedicated')",0.33420563,0.33326438,-0.005362019,0.17772242,0.7000188,0.7468565,-0.0468377
86,1.7512709,1.5956968,"('uninfluential', 'influential')",0.19361071,0.04929528,0.31325915,0.17421097,0.7527136,0.606401,0.1463126
53,1.6981086,1.7211933,"('uncreative', 'creative')",0.5055698,0.48317444,0.6724324,0.7309304,0.9587036,0.9784327,-0.0197291
85,1.6356038,1.7336667,"('insignificant', 'prestigious')",0.72865564,0.8068032,-0.685519,-0.469375,0.5595802,0.690365,-0.1307848
81,-1.6228824,-1.6797252,"('submissive', 'aggressive')",0.9435799,0.67235523,-0.13852601,-0.2855112,-0.2726095,-0.4309604,0.1583509
12,1.4290268,1.5087199,"('unsupportive', 'supportive')",0.84205043,0.6539211,-1.7200716,-1.4668728,0.1836685,0.2319227,-0.0482542
27,1.4003035,1.1739792,"('hardhearted', 'softhearted')",0.049440853,-0.027773298,1.4627302,1.399682,0.9708249,0.8486293,0.1221956
61,1.2942791,1.1015731,"('illogical', 'logical')",0.221339,0.08314019,0.8465905,0.9107355,0.7874029,0.6984829,0.08892
77,-1.2317262,-1.4031925,"('unmotivated', 'motivated')",1.057526,0.62042123,-0.9797531,-1.207026,-0.3846511,-0.6632658,0.2786147
73,1.1642411,1.3340697,"('helpless', 'self-reliant')",0.15762964,0.29284278,-4.162466,-4.190709,-0.9468651,-0.8545988,-0.0922663
13,-1.1173171,-1.1917093,"('impolite', 'polite')",-0.44340754,-0.5789564,-0.19140276,-0.2131528,-0.5840425,-0.6612728,0.0772303
5,1.0840718,1.187483,"('distant', 'outgoing')",-0.7741744,-0.44467342,-1.3808702,-1.3057237,-0.356991,-0.187638,-0.169353
58,1.0506134,0.9374603,"('undiscriminating', 'discriminating')",1.2384648,1.0581783,0.11966707,0.19835892,0.8029151,0.7313325,0.0715826
3,-1.048458,-1.0239954,"('repellent', 'pleasant')",0.56030464,0.3351192,1.3287337,1.1764963,0.2801934,0.16254,0.1176534
64,-1.0400147,-1.1464342,"('shy', 'confident')",0.7828679,0.7430712,-6.5066333,-6.209497,-2.2545934,-2.2042866,-0.0503068
39,1.0200633,1.0273535,"('exploitative', 'cooperative')",-0.404716,-0.28465554,0.10930709,0.051296234,0.2415515,0.2646647,-0.0231132
40,1.002477,0.97774583,"('stingy', 'generous')",0.9423151,0.90599155,-1.7499685,-1.6232412,0.0649412,0.086832,-0.0218908
34,1.0020214,0.87299466,"('mean', 'honorable')",0.053054012,-0.13183783,5.9141417,5.66401,2.3230724,2.1350555,0.1880169
