,burlington_male,burlington_female,tuple,northern_male,northern_female,santa_male,santa_female,fe_male,fe_female,cp_male,cp_female,average_male,average_female,male-female
31,-1.868376,-3.6892512,"('evil', 'good')",-0.65338796,-0.5657551,0.28132626,0.33567238,0.45951027,0.46123037,-1.1857123,-1.4196653,-0.593328,-0.9755538,0.3822258
80,1.8556389,3.5897634,"('dominated', 'dominating')",0.51856816,0.3423841,-0.70329684,-0.72858715,-0.69556326,-0.71683055,-0.547783,-0.4935697,0.0855128,0.398632,-0.3131192
36,-1.8334032,-3.944228,"('hostile', 'amicable')",-0.6472025,-0.54669744,-0.008837357,-0.045449495,0.3887992,0.27438298,-0.66569245,-0.81918705,-0.5532673,-1.0162358,0.4629685
63,1.7606663,2.2929957,"('unperceptive', 'insightful')",0.24193464,0.08136098,-1.2018014,-1.212455,0.1069469,-0.00811258,0.6351818,0.6946782,0.3085856,0.3696935,-0.0611079
71,1.7500616,1.2708205,"('diffident', 'self-confident')",1.1156865,0.98666084,-0.3708369,-0.5173337,0.7205778,0.59795445,0.8084693,0.7099838,0.8047916,0.6096172,0.1951744
18,-1.7216034,-1.7195134,"('disagreeable', 'welcoming')",-0.19649135,-0.053005606,0.6858666,0.75253814,0.14609474,0.1993471,-0.51382494,-0.63303816,-0.3199917,-0.2907344,-0.0292573
35,-1.4403527,-3.4072957,"('corrupt', 'incorrupt')",-0.5778709,-0.48246872,1.834626,1.8404707,0.48567176,0.650303,-1.0707233,-1.3120784,-0.1537298,-0.5422138,0.388484
12,1.3540416,1.715615,"('unsupportive', 'supportive')",0.40800038,0.26499677,-0.95120496,-0.9923869,-0.6650392,-0.7605096,-1.3132803,-1.2780657,-0.2334965,-0.2100701,-0.0234264
70,1.2875466,2.4837794,"('lethargic', 'energetic')",0.15902318,0.056908004,-1.1896077,-1.1662338,-0.5325398,-0.55370736,0.59034634,0.9161961,0.0629537,0.3473885,-0.2844348
56,1.2770452,2.493573,"('impractical', 'practical')",0.3417591,0.1540465,-1.361347,-1.5615442,-0.6303679,-0.90591216,0.2617699,0.29212362,-0.0222281,0.0944574,-0.1166855
54,-1.2395122,-1.4052763,"('incapable', 'capable')",-1.3156958,-1.3235527,-0.2310465,-0.22390577,-0.89710355,-0.79122865,0.8201177,0.83360726,-0.572648,-0.5820712,0.0094232
85,-1.2339836,-3.4372272,"('insignificant', 'prestigious')",-0.26011324,-0.31190687,0.97036093,0.9462593,1.3132101,1.3316417,-0.9201506,-1.2001746,-0.0261353,-0.5342815,0.5081462
41,-1.199794,-1.0525398,"('unforgiving', 'forgiving')",-0.52257705,-0.4649797,-0.61099255,-0.6714531,-0.27576166,-0.46470907,-0.12608361,-0.062882155,-0.5470417,-0.5433127,-0.003729
75,-1.1975987,-2.2389784,"('meek', 'impulsive')",0.051943924,0.14154972,1.2480577,1.3220972,0.29713646,0.37332594,-0.66520005,-0.61967105,-0.0531321,-0.2043353,0.1512032
51,1.1864139,2.2957041,"('uneducated', 'educated')",-0.14047456,-0.16691397,-1.0795505,-1.0744423,-0.37542185,-0.3441775,0.13278574,0.1967212,-0.0552495,0.1813783,-0.2366278
49,-1.1656659,-0.85541224,"('unable', 'able')",-1.4946015,-1.6271884,-1.2733657,-1.3318356,-1.2611674,-1.3073915,-0.26734692,-0.29157996,-1.0924294,-1.0826817,-0.0097477
8,-1.134019,-2.159362,"('unaffectionate', 'affectionate')",-0.25321856,-0.25623232,-0.5203001,-0.5213984,0.45577142,0.41872695,1.028126,1.0099629,-0.0847281,-0.3016606,0.2169325
1,-1.1137228,-2.3044853,"('unfriendly', 'friendly')",-0.5159937,-0.7760476,-0.57449096,-0.863629,0.77848434,0.46132964,1.5494877,1.2874378,0.0247529,-0.4390789,0.4638318
79,-0.9989913,-2.5601,"('wavering', 'unwavering')",-0.2039597,-0.25802124,0.7504611,0.76694113,0.34715328,0.4032157,-0.28527218,-0.33514866,-0.0781218,-0.3966227,0.3185009
68,-0.9851718,-0.9268106,"('dependent', 'independent')",-0.9058683,-1.0461854,-0.46775317,-0.539147,-1.1086974,-1.1041418,-1.2013878,-1.2270951,-0.9337757,-0.968676,0.0349003
43,0.98064804,1.8577207,"('irresponsible', 'responsible')",-0.52646637,-0.6794014,-1.4175456,-1.5066735,-0.76052827,-0.9493569,0.98163384,1.2229333,-0.1484517,-0.0109555,-0.1374962
77,-0.97188914,-0.6533989,"('unmotivated', 'motivated')",-0.23557256,-0.5727021,-1.2897245,-1.4064051,-0.23032738,-0.50134104,-1.0839808,-1.1039852,-0.7622989,-0.8475664,0.0852675
2,-0.93780243,-1.1693457,"('unlikable', 'likable')",0.06029041,0.015706465,0.24085933,0.22238679,0.85335,0.76545084,0.7003664,0.8170241,0.1834127,0.1302445,0.0531682
62,0.899988,2.215899,"('incompetent', 'brilliant')",0.023175735,-0.21964733,-1.5876646,-1.6317891,-0.858186,-0.97877944,0.9599797,1.0206612,-0.1125414,0.0812689,-0.1938103
52,-0.8872261,-2.4874482,"('irrational', 'rational')",0.23153517,0.18874854,1.4627887,1.4847575,0.8504392,0.8900878,-0.08980223,-0.35610119,0.3135469,-0.0559911,0.369538
