,southwest_male,southwest_female,tuple,airlines_male,airlines_female,co_male,co_female,average_male,average_female,male-female
63,1.3473268,1.2192912,"('unperceptive', 'insightful')",0.43933135,0.40607625,0.39092237,0.25083742,0.7258601,0.6254016,0.1004585
44,-1.2874377,-0.9283742,"('prejudiced', 'unprejudiced')",-1.2817392,-1.0004674,-1.3303798,-1.0788229,-1.2998522,-1.0025548,-0.2972974
64,-1.2742308,-0.9705951,"('shy', 'confident')",-0.74782974,-0.49156767,-6.216168,-6.1858253,-2.7460763,-2.5493294,-0.1967469
81,-1.2371879,-1.128605,"('submissive', 'aggressive')",-1.1414043,-1.2084565,-0.49515513,-0.7400374,-0.9579157,-1.0256996,0.0677839
47,-1.2241367,-0.94950294,"('stupid', 'smart')",0.09598751,0.19529629,5.181886,5.307176,1.3512457,1.5176565,-0.1664108
33,1.2173387,1.287553,"('wrong', 'right')",1.0995222,1.2709793,-0.4405606,-0.28068933,0.6254334,0.759281,-0.1338476
73,1.0931643,1.1392162,"('helpless', 'self-reliant')",0.8955131,0.87542754,-3.1835868,-3.0850177,-0.3983031,-0.3567913,-0.0415118
0,-1.0485252,-1.2915605,"('unsociable', 'sociable')",-0.20194718,-0.357093,-0.027810326,-0.26171568,-0.4260943,-0.6367897,0.2106954
25,1.0124154,0.7926471,"('egoistic', 'altruistic')",1.2847308,1.162984,1.4315578,1.4851762,1.2429013,1.1469358,0.0959655
23,1.0123787,0.59083635,"('insincere', 'sincere')",-0.1298519,-0.3952994,6.5927005,6.287556,2.4917425,2.1610311,0.3307114
43,-0.9919484,-0.8308203,"('irresponsible', 'responsible')",-0.63131034,-0.4944423,0.6642202,0.64539826,-0.3196795,-0.2266215,-0.093058
57,-0.93545693,-0.64554507,"('unimaginative', 'imaginative')",-0.4042878,-0.3146664,-3.3881896,-3.3036215,-1.5759781,-1.4212777,-0.1547004
39,0.9226899,0.99692637,"('exploitative', 'cooperative')",0.9155032,1.0514778,0.5473565,0.8190646,0.7951832,0.9558229,-0.1606397
49,-0.90318716,-0.83314776,"('unable', 'able')",-0.7304958,-0.76778316,-0.527757,-0.5931646,-0.72048,-0.7313652,0.0108852
22,-0.90137947,-0.4578245,"('untrustworthy', 'trustworthy')",-0.3187957,-0.08718643,-0.53929925,-0.30102387,-0.5864915,-0.2820116,-0.3044799
9,0.88574344,0.823608,"('unaffectionate', 'caring')",0.31503966,0.25558445,1.2915534,1.2568855,0.8307788,0.7786926,0.0520862
27,0.867641,0.99293095,"('hardhearted', 'softhearted')",-0.14374296,-0.11888978,1.1809587,1.2778534,0.6349522,0.7172982,-0.082346
26,0.8318634,1.1618774,"('hardhearted', 'benevolent')",1.7150205,1.8317723,0.9831041,1.3499831,1.1766628,1.4478776,-0.2712148
70,-0.7936743,-0.5258452,"('lethargic', 'energetic')",-0.7065669,-0.5310656,0.63137513,0.7101797,-0.289622,-0.115577,-0.174045
12,0.7709279,0.75897384,"('unsupportive', 'supportive')",0.21942565,0.2437087,-1.8864565,-1.8291628,-0.298701,-0.2754934,-0.0232076
7,0.7291369,0.67762333,"('insensitive', 'sensitive')",0.27202988,0.21296611,0.6280652,0.5947742,0.5430773,0.4951212,0.0479561
74,0.7272959,0.8129443,"('undedicated', 'dedicated')",0.66928047,0.7521109,-0.015315361,0.11455323,0.4604203,0.5598694,-0.0994491
35,-0.68463254,-0.5289247,"('corrupt', 'incorrupt')",-0.33982444,-0.14260057,-0.94283134,-0.82448065,-0.6557628,-0.4986686,-0.1570942
65,-0.66817105,-0.6280018,"('insecure', 'secure')",-0.28448358,-0.29957533,0.39334118,0.32076892,-0.1864378,-0.2022694,0.0158316
36,-0.6585099,-0.35778248,"('hostile', 'amicable')",0.38112354,0.50162953,-0.5352184,-0.21721515,-0.2708683,-0.024456,-0.2464123
16,-0.646957,-1.119352,"('unpopular', 'popular')",-0.11801633,-0.23845243,0.3144689,-0.052264955,-0.1501681,-0.4700231,0.319855
72,0.6098639,0.50212795,"('unambitious', 'ambitious')",0.2959654,0.3245237,-0.15479046,-0.23513365,0.2503463,0.1971727,0.0531736
62,0.6075803,0.30765504,"('incompetent', 'brilliant')",-0.047622707,-0.14405607,0.20727408,-0.10045922,0.2557439,0.0210466,0.2346973
85,0.5976313,0.81695086,"('insignificant', 'prestigious')",0.21167469,0.28710786,-1.0460191,-0.8241125,-0.0789044,0.0933154,-0.1722198
75,-0.5688532,-0.46028957,"('meek', 'impulsive')",0.3259396,0.34057695,-0.6286422,-0.5446278,-0.2905186,-0.2214468,-0.0690718
42,0.5668573,0.8188501,"('unreliable', 'reliable')",-0.7311744,-0.5436821,-2.9272592,-2.6849275,-1.0305254,-0.8032532,-0.2272722
19,0.56371063,0.6730174,"('inhospitable', 'hospitable')",0.09168188,0.15388837,-0.14433277,-0.020751791,0.1703533,0.268718,-0.0983647
37,0.548875,0.80501634,"('fake', 'genuine')",-0.5962808,-0.39844406,0.39115494,0.49290052,0.114583,0.2998243,-0.1852413
13,-0.54088503,-0.60526,"('impolite', 'polite')",0.13306744,0.05796538,0.31998396,0.088590324,-0.0292779,-0.1529014,0.1236235
56,0.53510547,0.5226522,"('impractical', 'practical')",0.37609994,0.38410428,-0.18734775,-0.43664864,0.2412859,0.1567026,0.0845833
82,-0.534553,-0.83950454,"('poor', 'rich')",0.13186187,-0.13976888,6.603801,6.225609,2.0670366,1.7487785,0.3182581
32,0.5283224,0.58141226,"('unkind', 'kind')",-0.18323734,-0.12751395,1.498266,1.4519011,0.6144503,0.6352665,-0.0208162
45,-0.50963527,-0.49112123,"('incompetent', 'competent')",-0.8191391,-0.86932683,-0.35046133,-0.53917295,-0.5597453,-0.633207,0.0734617
24,0.50866556,0.7734248,"('dishonest', 'honest')",-0.23175591,-0.009490866,1.4134371,1.4487598,0.5634489,0.7375646,-0.1741157
87,-0.49968502,-0.7470986,"('unsuccessful', 'successful')",-0.10460575,-0.13246897,0.32635373,0.050341163,-0.0926457,-0.2764088,0.1837631
67,0.49194807,0.56087846,"('doubtful', 'determined')",-0.75386447,-0.59323084,-0.36994386,-0.37404108,-0.2106201,-0.1354645,-0.0751556
69,0.49066287,0.66937387,"('lazy', 'industrious')",0.26659712,0.42821503,-1.4754027,-1.3278956,-0.2393809,-0.0767689,-0.162612
38,0.48452184,0.4216113,"('untruthful', 'truthful')",0.03441357,0.054297686,0.3823186,0.3142625,0.300418,0.2633905,0.0370275
80,-0.48306072,-0.5392378,"('dominated', 'dominating')",-0.2758144,-0.16652215,-0.37259609,-0.48589805,-0.3771571,-0.3972193,0.0200622
14,-0.48051167,-0.39751714,"('antisocial', 'social')",-0.37174532,-0.26617157,-0.22259091,-0.36878893,-0.3582826,-0.3441592,-0.0141234
53,-0.47091705,-0.58179456,"('uncreative', 'creative')",0.39961994,0.30564046,0.44898105,0.50697744,0.1258946,0.0769411,0.0489535
40,0.4588921,0.65843636,"('stingy', 'generous')",0.1942625,0.23595436,-2.1561036,-2.0437195,-0.500983,-0.3831096,-0.1178734
79,0.43924868,0.42347234,"('wavering', 'unwavering')",-0.6476035,-0.7972596,-0.5577792,-0.58170694,-0.255378,-0.3184981,0.0631201
29,-0.4134255,-0.30476367,"('unfair', 'fair')",-0.29559356,-0.077450395,-0.74581504,-0.5260064,-0.4849447,-0.3027402,-0.1822045
3,-0.36208978,-0.50108975,"('repellent', 'pleasant')",-0.2836871,-0.41061947,0.6488709,0.7014534,0.0010313,-0.0700853,0.0711166
2,0.36012515,0.607978,"('unlikable', 'likable')",0.1183709,0.2810052,0.649059,0.8371921,0.3758517,0.5753918,-0.1995401
88,-0.35798097,-0.23702553,"('low', 'eminent')",-0.2929583,-0.37033555,-0.15257722,-0.2852874,-0.2678388,-0.2975495,0.0297107
4,-0.3571291,-0.38777503,"('disliked', 'liked')",0.7682799,0.73708916,-7.021492,-7.1779046,-2.203447,-2.2761968,0.0727498
71,0.34619492,0.36882958,"('diffident', 'self-confident')",1.2959342,1.327299,0.038728055,0.23818807,0.5602857,0.6447722,-0.0844865
55,-0.34481615,-0.2263439,"('incompetent', 'clever')",-1.1135733,-1.068166,0.36388502,0.22054657,-0.3648348,-0.3579878,-0.006847
5,-0.30717024,-0.15885252,"('distant', 'outgoing')",0.6394373,0.5848615,-0.80381995,-0.56884277,-0.1571843,-0.0476113,-0.109573
52,-0.30079466,-0.28859186,"('irrational', 'rational')",0.6135979,0.5917671,-0.12344941,-0.05735337,0.063118,0.0819406,-0.0188226
61,-0.2993791,-0.26886007,"('illogical', 'logical')",-0.2963475,-0.13895349,0.00034884922,0.005069215,-0.1984592,-0.1342481,-0.0642111
59,-0.28976342,-0.26082894,"('foolish', 'wise')",-0.11917923,0.043481797,0.15554495,0.21590945,-0.0844659,-0.0004792,-0.0839867
1,0.27547374,0.24712974,"('unfriendly', 'friendly')",1.4604279,1.2134529,1.6525308,1.7779251,1.1294775,1.0795026,0.0499749
58,0.2753375,0.67557925,"('undiscriminating', 'discriminating')",0.29588157,0.40161088,-0.22617254,0.02580387,0.1150155,0.3676647,-0.2526492
86,-0.27042145,-0.34979156,"('uninfluential', 'influential')",0.5433017,0.4502563,-0.14969292,-0.135997,0.0410624,-0.0118441,0.0529065
51,0.24766661,0.07983428,"('uneducated', 'educated')",0.36375958,0.31358224,1.0180413,0.7867673,0.5431558,0.3933946,0.1497612
31,-0.24634105,-0.1214331,"('evil', 'good')",0.30360225,0.34775397,-0.89295155,-0.7450876,-0.2785635,-0.1729223,-0.1056412
11,0.22741161,0.04056716,"('unhelpful', 'helpful')",0.1521398,-0.046032116,2.3859427,2.2630734,0.9218314,0.7525361,0.1692953
10,-0.22279525,0.05297397,"('unsympathetic', 'sympathetic')",-1.1308979,-0.9969237,0.066964425,0.024360225,-0.4289096,-0.3065298,-0.1223798
17,-0.20023404,-0.3746856,"('nasty', 'nice')",0.3521759,0.16322444,-0.1231434,-0.2162378,0.0095995,-0.1425663,0.1521658
76,-0.18765931,-0.06431128,"('anxious', 'daring')",-1.1565418,-1.1467668,0.07702961,-0.0625272,-0.4223905,-0.4245351,0.0021446
28,0.18663882,0.0936931,"('disloyal', 'loyal')",-0.35729167,-0.49402577,0.9921179,0.7454937,0.2738217,0.1150537,0.158768
34,0.17244923,0.14604628,"('mean', 'honorable')",0.84438324,0.71631014,5.2854466,5.3665657,2.1007597,2.0763073,0.0244524
54,-0.16012144,-0.035933502,"('incapable', 'capable')",-0.53352714,-0.46721607,1.0486468,1.0235796,0.1183327,0.1734767,-0.055144
6,-0.15848053,0.005351443,"('distant', 'open')",0.2370865,0.25409582,-0.5573731,-0.111755595,-0.159589,0.0492306,-0.2088196
68,-0.15565766,-0.010653,"('dependent', 'independent')",-0.95867217,-0.80556285,-1.2261676,-1.2442868,-0.7801658,-0.6868342,-0.0933316
46,-0.13672322,-0.10990322,"('uncompetitive', 'competitive')",-0.08574338,-0.015691213,-1.1557201,-1.2763845,-0.4593956,-0.4673263,0.0079307
78,-0.1298406,-0.39835167,"('nonresilient', 'resilient')",-0.10049844,-0.27350897,-0.4895368,-0.6439703,-0.2399586,-0.4386103,0.1986517
83,-0.10960436,0.0826168,"('powerless', 'powerful')",0.22334144,0.41139707,-1.345146,-1.2552822,-0.4104696,-0.2537561,-0.1567135
84,0.105815224,0.08402864,"('inferior', 'superior')",-0.36913908,-0.2753299,0.13686885,0.34227106,-0.0421517,0.0503233,-0.092475
48,-0.10245013,-0.08110859,"('unintelligent', 'intelligent')",-0.3195222,-0.38674685,-0.15311353,-0.315096,-0.1916953,-0.2609838,0.0692885
66,-0.09390232,0.17804486,"('inactive', 'active')",-0.61565435,-0.34263197,0.019403655,0.41850936,-0.230051,0.0846408,-0.3146918
21,-0.08601166,0.13767543,"('immoral', 'moral')",-0.32421774,-0.16185226,-0.7264588,-0.75437653,-0.3788961,-0.2595178,-0.1193783
30,0.07058941,0.23429039,"('intolerant', 'tolerant')",-0.037880577,0.064143114,0.65812385,0.57305825,0.2302776,0.2904973,-0.0602197
