,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
33,1.8891479,1.5216917,"('wrong', 'right')",1.9694815,1.7740002,0.42289224,0.08805363,-0.08556476,-0.1861281,1.0489892,0.7994044,0.2495848
73,1.6830467,1.455465,"('helpless', 'self-reliant')",1.6667056,1.7305534,1.3161879,1.278666,-3.4966185,-3.459141,0.2923304,0.2513859,0.0409445
69,1.5998455,1.1573513,"('lazy', 'industrious')",2.0078993,1.8908076,1.802297,1.3951358,-1.8126419,-1.6707073,0.89935,0.6931468,0.2062032
8,1.431406,1.5273083,"('unaffectionate', 'affectionate')",1.3450096,1.2327873,-0.3906439,-0.30888927,1.4747941,1.5450622,0.9651415,0.9990671,-0.0339256
45,-1.3489455,-0.65590405,"('incompetent', 'competent')",-2.3991778,-2.1203108,-0.6845582,-0.30534852,-0.16932777,-0.22973084,-1.1505023,-0.8278236,-0.3226787
5,1.3431314,0.8748145,"('distant', 'outgoing')",1.9411967,1.8786795,0.46738848,0.47565925,-0.43255928,0.036762923,0.8297893,0.816479,0.0133103
39,1.3344764,1.7266282,"('exploitative', 'cooperative')",0.08015526,0.102740474,-0.1856709,0.30542815,0.07476198,0.2482594,0.3259307,0.595764,-0.2698333
51,-1.3165036,-1.3550676,"('uneducated', 'educated')",-0.8824397,-1.1913863,0.12029106,-0.18755777,0.6603753,0.30477238,-0.3545693,-0.6073098,0.2527405
85,1.3110344,0.9286803,"('insignificant', 'prestigious')",2.8952107,2.9292457,0.5554424,0.3137259,-0.18686649,-0.051539034,1.1437054,1.0300282,0.1136772
9,1.3081295,1.4962848,"('unaffectionate', 'caring')",1.3038968,1.4018786,-0.36200693,-0.09943866,1.9139829,2.04922,1.0410006,1.2119862,-0.1709856
0,-1.2764485,-1.0712817,"('unsociable', 'sociable')",-1.1005734,-1.2310871,0.16417736,0.151658,0.046970177,0.062753834,-0.5414686,-0.5219892,-0.0194794
77,-1.274218,-0.54695654,"('unmotivated', 'motivated')",-0.60291517,-0.21500205,-0.83346295,-0.5587591,-1.6087813,-1.2678838,-1.0798444,-0.6471504,-0.432694
81,-1.2715476,-0.73143166,"('submissive', 'aggressive')",-2.4003868,-2.1501436,-0.24597865,0.12694679,0.10723864,-0.07543185,-0.9526686,-0.7075151,-0.2451535
52,1.1750277,0.66910946,"('irrational', 'rational')",1.8288076,1.483653,-0.7448431,-1.1964318,0.36724937,0.37836713,0.6565604,0.3336744,0.322886
10,-1.1679275,-0.3900005,"('unsympathetic', 'sympathetic')",-2.2999902,-1.9936897,-1.3761638,-1.1387967,0.94492126,0.7817817,-0.97479,-0.6851763,-0.2896137
14,-1.1494671,-0.4269809,"('antisocial', 'social')",-1.8622891,-1.7912098,0.07225069,0.77289927,-0.05979168,0.06573734,-0.7498243,-0.3448885,-0.4049358
84,1.1466706,0.9558349,"('inferior', 'superior')",1.5242183,1.442661,0.7569609,0.6586814,0.25176996,0.2383496,0.9199049,0.8238817,0.0960232
57,-1.1255549,-0.67133015,"('unimaginative', 'imaginative')",-1.6341007,-1.4424641,-1.2754477,-0.87910247,-2.5949547,-2.640696,-1.6575146,-1.4083982,-0.2491164
26,1.0838202,0.9427262,"('hardhearted', 'benevolent')",1.5694034,0.97247046,2.0067432,1.5995994,1.0876817,1.1016566,1.4369121,1.1541132,0.2827989
3,-1.0797707,-0.5398304,"('repellent', 'pleasant')",-1.355062,-1.0619547,-0.27947187,-0.40498623,0.7577268,0.6769295,-0.4891444,-0.3324605,-0.1566839
65,-1.060845,-0.5043905,"('insecure', 'secure')",-2.3256524,-2.3010705,-0.8286743,-0.42081863,0.06795962,-0.08077795,-1.036803,-0.8267643,-0.2100387
30,-1.0432613,-0.6204487,"('intolerant', 'tolerant')",-2.002821,-2.1187718,-0.08669248,0.2860753,0.6489895,0.72964567,-0.6209463,-0.4308749,-0.1900714
60,-1.0211437,-0.09884772,"('inefficient', 'efficient')",-2.4125214,-2.0199263,-0.56868833,0.5488251,0.2844906,0.5079624,-0.9294657,-0.2654966,-0.6639691
55,-0.99604094,-0.22701801,"('incompetent', 'clever')",-2.2684224,-2.0879893,-0.5694554,-0.01594881,0.4536168,0.31577116,-0.8450755,-0.5037963,-0.3412792
1,0.97251105,1.1110278,"('unfriendly', 'friendly')",1.3332418,1.3106712,0.21601635,0.25624406,1.568135,1.6657723,1.022476,1.0859289,-0.0634529
82,-0.96687245,-0.31704432,"('poor', 'rich')",-0.8071559,-0.5623049,0.49313956,1.1455228,6.596792,6.495313,1.3289759,1.6903718,-0.3613959
22,-0.9517022,-0.4255565,"('untrustworthy', 'trustworthy')",-1.4520108,-1.4021504,-0.5969995,-0.120885156,-1.193479,-1.1494311,-1.0485479,-0.7745058,-0.2740421
75,0.93220735,0.7606078,"('meek', 'impulsive')",1.3827152,1.2916446,0.21951824,0.045731865,-0.57784104,-0.6543267,0.4891499,0.3609143,0.1282356
35,0.9314033,0.06151137,"('corrupt', 'incorrupt')",2.0993073,1.8379707,0.37891713,-0.05350282,-0.8494615,-0.80353564,0.6400416,0.2606109,0.3794307
13,-0.92967004,-0.3935415,"('impolite', 'polite')",-1.1267358,-1.0137221,-0.57017267,-0.07955052,0.11706403,0.17714602,-0.6273786,-0.327417,-0.2999616
71,0.90993214,0.930745,"('diffident', 'self-confident')",0.8533849,1.1535567,0.052543774,0.38858837,0.5011633,0.7475543,0.5792561,0.8051111,-0.225855
6,0.89365804,0.40087354,"('distant', 'open')",2.0881345,1.8884894,0.19120851,-0.03409223,0.27819335,0.6083635,0.8627986,0.7159085,0.1468901
59,0.8731725,0.7143346,"('foolish', 'wise')",2.307313,2.3378074,0.0058656037,-0.18425727,0.30806684,0.36184677,0.8736045,0.8074329,0.0661716
21,-0.86357206,-0.101889,"('immoral', 'moral')",-1.2744372,-1.1323662,-0.98956,-0.5433827,-0.4615595,-0.6254518,-0.8972822,-0.6007724,-0.2965098
15,0.81420887,0.5069011,"('boring', 'funny')",0.78162277,0.6635403,0.42958662,0.4005991,0.22472115,0.119944066,0.5625349,0.4227462,0.1397887
47,-0.8134367,-0.13904831,"('stupid', 'smart')",-1.0936108,-0.9754573,-0.07436789,0.5543503,5.2892485,5.473837,0.8269583,1.2284204,-0.4014621
79,0.7682797,0.21456902,"('wavering', 'unwavering')",1.4761164,1.3942821,-0.7899236,-0.98420477,-0.3114212,-0.25010192,0.2857628,0.0936361,0.1921267
70,-0.7606383,-0.06030886,"('lethargic', 'energetic')",-2.4408145,-2.1399093,-0.75200903,-0.11707948,1.461228,1.0850041,-0.6230584,-0.3080734,-0.314985
64,-0.7420704,-0.5531322,"('shy', 'confident')",-1.3067307,-1.0168415,0.32645953,0.72034633,-5.9335065,-5.8212047,-1.913962,-1.667708,-0.246254
25,0.6651127,0.68714017,"('egoistic', 'altruistic')",0.94378704,0.85997933,1.1045291,0.9682113,0.39173785,0.4404019,0.7762917,0.7389332,0.0373585
49,-0.6301448,-0.103941455,"('unable', 'able')",-0.14687866,0.17011148,-1.1939445,-0.37056208,-0.5166383,-0.14211935,-0.6219015,-0.1116278,-0.5102737
62,-0.62433,0.23801431,"('incompetent', 'brilliant')",-1.5834724,-1.1526484,-0.47393164,0.48723328,0.30523205,0.4521327,-0.5941254,0.006183,-0.6003084
76,-0.60664517,0.07462584,"('anxious', 'daring')",-1.646758,-1.3322529,-0.7034426,0.1386394,0.45760682,0.0923373,-0.6248097,-0.2566626,-0.3681471
67,0.5697871,0.6293987,"('doubtful', 'determined')",0.6170367,0.5770504,0.98287106,0.809269,-0.1523627,-0.15584922,0.504333,0.4649672,0.0393658
28,-0.52123755,0.008695854,"('disloyal', 'loyal')",0.085024565,0.1749425,-0.5326259,-0.37530008,1.371125,1.1418885,0.1005715,0.2375567,-0.1369852
23,-0.5169844,0.1996462,"('insincere', 'sincere')",-1.0911872,-0.76973647,-1.2981906,-0.5865454,5.731564,5.622007,0.7063004,1.1163428,-0.4100424
83,0.5141231,0.4845737,"('powerless', 'powerful')",1.1663432,1.1618841,-0.2497287,-0.23712738,-0.55607307,-0.4695483,0.2186661,0.2349455,-0.0162794
61,0.5093913,0.6637444,"('illogical', 'logical')",0.33011442,0.33484343,-0.4639686,-0.1346811,0.3842281,0.3306104,0.1899413,0.2986293,-0.108688
18,-0.4832364,-0.27808055,"('disagreeable', 'welcoming')",0.15533598,0.24629599,-0.7447693,-0.48690057,-0.33767968,-0.21582292,-0.3525873,-0.183627,-0.1689603
44,-0.46742177,-0.36524916,"('prejudiced', 'unprejudiced')",-1.0292702,-0.72494406,-0.3470953,0.4199072,-0.9985595,-1.0493069,-0.7105867,-0.4298982,-0.2806885
7,-0.46345535,0.3467376,"('insensitive', 'sensitive')",-1.1672658,-0.8288485,-1.3736153,-0.78431004,1.0844095,0.92416555,-0.4799817,-0.0855639,-0.3944178
24,0.45717072,1.1054415,"('dishonest', 'honest')",-0.40042123,-0.22902884,-0.25332662,0.12797639,1.6022934,1.5478382,0.351429,0.6380568,-0.2866278
74,0.44840452,0.76416224,"('undedicated', 'dedicated')",-0.07145977,0.19301194,0.05766943,0.49582523,0.22133788,0.074374095,0.163988,0.3818434,-0.2178554
29,0.44568938,0.29955992,"('unfair', 'fair')",0.7219429,0.7713218,-1.0899018,-0.97667134,-0.30159146,-0.42854574,-0.0559652,-0.0835838,0.0276186
56,0.44330746,1.0998403,"('impractical', 'practical')",-1.0526887,-0.54134226,-0.21916842,0.7956165,0.07044447,0.31776863,-0.1895263,0.4179708,-0.6074971
54,0.423084,0.70911527,"('incapable', 'capable')",1.0193328,1.173081,-0.48316932,0.091629505,0.97188234,1.1667838,0.4827825,0.7851524,-0.3023699
11,-0.42208493,-0.066150896,"('unhelpful', 'helpful')",-0.6454267,-0.45973635,-0.5864873,-0.015998762,1.6853088,1.5997971,0.0078275,0.2644778,-0.2566503
16,-0.42168102,-0.62065125,"('unpopular', 'popular')",0.68297327,0.7508051,-0.07910075,-0.23075934,0.4238826,0.39892763,0.1515185,0.0745805,0.076938
68,-0.38555807,-0.78528833,"('dependent', 'independent')",-0.98521054,-1.3067019,-1.0785403,-1.2188989,-0.9615416,-0.98046595,-0.8527126,-1.0728388,0.2201262
12,0.3804763,0.7502739,"('unsupportive', 'supportive')",-0.6773379,-0.32601684,-1.0720328,-0.56791973,-1.2786205,-1.2991786,-0.6618787,-0.3607103,-0.3011684
66,0.37526003,0.04870516,"('inactive', 'active')",0.98935133,0.79419565,0.877035,0.61187977,1.205981,1.0393846,0.8619068,0.6235413,0.2383655
32,0.3664407,0.99782026,"('unkind', 'kind')",-0.28072688,-0.11989994,-0.18111289,0.11650601,1.7494096,1.6071477,0.4135026,0.6503935,-0.2368909
40,0.3662846,0.4910355,"('stingy', 'generous')",-0.60432255,-0.37372535,-0.06433095,-0.32456106,-1.3225287,-1.7218112,-0.4062244,-0.4822655,0.0760411
53,0.2763782,0.7207986,"('uncreative', 'creative')",0.41765139,0.5440157,-0.43209678,-0.033896245,0.57641506,0.5123626,0.209587,0.4358202,-0.2262332
17,-0.2552294,-0.44441977,"('nasty', 'nice')",-0.31720248,-0.36274105,-0.49212477,-0.5063775,-1.1880953,-1.115054,-0.563163,-0.6071481,0.0439851
27,0.24692409,-0.0480354,"('hardhearted', 'softhearted')",0.00084323157,-0.17424075,-0.29036108,-0.4582592,1.8432996,1.6815755,0.4501765,0.2502601,0.1999164
43,0.24471089,1.0134182,"('irresponsible', 'responsible')",-0.9233595,-0.5372316,-0.7971143,0.16229147,0.7896627,0.87702394,-0.171525,0.3788755,-0.5504005
31,-0.24005368,-0.6286293,"('evil', 'good')",0.9404607,0.8525265,-0.12470496,-0.6805681,-1.0681076,-1.0167387,-0.1231014,-0.3683524,0.245251
42,-0.23183647,0.1774888,"('unreliable', 'reliable')",-2.3410778,-1.9575429,-0.16816515,0.29321992,-1.9674538,-2.3721375,-1.1771333,-0.9647429,-0.2123904
4,-0.2157339,-0.46305904,"('disliked', 'liked')",0.9905312,1.0445352,0.49569497,0.22404799,-7.156375,-7.2146664,-1.4714706,-1.6022856,0.130815
19,0.19965878,0.06477934,"('inhospitable', 'hospitable')",1.1558769,1.2415011,-0.0700015,0.0063136145,-0.39469132,-0.37194887,0.2227107,0.2351613,-0.0124506
34,-0.16991763,0.22260414,"('mean', 'honorable')",-0.57000893,-0.40154928,-0.11595012,0.4258684,4.5291243,4.6295123,0.9183119,1.2191089,-0.300797
