,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
50,0.14986102,-0.03134908,"('clumsy', 'skillful')",0.4180853,0.50355697,-0.009807527,-0.15198684,0.47417283,0.14154984,0.2580779,0.1154427,0.1426352
48,0.14945152,0.34161124,"('unintelligent', 'intelligent')",-0.348187,-0.28147936,-0.93451375,-0.8960159,0.3916475,0.3039424,-0.1854005,-0.1329854,-0.0524151
46,0.12025321,0.92555374,"('uncompetitive', 'competitive')",-1.0185305,-0.7866063,-0.23095007,0.10258354,-0.57570183,-0.7973507,-0.4262323,-0.1389549,-0.2872774
58,0.11913072,-0.06892156,"('undiscriminating', 'discriminating')",0.25006774,0.2667157,0.38486496,0.31142592,-0.026958384,-0.33583567,0.1817763,0.0433461,0.1384302
2,0.11817408,0.8829735,"('unlikable', 'likable')",0.59189594,1.069355,1.0855622,1.8563662,0.4908127,0.6417454,0.5716112,1.11261,-0.5409988
88,-0.11410556,-0.17862849,"('low', 'eminent')",0.32338178,0.2876594,-0.16285539,-0.030443605,0.18134916,0.2357271,0.0569425,0.0785786,-0.0216361
78,0.09968652,0.1344579,"('nonresilient', 'resilient')",-0.1987964,-0.04841455,-0.3515974,-0.2985105,-0.3789645,-0.32548377,-0.207418,-0.1344877,-0.0729303
80,-0.08870858,0.16620374,"('dominated', 'dominating')",-1.181157,-1.3386502,0.04149106,0.2965694,-0.23649722,-0.44173262,-0.3662179,-0.3294024,-0.0368155
38,0.08423261,0.21567011,"('untruthful', 'truthful')",0.720533,1.0556878,-0.26062185,0.03617266,-0.07277545,-0.0021250322,0.1178421,0.3263514,-0.2085093
20,0.06991556,0.20496437,"('rough', 'thoughtful')",-0.4683712,-0.3818652,-0.5598123,-0.48344442,0.5217902,0.34244555,-0.1091194,-0.0794749,-0.0296445
63,-0.066941485,0.22901195,"('unperceptive', 'insightful')",-0.9354921,-0.83157104,-0.258058,0.21507418,0.50966966,0.19833703,-0.1877055,-0.047287,-0.1404185
36,0.06071137,-0.6715088,"('hostile', 'amicable')",1.1731575,0.9202825,-0.16722143,-0.893174,-0.55842763,-0.51878995,0.1270549,-0.2907976,0.4178525
72,0.059942797,0.23177125,"('unambitious', 'ambitious')",-0.05379149,-0.18468273,-0.5036856,-0.37785733,0.2698163,0.35624233,-0.0569295,0.0063684,-0.0632979
37,0.05423799,0.29815853,"('fake', 'genuine')",-0.6515753,-0.6443422,-0.78593457,-0.46290445,0.618465,0.2195746,-0.1912017,-0.1473784,-0.0438233
41,0.047310103,0.4406897,"('unforgiving', 'forgiving')",-0.6754779,-0.5585655,-0.14605264,0.0013814904,0.20508255,0.04982049,-0.1422845,-0.0166685,-0.125616
86,-0.008029953,0.19393946,"('uninfluential', 'influential')",-0.22301474,-0.41248477,-0.110050514,-0.5093754,0.58182603,0.48313048,0.0601827,-0.0611976,0.1213803
87,-0.0014541596,0.074463554,"('unsuccessful', 'successful')",0.16070849,0.07419533,1.2722025,1.5547955,0.5216558,0.4871905,0.4882782,0.5476612,-0.059383
