,coca_male,coca_female,tuple,cola_male,cola_female,co_male,co_female,average_male,average_female,male-female
5,0.9178747,1.1518033,"('distant', 'outgoing')",0.7597317,0.75678736,-0.7966423,-1.2486087,0.2936547,0.2199939,0.0736608
82,-0.90212774,-0.8696982,"('poor', 'rich')",-0.4650647,-0.38925785,6.471373,6.4073086,1.7013934,1.7161175,-0.0147241
24,-0.87956345,-0.3303424,"('dishonest', 'honest')",-0.32264242,-0.2600171,1.222149,1.049564,0.0066477,0.1530682,-0.1464205
83,0.86901045,0.88947076,"('powerless', 'powerful')",0.55706763,0.64202005,-1.2589619,-1.1138357,0.0557054,0.1392184,-0.083513
64,-0.8531972,-1.0388598,"('shy', 'confident')",-0.8207567,-0.7325014,-6.240078,-5.894989,-2.6380107,-2.5554501,-0.0825606
22,-0.84227514,-0.9905321,"('untrustworthy', 'trustworthy')",-0.71827865,-0.6859598,-0.3283127,-0.44233698,-0.6296221,-0.7062763,0.0766542
21,-0.8260078,-0.09232852,"('immoral', 'moral')",0.086236,0.41658673,-0.4474334,0.16713047,-0.3957351,0.1637962,-0.5595313
71,0.80890495,0.9412876,"('diffident', 'self-confident')",1.1504925,1.0689191,-0.0049675032,-0.09914501,0.6514767,0.6370205,0.0144562
27,-0.790827,-0.8107625,"('hardhearted', 'softhearted')",0.08226072,-0.069222815,1.0341626,0.47768086,0.1085321,-0.1341015,0.2426336
10,-0.7545783,-0.8698338,"('unsympathetic', 'sympathetic')",-0.7011604,-0.65038514,0.4149388,0.26123482,-0.3469333,-0.4196614,0.0727281
40,-0.74250776,-0.87031925,"('stingy', 'generous')",-0.19548848,-0.31897268,-2.5540001,-3.117848,-1.1639988,-1.4357133,0.2717145
26,0.7382038,0.9796305,"('hardhearted', 'benevolent')",1.4739892,1.3684742,1.8640635,1.4268756,1.3587523,1.2583268,0.1004255
33,0.67233115,0.71204686,"('wrong', 'right')",0.2087521,-0.017456196,-0.64039016,-0.9006586,0.080231,-0.0686893,0.1489203
54,0.6608758,0.9342901,"('incapable', 'capable')",1.215702,1.0452957,1.1545637,1.0162443,1.0103805,0.99861,0.0117705
39,0.65186214,0.51755285,"('exploitative', 'cooperative')",1.0262398,0.7983703,0.47861058,0.35899007,0.7189042,0.5583044,0.1605998
69,0.65125424,0.56802464,"('lazy', 'industrious')",0.656792,0.66253877,-1.537826,-1.8986053,-0.0765932,-0.2226806,0.1460874
87,0.60885894,0.2216062,"('unsuccessful', 'successful')",0.9610045,0.39855,0.41264766,0.35755533,0.660837,0.3259038,0.3349332
60,-0.60028934,-0.47012767,"('inefficient', 'efficient')",0.4011528,0.53444433,0.21671982,0.31514356,0.0058611,0.1264867,-0.1206256
9,0.59678996,0.73962146,"('unaffectionate', 'caring')",0.8309898,0.574794,1.2826347,0.68515265,0.9034715,0.6665227,0.2369488
17,-0.58425206,-0.6174032,"('nasty', 'nice')",-0.42801496,-0.409958,-0.46726742,-0.28074303,-0.4931781,-0.4360347,-0.0571434
55,-0.58000004,-0.86129355,"('incompetent', 'clever')",-0.6728212,-0.59209937,0.5033288,0.67810947,-0.2498308,-0.2584278,0.008597
51,-0.56852937,-0.22228384,"('uneducated', 'educated')",-0.73153055,-0.5254911,0.7010513,1.1359351,-0.1996695,0.1293867,-0.3290562
44,-0.5602795,-0.9659476,"('prejudiced', 'unprejudiced')",-0.5655562,-0.7700865,-1.3998158,-1.5387216,-0.8418838,-1.0915852,0.2497014
70,-0.5572665,-1.0126581,"('lethargic', 'energetic')",-0.91709554,-0.9229208,0.622038,0.42559353,-0.284108,-0.5033285,0.2192205
34,-0.54658633,-0.3235461,"('mean', 'honorable')",0.14455384,0.29551065,5.273771,5.2915764,1.6239128,1.7545136,-0.1306008
59,0.5267598,0.6075129,"('foolish', 'wise')",0.6610344,0.55854154,-0.38287622,-0.7361064,0.268306,0.143316,0.12499
63,0.5258776,0.21226951,"('unperceptive', 'insightful')",0.36090085,0.28151318,0.24451396,0.30273497,0.3770975,0.2655059,0.1115916
38,0.4806505,0.73868954,"('untruthful', 'truthful')",0.5976831,0.53289264,0.37431005,0.56920063,0.4842145,0.6135943,-0.1293798
25,-0.47872305,0.14397155,"('egoistic', 'altruistic')",-0.27397278,-0.0696813,1.0251571,1.027681,0.0908204,0.3673238,-0.2765034
36,-0.4597747,-0.20631874,"('hostile', 'amicable')",-0.38782087,-0.30388314,-0.6285535,-0.6272339,-0.4920497,-0.3791453,-0.1129044
14,-0.44618958,-0.6902444,"('antisocial', 'social')",0.4171564,0.57914066,0.14183927,0.22513069,0.037602,0.038009,-0.000407
48,-0.4461349,-0.40865478,"('unintelligent', 'intelligent')",0.3579703,0.26501256,0.0014050622,0.07077108,-0.0289198,-0.0242904,-0.0046294
29,0.44526437,0.3055611,"('unfair', 'fair')",0.032304674,0.02709987,-0.6031161,-0.80808395,-0.041849,-0.1584743,0.1166253
2,-0.438866,0.163625,"('unlikable', 'likable')",-0.06854333,0.051428065,0.8161357,1.0458283,0.1029088,0.4202938,-0.317385
42,0.43281856,0.52781767,"('unreliable', 'reliable')",-0.07871149,0.29115367,-3.0846329,-2.9985404,-0.9101752,-0.726523,-0.1836522
76,-0.43089455,-0.48313254,"('anxious', 'daring')",-0.6340237,-0.654946,0.13684396,0.28080574,-0.3093581,-0.2857576,-0.0236005
15,0.42867565,0.6697101,"('boring', 'funny')",0.9527258,1.057841,0.42349425,0.57261544,0.6016319,0.7667221,-0.1650902
6,0.39232948,0.7156721,"('distant', 'open')",0.33144212,0.3011169,-0.6235892,-1.2863543,0.0333941,-0.0898551,0.1232492
37,0.3815875,0.03512954,"('fake', 'genuine')",-0.22759135,-0.3425774,0.46431804,-0.039758425,0.2061047,-0.1157354,0.3218401
43,-0.37450117,-0.33346167,"('irresponsible', 'responsible')",-0.3533745,-0.47988445,0.7275146,0.6309285,-0.0001204,-0.0608059,0.0606855
52,0.37208322,0.6765233,"('irrational', 'rational')",0.65662336,0.61022335,-0.62938124,-0.75237393,0.1331084,0.1781243,-0.0450159
12,0.3579871,0.34062263,"('unsupportive', 'supportive')",0.5541036,0.48948827,-1.8471397,-1.9411416,-0.311683,-0.3703436,0.0586606
79,0.35102704,0.35745364,"('wavering', 'unwavering')",0.0016083131,-0.022783145,-0.9070079,-0.89127105,-0.1847908,-0.1855335,0.0007427
32,0.34819895,1.0014274,"('unkind', 'kind')",0.6513547,0.81893355,1.4560993,1.3798444,0.818551,1.0667351,-0.2481841
80,0.3477152,-0.07196117,"('dominated', 'dominating')",-0.10034405,-0.26038158,-0.15215449,0.04987202,0.0317389,-0.0941569,0.1258958
57,-0.3454852,-1.0117615,"('unimaginative', 'imaginative')",-0.9406951,-1.019141,-3.1781864,-3.3649385,-1.4881223,-1.7986135,0.3104912
1,0.34054738,0.7255628,"('unfriendly', 'friendly')",0.7800336,0.6551466,1.6525724,1.0846466,0.9243844,0.8217853,0.1025991
23,-0.31425822,0.017979313,"('insincere', 'sincere')",0.58572096,0.51367223,6.4291887,6.3286066,2.2335505,2.2867527,-0.0532022
61,0.2956252,0.35765582,"('illogical', 'logical')",0.10434403,0.12710696,0.10881694,0.12597996,0.1695954,0.2035809,-0.0339855
4,0.2908744,0.14462276,"('disliked', 'liked')",0.11960238,0.25065303,-7.4796047,-7.1695485,-2.356376,-2.258091,-0.098285
68,-0.2815465,-0.2746927,"('dependent', 'independent')",-1.2180786,-1.0609088,-1.4959234,-1.3105137,-0.9985162,-0.8820384,-0.1164778
86,-0.27986604,-0.2882017,"('uninfluential', 'influential')",-0.17340793,-0.19658533,0.08210333,-0.04627299,-0.1237235,-0.17702,0.0532965
0,-0.27440178,-0.23740833,"('unsociable', 'sociable')",0.780986,0.85212696,-0.0020499565,0.08759073,0.1681781,0.2341031,-0.065925
20,-0.2308148,-0.38538265,"('rough', 'thoughtful')",0.016390353,-0.10581716,0.17303935,0.1207234,-0.013795,-0.1234921,0.1096971
35,-0.23011878,-0.13859382,"('corrupt', 'incorrupt')",-0.8576353,-0.81523484,-1.0556864,-1.0946673,-0.7144802,-0.682832,-0.0316482
53,0.22573635,0.6551287,"('uncreative', 'creative')",-0.15677214,-0.34336713,0.3145268,0.053041533,0.1278303,0.121601,0.0062293
67,0.21731067,0.5246056,"('doubtful', 'determined')",0.19233829,0.6513281,-0.34815183,-0.10025569,0.020499,0.3585593,-0.3380603
62,-0.18663344,-0.24861152,"('incompetent', 'brilliant')",-0.39644533,-0.38780856,-0.06359643,0.07541316,-0.2155584,-0.1870023,-0.0285561
49,0.18555823,0.18486735,"('unable', 'able')",0.5635235,0.43803304,-0.46154666,-0.44264632,0.095845,0.0600847,0.0357603
8,0.1603704,0.46577138,"('unaffectionate', 'affectionate')",0.19711286,0.15118092,0.73485816,0.15527797,0.3641138,0.2574101,0.1067037
31,0.13673358,0.1426358,"('evil', 'good')",-0.07642729,-0.0012722574,-1.441815,-1.760197,-0.4605029,-0.5396112,0.0791083
47,-0.11916244,0.0036297496,"('stupid', 'smart')",0.45473406,0.53002566,5.4213057,5.1720614,1.9189591,1.9019057,0.0170534
19,0.11490804,0.37776536,"('inhospitable', 'hospitable')",-0.42995688,-0.45883378,-0.30555877,-0.31380302,-0.2068692,-0.1316238,-0.0752454
41,-0.10604486,0.1600985,"('unforgiving', 'forgiving')",0.94645476,1.2693927,0.5068684,0.72624767,0.4490928,0.7185796,-0.2694868
46,-0.10220025,-0.36622635,"('uncompetitive', 'competitive')",-0.088342264,-0.209723,-0.70714825,-0.3343853,-0.2992303,-0.3034449,0.0042146
30,-0.099833414,0.4678679,"('intolerant', 'tolerant')",0.07730399,0.38934192,0.685469,1.0281911,0.2209798,0.628467,-0.4074872
88,0.081705876,0.6518044,"('low', 'eminent')",-0.2289959,0.0348972,-0.33544135,0.16353667,-0.1609105,0.2834128,-0.4443233
72,0.07933386,-0.09152502,"('unambitious', 'ambitious')",-0.14755708,-0.38441315,-0.26378024,-0.72224456,-0.1106678,-0.3993942,0.2887264
78,-0.05572959,-0.52928305,"('nonresilient', 'resilient')",0.20412712,-0.12805717,-0.30055788,-0.2756054,-0.0507201,-0.3109819,0.2602618
50,0.055412583,-0.16066438,"('clumsy', 'skillful')",0.099018216,-0.0096503105,-0.1828534,-0.47213808,-0.0094742,-0.2141509,0.2046767
66,0.028726384,-0.6084846,"('inactive', 'active')",-0.69016504,-0.86931473,0.40937483,-0.19332659,-0.0840213,-0.557042,0.4730207
16,0.023625413,0.12466486,"('unpopular', 'popular')",-0.17832097,-0.26479843,-0.07283053,0.02686423,-0.075842,-0.0377564,-0.0380856
75,0.0029034638,-0.09073029,"('meek', 'impulsive')",-0.21283017,-0.19286594,-0.63988006,-0.6945069,-0.2832689,-0.3260344,0.0427655
11,0.0027247928,-0.026830267,"('unhelpful', 'helpful')",0.5490095,0.47213405,2.6941185,3.065307,1.0819509,1.1702035,-0.0882526
