,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,male-female
10,-2.449367,-2.7709594,"('unsympathetic', 'sympathetic')",-3.2478552,-3.5281138,-0.4351731,-0.46363562,-2.0441318,-2.2542362,0.2101044
43,-1.8219637,-1.9905375,"('irresponsible', 'responsible')",-3.004489,-3.1317239,0.15472879,0.04558941,-1.5572413,-1.692224,0.1349827
13,-1.7560692,-1.7018638,"('impolite', 'polite')",-2.691189,-2.6193874,-1.1888949,-0.9581981,-1.8787176,-1.7598163,-0.1189013
45,-1.7493417,-2.1372428,"('incompetent', 'competent')",-2.3539374,-2.7721312,-0.26789066,-0.64476115,-1.4570565,-1.8513784,0.3943219
0,-1.7336956,-1.7931893,"('unsociable', 'sociable')",-2.0338876,-2.1950388,-0.59724945,-0.68101585,-1.4549443,-1.5564146,0.1014703
69,1.7112012,1.7222651,"('lazy', 'industrious')",2.730719,2.7873144,-0.4413672,-0.5177958,1.3335177,1.3305946,0.0029231
57,-1.5323704,-1.8856677,"('unimaginative', 'imaginative')",-2.1164436,-2.3842103,-3.1234899,-3.4476469,-2.2574347,-2.5725082,0.3150735
30,-1.5258061,-1.4931196,"('intolerant', 'tolerant')",-1.8932631,-1.9061636,0.1605539,0.30035844,-1.0861718,-1.0329749,-0.0531969
46,-1.5161533,-1.6176882,"('uncompetitive', 'competitive')",-2.644217,-2.755322,-1.0515326,-1.0017167,-1.737301,-1.7915756,0.0542746
82,-1.5146738,-1.4242861,"('poor', 'rich')",-1.8347383,-1.8229374,5.909059,6.009259,0.8532157,0.9206786,-0.0674629
33,1.5105107,1.3987762,"('wrong', 'right')",1.7764037,1.8484242,-0.5870669,-0.5864993,0.8999492,0.8869004,0.0130488
3,-1.4797064,-1.6283243,"('repellent', 'pleasant')",-1.5290031,-1.6986384,0.7792107,0.63072056,-0.7431663,-0.8987474,0.1555811
35,1.4290773,1.4570876,"('corrupt', 'incorrupt')",2.7946675,2.9106925,-0.30183178,-0.31184864,1.3073044,1.3519772,-0.0446728
70,-1.3904159,-1.600742,"('lethargic', 'energetic')",-1.7489944,-1.9431311,0.12786168,-0.038739502,-1.0038495,-1.1942042,0.1903547
14,-1.3825815,-1.2262095,"('antisocial', 'social')",-1.6033795,-1.6573496,-0.42863816,-0.5743157,-1.1381997,-1.152625,0.0144253
63,-1.3782549,-1.605795,"('unperceptive', 'insightful')",-1.8989002,-2.1058352,0.46904242,0.43154868,-0.9360375,-1.0933606,0.1573231
25,1.3700769,1.3949356,"('egoistic', 'altruistic')",1.0982978,1.1744853,1.2788945,1.0692999,1.2490897,1.2129069,0.0361828
56,-1.3413813,-1.2329519,"('impractical', 'practical')",-1.3951046,-1.2902213,-1.0340053,-0.9022325,-1.2568304,-1.141802,-0.1150284
23,-1.3262048,-1.3983604,"('insincere', 'sincere')",-2.1178794,-2.2195492,5.4130297,5.6237803,0.6563152,0.6686236,-0.0123084
51,-1.2530897,-1.1400225,"('uneducated', 'educated')",-1.2009339,-1.270129,-0.100891724,0.00983531,-0.8516385,-0.8001054,-0.0515331
86,-1.2514795,-1.6534712,"('uninfluential', 'influential')",-2.143717,-2.3942778,-0.55342,-0.8720808,-1.3162055,-1.6399433,0.3237378
85,1.2377579,0.89467233,"('insignificant', 'prestigious')",1.5597653,1.4071941,0.070291385,-0.31757438,0.9559382,0.6614307,0.2945075
60,-1.1807351,-0.8803008,"('inefficient', 'efficient')",-2.1103818,-2.0062757,-0.40940696,-0.059092592,-1.233508,-0.9818896,-0.2516184
41,-1.1528194,-1.3287078,"('unforgiving', 'forgiving')",-2.0673122,-2.1892054,-0.24476394,-0.40284675,-1.1549652,-1.3069201,0.1519549
76,-1.139607,-1.0540181,"('anxious', 'daring')",-1.4411836,-1.4174318,-0.35236567,-0.3020823,-0.9777188,-0.9245107,-0.0532081
55,-1.058652,-1.0989141,"('incompetent', 'clever')",-2.1511087,-2.335741,0.17165554,0.030776255,-1.0127017,-1.1346263,0.1219246
65,-1.0501895,-0.99732006,"('insecure', 'secure')",-1.779351,-1.8501571,-0.19887494,-0.0068465415,-1.0094718,-0.9514412,-0.0580306
22,-1.0363003,-1.1378087,"('untrustworthy', 'trustworthy')",-1.6044024,-1.623313,-0.967496,-1.1264303,-1.2027329,-1.2958507,0.0931178
77,-1.0128388,-0.77899045,"('unmotivated', 'motivated')",-0.36270994,-0.16018967,-1.009917,-0.77315164,-0.7951553,-0.5707773,-0.224378
42,-1.0120316,-1.1428252,"('unreliable', 'reliable')",-0.32827142,-0.34625524,-2.9403706,-3.0697532,-1.4268912,-1.5196112,0.09272
71,0.94516635,1.026033,"('diffident', 'self-confident')",0.7750792,0.8209218,0.48835427,0.34236288,0.7361999,0.7297726,0.0064273
53,-0.9360633,-1.0094019,"('uncreative', 'creative')",-1.2893319,-1.367815,0.5302212,0.22716857,-0.565058,-0.7166828,0.1516248
21,-0.931503,-0.9214555,"('immoral', 'moral')",-2.0847588,-2.122661,-0.8130107,-0.62246984,-1.2764242,-1.2221955,-0.0542287
32,-0.8804871,-0.7160549,"('unkind', 'kind')",-1.8441069,-1.7889467,0.43315297,0.45855606,-0.7638137,-0.6821485,-0.0816652
7,-0.87028176,-1.0345731,"('insensitive', 'sensitive')",-1.7950975,-2.0007439,0.46935776,0.18910146,-0.7320072,-0.9487385,0.2167313
11,-0.86138254,-0.94402045,"('unhelpful', 'helpful')",-2.303906,-2.3424342,1.4726913,1.6835786,-0.5641991,-0.534292,-0.0299071
28,-0.8478828,-1.0186139,"('disloyal', 'loyal')",-1.2471383,-1.3532346,0.9689373,0.8579398,-0.3753612,-0.5046363,0.1292751
