,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,male-female
52,0.8031218,0.4292664,"('irrational', 'rational')",0.106978685,-0.06077663,0.3053414,0.18879668,0.4051473,0.1857621,0.2193852
47,-0.7664741,-0.7197382,"('stupid', 'smart')",-1.0238895,-0.95968604,4.8748026,4.838002,1.0281463,1.0528593,-0.024713
81,-0.7610426,-0.5167445,"('submissive', 'aggressive')",-1.0211062,-0.82202905,-1.1282834,-0.6674548,-0.9701441,-0.6687427,-0.3014014
62,-0.7529764,-0.66784525,"('incompetent', 'brilliant')",-1.700972,-1.6954247,0.113955066,0.42916065,-0.7799978,-0.6447031,-0.1352947
15,0.7348587,0.48009646,"('boring', 'funny')",0.033233225,-0.068636715,-0.28036904,-0.24678954,0.1625743,0.0548901,0.1076842
75,0.719096,0.8274607,"('meek', 'impulsive')",1.3916878,1.5499592,-0.64855736,-0.5776675,0.4874088,0.5999175,-0.1125087
49,-0.7112628,-0.4055334,"('unable', 'able')",-0.73977584,-0.6036948,-0.27074736,0.03748304,-0.5739287,-0.3239151,-0.2500136
59,0.6545464,0.63201934,"('foolish', 'wise')",1.1672574,1.2014942,0.17973867,0.33244982,0.6671809,0.7219878,-0.0548069
68,-0.6232681,-0.3115227,"('dependent', 'independent')",-0.25059864,-0.11919573,-0.8561153,-0.6069112,-0.5766607,-0.3458765,-0.2307842
20,-0.61634946,-0.628714,"('rough', 'thoughtful')",-0.5076319,-0.5343537,1.3232361,1.1320019,0.0664183,-0.0103553,0.0767736
78,-0.6116445,-0.5685732,"('nonresilient', 'resilient')",0.04438995,0.09057791,0.6977635,0.69510555,0.043503,0.0723701,-0.0288671
36,0.59037775,0.2735989,"('hostile', 'amicable')",0.73571104,0.54028636,0.19308859,-0.09898701,0.5063925,0.2382994,0.2680931
38,-0.54536253,-0.55245394,"('untruthful', 'truthful')",-0.9723508,-0.9496766,-0.48430756,-0.22538348,-0.6673403,-0.575838,-0.0915023
29,-0.4868778,-0.42726952,"('unfair', 'fair')",-0.033936083,-0.032439016,-0.1544267,-0.3373105,-0.2250802,-0.265673,0.0405928
44,0.48360735,0.62144136,"('prejudiced', 'unprejudiced')",0.8507002,0.92465585,-1.4071834,-1.3865392,-0.024292,0.053186,-0.077478
1,-0.46103287,-0.8082211,"('unfriendly', 'friendly')",-1.2721876,-1.3801566,1.3376263,0.9378691,-0.1318647,-0.4168363,0.2849716
12,-0.46037942,-0.64451844,"('unsupportive', 'supportive')",-1.4525359,-1.556602,-1.9774487,-2.0598247,-1.296788,-1.4203151,0.1235271
24,-0.45679995,-0.5175254,"('dishonest', 'honest')",-2.3433316,-2.3605633,0.2833687,0.4255062,-0.8389209,-0.8175275,-0.0213934
31,0.4480496,0.23446117,"('evil', 'good')",0.60047036,0.5100606,-0.8693314,-1.108689,0.0597295,-0.1213891,0.1811186
64,-0.43136138,-0.383891,"('shy', 'confident')",-0.22000489,-0.14322402,-6.303357,-6.188731,-2.3182411,-2.2386154,-0.0796257
8,0.4213202,-0.03619283,"('unaffectionate', 'affectionate')",-0.9270866,-1.14631,0.95550877,0.6730852,0.1499141,-0.1698058,0.3197199
19,-0.42072502,-0.50338495,"('inhospitable', 'hospitable')",-0.31960025,-0.34421897,-0.5545446,-0.40820727,-0.4316233,-0.4186037,-0.0130196
72,-0.41624326,-0.11590628,"('unambitious', 'ambitious')",-0.97325116,-0.7391745,-0.38505647,-0.027450575,-0.591517,-0.2941771,-0.2973399
27,-0.40417102,-0.69830835,"('hardhearted', 'softhearted')",-1.0455635,-1.2627118,1.4567504,1.0005883,0.0023386,-0.3201439,0.3224825
74,-0.39989042,-0.72469246,"('undedicated', 'dedicated')",-0.55881643,-0.78836066,-0.25658664,-0.60059047,-0.4050978,-0.7045479,0.2994501
73,0.3983652,0.38946557,"('helpless', 'self-reliant')",1.1455147,1.2707579,-2.962514,-2.8802464,-0.472878,-0.4066743,-0.0662037
66,0.3787349,0.30894965,"('inactive', 'active')",0.5572284,0.40197963,0.643649,0.46712667,0.5265374,0.3926853,0.1338521
84,0.3496034,0.4019717,"('inferior', 'superior')",0.5079963,0.6624164,1.081399,1.4249561,0.6463329,0.8297814,-0.1834485
67,0.34476346,0.6395259,"('doubtful', 'determined')",1.331423,1.5306739,-0.7043369,-0.49901906,0.3239499,0.5570603,-0.2331104
34,-0.33671954,-0.2112867,"('mean', 'honorable')",-1.2314252,-1.1481473,5.2446575,5.419176,1.2255042,1.3532473,-0.1277431
18,-0.33197886,-0.20640756,"('disagreeable', 'welcoming')",-1.3245658,-1.232271,-0.65374726,-0.6922078,-0.7700973,-0.7102954,-0.0598019
88,-0.32842445,-0.44481993,"('low', 'eminent')",-0.5096129,-0.60377014,-0.5896935,-0.59264326,-0.4759103,-0.5470778,0.0711675
48,-0.32179672,-0.19710264,"('unintelligent', 'intelligent')",-1.8792691,-1.8307711,0.65897864,0.9210969,-0.514029,-0.3689256,-0.1451034
61,-0.31313536,-0.34280434,"('illogical', 'logical')",-1.3899026,-1.3954575,0.5701304,0.35573974,-0.3776359,-0.4608407,0.0832048
58,-0.29196227,-0.4757681,"('undiscriminating', 'discriminating')",-1.2272761,-1.422739,0.12388209,-0.12630332,-0.4651188,-0.6749368,0.209818
79,0.27750152,-0.022055462,"('wavering', 'unwavering')",0.80752844,0.59348124,-0.29940265,-0.28217074,0.2618758,0.0964184,0.1654574
17,-0.26319408,-0.49234593,"('nasty', 'nice')",-0.71202576,-0.82067484,-0.8854686,-0.7476352,-0.6202295,-0.6868853,0.0666558
40,-0.25348556,-0.41479045,"('stingy', 'generous')",-0.6185529,-0.7059871,-1.822214,-2.0965948,-0.8980842,-1.0724575,0.1743733
16,0.2534348,0.15085119,"('unpopular', 'popular')",-0.058950722,-0.10664962,0.24756315,0.21548559,0.1473491,0.0865624,0.0607867
50,-0.19873714,-0.45468023,"('clumsy', 'skillful')",0.719429,0.4725137,0.6219883,0.49043754,0.3808934,0.1694237,0.2114697
80,-0.15757564,-0.2563594,"('dominated', 'dominating')",-0.23535493,-0.4208551,-0.92838556,-0.90517086,-0.4404387,-0.5274618,0.0870231
87,0.13105336,-0.040763885,"('unsuccessful', 'successful')",0.11705144,-0.073956124,0.93893266,0.9381833,0.3956792,0.2744878,0.1211914
54,0.12762593,0.2937177,"('incapable', 'capable')",0.4544847,0.63032496,0.9131141,1.2017653,0.4984082,0.7086027,-0.2101945
83,-0.11253969,0.08969478,"('powerless', 'powerful')",0.3346905,0.39283842,-0.9387774,-0.7626295,-0.2388755,-0.0933654,-0.1455101
37,0.10577943,-0.22023803,"('fake', 'genuine')",-0.3582296,-0.5146217,0.28941584,0.15835425,0.0123219,-0.1921685,0.2044904
26,-0.090279356,-0.4860789,"('hardhearted', 'benevolent')",-0.14623086,-0.4173326,1.5246507,0.9583906,0.4293802,0.0183264,0.4110538
6,0.07932884,-0.07901014,"('distant', 'open')",0.1334025,0.14553142,-0.365232,-0.68967324,-0.0508336,-0.2077173,0.1568837
2,0.067051575,0.096480705,"('unlikable', 'likable')",-0.33370945,-0.36581704,0.5053631,0.41558146,0.0795684,0.0487484,0.03082
9,-0.060362615,-0.27604657,"('unaffectionate', 'caring')",-1.0767887,-1.1652774,1.4449389,1.3614931,0.1025959,-0.0266103,0.1292062
4,-0.011402935,-0.30367222,"('disliked', 'liked')",0.6969483,0.4969524,-7.104896,-7.3320537,-2.1397835,-2.3795911,0.2398076
5,-0.007319197,-0.01293384,"('distant', 'outgoing')",0.4364221,0.50802326,-0.5498417,-0.5376878,-0.0402463,-0.0141995,-0.0260468
39,-0.0059738364,-0.07874194,"('exploitative', 'cooperative')",-0.67708117,-0.7291126,0.3856506,0.4014416,-0.0991348,-0.135471,0.0363362
