,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
19,-0.49333876,-0.40242848,"('inhospitable', 'hospitable')",-0.5609513,-0.4969752,-0.18734291,-0.30411616,-0.4138776,-0.4011733,-0.0127043
17,0.49323782,0.517103,"('nasty', 'nice')",-0.34729946,-0.34433427,-0.8251502,-0.78745383,-0.226404,-0.204895,-0.021509
44,0.4840331,0.39934602,"('prejudiced', 'unprejudiced')",-0.534451,-0.39941204,-1.7480688,-1.677116,-0.5994956,-0.5590607,-0.0404349
76,0.48183244,0.46856597,"('anxious', 'daring')",0.47475895,0.52701706,0.62407315,0.8593085,0.5268882,0.6182972,-0.091409
51,0.44235054,0.41159725,"('uneducated', 'educated')",0.102467254,0.16049182,0.76775724,0.8859879,0.437525,0.4860257,-0.0485007
3,-0.4320746,-0.374186,"('repellent', 'pleasant')",0.06881374,-0.010902591,0.2362168,0.34128934,-0.042348,-0.0145998,-0.0277482
32,0.4184883,0.4458568,"('unkind', 'kind')",0.76625896,0.76687294,1.31075,1.3505356,0.8318324,0.8544218,-0.0225894
14,0.41716957,0.37542683,"('antisocial', 'social')",2.0091658,1.9948142,-0.7092068,-0.49719056,0.5723762,0.6243501,-0.0519739
20,-0.41666323,-0.46420628,"('rough', 'thoughtful')",0.22831522,0.15593821,0.73445725,0.5549113,0.1820364,0.0822144,0.099822
61,-0.3918811,-0.3965017,"('illogical', 'logical')",1.3626796,1.2380797,0.27239,0.08291252,0.4143962,0.3081635,0.1062327
64,0.38715926,0.4296703,"('shy', 'confident')",0.9480346,0.98556685,-6.4257517,-6.2300434,-1.6968527,-1.6049353,-0.0919174
54,-0.37558198,-0.3129492,"('incapable', 'capable')",0.89806014,0.87149173,0.93356013,0.8658705,0.4853461,0.4748043,0.0105418
29,-0.36626413,-0.41487914,"('unfair', 'fair')",-0.36430773,-0.35278016,-0.83447623,-0.9138038,-0.5216827,-0.5604877,0.038805
0,-0.36507046,-0.49386862,"('unsociable', 'sociable')",1.1396016,0.9476928,-0.14911409,-0.11468151,0.2084724,0.1130476,0.0954248
74,-0.3553598,-0.2573272,"('undedicated', 'dedicated')",0.4598696,0.55772465,0.16821945,0.23295082,0.0909097,0.1777828,-0.0868731
87,0.33804408,0.19696839,"('unsuccessful', 'successful')",1.7101352,1.5953386,0.7403346,0.72707427,0.9295046,0.8397938,0.0897108
2,-0.3195274,-0.24859893,"('unlikable', 'likable')",2.1531663,2.2337182,0.40288442,0.42109695,0.7455078,0.802072,-0.0565642
21,0.3194773,0.3268858,"('immoral', 'moral')",0.9131231,0.87394583,-0.525668,-0.3990626,0.2356441,0.2672563,-0.0316122
73,0.29109824,0.35747933,"('helpless', 'self-reliant')",0.4458154,0.4496432,-3.6216419,-3.672863,-0.9615761,-0.9552468,-0.0063293
63,-0.25720063,-0.26313505,"('unperceptive', 'insightful')",1.5869704,1.5403131,1.745651,1.7432233,1.0251403,1.0068005,0.0183398
43,0.25390652,0.25248396,"('irresponsible', 'responsible')",1.2470728,1.2898139,0.70729285,0.8594585,0.7360907,0.8005854,-0.0644947
65,0.24097191,0.18002698,"('insecure', 'secure')",0.079586565,-0.013159081,0.015505075,0.09400351,0.1120212,0.0869571,0.0250641
34,-0.23891458,-0.2422041,"('mean', 'honorable')",0.830931,0.7899594,6.627466,6.659926,2.4064941,2.4025604,0.0039337
15,0.22808087,0.32107782,"('boring', 'funny')",-0.26232997,-0.18617561,0.27349648,0.19985317,0.0797491,0.1115851,-0.031836
12,0.2138717,0.42733493,"('unsupportive', 'supportive')",1.3833706,1.4647462,-1.6715014,-1.6150416,-0.024753,0.0923465,-0.1170995
33,-0.21256997,-0.2615804,"('wrong', 'right')",0.66246545,0.6692336,-1.117351,-1.3872384,-0.2224852,-0.3265284,0.1040432
23,-0.21063168,-0.39610457,"('insincere', 'sincere')",0.8788074,0.771067,6.1165977,6.1182585,2.2615911,2.1644069,0.0971842
26,-0.20493922,-0.14098182,"('hardhearted', 'benevolent')",1.3245447,1.2793051,1.0228114,0.92379236,0.714139,0.6873719,0.0267671
82,0.18417566,0.22321284,"('poor', 'rich')",0.20439914,0.17164399,6.7651377,6.735158,2.3845708,2.3766716,0.0078992
41,-0.17495316,0.01723734,"('unforgiving', 'forgiving')",1.0962911,1.1809373,-0.18817076,-0.2837127,0.2443891,0.3048206,-0.0604315
48,-0.16990782,-0.14550446,"('unintelligent', 'intelligent')",-0.21481568,-0.29868653,0.51374155,0.60605234,0.043006,0.0539538,-0.0109478
49,-0.15968375,-0.14863843,"('unable', 'able')",-0.8059444,-0.6779748,-0.09603058,-0.037776332,-0.3538862,-0.2881299,-0.0657563
50,0.14476436,0.254851,"('clumsy', 'skillful')",0.3818549,0.4668039,0.36265674,0.2578537,0.2964253,0.3265029,-0.0300776
59,-0.1222164,-0.14604819,"('foolish', 'wise')",0.27384812,0.264913,-0.0014580721,-0.2770886,0.0500579,-0.0527413,0.1027992
11,-0.113857076,-0.17266493,"('unhelpful', 'helpful')",0.762384,0.7793688,2.4838533,2.6844988,1.0441267,1.0970675,-0.0529408
27,-0.10012162,-0.08603977,"('hardhearted', 'softhearted')",0.17317052,0.23603885,1.6218876,1.4738165,0.5649788,0.5412718,0.023707
69,-0.03713435,0.03207077,"('lazy', 'industrious')",0.39051637,0.43742764,-0.94410306,-1.2033101,-0.196907,-0.2446039,0.0476969
