,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
6,-1.6762141,-1.5293798,"('distant', 'open')",-0.8640373,-0.7831571,-0.033171926,-0.26952663,-0.8578077,-0.8606879,0.0028802
1,-1.6473192,-1.6185681,"('unfriendly', 'friendly')",1.0881482,0.8650271,1.6112862,1.2014439,0.3507051,0.149301,0.2014041
53,-1.6059308,-1.4359558,"('uncreative', 'creative')",0.8113263,0.67802775,1.1809688,0.85844994,0.1287881,0.0335073,0.0952808
52,-1.5317289,-1.6465676,"('irrational', 'rational')",-0.38178903,-0.5613202,-0.5738752,-1.0558999,-0.829131,-1.0879292,0.2587982
72,-1.4815974,-1.479357,"('unambitious', 'ambitious')",-0.27632126,-0.27443814,-1.2386985,-1.2120332,-0.9988724,-0.9886095,-0.0102629
36,-1.4800724,-1.2587538,"('hostile', 'amicable')",-0.6597777,-0.77669084,-0.1576276,-0.60253894,-0.7658259,-0.8793279,0.113502
79,-1.4035219,-1.4040084,"('wavering', 'unwavering')",-0.97415715,-0.9155004,0.07191711,-0.057328146,-0.7685874,-0.792279,0.0236916
30,1.3476194,1.3148018,"('intolerant', 'tolerant')",1.2674496,1.276007,1.2799674,1.348305,1.2983454,1.313038,-0.0146926
31,-1.302984,-1.1673856,"('evil', 'good')",-1.4755435,-1.3711169,-1.7092972,-2.0094724,-1.4959415,-1.5159915,0.02005
5,-1.1758407,-1.0065094,"('distant', 'outgoing')",0.04863286,0.14191276,-0.5687874,-0.76093686,-0.5653318,-0.5418445,-0.0234873
37,1.1654286,1.1226891,"('fake', 'genuine')",-0.44302595,-0.4586061,0.67217684,0.6131304,0.4648598,0.4257378,0.039122
9,-1.1633371,-1.0952361,"('unaffectionate', 'caring')",1.3644453,1.1732886,0.7897693,0.6356785,0.3302925,0.2379104,0.0923821
8,-1.1357006,-0.9588427,"('unaffectionate', 'affectionate')",-0.11202539,-0.15495777,0.024593974,-0.17936823,-0.4077107,-0.4310563,0.0233456
85,-1.128589,-0.97242767,"('insignificant', 'prestigious')",0.5603244,0.4910499,-0.2647593,-0.58841616,-0.2776747,-0.356598,0.0789233
70,1.1128646,1.2375956,"('lethargic', 'energetic')",0.56393903,0.70043504,1.3911957,1.6609755,1.0226665,1.1996687,-0.1770022
57,-1.1000152,-0.8092907,"('unimaginative', 'imaginative')",0.023245523,0.10151083,-2.442713,-2.4730804,-1.1731609,-1.0602868,-0.1128741
42,1.0237025,1.2556683,"('unreliable', 'reliable')",0.8787747,1.1620716,-2.4655302,-2.309268,-0.1876843,0.0361573,-0.2238416
16,-1.0182709,-1.0033842,"('unpopular', 'popular')",-0.43587703,-0.37079433,0.41378522,0.32625672,-0.3467875,-0.3493073,0.0025198
60,1.0120848,0.8880393,"('inefficient', 'efficient')",0.9445497,0.9190321,0.38971186,0.6105486,0.7821155,0.8058734,-0.0237579
78,-0.9817772,-0.89348805,"('nonresilient', 'resilient')",1.5471758,1.5254285,0.891162,0.8993628,0.4855202,0.5104344,-0.0249142
46,0.9373498,1.06649,"('uncompetitive', 'competitive')",1.5177546,1.5037298,0.38309246,0.549123,0.9460656,1.039781,-0.0937154
80,0.8761605,0.76358366,"('dominated', 'dominating')",-0.026365167,-0.012056295,-0.76308304,-0.5772134,0.0289041,0.0581047,-0.0292006
39,0.8749765,0.8189917,"('exploitative', 'cooperative')",0.7590428,0.7194813,-0.3510439,-0.39884627,0.4276585,0.3798756,0.0477829
28,-0.8509365,-0.88533956,"('disloyal', 'loyal')",0.0042428393,-0.16153096,1.1365864,0.98441815,0.0966309,-0.0208174,0.1174483
86,-0.8347295,-0.8134321,"('uninfluential', 'influential')",0.033809923,-0.0051673483,0.1155529,0.19676471,-0.2284556,-0.2072783,-0.0211773
25,-0.83424246,-0.86684966,"('egoistic', 'altruistic')",-0.749885,-0.8067155,1.3195304,1.0129507,-0.088199,-0.2202048,0.1320058
77,-0.80818295,-0.83360434,"('unmotivated', 'motivated')",1.1492597,1.0184466,-0.7960947,-0.75617254,-0.1516727,-0.1904434,0.0387707
56,0.7932047,0.7600408,"('impractical', 'practical')",0.83976597,0.9228044,0.091986544,0.25916755,0.5749857,0.6473376,-0.0723519
13,0.7769531,0.69797724,"('impolite', 'polite')",1.0176481,0.8990482,0.38493043,0.4493571,0.7265105,0.6821275,0.044383
58,-0.7743151,-0.6298548,"('undiscriminating', 'discriminating')",1.2345259,1.2323478,0.25171548,0.20338094,0.2373088,0.2686247,-0.0313159
68,-0.7608371,-0.9697293,"('dependent', 'independent')",-1.6095041,-1.6491656,-0.3813419,-0.54595304,-0.9172277,-1.0549494,0.1377217
84,0.7521319,0.77464545,"('inferior', 'superior')",0.4940898,0.4848556,0.8718597,0.8277306,0.7060271,0.6957439,0.0102832
67,0.739355,0.64476323,"('doubtful', 'determined')",0.28235403,0.34249038,-0.34863853,-0.24222404,0.2243568,0.2483432,-0.0239864
55,0.72651803,0.7901593,"('incompetent', 'clever')",-0.1546065,-0.1262551,-0.010737285,0.13837221,0.1870581,0.2674255,-0.0803674
88,-0.71422046,-0.72373104,"('low', 'eminent')",-0.72417754,-0.686728,0.26411253,0.3034416,-0.3914285,-0.3690058,-0.0224227
35,-0.68411386,-0.65153795,"('corrupt', 'incorrupt')",-1.6614789,-1.6449655,-0.71333516,-0.96748084,-1.0196427,-1.0879948,0.0683521
18,-0.6780188,-0.59551364,"('disagreeable', 'welcoming')",-0.6344857,-0.45648536,-0.50070995,-0.54873705,-0.6044048,-0.5335787,-0.0708261
47,0.6198236,0.5535013,"('stupid', 'smart')",1.0416965,0.9928566,5.772771,5.7653017,2.478097,2.4372199,0.0408771
75,-0.61553955,-0.5062157,"('meek', 'impulsive')",-0.8892947,-0.7645369,-0.46892944,-0.47279578,-0.6579212,-0.5811828,-0.0767384
4,-0.60982627,-0.48949704,"('disliked', 'liked')",-0.33392316,-0.25105748,-6.4695587,-6.5956144,-2.4711027,-2.4453896,-0.0257131
83,-0.60243964,-0.5506757,"('powerless', 'powerful')",0.3357125,0.40130064,-1.042759,-1.0311425,-0.4364954,-0.3935059,-0.0429895
45,0.59489536,0.554203,"('incompetent', 'competent')",0.32383513,0.27146202,0.051366962,-0.023383714,0.3233658,0.2674271,0.0559387
81,0.5700377,0.6223315,"('submissive', 'aggressive')",1.5793058,1.598736,0.037058666,0.35118824,0.7288007,0.8574185,-0.1286178
38,-0.5686642,-0.6357936,"('untruthful', 'truthful')",0.28803933,0.29474774,0.019418385,-0.055390507,-0.0870688,-0.1321455,0.0450767
40,-0.55754834,-0.43697092,"('stingy', 'generous')",0.9447525,0.93224037,-1.6039348,-1.8064926,-0.4055769,-0.4370744,0.0314975
66,-0.5494939,-0.55452716,"('inactive', 'active')",1.1188401,1.0287879,1.2892151,1.1573019,0.6195204,0.5438542,0.0756662
22,0.544457,0.5583109,"('untrustworthy', 'trustworthy')",-0.25923,-0.20034823,-1.0388232,-0.96114784,-0.2511987,-0.2010617,-0.050137
71,0.53894824,0.5577969,"('diffident', 'self-confident')",1.6225011,1.5554914,0.41479835,0.34573084,0.8587492,0.8196731,0.0390761
10,0.5357508,0.5273818,"('unsympathetic', 'sympathetic')",0.030396834,0.0268021,0.53881896,0.78219193,0.3683222,0.4454586,-0.0771364
62,0.5304076,0.47720438,"('incompetent', 'brilliant')",0.9600728,1.0171773,0.32102206,0.44078293,0.6038342,0.6450549,-0.0412207
24,0.5166525,0.3808647,"('dishonest', 'honest')",0.26370043,0.22537729,0.7261551,0.7612651,0.5021694,0.4558357,0.0463337
7,0.51072615,0.55073494,"('insensitive', 'sensitive')",0.946912,1.0200174,1.1255018,1.2170305,0.8610466,0.929261,-0.0682144
