,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,male-female
9,1.904645,2.030838,"('unaffectionate', 'caring')",1.9381559,1.9280661,0.6523198,0.44729143,1.4983735,1.4687319,0.0296416
3,-1.6285635,-1.4872227,"('repellent', 'pleasant')",-1.6602856,-1.3349525,0.5023913,0.9213074,-0.9288193,-0.6336226,-0.2951967
15,1.6030626,1.7691581,"('boring', 'funny')",1.8545048,1.8572638,0.9773546,1.1113838,1.4783074,1.5792686,-0.1009612
81,-1.581158,-1.8847743,"('submissive', 'aggressive')",-2.1377025,-2.1728754,-0.22887968,-0.61878467,-1.3159134,-1.5588115,0.2428981
22,-1.5247629,-1.5894004,"('untrustworthy', 'trustworthy')",-1.769879,-1.7439582,-0.5502112,-0.5556353,-1.2816177,-1.2963313,0.0147136
53,1.5078375,1.8151022,"('uncreative', 'creative')",1.268403,1.4445395,0.92654186,1.0138115,1.2342608,1.4244844,-0.1902236
77,-1.5045844,-1.4422028,"('unmotivated', 'motivated')",-1.2259498,-1.2126592,-0.66395193,-0.6476099,-1.1314953,-1.100824,-0.0306713
59,1.4436203,1.3290505,"('foolish', 'wise')",1.8203523,1.6337017,-0.006903954,-0.033842463,1.0856896,0.9763033,0.1093863
8,1.3951058,1.4859954,"('unaffectionate', 'affectionate')",2.0492806,1.9292637,-0.13584739,-0.5149464,1.1028464,0.9667709,0.1360755
64,-1.3285996,-1.1392465,"('shy', 'confident')",-1.3886671,-1.2599324,-4.9203963,-5.023034,-2.5458876,-2.474071,-0.0718166
32,1.2624023,1.208673,"('unkind', 'kind')",0.9444006,0.8062379,1.050915,0.8181397,1.0859059,0.9443502,0.1415557
14,-1.239363,-1.1788727,"('antisocial', 'social')",-1.2099482,-0.92098886,-0.76781225,-0.4771054,-1.0723745,-0.858989,-0.2133855
71,1.2275993,1.5148982,"('diffident', 'self-confident')",2.3010159,2.3580563,0.30874532,0.18583292,1.2791201,1.3529291,-0.073809
46,-1.2271109,-1.2888943,"('uncompetitive', 'competitive')",-1.8579596,-1.5401351,-0.34682086,-0.39367566,-1.1439638,-1.074235,-0.0697288
11,1.2084523,0.5802544,"('unhelpful', 'helpful')",0.30208373,-0.055137552,2.9878185,2.4621055,1.4994515,0.9957407,0.5037108
23,1.1634603,0.79827034,"('insincere', 'sincere')",0.38935193,0.36933914,5.514726,5.489623,2.3558461,2.2190774,0.1367687
68,-1.0893264,-0.88269114,"('dependent', 'independent')",-1.3451777,-1.0383637,-1.7227691,-1.3714124,-1.3857578,-1.097489,-0.2882688
41,-1.0760132,-0.8084183,"('unforgiving', 'forgiving')",-1.3223225,-1.0832012,0.03803886,0.17267007,-0.7867656,-0.5729831,-0.2137825
21,-1.0526862,-0.7896628,"('immoral', 'moral')",-1.2632874,-0.82410765,-0.6271548,-0.47715846,-0.9810429,-0.6969763,-0.2840666
56,1.0149295,0.7594709,"('impractical', 'practical')",0.29969126,0.33460066,0.6420994,0.3853063,0.65224,0.4931259,0.1591141
37,-1.0038246,-1.2562162,"('fake', 'genuine')",-1.8492602,-2.091644,0.16243976,-0.3162517,-0.8968817,-1.2213707,0.324489
88,0.9923071,1.2413356,"('low', 'eminent')",0.30026814,0.5274441,-0.11048089,-0.09452883,0.3940314,0.5580837,-0.1640523
80,-0.97824407,-1.2954069,"('dominated', 'dominating')",-1.8832988,-1.9091065,-0.49472532,-0.78614146,-1.118756,-1.3302183,0.2114623
85,0.95079935,1.5333736,"('insignificant', 'prestigious')",1.8919879,2.0734532,-1.1282873,-0.89390105,0.5715,0.9043086,-0.3328086
5,0.88456005,1.2618247,"('distant', 'outgoing')",0.93902963,0.9262108,-1.0618393,-0.99584377,0.2539168,0.3973972,-0.1434804
72,0.88382536,0.7689876,"('unambitious', 'ambitious')",1.0241331,1.1663845,-0.9022784,-1.0690975,0.3352267,0.2887582,0.0464685
13,-0.8837244,-0.9770527,"('impolite', 'polite')",-1.0860333,-0.8813336,0.05411792,-0.08265504,-0.6385466,-0.6470138,0.0084672
50,0.8662973,0.65490246,"('clumsy', 'skillful')",0.00070989877,-0.2052169,0.14949544,-0.2150448,0.3388342,0.0782136,0.2606206
12,0.8661495,0.686137,"('unsupportive', 'supportive')",1.014602,0.8526955,-1.5156693,-1.9335477,0.121694,-0.1315717,0.2532657
10,-0.8512287,-0.9110634,"('unsympathetic', 'sympathetic')",-1.5624635,-1.2433121,-0.30436844,-0.5309284,-0.9060202,-0.8951013,-0.0109189
70,-0.8174739,-1.0891299,"('lethargic', 'energetic')",-1.9102215,-1.9404764,0.51128536,0.20895258,-0.7388034,-0.9402179,0.2014145
16,0.81262517,1.0559249,"('unpopular', 'popular')",1.395907,1.5823594,0.1493395,0.46314573,0.7859573,1.03381,-0.2478527
1,0.8078954,1.1405872,"('unfriendly', 'friendly')",1.2161628,1.2084694,0.9702958,0.90632117,0.9981181,1.0851259,-0.0870078
45,-0.79787797,-1.1846211,"('incompetent', 'competent')",-1.5086443,-1.59973,-0.4581301,-0.8372352,-0.9215508,-1.2071954,0.2856446
66,-0.7733034,-0.504851,"('inactive', 'active')",-0.27931285,-0.01019093,-0.3862864,-0.086191736,-0.4796342,-0.2004112,-0.279223
26,0.7458044,1.1304101,"('hardhearted', 'benevolent')",2.023602,2.0408928,0.7518794,0.8473286,1.1737619,1.3395438,-0.1657819
40,-0.73999417,-0.40663922,"('stingy', 'generous')",-0.77133054,-0.55720425,-2.4891932,-2.5176935,-1.3335059,-1.1605123,-0.1729936
2,-0.7369674,-0.6959653,"('unlikable', 'likable')",-0.68540454,-0.7097365,0.66430247,0.75073296,-0.2526898,-0.218323,-0.0343668
86,-0.72745055,-0.58573043,"('uninfluential', 'influential')",-0.73255765,-0.5350428,-0.59511924,-0.66513956,-0.6850425,-0.5953043,-0.0897382
31,-0.72104317,-0.38824543,"('evil', 'good')",0.0409585,-0.1166923,-1.4640284,-1.370296,-0.7147044,-0.6250779,-0.0896265
75,-0.71273744,-0.5870365,"('meek', 'impulsive')",-0.28699318,-0.26475364,-0.24943887,-0.21638396,-0.4163898,-0.356058,-0.0603318
84,0.6954162,0.87117416,"('inferior', 'superior')",0.7925691,0.96137106,0.43395224,0.58212906,0.6406459,0.8048914,-0.1642455
58,-0.67408675,-0.44571775,"('undiscriminating', 'discriminating')",-0.5288539,-0.462388,-0.029975913,-0.028698452,-0.4109722,-0.3122681,-0.0987041
61,0.55951405,0.52352726,"('illogical', 'logical')",0.45224175,0.55626756,-0.36137462,-0.27481332,0.2167937,0.2683272,-0.0515335
82,0.5424144,0.3138311,"('poor', 'rich')",0.21653381,0.19922866,5.428729,5.772315,2.0625591,2.0951249,-0.0325658
57,-0.5011997,-0.36352438,"('unimaginative', 'imaginative')",-1.0203345,-0.6706934,-2.615657,-2.8017848,-1.3790638,-1.2786675,-0.1003963
62,0.4989573,-0.120603874,"('incompetent', 'brilliant')",-0.48438373,-0.77308154,0.5759994,0.15879129,0.1968577,-0.2449647,0.4418224
4,-0.47709826,0.008297965,"('disliked', 'liked')",0.008591285,0.056436844,-6.131287,-6.412542,-2.1999313,-2.1159356,-0.0839957
48,0.4675548,0.1487613,"('unintelligent', 'intelligent')",0.103272066,-0.12066669,0.045825124,-0.06218113,0.2055507,-0.0113622,0.2169129
44,-0.4534535,-0.64964575,"('prejudiced', 'unprejudiced')",-1.2956109,-1.276246,-0.8766744,-0.830269,-0.8752463,-0.9187202,0.0434739
34,-0.4487838,-0.3576045,"('mean', 'honorable')",0.02722884,0.07928354,4.594314,4.8811016,1.3909197,1.5342603,-0.1433406
69,-0.43698478,-0.36201918,"('lazy', 'industrious')",0.30960655,0.028172627,-1.3718089,-1.3439547,-0.499729,-0.5592671,0.0595381
36,-0.43441114,0.3007905,"('hostile', 'amicable')",0.5648879,0.84097934,-0.96779954,-0.4265528,-0.2791076,0.2384057,-0.5175133
0,-0.43425906,-0.43596354,"('unsociable', 'sociable')",-0.45153624,-0.31465393,-0.09074897,-0.059847288,-0.3255148,-0.2701549,-0.0553599
87,0.42323276,0.22777668,"('unsuccessful', 'successful')",0.42540476,0.5238472,0.29380104,0.43480086,0.3808128,0.3954749,-0.0146621
42,0.3800293,0.338196,"('unreliable', 'reliable')",-0.14370014,-0.12023084,-1.8743947,-2.313543,-0.5460218,-0.698526,0.1525042
24,-0.3765686,-0.3878611,"('dishonest', 'honest')",-0.893939,-0.8263772,0.38664448,0.34951618,-0.294621,-0.2882407,-0.0063803
20,-0.3504841,-0.33858544,"('rough', 'thoughtful')",-0.3310713,-0.39242658,0.11849826,0.22571295,-0.1876857,-0.168433,-0.0192527
33,0.31748262,0.6512999,"('wrong', 'right')",0.8701765,1.0652604,-0.8389067,-0.85367656,0.1162508,0.2876279,-0.1713771
63,0.31509268,0.08494814,"('unperceptive', 'insightful')",0.08474888,-0.07032839,1.0629694,0.6025616,0.4876037,0.2057271,0.2818766
52,-0.29749396,0.0017106757,"('irrational', 'rational')",0.8177927,0.813149,-0.66064465,-0.52492243,-0.046782,0.0966457,-0.1434277
6,0.29711816,0.7246965,"('distant', 'open')",1.0143579,1.1325765,-1.1050614,-0.9065347,0.0688049,0.3169128,-0.2481079
51,-0.2942716,-0.34300175,"('uneducated', 'educated')",-0.09255702,-0.098603755,0.8354479,1.0297271,0.1495398,0.1960405,-0.0465007
38,0.29273698,0.1242993,"('untruthful', 'truthful')",-0.1826174,-0.41526213,0.16805379,-0.17085662,0.0927245,-0.1539398,0.2466643
35,-0.29247475,0.1336715,"('corrupt', 'incorrupt')",0.074631035,0.06146145,-1.4285506,-1.2136595,-0.5487981,-0.3395089,-0.2092892
54,0.28568482,0.29635638,"('incapable', 'capable')",0.6062484,0.5336996,0.4481969,0.46580252,0.44671,0.4319528,0.0147572
83,-0.24231763,0.04144676,"('powerless', 'powerful')",-0.006058242,0.08201421,-1.1356481,-0.9869744,-0.4613413,-0.2878378,-0.1735035
