,safeway_male,safeway_female,tuple,inc_male,inc_female,average_male,average_female,male-female
56,2.003549,1.8342643,"('impractical', 'practical')",0.6594718,0.44077715,1.3315104,1.1375207,0.1939897
60,1.964943,1.8502494,"('inefficient', 'efficient')",0.88696456,0.91463673,1.4259539,1.3824431,0.0435108
36,-1.9035337,-1.5184422,"('hostile', 'amicable')",-0.92419827,-0.5649189,-1.413866,-1.0416806,-0.3721854
80,1.7975199,1.3047048,"('dominated', 'dominating')",-0.88096,-1.1176969,0.45828,0.093504,0.364776
42,1.76262,1.767395,"('unreliable', 'reliable')",-2.6104934,-2.770156,-0.4239367,-0.5013804,0.0774437
55,1.5361174,1.167168,"('incompetent', 'clever')",0.43271488,0.4306419,0.9844161,0.798905,0.1855111
62,1.5292791,1.1729304,"('incompetent', 'brilliant')",1.5213567,1.2257758,1.5253179,1.1993531,0.3259648
11,1.5108311,1.2411851,"('unhelpful', 'helpful')",2.6167855,2.4668612,2.0638084,1.8540232,0.2097852
53,-1.3628136,-1.4632488,"('uncreative', 'creative')",0.6926186,0.74819636,-0.3350975,-0.3575262,0.0224287
46,1.3604978,0.86667216,"('uncompetitive', 'competitive')",-0.13374946,-0.23146784,0.6133742,0.3176022,0.295772
31,-1.3511552,-1.0447165,"('evil', 'good')",-1.703332,-1.4443127,-1.5272436,-1.2445146,-0.282729
12,1.3301824,1.2028503,"('unsupportive', 'supportive')",-1.2189713,-1.2021886,0.0556056,0.0003309,0.0552747
8,-1.2997373,-0.9713165,"('unaffectionate', 'affectionate')",0.4154848,0.61135393,-0.4421263,-0.1799813,-0.262145
81,1.2968854,1.1211795,"('submissive', 'aggressive')",0.36040056,0.13270497,0.828643,0.6269422,0.2017008
52,-1.2546735,-0.89083093,"('irrational', 'rational')",-0.7509028,-0.5057481,-1.0027881,-0.6982895,-0.3044986
19,-1.242231,-1.1280028,"('inhospitable', 'hospitable')",-0.11193785,0.19218764,-0.6770844,-0.4679075,-0.2091769
75,-1.2230874,-1.1303742,"('meek', 'impulsive')",-0.6208675,-0.6810882,-0.9219775,-0.9057312,-0.0162463
65,1.2096542,1.2434183,"('insecure', 'secure')",0.0033958293,-0.064756885,0.606525,0.5893307,0.0171943
78,1.1983739,0.76991796,"('nonresilient', 'resilient')",0.80553305,0.75813794,1.0019535,0.764028,0.2379255
38,1.1565626,1.1439457,"('untruthful', 'truthful')",0.677905,0.68156946,0.9172338,0.9127576,0.0044762
71,1.1409459,1.1666143,"('diffident', 'self-confident')",0.6105351,0.73642963,0.8757405,0.951522,-0.0757815
35,-1.0319072,-0.8643706,"('corrupt', 'incorrupt')",-0.8459426,-0.5922859,-0.9389249,-0.7283282,-0.2105967
26,-1.0123335,-0.59734046,"('hardhearted', 'benevolent')",0.9585245,1.4421427,-0.0269045,0.4224011,-0.4493056
5,-0.966996,-0.699228,"('distant', 'outgoing')",-0.20953569,-0.023687735,-0.5882658,-0.3614579,-0.2268079
79,-0.95669985,-0.7832856,"('wavering', 'unwavering')",-0.054368917,-0.10923957,-0.5055344,-0.4462626,-0.0592718
63,0.94797844,0.73396295,"('unperceptive', 'insightful')",1.8096023,1.6789637,1.3787904,1.2064633,0.1723271
85,-0.9187372,-0.60029536,"('insignificant', 'prestigious')",-0.3470062,-0.006269209,-0.6328717,-0.3032823,-0.3295894
1,-0.85786927,-0.6760606,"('unfriendly', 'friendly')",1.6524028,1.8502933,0.3972667,0.5871164,-0.1898497
7,0.8443597,0.72121143,"('insensitive', 'sensitive')",1.1737324,0.9161151,1.0090461,0.8186632,0.1903829
13,0.8409774,0.78744614,"('impolite', 'polite')",0.17405796,0.3978418,0.5075177,0.592644,-0.0851263
32,0.834136,0.7919255,"('unkind', 'kind')",1.4613239,1.5190928,1.1477299,1.1555091,-0.0077792
18,-0.82952905,-0.69965196,"('disagreeable', 'welcoming')",-0.29433784,-0.13716635,-0.5619335,-0.4184092,-0.1435243
6,-0.8131989,-0.56588537,"('distant', 'open')",-0.02126125,0.13563487,-0.4172301,-0.2151252,-0.2021049
