,tegna_male,tegna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
39,0.63930386,0.900668,"('exploitative', 'cooperative')",-0.11513555,0.037700474,0.2620842,0.4691842,-0.2071
64,0.6104981,0.62184805,"('shy', 'confident')",-6.085527,-6.5118966,-2.7375145,-2.9450243,0.2075098
51,-0.6023353,-0.51227677,"('uneducated', 'educated')",0.6377341,0.59639525,0.0176994,0.0420592,-0.0243598
52,-0.5786304,-0.5247901,"('irrational', 'rational')",-0.57536143,-0.4127618,-0.5769959,-0.468776,-0.1082199
38,-0.57168573,-0.42431465,"('untruthful', 'truthful')",0.29584983,0.57801044,-0.137918,0.0768479,-0.2147659
17,-0.5677933,-0.42449754,"('nasty', 'nice')",-0.66781366,-0.58767027,-0.6178035,-0.5060839,-0.1117196
81,0.552578,0.86628807,"('submissive', 'aggressive')",-0.0017275065,-0.081322946,0.2754252,0.3924825,-0.1170573
46,0.5197727,0.25386313,"('uncompetitive', 'competitive')",-0.12593773,-0.41662824,0.1969175,-0.0813826,0.2783001
28,-0.50172305,-0.60707074,"('disloyal', 'loyal')",0.5096286,0.55709827,0.0039528,-0.0249862,0.028939
78,-0.49658537,-0.760357,"('nonresilient', 'resilient')",0.67184097,0.43589792,0.0876278,-0.1622296,0.2498574
15,-0.493378,-0.35192835,"('boring', 'funny')",0.41595128,0.46485978,-0.0387134,0.0564657,-0.0951791
73,0.49284956,0.51502556,"('helpless', 'self-reliant')",-3.0854206,-3.1591914,-1.2962855,-1.3220829,0.0257974
61,-0.48104784,-0.46592298,"('illogical', 'logical')",0.036784206,0.030963207,-0.2221318,-0.2174799,-0.0046519
71,-0.47791737,-0.49342486,"('diffident', 'self-confident')",-0.18482351,-0.06678541,-0.3313704,-0.2801051,-0.0512653
63,-0.45332408,-0.36759025,"('unperceptive', 'insightful')",1.339227,1.2688724,0.4429514,0.4506411,-0.0076897
22,0.4395106,0.33838484,"('untrustworthy', 'trustworthy')",-0.6583205,-0.7627884,-0.1094049,-0.2122018,0.1027969
43,0.43632358,0.29332396,"('irresponsible', 'responsible')",0.68087405,0.65002275,0.5585988,0.4716734,0.0869254
67,0.4275475,0.62230855,"('doubtful', 'determined')",-0.24505357,-0.14317599,0.091247,0.2395663,-0.1483193
20,0.42008364,0.27781606,"('rough', 'thoughtful')",1.198677,1.0711113,0.8093803,0.6744637,0.1349166
24,0.4082497,0.23603497,"('dishonest', 'honest')",0.8295263,0.95109916,0.618888,0.5935671,0.0253209
37,0.39984697,0.21616803,"('fake', 'genuine')",0.44271526,0.3855008,0.4212811,0.3008344,0.1204467
70,0.39275482,0.34627798,"('lethargic', 'energetic')",0.9252918,0.78749114,0.6590233,0.5668846,0.0921387
4,-0.38992485,-0.25320014,"('disliked', 'liked')",-6.6570973,-6.9628367,-3.5235112,-3.6080184,0.0845072
59,0.37731248,0.41400704,"('foolish', 'wise')",0.13882577,0.31665295,0.2580691,0.36533,-0.1072609
27,-0.3345237,-0.52695525,"('hardhearted', 'softhearted')",1.2193693,1.3185892,0.4424228,0.395817,0.0466058
77,-0.3276572,-0.5314495,"('unmotivated', 'motivated')",-0.6434604,-0.825929,-0.4855588,-0.6786892,0.1931304
7,0.30766398,0.1328371,"('insensitive', 'sensitive')",0.75730723,0.6359423,0.5324856,0.3843897,0.1480959
47,0.30586827,0.24779214,"('stupid', 'smart')",5.4767213,5.7831125,2.8912947,3.0154524,-0.1241577
11,-0.29177302,-0.2167871,"('unhelpful', 'helpful')",2.0004637,2.1411161,0.8543453,0.9621645,-0.1078192
69,0.2667853,0.108981915,"('lazy', 'industrious')",-0.5561397,-0.5822962,-0.1446772,-0.2366571,0.0919799
16,-0.2520246,-0.22203976,"('unpopular', 'popular')",0.4051117,0.36925972,0.0765436,0.07361,0.0029336
3,0.21323226,0.14190227,"('repellent', 'pleasant')",0.13959332,-0.085666835,0.1764128,0.0281177,0.1482951
68,-0.21045363,-0.13093793,"('dependent', 'independent')",0.021293785,-0.09509121,-0.0945799,-0.1130146,0.0184347
34,0.19616053,0.13064387,"('mean', 'honorable')",6.108893,6.4222393,3.1525266,3.2764416,-0.123915
58,-0.19503453,-0.022455394,"('undiscriminating', 'discriminating')",0.123813845,0.14245048,-0.0356103,0.0599975,-0.0956078
82,0.19423735,0.20657718,"('poor', 'rich')",6.0797515,6.2540193,3.1369944,3.2302983,-0.0933039
32,0.18256593,0.08098382,"('unkind', 'kind')",0.7607366,0.7525708,0.4716513,0.4167773,0.054874
29,0.17128187,0.13692005,"('unfair', 'fair')",-0.42935556,-0.51672244,-0.1290368,-0.1899012,0.0608644
50,0.132477,0.30517542,"('clumsy', 'skillful')",0.1992391,0.23121712,0.1658581,0.2681963,-0.1023382
12,-0.118299276,-0.16302821,"('unsupportive', 'supportive')",-1.5996062,-1.7161855,-0.8589527,-0.9396068,0.0806541
87,0.11688903,0.016491938,"('unsuccessful', 'successful')",0.5740215,0.5051045,0.3454553,0.2607982,0.0846571
23,-0.10872628,-0.17470843,"('insincere', 'sincere')",5.919187,6.147319,2.9052303,2.9863052,-0.0810749
10,-0.09907559,-0.15548897,"('unsympathetic', 'sympathetic')",0.049564756,-0.0070284363,-0.0247554,-0.0812587,0.0565033
75,-0.080413446,-0.08325935,"('meek', 'impulsive')",-0.4264995,-0.27016923,-0.2534565,-0.1767143,-0.0767422
72,0.073103875,0.1650457,"('unambitious', 'ambitious')",-0.6210883,-0.5700079,-0.2739922,-0.2024811,-0.0715111
18,0.065050274,0.23197307,"('disagreeable', 'welcoming')",-0.5530416,-0.520879,-0.2439957,-0.144453,-0.0995427
33,0.055873126,0.07842986,"('wrong', 'right')",-0.63118976,-0.59069264,-0.2876583,-0.2561314,-0.0315269
48,0.04896097,0.108700044,"('unintelligent', 'intelligent')",1.0442668,0.9910697,0.5466139,0.5498849,-0.003271
74,-0.048627574,-0.036951587,"('undedicated', 'dedicated')",-0.39428836,-0.44989645,-0.221458,-0.243424,0.021966
49,0.0431981,0.39640304,"('unable', 'able')",-0.0106588155,0.07020483,0.0162696,0.2333039,-0.2170343
83,0.03410439,0.06808874,"('powerless', 'powerful')",-0.7813034,-0.8242487,-0.3735995,-0.37808,0.0044805
13,-0.031866856,0.0134876035,"('impolite', 'polite')",-0.025427282,-0.036460634,-0.0286471,-0.0114865,-0.0171606
45,0.014672346,-0.016364308,"('incompetent', 'competent')",-0.11809226,-0.33752,-0.05171,-0.1769422,0.1252322
41,0.008807242,0.30620277,"('unforgiving', 'forgiving')",-0.04504236,-0.064900234,-0.0181176,0.1206513,-0.1387689
