,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
74,-1.2618839,-0.99205196,"('undedicated', 'dedicated')",-0.3706821,-0.2709172,-0.816283,-0.6314846,-0.1847984
0,-1.2419431,-1.0714971,"('unsociable', 'sociable')",-0.33475536,-0.41763532,-0.7883493,-0.7445662,-0.0437831
45,-1.1604133,-1.0705814,"('incompetent', 'competent')",-0.1665222,-0.3064192,-0.6634678,-0.6885003,0.0250325
28,-1.137094,-1.0848123,"('disloyal', 'loyal')",0.74054873,0.5171803,-0.1982726,-0.283816,0.0855434
85,-1.133917,-0.9790013,"('insignificant', 'prestigious')",0.0086780265,0.410007,-0.5626194,-0.2844971,-0.2781223
27,-1.1060605,-0.8829369,"('hardhearted', 'softhearted')",0.97856426,1.0993143,-0.0637481,0.1081887,-0.1719368
52,-1.0942292,-1.1063085,"('irrational', 'rational')",-0.58375245,-0.38347906,-0.8389908,-0.7448938,-0.094097
63,-1.0932461,-1.0565135,"('unperceptive', 'insightful')",1.423299,1.2831007,0.1650264,0.1132936,0.0517328
25,-1.0748243,-0.95249295,"('egoistic', 'altruistic')",0.90032244,1.0767366,-0.0872509,0.0621218,-0.1493727
38,-1.0728582,-0.90917116,"('untruthful', 'truthful')",0.16764133,0.1693422,-0.4526084,-0.3699145,-0.0826939
73,0.98060626,0.88014466,"('helpless', 'self-reliant')",-2.784989,-2.4866598,-0.9021914,-0.8032576,-0.0989338
43,-0.9684343,-0.7199579,"('irresponsible', 'responsible')",0.32497194,0.42152992,-0.3217312,-0.149214,-0.1725172
61,-0.9653737,-1.0386508,"('illogical', 'logical')",-0.010822979,-0.062319554,-0.4880983,-0.5504851,0.0623868
79,-0.9579223,-0.7543577,"('wavering', 'unwavering')",-0.3447855,-0.2940538,-0.6513539,-0.5242057,-0.1271482
44,0.9408428,0.76015174,"('prejudiced', 'unprejudiced')",-1.5506994,-1.3726987,-0.3049283,-0.3062735,0.0013452
41,-0.872093,-0.49134776,"('unforgiving', 'forgiving')",-0.0776285,0.08869984,-0.4748608,-0.201324,-0.2735368
30,0.8516911,0.93653816,"('intolerant', 'tolerant')",1.6327417,1.669055,1.2422163,1.3027966,-0.0605803
46,-0.8425744,-0.84713537,"('uncompetitive', 'competitive')",-0.17900169,-0.30759653,-0.5107881,-0.5773659,0.0665778
24,-0.84224033,-0.53824735,"('dishonest', 'honest')",0.67075104,0.5895345,-0.0857446,0.0256436,-0.1113882
71,-0.8318,-0.49536905,"('diffident', 'self-confident')",0.1932126,0.2692828,-0.3192937,-0.1130431,-0.2062506
84,0.8205978,0.7159673,"('inferior', 'superior')",1.3995941,1.3703995,1.110096,1.0431833,0.0669127
72,-0.8194735,-0.75207984,"('unambitious', 'ambitious')",-0.9958486,-1.0090816,-0.9076611,-0.8805807,-0.0270804
54,-0.8130431,-0.84979856,"('incapable', 'capable')",0.9496248,0.94723135,0.0682908,0.0487164,0.0195744
16,-0.7747903,-0.5530162,"('unpopular', 'popular')",0.35141033,0.50703675,-0.21169,-0.0229897,-0.1887003
26,-0.7456714,-0.5688584,"('hardhearted', 'benevolent')",0.8796532,1.2863743,0.0669909,0.358758,-0.2917671
4,-0.7347674,-0.5191933,"('disliked', 'liked')",-5.710131,-5.44681,-3.2224493,-2.9830015,-0.2394478
77,-0.70181733,-0.5041738,"('unmotivated', 'motivated')",-0.7557028,-0.8514358,-0.7287601,-0.6778048,-0.0509553
40,-0.6806442,-0.39699715,"('stingy', 'generous')",-1.3652713,-1.2194009,-1.0229578,-0.808199,-0.2147588
32,-0.6449949,-0.2797455,"('unkind', 'kind')",0.60297,0.84511083,-0.0210125,0.2826827,-0.3036952
76,0.6347022,0.48621428,"('anxious', 'daring')",0.6239444,0.5310513,0.6293233,0.5086328,0.1206905
81,0.6073919,0.57329,"('submissive', 'aggressive')",0.19251983,-0.07339775,0.3999559,0.2499461,0.1500098
87,-0.6067131,-0.55925167,"('unsuccessful', 'successful')",0.57599914,0.71524525,-0.015357,0.0779968,-0.0933538
11,-0.6058038,-0.72785467,"('unhelpful', 'helpful')",1.9903951,1.8516287,0.6922957,0.561887,0.1304087
88,-0.59956855,-0.3499264,"('low', 'eminent')",0.29225728,0.36439472,-0.1536556,0.0072342,-0.1608898
56,0.59827834,0.46800238,"('impractical', 'practical')",0.39871734,0.02506996,0.4984978,0.2465362,0.2519616
82,-0.5965967,-0.6643828,"('poor', 'rich')",5.5961647,5.238909,2.499784,2.2872629,0.2125211
35,-0.5963654,-0.46009812,"('corrupt', 'incorrupt')",-0.5147351,-0.21943527,-0.5555502,-0.3397667,-0.2157835
67,0.59198976,0.85276735,"('doubtful', 'determined')",-0.17557076,-0.1822669,0.2082095,0.3352502,-0.1270407
33,-0.574456,-0.21110544,"('wrong', 'right')",-0.948784,-0.55212677,-0.76162,-0.3816161,-0.3800039
65,0.5733215,0.39165708,"('insecure', 'secure')",-0.29741526,-0.4066347,0.1379531,-0.0074888,0.1454419
39,0.5171639,0.49185756,"('exploitative', 'cooperative')",-0.09311917,0.013202023,0.2120223,0.2525298,-0.0405075
59,-0.51419425,-0.4549828,"('foolish', 'wise')",0.10252399,0.3877498,-0.2058351,-0.0336165,-0.1722186
60,0.51317716,0.7056768,"('inefficient', 'efficient')",0.45342112,0.48121038,0.4832991,0.5934436,-0.1101445
20,0.46531993,0.24176589,"('rough', 'thoughtful')",1.1302156,1.2240199,0.7977678,0.7328929,0.0648749
29,-0.43526247,-0.4517913,"('unfair', 'fair')",-0.5420152,-0.56139797,-0.4886388,-0.5065947,0.0179559
23,-0.43098754,-0.44067645,"('insincere', 'sincere')",5.503622,4.9834304,2.5363173,2.2713771,0.2649402
14,0.4150946,0.1340149,"('antisocial', 'social')",-0.28758746,-0.6024316,0.0637536,-0.2342083,0.2979619
7,-0.3849812,-0.51062965,"('insensitive', 'sensitive')",0.8381351,0.6162131,0.226577,0.0527917,0.1737853
49,0.35343796,0.05367676,"('unable', 'able')",0.37830594,0.012989767,0.365872,0.0333333,0.3325387
17,-0.34714878,-0.50613785,"('nasty', 'nice')",-0.47954884,-0.45284843,-0.4133488,-0.4794931,0.0661443
70,-0.32908896,-0.11921778,"('lethargic', 'energetic')",0.75300276,0.7450625,0.2119569,0.3129224,-0.1009655
51,-0.2884159,-0.39495003,"('uneducated', 'educated')",0.7785195,0.78660107,0.2450518,0.1958255,0.0492263
22,-0.28144467,-0.231199,"('untrustworthy', 'trustworthy')",-0.7639757,-0.85793597,-0.5227102,-0.5445675,0.0218573
42,0.24294677,0.37449795,"('unreliable', 'reliable')",-3.0418239,-2.6156712,-1.3994385,-1.1205866,-0.2788519
18,-0.23749995,-0.13971719,"('disagreeable', 'welcoming')",-0.49737778,-0.35336864,-0.3674389,-0.2465429,-0.120896
3,-0.23325044,-0.35194513,"('repellent', 'pleasant')",0.18251961,-0.0975705,-0.0253654,-0.2247578,0.1993924
69,-0.21044499,-0.15325564,"('lazy', 'industrious')",-0.6432001,-0.3355974,-0.4268225,-0.2444265,-0.182396
68,0.1982229,-0.040286444,"('dependent', 'independent')",0.06260803,-0.12125877,0.1304155,-0.0807726,0.2111881
34,-0.18744384,-0.22948474,"('mean', 'honorable')",5.8410025,5.388222,2.8267794,2.5793688,0.2474106
55,-0.1840375,-0.3024356,"('incompetent', 'clever')",0.3468679,0.19536147,0.0814152,-0.0535371,0.1349523
48,0.1717703,0.16103368,"('unintelligent', 'intelligent')",1.215193,1.1658024,0.6934817,0.663418,0.0300637
13,-0.1664646,0.05486165,"('impolite', 'polite')",0.024054307,0.032336444,-0.0712051,0.043599,-0.1148041
64,-0.14906228,0.060240917,"('shy', 'confident')",-5.9263916,-5.5120435,-3.0377269,-2.7259014,-0.3118255
37,-0.13519156,-0.028852921,"('fake', 'genuine')",0.14317074,0.2725698,0.0039896,0.1218584,-0.1178688
75,-0.124003135,-0.12248503,"('meek', 'impulsive')",-0.3899358,-0.35527667,-0.2569695,-0.2388808,-0.0180887
47,-0.1206666,-0.31915128,"('stupid', 'smart')",5.2276626,4.6563687,2.553498,2.1686087,0.3848893
50,0.11975636,0.29478824,"('clumsy', 'skillful')",0.011531241,0.52174973,0.0656438,0.408269,-0.3426252
83,-0.111852966,-0.090545565,"('powerless', 'powerful')",-0.90699494,-1.0405211,-0.509424,-0.5655333,0.0561093
80,-0.10973989,-0.34109083,"('dominated', 'dominating')",-0.97207487,-1.1653978,-0.5409074,-0.7532443,0.2123369
15,-0.07948311,-0.04835674,"('boring', 'funny')",0.3450234,0.27543622,0.1327702,0.1135397,0.0192305
21,0.07193727,-0.16207227,"('immoral', 'moral')",-0.31974828,-0.49405354,-0.1239055,-0.3280629,0.2041574
62,0.01542335,-0.14918278,"('incompetent', 'brilliant')",0.8790376,0.54409415,0.4472305,0.1974557,0.2497748
2,0.010194369,-0.12540223,"('unlikable', 'likable')",0.35892215,0.4452242,0.1845583,0.159911,0.0246473
