,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-3.0897722,-2.505459,"('unfriendly', 'friendly')",1.108208,1.2539972,-0.9907821,-0.6257309,-0.3650512
9,-2.453256,-2.022415,"('unaffectionate', 'caring')",0.5419898,0.6952511,-0.955633,-0.6635819,-0.2920511
6,-2.23343,-1.9343634,"('distant', 'open')",-0.51995856,-0.38415855,-1.3766942,-1.159261,-0.2174332
86,-2.204779,-1.8624454,"('uninfluential', 'influential')",-0.3897335,-0.4318611,-1.2972562,-1.1471533,-0.1501029
8,-2.1949015,-1.994102,"('unaffectionate', 'affectionate')",0.029508967,0.2486793,-1.0826962,-0.8727114,-0.2099848
53,-2.0500531,-1.9250414,"('uncreative', 'creative')",0.6518663,0.58154255,-0.6990934,-0.6717495,-0.0273439
36,-2.044808,-1.9184666,"('hostile', 'amicable')",-0.62333864,-0.4542445,-1.3340733,-1.1863556,-0.1477177
57,-1.7604126,-1.5646151,"('unimaginative', 'imaginative')",-2.458978,-2.233824,-2.1096952,-1.8992195,-0.2104757
5,-1.7570124,-1.4325011,"('distant', 'outgoing')",-0.65595996,-0.49693328,-1.2064862,-0.9647171,-0.2417691
31,-1.7253436,-1.4878929,"('evil', 'good')",-1.5691117,-1.4771595,-1.6472276,-1.4825262,-0.1647014
66,-1.6005167,-1.4771187,"('inactive', 'active')",0.21405454,0.40156734,-0.693231,-0.5377757,-0.1554553
10,-1.5010624,-1.3393443,"('unsympathetic', 'sympathetic')",-0.095179744,-0.17595491,-0.7981211,-0.7576496,-0.0404715
12,-1.4948808,-1.2496524,"('unsupportive', 'supportive')",-1.599715,-1.4344125,-1.547298,-1.3420324,-0.2052656
58,-1.4004564,-1.3601255,"('undiscriminating', 'discriminating')",0.15191507,0.13857612,-0.6242707,-0.6107747,-0.013496
78,-1.3890291,-1.3487134,"('nonresilient', 'resilient')",0.60793746,0.4679821,-0.3905458,-0.4403656,0.0498198
19,-1.2883829,-1.090078,"('inhospitable', 'hospitable')",-0.4487704,-0.115203075,-0.8685766,-0.6026405,-0.2659361
