,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
35,-2.0380983,-2.154493,"('corrupt', 'incorrupt')",0.745168,0.8266853,-1.1383735,-1.411784,-0.8104347,-0.9131973,0.1027626
39,2.0069218,1.8651454,"('exploitative', 'cooperative')",0.8880934,0.7948764,-0.056446735,-0.08751143,0.9461895,0.8575034,0.0886861
36,-1.9487109,-2.2263188,"('hostile', 'amicable')",2.1043622,1.848721,-0.72459733,-0.96252966,-0.1896487,-0.4467092,0.2570605
11,1.8280448,2.0042338,"('unhelpful', 'helpful')",-0.7577792,-0.6058669,1.5919585,1.7928957,0.887408,1.0637542,-0.1763462
12,1.8070043,1.8367196,"('unsupportive', 'supportive')",-0.009532034,-0.046957456,-1.5341395,-1.338537,0.0877776,0.1504084,-0.0626308
62,1.7291858,2.141311,"('incompetent', 'brilliant')",-0.1602427,0.02647996,0.44093236,0.8551658,0.6699585,1.0076522,-0.3376937
60,1.6044853,1.7543327,"('inefficient', 'efficient')",-0.9951839,-0.7842634,0.38717523,0.7021909,0.3321589,0.5574201,-0.2252612
51,1.5673822,1.3660611,"('uneducated', 'educated')",-1.7994952,-1.8529525,-0.01134165,-0.026576102,-0.0811516,-0.1711558,0.0900042
74,1.4962128,1.2701912,"('undedicated', 'dedicated')",-0.07079761,-0.13498282,-0.018836882,-0.059316795,0.4688595,0.3586305,0.110229
42,1.4681469,1.6226596,"('unreliable', 'reliable')",0.43856114,0.43523642,-2.4274614,-2.2916422,-0.1735845,-0.0779154,-0.0956691
43,1.3786317,1.5611141,"('irresponsible', 'responsible')",-0.8425178,-0.84749025,0.7184374,1.0449872,0.4181838,0.5862037,-0.1680199
56,1.3630321,1.6642208,"('impractical', 'practical')",-0.55819416,-0.2974123,0.10191422,0.41323924,0.3022507,0.5933493,-0.2910986
63,1.2887263,1.4000669,"('unperceptive', 'insightful')",0.11383098,0.119417064,0.47444674,0.7688292,0.625668,0.7627711,-0.1371031
85,-1.2824512,-1.3496994,"('insignificant', 'prestigious')",1.5040275,1.3078322,-0.56691617,-0.86223084,-0.1151133,-0.301366,0.1862527
10,1.2803835,1.217972,"('unsympathetic', 'sympathetic')",-2.2512572,-2.3319786,0.8199689,0.98889595,-0.0503016,-0.0417035,-0.0085981
70,1.1862724,1.223529,"('lethargic', 'energetic')",-1.0898596,-1.1247494,1.1411786,1.2876201,0.4125305,0.4621332,-0.0496027
