,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
2,1.1529464,1.1925558,"('unlikable', 'likable')",1.4946018,1.428965,0.56023705,0.68320394,1.0692617,1.1015749,-0.0323132
23,1.1455053,1.3526676,"('insincere', 'sincere')",0.0071176775,0.0020059347,5.953437,6.101142,2.3686867,2.4852718,-0.1165851
81,1.1194786,1.026924,"('submissive', 'aggressive')",-1.0814246,-1.0356814,-0.036996804,0.13576496,0.0003524,0.0423359,-0.0419835
40,1.1185848,1.032125,"('stingy', 'generous')",1.2798843,1.2528603,-1.7797717,-1.804872,0.2062324,0.1600378,0.0461946
76,1.0979027,1.2551596,"('anxious', 'daring')",-0.39114,-0.352385,0.431346,0.55811375,0.3793696,0.4869628,-0.1075932
65,1.0901115,1.1666876,"('insecure', 'secure')",-0.5316474,-0.56638604,0.3653734,0.6120988,0.3079458,0.4041335,-0.0961877
55,1.0855389,0.9698837,"('incompetent', 'clever')",-1.8223958,-1.8486135,0.14891171,0.25063387,-0.1959817,-0.2093653,0.0133836
21,1.0764194,1.0686963,"('immoral', 'moral')",-1.2659853,-1.238145,-0.3803842,-0.19967186,-0.1899834,-0.1230402,-0.0669432
16,-1.0560598,-0.824179,"('unpopular', 'popular')",0.29974183,0.51484776,-0.17971905,-0.20410524,-0.3120123,-0.1711455,-0.1408668
31,-1.0355697,-1.2658241,"('evil', 'good')",0.7787837,0.68267095,-0.9431853,-1.127425,-0.3999904,-0.5701927,0.1702023
73,1.0227947,1.0877774,"('helpless', 'self-reliant')",1.1233823,1.2261034,-3.4401174,-3.3203402,-0.4313134,-0.3354864,-0.095827
80,0.9888526,0.9040667,"('dominated', 'dominating')",-0.5374441,-0.5174784,-0.49891013,-0.5549589,-0.0158339,-0.0561235,0.0402896
30,0.9672113,0.90422064,"('intolerant', 'tolerant')",-0.96439743,-0.9254719,0.6270615,0.7537578,0.2099585,0.2441688,-0.0342103
72,0.9583754,0.98690605,"('unambitious', 'ambitious')",-0.6166633,-0.58016866,0.33569992,0.5880712,0.225804,0.3316029,-0.1057989
24,0.9171682,0.915948,"('dishonest', 'honest')",-0.96870536,-0.92620015,1.078884,1.1860883,0.3424489,0.3919454,-0.0494965
87,0.9090936,0.85122836,"('unsuccessful', 'successful')",0.80054253,0.8273593,0.2592626,0.24639817,0.6562996,0.641662,0.0146376
28,0.904201,0.98846203,"('disloyal', 'loyal')",-0.56278145,-0.5535603,0.3217669,0.3960854,0.2210621,0.2769957,-0.0559336
32,0.88172543,0.9505452,"('unkind', 'kind')",-0.078555256,0.030970957,1.2266974,1.404672,0.6766225,0.795396,-0.1187735
5,-0.83425516,-0.7833687,"('distant', 'outgoing')",1.6086794,1.6945549,-0.08090937,0.064009845,0.2311716,0.3250654,-0.0938938
9,0.823078,0.8507695,"('unaffectionate', 'caring')",1.311865,1.2349654,1.4500024,1.6158483,1.1949818,1.233861,-0.0388792
82,-0.8157597,-0.26231566,"('poor', 'rich')",-1.4175632,-0.9703759,6.4179006,6.750228,1.3948593,1.8391787,-0.4443194
37,-0.80941135,-1.0083196,"('fake', 'genuine')",-1.5697216,-1.6705908,0.33307284,0.38427538,-0.68202,-0.7648783,0.0828583
38,0.7659044,1.05863,"('untruthful', 'truthful')",0.77141416,0.97100574,-0.19308054,-0.021669619,0.4480793,0.669322,-0.2212427
6,-0.76556605,-0.70556813,"('distant', 'open')",1.3846513,1.4038835,0.37238124,0.4337631,0.3304888,0.3773595,-0.0468707
13,0.7493028,0.90696883,"('impolite', 'polite')",-0.19014758,-0.1725873,0.03493136,0.2834454,0.1980289,0.3392756,-0.1412467
27,0.74709827,0.6680094,"('hardhearted', 'softhearted')",0.0031788908,-0.13990997,1.446309,1.3893148,0.7321954,0.6391381,0.0930573
71,0.68824977,0.79538494,"('diffident', 'self-confident')",1.3432441,1.3813308,0.506459,0.63060135,0.8459843,0.9357724,-0.0897881
14,0.6732385,0.49301478,"('antisocial', 'social')",-0.83829784,-0.900371,-0.07201674,-0.17256986,-0.0790254,-0.1933087,0.1142833
8,-0.6096066,-0.7638228,"('unaffectionate', 'affectionate')",0.4306974,0.26139742,1.0025378,1.0659393,0.2745429,0.187838,0.0867049
75,-0.6062391,-0.5063181,"('meek', 'impulsive')",0.5821736,0.65308553,-0.31227523,-0.2618921,-0.1121136,-0.0383749,-0.0737387
83,0.6038631,0.45385268,"('powerless', 'powerful')",1.1110077,1.0315979,-0.45013982,-0.50213546,0.421577,0.3277717,0.0938053
61,0.60183275,0.6115145,"('illogical', 'logical')",0.46185082,0.45118678,0.11934603,0.046253294,0.3943432,0.3696515,0.0246917
64,0.5856016,0.49099573,"('shy', 'confident')",-0.7934259,-0.77763814,-6.1927896,-6.159422,-2.1335379,-2.1486882,0.0151503
29,-0.57590735,-0.5052006,"('unfair', 'fair')",-0.41134638,-0.4477654,-0.38252133,-0.5394255,-0.4565917,-0.4974639,0.0408722
41,0.57534194,0.42910495,"('unforgiving', 'forgiving')",0.7411126,0.5392303,0.0053504314,-0.057698645,0.4406017,0.3035455,0.1370562
86,0.5746526,0.21182634,"('uninfluential', 'influential')",-1.5253236,-1.7782121,0.11340269,0.021114185,-0.2790895,-0.5150905,0.236001
7,0.54802424,0.50893635,"('insensitive', 'sensitive')",-0.2824004,-0.32631126,0.7957114,0.99846405,0.3537784,0.3936964,-0.039918
44,-0.5409683,-0.48056394,"('prejudiced', 'unprejudiced')",-0.36828402,-0.18968701,-1.3702648,-1.5468049,-0.7598391,-0.7390186,-0.0208205
78,-0.5312616,-0.3419231,"('nonresilient', 'resilient')",0.54823387,0.6037962,-0.5820957,-0.41051385,-0.1883745,-0.0495469,-0.1388276
48,0.519884,0.46601868,"('unintelligent', 'intelligent')",-1.0774701,-1.1789697,0.22039242,0.31767747,-0.1123979,-0.1317579,0.01936
25,-0.5074217,-0.45503536,"('egoistic', 'altruistic')",1.1509364,1.295185,0.34694904,0.21076535,0.3301546,0.350305,-0.0201504
69,-0.47798455,-0.62789005,"('lazy', 'industrious')",2.313181,2.3393872,-1.2357409,-1.4313034,0.1998185,0.0933979,0.1064206
50,-0.45991278,-0.43612754,"('clumsy', 'skillful')",0.2784353,0.38918567,0.09391953,0.05639814,-0.029186,0.0031521,-0.0323381
49,-0.45398623,-0.1184015,"('unable', 'able')",-0.59940094,-0.3915974,-0.27198002,0.082548596,-0.4417891,-0.1424834,-0.2993057
46,0.4525615,0.6304838,"('uncompetitive', 'competitive')",-0.8976892,-0.8938586,-1.0921514,-0.7709543,-0.5124264,-0.3447764,-0.16765
1,-0.417097,-0.40422675,"('unfriendly', 'friendly')",1.0425564,0.8208359,1.1971394,1.3204592,0.6075329,0.5790228,0.0285101
3,0.4137879,0.50390625,"('repellent', 'pleasant')",-0.90584314,-0.867026,0.6289516,0.6111262,0.0456321,0.0826688,-0.0370367
54,0.4090606,0.49952665,"('incapable', 'capable')",1.4140135,1.4086088,1.2141924,1.4337609,1.0124222,1.1139654,-0.1015432
4,-0.39700285,-0.40804997,"('disliked', 'liked')",0.43521178,0.54960126,-7.7037435,-7.602539,-2.5551782,-2.4869959,-0.0681823
18,0.39550287,0.36329573,"('disagreeable', 'welcoming')",0.021853134,-0.020804543,-0.49398804,-0.4658301,-0.025544,-0.041113,0.015569
47,0.36152834,0.6123211,"('stupid', 'smart')",-0.33024728,-0.32675815,5.763103,5.8789496,1.9314613,2.0548375,-0.1233762
79,-0.32317013,-0.38577816,"('wavering', 'unwavering')",0.65904284,0.59656394,-0.39079404,-0.373867,-0.0183071,-0.0543604,0.0360533
66,0.3189145,0.08911916,"('inactive', 'active')",1.2875654,1.0682966,0.7116569,0.36033478,0.7727122,0.5059168,0.2667954
45,0.30642554,0.42530474,"('incompetent', 'competent')",-1.6865493,-1.629209,-0.40353626,-0.32290438,-0.5945533,-0.5089362,-0.0856171
67,0.29312882,0.2825267,"('doubtful', 'determined')",0.16147503,0.12584202,-0.5525657,-0.60678625,-0.0326539,-0.0661392,0.0334853
84,-0.29216915,-0.24007857,"('inferior', 'superior')",-0.09750479,-0.12721133,-0.056694347,-0.09417039,-0.1487894,-0.1538201,0.0050307
0,0.2620756,0.14515388,"('unsociable', 'sociable')",-0.26272088,-0.4030012,-0.21922836,-0.14648624,-0.0732912,-0.1347778,0.0614866
88,-0.25204417,-0.45027104,"('low', 'eminent')",-1.4126889,-1.4147904,-0.13061929,-0.048420087,-0.5984508,-0.6378272,0.0393764
19,-0.24289168,-0.18810824,"('inhospitable', 'hospitable')",-0.6406905,-0.60791725,-0.4634517,-0.32479,-0.4490113,-0.3736052,-0.0754061
26,0.1936156,-0.27795884,"('hardhearted', 'benevolent')",1.5445262,1.1346129,0.7364844,0.4751507,0.8248754,0.4439349,0.3809405
33,0.18194273,0.10678911,"('wrong', 'right')",1.8658906,1.8237826,-0.31227076,-0.43867016,0.5785209,0.4973005,0.0812204
22,0.1817027,0.350821,"('untrustworthy', 'trustworthy')",-1.5665992,-1.560719,-0.60622907,-0.48260468,-0.6637085,-0.5641676,-0.0995409
20,0.17977284,0.17133906,"('rough', 'thoughtful')",-0.2004929,-0.25794768,0.20637998,0.007901363,0.0618866,-0.0262358,0.0881224
53,-0.15846737,0.08093782,"('uncreative', 'creative')",0.036547534,0.09483087,0.1972745,0.3339904,0.0251182,0.1699197,-0.1448015
58,0.14585412,-0.1292117,"('undiscriminating', 'discriminating')",0.89460355,0.6767244,-0.3615743,-0.40303776,0.2262945,0.0481583,0.1781362
15,0.14325814,0.1522182,"('boring', 'funny')",1.4548262,1.37248,0.31554312,0.43492603,0.6378758,0.6532081,-0.0153323
57,0.12750117,0.02593375,"('unimaginative', 'imaginative')",-0.84615713,-0.950446,-2.8692482,-2.6750405,-1.195968,-1.1998509,0.0038829
77,0.11271882,0.18464698,"('unmotivated', 'motivated')",0.27373636,0.19408521,-1.2007976,-1.0246114,-0.2714475,-0.215293,-0.0561545
52,-0.09531091,-0.11905783,"('irrational', 'rational')",0.8216082,0.62206537,-0.18551283,-0.41226864,0.1802615,0.0302463,0.1500152
17,0.09346001,0.054610647,"('nasty', 'nice')",0.52255493,0.5472443,-0.43974382,-0.6604939,0.058757,-0.0195463,0.0783033
34,-0.06866733,0.13230686,"('mean', 'honorable')",0.62908626,0.67585844,4.618928,4.6666694,1.726449,1.8249448,-0.0984958
68,-0.02617418,-0.04630345,"('dependent', 'independent')",-1.8792232,-1.8197889,-1.0283984,-0.9011463,-0.977932,-0.9224129,-0.0555191
59,0.018820591,0.27318624,"('foolish', 'wise')",0.49929267,0.5289806,0.36235172,0.36661768,0.2934883,0.3895948,-0.0961065
