,sandisk_male,sandisk_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-1.6667911,-1.0726953,"('unfriendly', 'friendly')",1.1218247,1.1974683,-0.2724832,0.0623865,-0.3348697
86,-1.5832747,-1.2457161,"('uninfluential', 'influential')",-0.9613659,-1.0090694,-1.2723203,-1.1273928,-0.1449275
19,-1.5118897,-1.4375663,"('inhospitable', 'hospitable')",-0.74918234,-0.8538333,-1.1305361,-1.1456997,0.0151636
53,-1.3598381,-0.87732506,"('uncreative', 'creative')",0.010413846,0.13482466,-0.6747121,-0.3712502,-0.3034619
6,-1.2140257,-0.89845026,"('distant', 'open')",-0.5745391,-0.4743341,-0.8942825,-0.6863922,-0.2078903
32,-1.1824173,-0.99347967,"('unkind', 'kind')",0.15943332,0.19178294,-0.511492,-0.4008484,-0.1106436
69,1.1686428,1.1143278,"('lazy', 'industrious')",-0.39678684,-0.38642,0.385928,0.3639539,0.0219741
57,-1.159367,-0.9969033,"('unimaginative', 'imaginative')",-3.333996,-3.3959885,-2.2466815,-2.1964459,-0.0502356
79,-1.1250285,-1.0127091,"('wavering', 'unwavering')",-0.62147665,-0.5657452,-0.8732526,-0.7892271,-0.0840255
51,-1.1183753,-1.1357006,"('uneducated', 'educated')",0.0739246,-0.1336461,-0.5222254,-0.6346734,0.112448
9,-1.1108067,-0.6226056,"('unaffectionate', 'caring')",0.8372395,0.9834313,-0.1367836,0.1804128,-0.3171964
5,-1.0679595,-0.7529237,"('distant', 'outgoing')",-0.8504563,-0.67639774,-0.9592079,-0.7146608,-0.2445471
31,-1.0647314,-0.89493376,"('evil', 'good')",-0.85585916,-0.74832636,-0.9602953,-0.8216301,-0.1386652
67,1.048909,1.1302356,"('doubtful', 'determined')",-0.5851587,-0.41624653,0.2318751,0.3569945,-0.1251194
38,-0.9937252,-0.68425506,"('untruthful', 'truthful')",-0.669111,-0.61783534,-0.8314181,-0.6510452,-0.1803729
17,-0.97379464,-0.8880273,"('nasty', 'nice')",-0.93037695,-0.86676234,-0.9520858,-0.8773948,-0.074691
0,-0.9713693,-0.711957,"('unsociable', 'sociable')",-0.41779706,-0.35941568,-0.6945832,-0.5356863,-0.1588969
28,-0.94094473,-0.525276,"('disloyal', 'loyal')",0.7540761,1.0260427,-0.0934343,0.2503833,-0.3438176
8,-0.9295164,-0.53874886,"('unaffectionate', 'affectionate')",0.67312586,0.8530065,-0.1281953,0.1571288,-0.2853241
13,-0.9068533,-0.9416841,"('impolite', 'polite')",-1.0133173,-1.2075996,-0.9600853,-1.0746419,0.1145566
76,0.8633472,0.6450912,"('anxious', 'daring')",-0.13794877,-0.3198909,0.3626992,0.1626001,0.2000991
4,-0.8543283,-0.8055695,"('disliked', 'liked')",-7.1134233,-7.28146,-3.9838758,-4.0435147,0.0596389
10,-0.849286,-0.60666776,"('unsympathetic', 'sympathetic')",-0.77446866,-0.76262015,-0.8118774,-0.684644,-0.1272334
82,-0.8458349,-0.4794457,"('poor', 'rich')",5.8339963,6.0254054,2.4940808,2.7729797,-0.2788989
39,0.81313753,0.8421863,"('exploitative', 'cooperative')",0.16958356,0.14026469,0.4913605,0.4912255,0.000135
33,0.79693735,1.0910364,"('wrong', 'right')",-0.72610056,-0.640622,0.0354184,0.2252072,-0.1897888
72,-0.7732252,-0.29741096,"('unambitious', 'ambitious')",-0.8425723,-0.39699015,-0.8078988,-0.3472006,-0.4606982
45,-0.7286759,-0.40130574,"('incompetent', 'competent')",-0.25947198,-0.3229766,-0.4940739,-0.3621412,-0.1319327
12,-0.6819084,-0.41893873,"('unsupportive', 'supportive')",-2.3814387,-2.4092824,-1.5316736,-1.4141105,-0.1175631
36,-0.6796024,-0.52586544,"('hostile', 'amicable')",0.10958525,0.22207291,-0.2850086,-0.1518963,-0.1331123
24,-0.64004546,-0.33527973,"('dishonest', 'honest')",0.026292086,0.1273295,-0.3068767,-0.1039751,-0.2029016
30,0.63313943,0.66913074,"('intolerant', 'tolerant')",0.7310443,0.69329625,0.6820918,0.6812135,0.0008783
43,-0.628885,-0.4604616,"('irresponsible', 'responsible')",0.10686149,0.09260409,-0.2610117,-0.1839287,-0.077083
81,0.6199807,0.46239635,"('submissive', 'aggressive')",-0.81790346,-0.820768,-0.0989614,-0.1791858,0.0802244
74,-0.61080307,-0.1856559,"('undedicated', 'dedicated')",-0.48059392,-0.4086658,-0.5456985,-0.2971609,-0.2485376
44,0.5729224,0.14627266,"('prejudiced', 'unprejudiced')",-0.9868712,-1.1395997,-0.2069744,-0.4966635,0.2896891
78,-0.54884994,-0.6724225,"('nonresilient', 'resilient')",0.0603138,-0.035206273,-0.2442681,-0.3538144,0.1095463
73,0.53817606,0.5474249,"('helpless', 'self-reliant')",-3.0217447,-2.9949424,-1.2417843,-1.2237587,-0.0180256
11,-0.5372758,-0.5329833,"('unhelpful', 'helpful')",1.2289879,1.1675019,0.3458561,0.3172593,0.0285968
61,-0.53696406,-0.39613885,"('illogical', 'logical')",0.21030517,0.1089621,-0.1633295,-0.1435884,-0.0197411
20,0.5356744,0.500603,"('rough', 'thoughtful')",1.1179186,1.1283113,0.8267965,0.8144572,0.0123393
3,-0.51480764,-0.48440892,"('repellent', 'pleasant')",0.52481145,0.6396427,0.0050019,0.0776169,-0.072615
60,0.50523573,0.39548993,"('inefficient', 'efficient')",-0.24909607,-0.2041214,0.1280698,0.0956843,0.0323855
63,-0.5024174,-0.44013512,"('unperceptive', 'insightful')",0.30859774,-0.00084769353,-0.0969098,-0.2204914,0.1235816
84,0.49662596,0.75565034,"('inferior', 'superior')",1.0734203,1.113985,0.7850231,0.9348177,-0.1497946
15,0.4954665,0.46928352,"('boring', 'funny')",-0.028162552,-0.08453517,0.233652,0.1923742,0.0412778
54,-0.49451455,-0.31157386,"('incapable', 'capable')",0.69881195,0.73687565,0.1021487,0.2126509,-0.1105022
14,0.49157462,0.5504018,"('antisocial', 'social')",-0.1297275,-0.1128108,0.1809236,0.2187955,-0.0378719
27,-0.4830414,-0.6382268,"('hardhearted', 'softhearted')",1.2317617,0.94596785,0.3743601,0.1538705,0.2204896
22,-0.4544747,-0.40893734,"('untrustworthy', 'trustworthy')",-1.0115536,-1.056868,-0.7330142,-0.7329026,-0.0001116
52,-0.4520253,-0.37591195,"('irrational', 'rational')",0.2872436,0.3555643,-0.0823908,-0.0101738,-0.072217
16,-0.444705,-0.24303348,"('unpopular', 'popular')",0.20251632,0.25496155,-0.1210943,0.005964,-0.1270583
2,0.40694442,0.5996949,"('unlikable', 'likable')",0.5676043,0.576848,0.4872743,0.5882714,-0.1009971
64,-0.40475735,-0.4323469,"('shy', 'confident')",-6.5956516,-6.591512,-3.5002046,-3.5119295,0.0117249
26,-0.40386668,-0.19417037,"('hardhearted', 'benevolent')",1.6608922,1.5525308,0.6285128,0.6791802,-0.0506674
77,-0.3552719,-0.4763266,"('unmotivated', 'motivated')",-1.3326035,-1.2577578,-0.8439377,-0.8670422,0.0231045
35,-0.35036626,-0.26743457,"('corrupt', 'incorrupt')",-0.26353985,-0.14740287,-0.3069531,-0.2074187,-0.0995344
23,-0.32115272,-0.22997034,"('insincere', 'sincere')",5.254203,5.3193426,2.4665251,2.5446861,-0.078161
42,0.3113897,0.351606,"('unreliable', 'reliable')",-3.4422,-3.5615458,-1.5654051,-1.60497,0.0395649
50,-0.27924493,-0.41124314,"('clumsy', 'skillful')",0.06254973,0.0983199,-0.1083476,-0.1564616,0.048114
66,-0.27460513,-0.0658678,"('inactive', 'active')",0.45290345,0.19088775,0.0891492,0.06251,0.0266392
49,0.26640466,0.030980255,"('unable', 'able')",-0.21168117,-0.2633524,0.0273617,-0.1161861,0.1435478
7,-0.26325095,-0.34831977,"('insensitive', 'sensitive')",0.14593682,0.0006647287,-0.0586571,-0.1738275,0.1151704
65,-0.2578974,-0.37816364,"('insecure', 'secure')",-0.43215948,-0.40890142,-0.3450285,-0.3935325,0.048504
29,-0.25576437,-0.11190134,"('unfair', 'fair')",-0.51002884,-0.4722997,-0.3828966,-0.2921005,-0.0907961
41,-0.24900576,-0.1768105,"('unforgiving', 'forgiving')",-0.047336474,-0.07289811,-0.1481711,-0.1248543,-0.0233168
34,-0.24002537,-0.18585524,"('mean', 'honorable')",5.5115476,5.471412,2.635761,2.6427784,-0.0070174
88,-0.23801439,-0.15621959,"('low', 'eminent')",-0.3158275,-0.44905123,-0.2769209,-0.3026354,0.0257145
71,-0.20427674,0.022924148,"('diffident', 'self-confident')",0.0864864,-0.010102959,-0.0588952,0.0064106,-0.0653058
85,-0.20402649,-0.0055698995,"('insignificant', 'prestigious')",0.11004338,0.013042981,-0.0469916,0.0037365,-0.0507281
21,-0.19648436,-0.38489375,"('immoral', 'moral')",-0.41085246,-0.54951584,-0.3036684,-0.4672048,0.1635364
62,0.16931717,0.47950974,"('incompetent', 'brilliant')",-0.049943358,-0.035651065,0.0596869,0.2219293,-0.1622424
68,-0.16801555,-0.4304747,"('dependent', 'independent')",-0.88928175,-0.9891882,-0.5286487,-0.7098315,0.1811828
37,-0.16721511,-0.15571946,"('fake', 'genuine')",0.064474836,0.12506658,-0.0513701,-0.0153264,-0.0360437
48,0.16021928,0.11724709,"('unintelligent', 'intelligent')",0.62974155,0.5984827,0.3949804,0.3578649,0.0371155
83,-0.1439839,-0.110770874,"('powerless', 'powerful')",-1.1955291,-1.0703297,-0.6697565,-0.5905502,-0.0792063
70,-0.1328844,-0.27735275,"('lethargic', 'energetic')",-0.03780468,-0.22817454,-0.0853445,-0.2527636,0.1674191
46,-0.1203524,-0.09787299,"('uncompetitive', 'competitive')",-1.019641,-1.1138234,-0.5699967,-0.6058482,0.0358515
25,-0.10797733,0.11488654,"('egoistic', 'altruistic')",1.228665,1.4170942,0.5603439,0.7659904,-0.2056465
87,0.09498839,0.0906501,"('unsuccessful', 'successful')",0.78066033,0.4987252,0.4378244,0.2946877,0.1431367
75,-0.07686967,0.10043,"('meek', 'impulsive')",-0.61263305,-0.48582682,-0.3447514,-0.1926984,-0.152053
55,0.073215805,0.11019107,"('incompetent', 'clever')",0.11974704,0.07849622,0.0964814,0.0943436,0.0021378
58,0.06517627,0.29781613,"('undiscriminating', 'discriminating')",0.24016005,0.042077504,0.1526682,0.1699468,-0.0172786
59,0.057653107,0.0003295727,"('foolish', 'wise')",0.09805632,0.21217583,0.0778547,0.1062527,-0.028398
18,-0.031115286,-0.116053194,"('disagreeable', 'welcoming')",-0.5236366,-0.55128413,-0.2773759,-0.3336686,0.0562927
56,-0.029451102,0.1211485,"('impractical', 'practical')",-0.9283844,-0.8592335,-0.4789178,-0.3690425,-0.1098753
47,0.025182426,0.043984782,"('stupid', 'smart')",5.3944955,5.5463834,2.7098389,2.7951841,-0.0853452
40,0.017451495,0.37467912,"('stingy', 'generous')",-2.1020133,-2.0399675,-1.0422809,-0.8326442,-0.2096367
80,-0.009783639,-0.34125933,"('dominated', 'dominating')",-0.9179269,-1.1472441,-0.4638553,-0.7442517,0.2803964
