,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
6,-3.528222,-2.6489804,"('distant', 'open')",-1.613469,-1.2729278,0.21035336,0.569143,-1.6437793,-1.1175884,-0.5261909
5,-2.6441946,-1.9795572,"('distant', 'outgoing')",-1.2867613,-0.9106095,-0.5434934,-0.14117359,-1.4914831,-1.0104468,-0.4810363
31,-2.5839841,-1.732425,"('evil', 'good')",-2.006288,-1.7034279,-1.0643693,-0.78723216,-1.8848804,-1.4076951,-0.4771853
60,2.3231404,1.4141123,"('inefficient', 'efficient')",1.365346,1.0437677,-0.028596953,-0.2539937,1.2199632,0.7346288,0.4853344
36,-2.2982488,-1.4448296,"('hostile', 'amicable')",-1.5543665,-1.2312235,0.3205872,0.7169886,-1.1773427,-0.6530215,-0.5243212
8,-2.2505152,-1.7276958,"('unaffectionate', 'affectionate')",-1.1157298,-0.92892367,0.7246562,0.91076267,-0.8805296,-0.5819523,-0.2985773
1,-2.2017052,-1.7647705,"('unfriendly', 'friendly')",-0.017884348,-0.010611102,1.5390866,1.9045672,-0.2268343,0.0430619,-0.2698962
19,-2.082906,-1.9359841,"('inhospitable', 'hospitable')",-0.9838168,-0.8776082,-0.1429489,0.07689194,-1.0698906,-0.9122335,-0.1576571
80,2.0217848,1.193346,"('dominated', 'dominating')",1.4799541,0.9724608,-0.967667,-1.326271,0.8446906,0.2798452,0.5648454
76,2.0063422,1.3060569,"('anxious', 'daring')",1.2959936,1.1214476,0.27261576,0.08628647,1.1916505,0.8379304,0.3537201
52,-1.9890563,-1.3740498,"('irrational', 'rational')",-1.267858,-1.1062347,-0.19590443,0.073513396,-1.1509396,-0.802257,-0.3486826
85,-1.8715439,-1.0255151,"('insignificant', 'prestigious')",-0.23218904,-0.10472314,0.2936584,0.8256047,-0.6033581,-0.1015445,-0.5018136
38,-1.8006706,-1.2606637,"('untruthful', 'truthful')",-1.048421,-0.9028692,-0.5701269,-0.346347,-1.1397395,-0.8366267,-0.3031128
65,1.7242521,1.1352874,"('insecure', 'secure')",1.140456,0.92973787,0.11974015,-0.08222148,0.9948161,0.6609346,0.3338815
30,1.7018049,1.3012422,"('intolerant', 'tolerant')",1.5773623,1.5015347,0.93493384,0.8922844,1.4047003,1.2316871,0.1730132
46,1.6406982,0.7414823,"('uncompetitive', 'competitive')",2.2342925,1.8581554,-0.12309033,-0.31298694,1.2506335,0.762217,0.4884165
56,1.6194843,1.1479044,"('impractical', 'practical')",0.44790244,0.23871863,-0.63172793,-0.716736,0.4785529,0.2232957,0.2552572
79,-1.5891407,-1.1564937,"('wavering', 'unwavering')",-1.7748895,-1.537794,-0.2950479,-0.103221364,-1.2196927,-0.9325031,-0.2871896
9,-1.4655343,-1.2457392,"('unaffectionate', 'caring')",0.04390192,0.11205561,1.1756272,1.3043872,-0.0820017,0.0569012,-0.1389029
7,1.3682476,1.068404,"('insensitive', 'sensitive')",1.3484414,1.1640673,1.2498026,1.1850086,1.3221639,1.13916,0.1830039
41,-1.2997634,-0.9889891,"('unforgiving', 'forgiving')",-0.10990592,0.049025808,0.20004301,0.31386754,-0.4032088,-0.2086986,-0.1945102
35,-1.2775645,-0.5961984,"('corrupt', 'incorrupt')",-1.8185657,-1.4544258,-0.4168542,-0.114832215,-1.1709948,-0.7218188,-0.449176
4,-1.245926,-0.7834073,"('disliked', 'liked')",-0.4212562,-0.39425758,-6.8255215,-6.394061,-2.8309011,-2.5239086,-0.3069925
39,1.2386745,1.2023387,"('exploitative', 'cooperative')",0.10491048,0.24596316,0.21433955,0.1836143,0.5193082,0.543972,-0.0246638
81,1.2117562,0.5333668,"('submissive', 'aggressive')",1.3242708,1.2254173,-0.6303402,-0.840252,0.6352289,0.3061774,0.3290515
16,-1.1549232,-0.8666043,"('unpopular', 'popular')",-1.1211659,-0.9088482,0.017970249,0.13562542,-0.7527063,-0.5466091,-0.2060972
28,-1.1424431,-0.9451544,"('disloyal', 'loyal')",-0.11577251,-0.0363287,0.9067472,0.87374777,-0.1171561,-0.0359118,-0.0812443
42,1.0767095,0.7540707,"('unreliable', 'reliable')",1.6178916,1.3302383,-2.4637606,-2.5718706,0.0769468,-0.1625205,0.2394673
