,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
21,1.0461442,0.43075532,"('immoral', 'moral')",0.9084649,0.62700105,-0.2976227,-0.5680481,0.5523288,0.1632361,0.3890927
54,-0.96676,-1.0341477,"('incapable', 'capable')",-0.079027906,0.07325694,0.9630812,1.0961051,-0.0275689,0.0450714,-0.0726403
88,-0.90503323,-0.8555187,"('low', 'eminent')",-0.13897645,-0.064019665,-0.051861864,0.08852429,-0.3652905,-0.2770047,-0.0882858
2,-0.88713205,-0.8235594,"('unlikable', 'likable')",1.1212164,1.2532318,0.43125847,0.58913815,0.2217809,0.3396035,-0.1178226
70,0.8860371,0.3523204,"('lethargic', 'energetic')",1.663273,1.4521127,1.1592321,0.9325596,1.2361808,0.9123309,0.3238499
26,-0.88461894,-0.6206982,"('hardhearted', 'benevolent')",1.3267268,1.5194544,1.6791589,1.934909,0.7070889,0.944555,-0.2374661
17,-0.8742343,-0.71562696,"('nasty', 'nice')",-1.1748419,-1.1608491,-0.61701936,-0.5648394,-0.8886985,-0.8137718,-0.0749267
18,-0.8605884,-0.6981251,"('disagreeable', 'welcoming')",-0.22217706,-0.02236443,-0.30423692,-0.15570751,-0.4623341,-0.2920657,-0.1702684
66,-0.83602625,-0.78545314,"('inactive', 'active')",0.6601937,0.6976353,1.1274779,1.2865517,0.3172151,0.3995779,-0.0823628
55,0.812208,-0.0071612224,"('incompetent', 'clever')",0.596592,0.2543009,0.259448,-0.0612703,0.5560826,0.0619565,0.4941261
14,0.80696124,0.30938172,"('antisocial', 'social')",2.0177689,1.7973602,-0.22596009,-0.4335199,0.8662567,0.5577407,0.308516
59,-0.80554324,-0.25495037,"('foolish', 'wise')",-0.44288796,-0.2913145,0.029057318,0.34425303,-0.406458,-0.0673373,-0.3391207
37,0.77600443,0.49074358,"('fake', 'genuine')",0.5508987,0.39155012,0.77862394,0.6102579,0.7018423,0.4975172,0.2043251
23,0.74135494,0.28487203,"('insincere', 'sincere')",0.15449247,0.1132255,5.728631,5.512552,2.2081594,1.9702164,0.237943
64,0.7238024,0.48458663,"('shy', 'confident')",1.1707687,1.0777792,-6.495697,-6.3703437,-1.5337086,-1.6026592,0.0689506
25,-0.7213247,-0.20194617,"('egoistic', 'altruistic')",0.7758796,0.86853236,1.7855432,1.9806817,0.613366,0.8824226,-0.2690566
47,0.69206697,0.58884597,"('stupid', 'smart')",0.5152617,0.54113525,5.4949875,5.378631,2.2341054,2.1695375,0.0645679
77,0.67570513,0.2305545,"('unmotivated', 'motivated')",1.2738383,1.2499986,-0.954691,-0.93055457,0.3316175,0.1833328,0.1482847
50,0.6710888,0.6347048,"('clumsy', 'skillful')",0.3974835,0.34011024,0.2085619,0.23031673,0.4257114,0.4017106,0.0240008
57,0.6567455,0.23266408,"('unimaginative', 'imaginative')",0.7752855,0.5502927,-2.253306,-2.144561,-0.2737583,-0.4538681,0.1801098
3,0.64961606,0.10622343,"('repellent', 'pleasant')",1.2046006,0.9988449,0.74087554,0.42703232,0.8650307,0.5107002,0.3543305
87,0.6442049,0.33803412,"('unsuccessful', 'successful')",0.94211817,0.7620843,0.8332587,0.8461473,0.8065272,0.6487552,0.157772
24,-0.63178885,-0.6172728,"('dishonest', 'honest')",-1.3347056,-1.1823325,0.30236548,0.33654308,-0.5547097,-0.4876874,-0.0670223
0,-0.62253714,-1.0028677,"('unsociable', 'sociable')",0.32352924,0.046471745,-0.25878376,-0.37283054,-0.1859306,-0.4430755,0.2571449
62,0.5856214,-0.0024405755,"('incompetent', 'brilliant')",0.7404295,0.53459054,-0.27659595,-0.35584232,0.3498183,0.0587692,0.2910491
61,0.5625331,0.5075716,"('illogical', 'logical')",0.5010998,0.34661257,0.51736057,0.5395167,0.5269978,0.4645669,0.0624309
84,0.529747,0.46085128,"('inferior', 'superior')",0.26625618,0.18678434,0.89134187,0.91010666,0.5624483,0.5192475,0.0432008
69,-0.5189108,0.18948759,"('lazy', 'industrious')",-0.0008746926,0.3037207,-0.6754508,-0.35684696,-0.3984121,0.0454538,-0.4438659
75,-0.51871043,-0.088680804,"('meek', 'impulsive')",-0.5416709,-0.29778054,-0.407673,-0.24742089,-0.4893515,-0.2112941,-0.2780574
67,0.5118369,0.58536285,"('doubtful', 'determined')",0.28026432,0.38913268,-0.98848385,-0.94553375,-0.0654609,0.0096539,-0.0751148
44,-0.507571,-0.4407418,"('prejudiced', 'unprejudiced')",-1.0872949,-0.92990595,-1.4797232,-1.5426421,-1.0248631,-0.9710967,-0.0537664
63,0.49779123,0.28746566,"('unperceptive', 'insightful')",2.35348,2.0903776,1.2943833,1.301034,1.3818849,1.2262924,0.1555925
71,0.46682253,0.6542116,"('diffident', 'self-confident')",0.8343118,0.81751955,0.59993094,0.63300806,0.6336884,0.7015797,-0.0678913
10,0.46000922,-0.3201626,"('unsympathetic', 'sympathetic')",0.3081449,-0.011718795,0.08552633,-0.22035533,0.2845602,-0.1840789,0.4686391
68,0.453941,0.12689786,"('dependent', 'independent')",0.017114237,-0.17742103,-0.350438,-0.3882488,0.0402057,-0.1462573,0.186463
51,-0.42149508,-0.8900506,"('uneducated', 'educated')",1.0579867,0.7177682,0.4577526,0.23993444,0.3647481,0.0225507,0.3421974
11,0.35086745,0.1452787,"('unhelpful', 'helpful')",-0.17767406,-0.29047453,1.5851303,1.4862775,0.5861079,0.4470272,0.1390807
74,0.3506685,0.022077046,"('undedicated', 'dedicated')",0.34407172,0.23086652,0.05942119,0.10774174,0.2513871,0.1202284,0.1311587
40,0.34809184,0.29765123,"('stingy', 'generous')",0.73708045,0.7354469,-1.1530952,-1.051204,-0.022641,-0.0060353,-0.0166057
72,-0.34655547,-0.4866309,"('unambitious', 'ambitious')",-0.2565968,-0.25945386,-0.9651014,-0.993805,-0.5227513,-0.5799632,0.0572119
33,0.31874323,0.5376534,"('wrong', 'right')",0.43649265,0.54115146,-0.55496407,-0.47993407,0.0667573,0.1996236,-0.1328663
73,0.3154434,0.7231643,"('helpless', 'self-reliant')",0.048819743,0.10705145,-3.1852498,-3.1923773,-0.9403289,-0.7873872,-0.1529417
13,0.30917755,0.2807273,"('impolite', 'polite')",0.41458166,0.44163856,-0.03344057,-0.15387863,0.2301062,0.1894957,0.0406105
32,-0.2959206,-0.51921713,"('unkind', 'kind')",0.6434401,0.5522708,0.9066988,0.93338376,0.4180728,0.3221458,0.095927
22,0.29022986,-0.020385481,"('untrustworthy', 'trustworthy')",0.8318327,0.6216341,-0.4519855,-0.5684169,0.223359,0.0109439,0.2124151
82,-0.24689217,-0.64115953,"('poor', 'rich')",0.3394546,0.33199495,6.0202203,5.873118,2.0375942,1.8546511,0.1829431
53,-0.22336963,-0.43069264,"('uncreative', 'creative')",0.67349106,0.6659601,1.1308889,1.2993846,0.5270034,0.5115507,0.0154527
83,0.19459674,0.046923265,"('powerless', 'powerful')",0.7034678,0.46767166,-0.7607619,-0.94476897,0.0457675,-0.1433914,0.1891589
49,0.18999344,-0.27179676,"('unable', 'able')",-0.41027832,-0.44410518,-0.3018638,-0.29931158,-0.1740496,-0.3384045,0.1643549
20,0.17424756,-0.10555759,"('rough', 'thoughtful')",0.8431332,0.67279357,1.2473286,1.2370679,0.7549032,0.6014346,0.1534686
45,0.16189776,-0.23013967,"('incompetent', 'competent')",0.40365526,0.18611243,-0.15704313,-0.2434669,0.13617,-0.0958314,0.2320014
48,0.1459103,-0.24085544,"('unintelligent', 'intelligent')",0.10518723,-0.10216196,0.33194897,0.33447257,0.1943488,-0.0028483,0.1971971
43,-0.11359982,-0.28638804,"('irresponsible', 'responsible')",0.05202575,0.016109027,0.415865,0.40823847,0.118097,0.0459865,0.0721105
15,-0.07672871,0.16701865,"('boring', 'funny')",-1.3496401,-1.2037045,0.35717967,0.4774415,-0.3563964,-0.1864148,-0.1699816
34,0.07109288,-0.010578126,"('mean', 'honorable')",0.05517246,0.01142928,6.048097,5.996192,2.0581209,1.9990144,0.0591065
12,0.052250475,-0.12155482,"('unsupportive', 'supportive')",0.8636964,0.8443908,-1.5817412,-1.370043,-0.2219315,-0.2157357,-0.0061958
27,-0.05205687,-0.13907397,"('hardhearted', 'softhearted')",0.58273655,0.42368585,1.7608714,1.750324,0.7638504,0.678312,0.0855384
86,0.045251086,-0.5360198,"('uninfluential', 'influential')",0.45882645,0.0631407,0.16041099,-0.09654568,0.2214962,-0.1898083,0.4113045
29,-0.028928429,-0.06091637,"('unfair', 'fair')",-0.09878299,-0.32095128,-0.17341036,-0.20286468,-0.1003739,-0.1949108,0.0945369
58,-0.01338584,0.059885725,"('undiscriminating', 'discriminating')",1.1322407,1.0193851,0.31449956,0.37773454,0.4777848,0.4856685,-0.0078837
78,0.0005901009,-0.37742364,"('nonresilient', 'resilient')",1.4012579,1.0803554,0.43886262,0.497048,0.6135702,0.3999933,0.2135769
