,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
15,0.6818874,0.80214834,"('boring', 'funny')",-0.0003657122,0.19228278,0.3407608,0.4972156,-0.1564548
42,0.68004143,0.8686163,"('unreliable', 'reliable')",-3.003107,-3.1382997,-1.1615329,-1.1348417,-0.0266912
43,-0.671367,-0.47468454,"('irresponsible', 'responsible')",0.52663213,0.484756,-0.0723674,0.0050357,-0.0774031
1,-0.65000814,-0.651894,"('unfriendly', 'friendly')",1.1358736,1.0610263,0.2429327,0.2045662,0.0383665
38,-0.637055,-0.74516594,"('untruthful', 'truthful')",-0.22524102,-0.4063823,-0.431148,-0.5757741,0.1446261
70,-0.63211054,-0.18425322,"('lethargic', 'energetic')",0.4838064,0.34540206,-0.0741521,0.0805744,-0.1547265
77,-0.6072145,-0.45668924,"('unmotivated', 'motivated')",-1.1000533,-1.1017313,-0.8536339,-0.7792103,-0.0744236
21,-0.60344476,-0.05760385,"('immoral', 'moral')",-0.045006137,0.23296453,-0.3242255,0.0876803,-0.4119058
83,0.6006792,0.80356854,"('powerless', 'powerful')",-0.78743845,-0.78260034,-0.0933796,0.0104841,-0.1038637
65,-0.59390175,-0.5279405,"('insecure', 'secure')",0.22133914,0.23773932,-0.1862813,-0.1451006,-0.0411807
28,-0.58244383,0.08032905,"('disloyal', 'loyal')",1.0367967,1.2677472,0.2271764,0.6740381,-0.4468617
52,0.5491963,0.46152043,"('irrational', 'rational')",-0.64578885,-0.39194316,-0.0482963,0.0347886,-0.0830849
67,0.5090919,0.46346912,"('doubtful', 'determined')",-0.3766868,-0.28605926,0.0662026,0.0887049,-0.0225023
82,-0.49682385,-0.3829935,"('poor', 'rich')",6.5118985,6.470869,3.0075374,3.0439377,-0.0364003
50,0.4818336,0.74275964,"('clumsy', 'skillful')",0.020530604,-0.009887241,0.2511821,0.3664362,-0.1152541
19,-0.46676394,-0.6615784,"('inhospitable', 'hospitable')",-0.76497364,-0.8467093,-0.6158688,-0.7541438,0.138275
56,-0.46335995,-0.39148828,"('impractical', 'practical')",-0.04295057,-0.1773826,-0.2531553,-0.2844355,0.0312802
60,-0.45723844,-0.49046502,"('inefficient', 'efficient')",0.66766554,0.38071838,0.1052136,-0.0548733,0.1600869
24,-0.4387598,-0.43003744,"('dishonest', 'honest')",0.60193014,0.6735781,0.0815852,0.1217703,-0.0401851
44,0.4364989,0.28829244,"('prejudiced', 'unprejudiced')",-1.4598532,-1.4241674,-0.5116771,-0.5679375,0.0562604
78,-0.433802,-0.38517344,"('nonresilient', 'resilient')",0.20109822,0.08399075,-0.1163519,-0.1505913,0.0342394
64,-0.43010032,-0.47097358,"('shy', 'confident')",-6.2231574,-6.269027,-3.3266289,-3.3700004,0.0433715
71,0.39163548,0.15633155,"('diffident', 'self-confident')",-0.07096968,-0.19327968,0.1603329,-0.0184741,0.178807
16,0.3785521,0.37075666,"('unpopular', 'popular')",0.12543212,0.16701788,0.2519921,0.2688873,-0.0168952
80,-0.37156743,-0.14966859,"('dominated', 'dominating')",-0.6149018,-0.7341443,-0.4932346,-0.4419064,-0.0513282
35,0.3708423,0.26955327,"('corrupt', 'incorrupt')",-0.91148406,-0.7743053,-0.2703209,-0.252376,-0.0179449
79,-0.33812267,-0.32753888,"('wavering', 'unwavering')",-0.7646559,-0.80222136,-0.5513893,-0.5648801,0.0134908
34,0.32985353,0.15650947,"('mean', 'honorable')",5.587559,5.473252,2.9587064,2.8148806,0.1438258
37,0.32785264,0.44824988,"('fake', 'genuine')",0.13123643,0.08378312,0.2295445,0.2660165,-0.036472
14,-0.32612234,0.17636842,"('antisocial', 'social')",0.36625084,0.50189793,0.0200642,0.3391332,-0.319069
22,-0.3125912,-0.082542896,"('untrustworthy', 'trustworthy')",-0.75751245,-0.7108097,-0.5350518,-0.3966763,-0.1383755
48,-0.30588883,-0.4131329,"('unintelligent', 'intelligent')",1.0721018,0.93926144,0.3831065,0.2630643,0.1200422
6,-0.30495188,-0.62525463,"('distant', 'open')",-1.1630036,-1.1244099,-0.7339777,-0.8748323,0.1408546
31,-0.3023515,-0.27383474,"('evil', 'good')",-1.2512852,-1.180102,-0.7768183,-0.7269683,-0.04985
20,0.30105406,0.6937381,"('rough', 'thoughtful')",0.89084,0.98412365,0.595947,0.8389308,-0.2429838
54,-0.29496005,-0.24785587,"('incapable', 'capable')",0.43410593,0.538907,0.0695729,0.1455256,-0.0759527
9,-0.2790085,-0.24234663,"('unaffectionate', 'caring')",0.79146284,0.6947454,0.2562272,0.2261994,0.0300278
72,-0.26335534,-0.1612508,"('unambitious', 'ambitious')",-0.51261896,-0.4946007,-0.3879871,-0.3279257,-0.0600614
29,-0.26123247,-0.31769297,"('unfair', 'fair')",-0.2865445,-0.21550012,-0.2738885,-0.2665966,-0.0072919
41,-0.25774196,-0.02014833,"('unforgiving', 'forgiving')",0.10510805,0.064830326,-0.076317,0.022341,-0.098658
8,-0.25579038,-0.2061071,"('unaffectionate', 'affectionate')",0.09289327,0.04534768,-0.0814486,-0.0803797,-0.0010689
49,-0.23860657,0.060184006,"('unable', 'able')",-0.34110114,-0.26008803,-0.2898539,-0.099952,-0.1899019
66,0.20857093,0.04745853,"('inactive', 'active')",-0.043702,-0.060554035,0.0824345,-0.0065478,0.0889823
39,0.19551925,0.17693552,"('exploitative', 'cooperative')",-0.0028459877,0.20800689,0.0963366,0.1924712,-0.0961346
4,0.17301771,0.25731754,"('disliked', 'liked')",-6.9941525,-7.1360383,-3.4105675,-3.4393604,0.0287929
32,0.14802608,0.12266851,"('unkind', 'kind')",1.1563702,1.1150538,0.6521981,0.6188611,0.033337
5,-0.14793341,-0.3585732,"('distant', 'outgoing')",-1.2529367,-1.2053854,-0.700435,-0.7819793,0.0815443
47,-0.13850574,0.01716923,"('stupid', 'smart')",5.2547398,5.2336473,2.5581169,2.6254082,-0.0672913
76,-0.11076953,0.09183028,"('anxious', 'daring')",0.0051948763,0.00872609,-0.0527873,0.0502782,-0.1030655
12,-0.10673379,-0.096810356,"('unsupportive', 'supportive')",-1.8762684,-2.077608,-0.9915011,-1.0872092,0.0957081
30,-0.10421443,0.090157144,"('intolerant', 'tolerant')",1.0109413,1.0441256,0.4533634,0.5671414,-0.113778
87,0.103932396,0.19191177,"('unsuccessful', 'successful')",0.56908226,0.58383,0.3365073,0.3878709,-0.0513636
62,-0.101260945,0.045116425,"('incompetent', 'brilliant')",0.6032076,0.44540474,0.2509733,0.2452606,0.0057127
17,0.08867153,-0.025250593,"('nasty', 'nice')",-0.735515,-0.5741874,-0.3234217,-0.299719,-0.0237027
27,-0.07198567,-0.21988867,"('hardhearted', 'softhearted')",1.0220838,1.0194826,0.475049,0.399797,0.075252
74,0.048064493,0.4327398,"('undedicated', 'dedicated')",-0.19078389,-0.13219726,-0.0713597,0.1502713,-0.221631
18,-0.046226956,-0.21362296,"('disagreeable', 'welcoming')",-0.75845075,-0.68515766,-0.4023389,-0.4493903,0.0470514
88,0.035245806,0.27214882,"('low', 'eminent')",-0.09928016,0.02885932,-0.0320172,0.1505041,-0.1825213
58,-0.029441332,0.5363446,"('undiscriminating', 'discriminating')",0.30739388,0.3090253,0.1389763,0.4226849,-0.2837086
40,-0.015246043,0.1242547,"('stingy', 'generous')",-1.8223091,-1.9565676,-0.9187776,-0.9161565,-0.0026211
36,0.010823518,0.4479075,"('hostile', 'amicable')",-0.6502591,-0.32187945,-0.3197178,0.063014,-0.3827318
