,northrop_male,northrop_female,tuple,grumman_male,grumman_female,corp_male,corp_female,average_male,average_female,male-female
3,-1.3053634,-1.3392999,"('repellent', 'pleasant')",-1.4314148,-1.438004,0.8536071,0.8252838,-0.6277237,-0.6506734,0.0229497
82,-1.2413816,-1.3141382,"('poor', 'rich')",-1.7874457,-1.781735,5.995965,5.913308,0.9890459,0.939145,0.0499009
65,-1.2252724,-1.1813693,"('insecure', 'secure')",-2.0310106,-1.87816,-0.3486802,-0.36852387,-1.2016544,-1.1426844,-0.05897
55,-1.2102692,-1.1051068,"('incompetent', 'clever')",-2.3885307,-2.2724025,0.13758545,-0.0009877495,-1.1537382,-1.1261657,-0.0275725
81,-1.1965876,-1.1440141,"('submissive', 'aggressive')",-1.4567364,-1.3285093,-1.381524,-1.5584099,-1.3449494,-1.3436445,-0.0013049
77,-1.1324842,-0.9927247,"('unmotivated', 'motivated')",-0.4214832,-0.30369443,-1.3060541,-1.1154865,-0.9533405,-0.8039686,-0.1493719
23,-1.1214769,-1.1502725,"('insincere', 'sincere')",-2.04733,-2.0583277,5.9966054,5.7996945,0.9425995,0.8636982,0.0789013
47,-1.0392311,-0.93365455,"('stupid', 'smart')",-1.3023543,-1.1393043,4.699901,4.548076,0.7861052,0.8250391,-0.0389339
41,-1.0225832,-1.2926714,"('unforgiving', 'forgiving')",-1.8956256,-2.1250334,0.2732455,-0.28970337,-0.8816544,-1.2358027,0.3541483
86,-1.0019404,-1.4580426,"('uninfluential', 'influential')",-2.1562183,-2.3480918,-0.238217,-0.90702945,-1.1321252,-1.5710546,0.4389294
21,-1.0019113,-1.0524288,"('immoral', 'moral')",-2.1981435,-2.1413202,-1.0011432,-1.061225,-1.4003992,-1.4183246,0.0179254
52,0.995363,0.7497055,"('irrational', 'rational')",0.31755167,0.008494824,0.40768832,0.56445926,0.5735343,0.4408865,0.1326478
22,-0.9847851,-1.010479,"('untrustworthy', 'trustworthy')",-1.8496906,-1.6113334,-0.88834995,-0.9298224,-1.2409418,-1.1838783,-0.0570635
71,0.9764985,1.2313796,"('diffident', 'self-confident')",0.8323435,0.96119356,0.47831538,0.54791325,0.7623858,0.9134955,-0.1511097
36,0.9742589,0.4792424,"('hostile', 'amicable')",1.2858095,0.86775684,0.1979504,0.09331322,0.8193396,0.4801042,0.3392354
20,-0.9348541,-0.67898333,"('rough', 'thoughtful')",-0.54963905,-0.4294392,1.0515435,1.2130177,-0.1443166,0.0348651,-0.1791817
31,0.9331698,0.6355677,"('evil', 'good')",1.0750942,0.7889302,-0.3978489,-0.55068094,0.5368051,0.2912723,0.2455328
15,0.9187084,0.6072408,"('boring', 'funny')",0.11673039,-0.04272388,-0.0072299093,-0.13502744,0.3427363,0.1431632,0.1995731
75,0.9123817,0.8309662,"('meek', 'impulsive')",1.6172993,1.5909711,-0.58246136,-0.51243305,0.6490732,0.6365014,0.0125718
51,-0.9080612,-1.2275949,"('uneducated', 'educated')",-1.1586146,-1.3641065,0.5206451,0.06435657,-0.5153436,-0.8424483,0.3271047
11,-0.8983258,-0.88554645,"('unhelpful', 'helpful')",-2.535377,-2.4804635,1.7084063,1.6460601,-0.5750989,-0.5733166,-0.0017823
7,-0.88082105,-0.8837613,"('insensitive', 'sensitive')",-1.788126,-1.7364813,0.50929016,0.35593066,-0.7198856,-0.7547707,0.0348851
32,-0.8368193,-0.81398594,"('unkind', 'kind')",-1.8911133,-1.8889934,0.79928005,0.36955068,-0.6428841,-0.7778095,0.1349254
78,-0.80862916,-0.58350384,"('nonresilient', 'resilient')",-0.076466285,0.110662475,0.79790425,0.82583237,-0.0290637,0.1176637,-0.1467274
62,-0.79632384,-0.529587,"('incompetent', 'brilliant')",-1.876615,-1.669661,0.01750257,0.23674172,-0.8851454,-0.6541688,-0.2309766
28,-0.7802712,-0.8184963,"('disloyal', 'loyal')",-1.2730879,-1.2819787,1.1487428,0.9682844,-0.3015387,-0.3773969,0.0758582
59,0.7309112,0.67182577,"('foolish', 'wise')",1.0658998,1.1011999,0.16641843,0.48374575,0.6544098,0.7522571,-0.0978473
64,-0.6099879,-0.6922861,"('shy', 'confident')",-0.47766227,-0.41332257,-6.650353,-6.555632,-2.5793344,-2.5537469,-0.0255875
53,-0.60917616,-0.91266537,"('uncreative', 'creative')",-1.0661266,-1.2182499,0.6241131,0.29742584,-0.3503966,-0.6111631,0.2607665
49,-0.60557157,-0.3805565,"('unable', 'able')",-0.6049681,-0.63170314,-0.14752555,0.02863378,-0.4526884,-0.3278753,-0.1248131
8,0.5900771,0.31188762,"('unaffectionate', 'affectionate')",-0.7328551,-0.98540014,1.3156374,1.1331114,0.3909531,0.1531996,0.2377535
79,0.54424936,0.28496116,"('wavering', 'unwavering')",1.1352776,0.7670732,-0.13946721,-0.08997099,0.5133533,0.3206878,0.1926655
72,-0.52667797,-0.40476313,"('unambitious', 'ambitious')",-1.013121,-0.8190875,-0.34858865,-0.3375149,-0.6294626,-0.5204552,-0.1090074
27,-0.5098883,-0.5540445,"('hardhearted', 'softhearted')",-1.1832262,-1.2139761,1.3751606,1.2044704,-0.1059846,-0.1878501,0.0818655
24,-0.49587917,-0.51512307,"('dishonest', 'honest')",-2.470128,-2.3380213,0.38272697,0.40327162,-0.8610934,-0.8166242,-0.0444692
6,0.4614238,0.19639741,"('distant', 'open')",0.39356613,0.16400366,-0.30261013,-0.2946951,0.1841266,0.021902,0.1622246
5,0.43490282,0.26309952,"('distant', 'outgoing')",0.7395276,0.49908027,-0.21556067,-0.08929626,0.3196232,0.2242945,0.0953287
68,-0.43428713,-0.46460527,"('dependent', 'independent')",-0.14329618,-0.17268537,-0.6820503,-0.57978314,-0.4198778,-0.4056913,-0.0141865
34,-0.42579657,-0.18306914,"('mean', 'honorable')",-1.1268535,-0.9778613,5.29947,5.4764943,1.24894,1.4385214,-0.1895814
80,-0.4066089,-0.2091919,"('dominated', 'dominating')",-0.53116846,-0.3781813,-0.9441241,-0.8124243,-0.6273005,-0.4665991,-0.1607014
88,-0.38999808,-0.52425045,"('low', 'eminent')",-0.5275788,-0.6459593,-0.47196323,-0.64725727,-0.46318,-0.6058223,0.1426423
73,0.38773915,0.5983581,"('helpless', 'self-reliant')",1.2414479,1.4045888,-3.0888982,-2.5523114,-0.4865704,-0.1831215,-0.3034489
38,-0.3843094,-0.42597643,"('untruthful', 'truthful')",-0.9626898,-0.91301435,-0.042404663,0.06563482,-0.4631346,-0.424452,-0.0386826
16,0.38238162,0.23768316,"('unpopular', 'popular')",0.105761185,0.008414835,0.31113097,0.32502076,0.2664246,0.1903729,0.0760517
54,0.3793035,0.3181125,"('incapable', 'capable')",0.7401025,0.55185705,1.2108531,1.1047691,0.776753,0.6582462,0.1185068
74,-0.34784108,-0.51066786,"('undedicated', 'dedicated')",-0.68065727,-0.6809387,-0.23264977,-0.6347294,-0.4203827,-0.6087786,0.1883959
12,-0.34693533,-0.41254845,"('unsupportive', 'supportive')",-1.5200368,-1.5187659,-1.8736631,-2.0261252,-1.2468785,-1.3191465,0.072268
84,0.33504906,0.3071069,"('inferior', 'superior')",0.3669102,0.40477857,0.9575064,1.2625921,0.5531552,0.6581592,-0.105004
48,-0.3209854,-0.32634565,"('unintelligent', 'intelligent')",-1.9360954,-1.940227,0.8120101,0.6652886,-0.4816902,-0.5337613,0.0520711
29,-0.2944709,-0.48803133,"('unfair', 'fair')",0.12103357,-0.040573224,0.091434464,-0.075697325,-0.0273343,-0.201434,0.1740997
39,-0.258962,-0.15905793,"('exploitative', 'cooperative')",-0.854398,-0.7278824,0.25597036,0.36216885,-0.2857966,-0.1749238,-0.1108728
44,0.22990061,0.48675972,"('prejudiced', 'unprejudiced')",0.7279391,0.95845956,-1.8629295,-1.6049501,-0.3016966,-0.0532436,-0.248453
67,0.22841918,0.16250783,"('doubtful', 'determined')",1.3025212,1.1323309,-0.70229113,-0.86785376,0.2762164,0.1423283,0.1338881
4,0.21314675,0.0008435501,"('disliked', 'liked')",0.8692573,0.6747111,-7.030231,-7.0499687,-1.982609,-2.1248047,0.1421957
61,-0.21060923,-0.48436305,"('illogical', 'logical')",-1.3185713,-1.4440852,0.8330731,0.45750746,-0.2320358,-0.4903136,0.2582778
26,0.1952698,-0.27999723,"('hardhearted', 'benevolent')",0.005223643,-0.3175026,1.7812057,1.1640011,0.6605664,0.1888338,0.4717326
66,0.18271026,0.006526511,"('inactive', 'active')",0.4959788,0.28935018,0.34514102,0.16416927,0.3412767,0.1533486,0.1879281
9,0.16304782,0.030297026,"('unaffectionate', 'caring')",-0.86562395,-0.9835689,1.7691472,1.6831397,0.3555237,0.2432893,0.1122344
50,-0.16218056,-0.32422733,"('clumsy', 'skillful')",0.7270194,0.61344886,0.65671057,0.4897375,0.4071832,0.259653,0.1475302
83,-0.14785029,0.12937161,"('powerless', 'powerful')",0.37396672,0.41520193,-1.1230284,-0.9601041,-0.2989707,-0.1385102,-0.1604605
19,0.14747632,-0.24189582,"('inhospitable', 'hospitable')",0.112562045,-0.21382716,-0.19300483,-0.22607923,0.0223445,-0.2272674,0.2496119
18,-0.14166504,-0.017068163,"('disagreeable', 'welcoming')",-1.1178259,-1.1212451,-0.42056382,-0.4554838,-0.5600183,-0.5312657,-0.0287526
2,0.124899626,0.04521011,"('unlikable', 'likable')",-0.23144743,-0.22240727,0.5599894,0.34533632,0.1511472,0.0560464,0.0951008
40,-0.12100464,-0.1436076,"('stingy', 'generous')",-0.5412026,-0.45673853,-1.6316056,-1.624874,-0.7646043,-0.7417401,-0.0228642
1,-0.075817,-0.34855074,"('unfriendly', 'friendly')",-1.0565432,-1.158124,1.8643357,1.5200155,0.2439918,0.0044469,0.2395449
58,0.0696138,-0.2669034,"('undiscriminating', 'discriminating')",-1.0025976,-1.2619702,0.28616908,-0.008775286,-0.2156049,-0.5125496,0.2969447
37,0.0674157,-0.06579043,"('fake', 'genuine')",-0.39531833,-0.3997016,0.088560805,0.0802355,-0.0797806,-0.1284188,0.0486382
87,-0.06631354,-0.016212098,"('unsuccessful', 'successful')",-0.020101164,-0.05697155,0.9998195,1.109628,0.3044683,0.3454814,-0.0410131
17,0.027847417,-0.21328655,"('nasty', 'nice')",-0.34234172,-0.5927951,-0.49143192,-0.5727394,-0.2686421,-0.459607,0.1909649
