,xerox_male,xerox_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,male-female
10,-3.1662111,-3.3361115,"('unsympathetic', 'sympathetic')",-0.6229141,-0.8647197,-0.049751163,-0.25679052,-1.2796254,-1.485874,0.2062486
45,-2.722486,-2.948542,"('incompetent', 'competent')",-0.25753683,-0.34753722,-0.24073972,-0.291006,-1.0735876,-1.1956952,0.1221076
21,-2.63517,-2.6404045,"('immoral', 'moral')",-0.06107949,-0.14524336,-0.46319634,-0.8421404,-1.0531486,-1.2092628,0.1561142
46,-2.3846452,-2.6235015,"('uncompetitive', 'competitive')",0.99917436,0.4500868,-0.31787452,-0.96927273,-0.5677818,-1.0475624,0.4797806
63,-2.351786,-2.6371915,"('unperceptive', 'insightful')",1.1816529,0.77573735,0.5895725,0.29586428,-0.1935202,-0.5218633,0.3283431
55,-2.2226236,-2.3165345,"('incompetent', 'clever')",0.048136447,0.030938786,0.43264696,0.1581003,-0.5806134,-0.7091651,0.1285517
14,-2.0692098,-2.099557,"('antisocial', 'social')",1.7775158,1.8447098,-0.015533,-0.12817262,-0.102409,-0.1276733,0.0252643
0,-2.0680714,-2.1580222,"('unsociable', 'sociable')",-0.28212196,-0.2768571,-0.15579677,-0.301949,-0.83533,-0.9122761,0.0769461
43,-2.063819,-2.1445394,"('irresponsible', 'responsible')",-0.61971235,-0.35485476,0.06220814,0.2281717,-0.8737744,-0.7570742,-0.1167002
70,-2.0516565,-2.2592566,"('lethargic', 'energetic')",1.0190094,0.8761958,0.8777237,0.4774176,-0.0516411,-0.3018811,0.25024
22,-2.0468569,-2.0776992,"('untrustworthy', 'trustworthy')",-0.4239428,-0.44301113,-0.7789808,-0.9209832,-1.0832601,-1.1472311,0.063971
56,-2.0306587,-2.120804,"('impractical', 'practical')",0.508058,0.34780836,-0.4760989,-0.5848948,-0.6662332,-0.7859635,0.1197303
57,-2.0282452,-2.121435,"('unimaginative', 'imaginative')",-0.25855565,-0.31975034,-2.6624887,-2.9188962,-1.6497631,-1.7866939,0.1369308
85,2.0241864,2.0658886,"('insignificant', 'prestigious')",0.4924066,0.94228154,-0.38877538,0.45287526,0.7092725,1.1536818,-0.4444093
13,-1.9968406,-1.9412134,"('impolite', 'polite')",-0.23552793,-0.51568913,-0.6350354,-0.7404914,-0.9558013,-1.065798,0.1099967
12,-1.9661427,-2.0845282,"('unsupportive', 'supportive')",-0.027060047,0.004152287,-2.180222,-2.0892825,-1.3911416,-1.3898862,-0.0012554
69,1.9354748,2.158041,"('lazy', 'industrious')",0.5180764,0.70575655,-1.2234242,-0.8057777,0.4100424,0.6860066,-0.2759642
51,-1.9064741,-1.967497,"('uneducated', 'educated')",1.0213599,0.7188676,0.6272159,0.33107302,-0.0859661,-0.3058521,0.219886
81,-1.8812884,-1.7989045,"('submissive', 'aggressive')",0.6723647,0.54847735,-0.5708949,-0.9375565,-0.5932728,-0.7293279,0.1360551
23,-1.8794912,-1.9276583,"('insincere', 'sincere')",-0.7194084,-0.58254796,5.663583,5.92854,1.0215611,1.1394447,-0.1178836
86,-1.8592569,-1.85502,"('uninfluential', 'influential')",-0.0950594,-0.3925028,-0.37121534,-0.6349791,-0.7751772,-0.960834,0.1856568
35,1.8476765,2.065758,"('corrupt', 'incorrupt')",-0.9596656,-0.7226745,-0.68868387,-0.15382378,0.0664424,0.3964199,-0.3299775
41,-1.8419213,-1.9794518,"('unforgiving', 'forgiving')",-0.9220485,-0.36535385,-0.511635,-0.08358586,-1.0918683,-0.8094638,-0.2824045
3,-1.7837298,-1.8941119,"('repellent', 'pleasant')",0.26367941,0.094786994,1.1451567,0.7305177,-0.1249646,-0.356269,0.2313044
60,-1.7353739,-1.7363075,"('inefficient', 'efficient')",0.4924972,0.3901063,-0.01872177,-0.09499861,-0.4205328,-0.4803999,0.0598671
64,-1.7336626,-1.5526756,"('shy', 'confident')",0.9607607,1.061419,-6.4112463,-6.5879636,-2.3947161,-2.3597401,-0.034976
11,-1.6617718,-1.6906798,"('unhelpful', 'helpful')",-1.2688943,-1.1306946,1.5517803,1.7079495,-0.4596285,-0.3711416,-0.0884869
75,1.6574149,1.6514356,"('meek', 'impulsive')",-0.092368856,-0.019152492,-0.39996636,-0.47034532,0.3883599,0.3873126,0.0010473
36,1.5798063,1.6533198,"('hostile', 'amicable')",-0.85975903,-0.5832857,-0.20590648,0.20939258,0.1713803,0.4264756,-0.2550953
65,-1.5436229,-1.4576629,"('insecure', 'secure')",0.31356302,0.25086915,0.22518101,-0.15707007,-0.3349596,-0.4546213,0.1196617
62,-1.477309,-1.5839442,"('incompetent', 'brilliant')",0.39306748,0.33896592,0.20426616,0.04244247,-0.2933251,-0.4008453,0.1075202
24,-1.4503641,-1.3104416,"('dishonest', 'honest')",-1.1933838,-0.7747999,-0.11555752,0.40769416,-0.9197684,-0.5591825,-0.3605859
38,-1.4255164,-1.5436661,"('untruthful', 'truthful')",-0.9652622,-0.8276112,-0.70264196,-0.38984445,-1.0311402,-0.9203739,-0.1107663
7,-1.386666,-1.3030849,"('insensitive', 'sensitive')",-0.014726158,-0.06513992,0.30256855,0.40380177,-0.3662746,-0.3214743,-0.0448003
32,-1.3559253,-1.2262172,"('unkind', 'kind')",-0.22071895,-0.057856955,0.3611576,0.6589148,-0.4051623,-0.2083864,-0.1967759
77,-1.2829931,-1.2390316,"('unmotivated', 'motivated')",0.8331377,0.49091953,-1.1571609,-1.54283,-0.5356721,-0.7636473,0.2279752
6,1.251626,1.4171441,"('distant', 'open')",-0.6373831,-0.37423298,-0.7383902,0.025465108,-0.0413824,0.3561254,-0.3975078
74,-1.2459949,-1.3136967,"('undedicated', 'dedicated')",0.19223696,0.27319103,-0.36719102,-0.1839415,-0.4736497,-0.408149,-0.0655007
52,1.1629217,1.1642618,"('irrational', 'rational')",-1.3285873,-0.915864,-0.49238434,0.0165046,-0.21935,0.0883008,-0.3076508
80,-1.1623362,-1.331058,"('dominated', 'dominating')",0.82412535,0.17731445,-0.34660938,-1.081819,-0.2282734,-0.7451876,0.5169142
72,-1.150808,-1.1520578,"('unambitious', 'ambitious')",-0.16261964,0.048026387,-0.49896306,-0.46581456,-0.6041302,-0.523282,-0.0808482
37,-1.1213315,-1.2441789,"('fake', 'genuine')",-0.02237416,-0.27797195,0.12185179,0.289476,-0.3406179,-0.4108916,0.0702737
68,-1.1081089,-1.0261503,"('dependent', 'independent')",-0.3386502,-0.6113049,-0.84165126,-1.0054913,-0.7628035,-0.8809822,0.1181787
47,-1.0924969,-1.0109122,"('stupid', 'smart')",0.38375604,0.49179336,5.6511083,5.9077973,1.6474559,1.7962262,-0.1487703
59,1.0749007,1.2191502,"('foolish', 'wise')",-0.44751024,0.022252731,-0.49269247,0.13942555,0.0448993,0.4602761,-0.4153768
79,1.0529788,1.0784894,"('wavering', 'unwavering')",-1.1129558,-1.062202,-0.51249295,-0.40478098,-0.1908233,-0.1294978,-0.0613255
33,1.0457548,1.1556119,"('wrong', 'right')",0.73149395,0.5865754,-1.0929047,-0.9798208,0.2281147,0.2541222,-0.0260075
73,0.9922321,0.8327513,"('helpless', 'self-reliant')",0.24033587,0.4306843,-3.6249301,-3.6001523,-0.797454,-0.7789056,-0.0185484
84,0.98502177,0.9492383,"('inferior', 'superior')",0.53134084,0.4528663,1.1084595,1.0264902,0.8749407,0.8095316,0.0654091
28,-0.9163356,-0.94384044,"('disloyal', 'loyal')",-0.09399369,-0.1724236,1.1165686,1.1496727,0.0354131,0.0111362,0.0242769
25,0.9075076,1.0808682,"('egoistic', 'altruistic')",0.35739326,0.6651623,0.78944355,1.0619884,0.6847815,0.9360063,-0.2512248
42,-0.84590334,-1.0730675,"('unreliable', 'reliable')",1.431695,1.4025476,-2.6516106,-2.9583995,-0.6886063,-0.8763065,0.1877002
82,-0.7787169,-0.7544632,"('poor', 'rich')",1.024709,1.0676391,6.6137304,6.5775986,2.2865742,2.2969249,-0.0103507
30,-0.77571684,-0.7406895,"('intolerant', 'tolerant')",1.0680387,1.2748854,0.3986715,0.71838367,0.2303311,0.4175265,-0.1871954
78,-0.74925536,-1.0043303,"('nonresilient', 'resilient')",0.27539742,-0.23259571,0.38116604,-0.17055322,-0.0308973,-0.4691597,0.4382624
31,0.7055194,0.81584287,"('evil', 'good')",-1.4939998,-1.1274934,-1.5660768,-0.981966,-0.7848524,-0.4312055,-0.3536469
76,-0.67574257,-0.7719252,"('anxious', 'daring')",0.66264796,0.44038033,0.18223965,-0.11702958,0.0563817,-0.1495248,0.2059065
15,0.6538547,0.8436541,"('boring', 'funny')",-1.2725196,-0.7754448,-0.5085062,-0.0113586765,-0.3757237,0.0189502,-0.3946739
66,0.6496216,0.6586503,"('inactive', 'active')",1.4494455,1.1359978,1.019439,0.88782537,1.0395021,0.8941578,0.1453443
44,0.61124337,0.6721929,"('prejudiced', 'unprejudiced')",-0.38573027,-0.114305116,-1.0373961,-1.0953474,-0.2706277,-0.1791532,-0.0914745
49,-0.6073979,-0.34288177,"('unable', 'able')",-0.60484517,-0.43706504,-0.45891875,-0.46178502,-0.557054,-0.4139106,-0.1431434
5,0.595153,0.8034821,"('distant', 'outgoing')",-0.69479454,-0.30276763,-1.1511891,-0.46331012,-0.4169436,0.0124681,-0.4294117
16,0.5849407,0.6142806,"('unpopular', 'popular')",-1.0976722,-0.7827286,-0.041886456,0.094489634,-0.1848727,-0.0246528,-0.1602199
61,-0.5681148,-0.5530782,"('illogical', 'logical')",0.2921744,0.011316815,0.58539885,0.4843294,0.1031528,-0.019144,0.1222968
83,0.54009587,0.39239225,"('powerless', 'powerful')",1.1762806,1.0266962,-0.55474293,-0.94084984,0.3872112,0.1594129,0.2277983
48,-0.52854824,-0.4769722,"('unintelligent', 'intelligent')",-0.5418054,-0.44419864,0.34470448,0.3504064,-0.241883,-0.1902548,-0.0516282
34,-0.5032491,-0.40812647,"('mean', 'honorable')",-0.30758187,-0.15841144,5.650137,5.755495,1.613102,1.7296524,-0.1165504
53,-0.49193066,-0.34598628,"('uncreative', 'creative')",-0.013653591,0.015986718,0.5750157,0.80304486,0.0231438,0.1576818,-0.134538
50,0.46515405,0.3002098,"('clumsy', 'skillful')",0.16609412,0.12353192,0.2373412,0.089068726,0.2895298,0.1709368,0.118593
8,0.4550122,0.45449278,"('unaffectionate', 'affectionate')",-0.5903453,-0.0243667,0.029091287,0.7239047,-0.0354139,0.3846769,-0.4200908
71,0.44964746,0.68523765,"('diffident', 'self-confident')",0.9444007,1.0381622,0.1260418,0.22851843,0.5066967,0.6506395,-0.1439428
26,0.3927971,0.37275007,"('hardhearted', 'benevolent')",1.4411466,2.0020058,1.4163722,1.885044,1.0834386,1.4199333,-0.3364947
39,0.34485963,0.62533003,"('exploitative', 'cooperative')",-0.041991033,0.32218948,0.14448732,0.19108962,0.1491186,0.3795364,-0.2304178
40,0.33639017,0.27700463,"('stingy', 'generous')",0.20799312,0.41421643,-1.9608159,-1.863642,-0.4721442,-0.390807,-0.0813372
2,0.32734224,0.4174918,"('unlikable', 'likable')",1.5019635,1.9294381,0.30598775,0.71432,0.7117645,1.0204167,-0.3086522
54,0.31959915,0.47932798,"('incapable', 'capable')",0.044146903,0.33861294,0.37524754,0.6512742,0.2463312,0.4897384,-0.2434072
58,-0.28851467,-0.55703706,"('undiscriminating', 'discriminating')",0.69526833,0.70239997,0.0392237,0.17147881,0.1486591,0.1056139,0.0430452
27,-0.26765707,-0.27755845,"('hardhearted', 'softhearted')",-0.20720555,-0.21698533,0.7383778,1.0860486,0.0878384,0.1971683,-0.1093299
4,-0.22046986,-0.29534626,"('disliked', 'liked')",0.22069663,0.24429832,-7.0628457,-7.000315,-2.3542062,-2.3504543,-0.0037519
19,-0.20211503,-0.1678079,"('inhospitable', 'hospitable')",-0.6976474,-0.61079913,-0.92647827,-0.55918276,-0.6087469,-0.4459299,-0.162817
67,-0.18070188,-0.2710652,"('doubtful', 'determined')",0.6051337,0.5819635,-0.8276921,-0.734928,-0.1344201,-0.1413432,0.0069231
20,-0.18041149,-0.23144904,"('rough', 'thoughtful')",0.45028484,0.47142857,0.93261653,1.1127303,0.40083,0.4509033,-0.0500733
1,0.17645411,0.3232207,"('unfriendly', 'friendly')",-0.44782588,-0.095820695,0.43423894,1.222618,0.0542891,0.4833393,-0.4290502
18,0.11763789,0.3135867,"('disagreeable', 'welcoming')",-0.6290201,-0.014719129,-0.906017,-0.45268944,-0.4724664,-0.051274,-0.4211924
9,-0.11421293,-0.086764425,"('unaffectionate', 'caring')",-0.05095563,0.27386153,0.70385224,1.2498927,0.1795612,0.4789966,-0.2994354
88,-0.0827456,0.07480964,"('low', 'eminent')",0.13999902,0.35688668,-0.38993645,-0.0058499817,-0.1108943,0.1419488,-0.2528431
17,0.04725498,0.14714509,"('nasty', 'nice')",-1.3920443,-1.041705,-0.72933376,-0.5917335,-0.6913743,-0.4954311,-0.1959432
29,0.039863914,0.10310201,"('unfair', 'fair')",-0.6005434,-0.49636847,-0.6108197,-0.28821605,-0.3904997,-0.2271608,-0.1633389
87,-0.02318994,-0.0074267723,"('unsuccessful', 'successful')",0.6915609,0.6660334,0.800729,0.65895426,0.4897,0.439187,0.050513
