,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
39,1.6946822,1.8859787,"('exploitative', 'cooperative')",0.82595235,0.87275845,0.32114753,0.2643244,0.31545493,0.32330695,0.7893093,0.8365921,-0.0472828
67,1.6744636,1.7870787,"('doubtful', 'determined')",0.8291521,0.9471374,0.684859,0.83318055,-0.49504036,-0.47816604,0.6733586,0.7723076,-0.098949
49,-1.5828972,-1.378933,"('unable', 'able')",0.007980056,0.1288817,-0.83806425,-0.7643187,-0.73792225,-0.70779586,-0.7877259,-0.6805415,-0.1071844
71,1.50337,1.4039224,"('diffident', 'self-confident')",0.45606962,0.14732419,-0.52232283,-0.94082737,0.67182106,0.46347976,0.5272345,0.2684748,0.2587597
4,-1.4534622,-1.4723277,"('disliked', 'liked')",-2.13646,-2.4413419,-0.1733482,-0.25192064,-6.191565,-5.948976,-2.488709,-2.5286417,0.0399327
75,-1.4241829,-1.5120875,"('meek', 'impulsive')",-2.503171,-2.6499004,0.61042285,0.55756366,-0.9251862,-0.97911,-1.0605294,-1.1458836,0.0853542
74,1.2824618,1.0883589,"('undedicated', 'dedicated')",1.1347346,1.0830991,-0.06429422,-0.05490888,0.23951976,0.3880716,0.6481054,0.6261551,0.0219503
33,1.2404441,1.0517362,"('wrong', 'right')",0.019011535,-0.25520796,0.77239877,0.49658197,0.598726,0.48915535,0.6576451,0.4455664,0.2120787
16,-1.1455364,-1.5399336,"('unpopular', 'popular')",-1.6390246,-1.972516,0.32576177,0.13012044,0.1421482,0.028994352,-0.5791628,-0.8383337,0.2591709
84,1.1294248,1.0956786,"('inferior', 'superior')",0.18399547,0.15558779,0.4208306,0.52178913,0.70813465,0.74022704,0.6105964,0.6283206,-0.0177242
87,1.1113153,1.1532805,"('unsuccessful', 'successful')",1.6235198,1.8540927,1.249549,1.2698138,1.4518352,1.5159467,1.3590548,1.4482836,-0.0892288
12,1.045557,0.93328196,"('unsupportive', 'supportive')",1.3304644,1.3170325,-1.8200401,-2.1818187,-1.7616662,-1.8033676,-0.3014212,-0.433718,0.1322968
82,-0.8981618,-1.1089989,"('poor', 'rich')",0.19127256,0.20777972,0.6830264,0.6879467,5.747707,5.599483,1.430961,1.3465526,0.0844084
