,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,male-female
57,-0.8132261,-0.49391648,"('unimaginative', 'imaginative')",-2.872457,-2.6256313,-1.8428416,-1.5597739,-0.2830677
46,-0.79805243,-0.9354453,"('uncompetitive', 'competitive')",-0.98523855,-0.6573779,-0.8916455,-0.7964116,-0.0952339
43,-0.792831,-0.91469866,"('irresponsible', 'responsible')",0.49824533,0.75530446,-0.1472928,-0.0796971,-0.0675957
28,-0.76941735,-0.71104604,"('disloyal', 'loyal')",1.227671,1.1940829,0.2291268,0.2415184,-0.0123916
63,-0.7577417,-1.2278631,"('unperceptive', 'insightful')",0.69328636,0.51544434,-0.0322277,-0.3562094,0.3239817
72,-0.7420495,-0.5631499,"('unambitious', 'ambitious')",-0.09606101,0.391608,-0.4190553,-0.085771,-0.3332843
60,0.7377116,0.5613255,"('inefficient', 'efficient')",0.30107346,0.6196983,0.5193925,0.5905119,-0.0711194
68,-0.7102236,-0.50000465,"('dependent', 'independent')",-1.1039929,-0.9262302,-0.9071083,-0.7131174,-0.1939909
54,-0.70958257,-0.52473956,"('incapable', 'capable')",1.0021604,0.99237585,0.1462889,0.2338181,-0.0875292
31,-0.6960021,-0.49950942,"('evil', 'good')",-1.0576949,-1.3176955,-0.8768485,-0.9086025,0.031754
24,-0.6959959,-0.64711916,"('dishonest', 'honest')",0.5070439,0.70447314,-0.094476,0.028677,-0.123153
71,-0.68932974,-0.90373564,"('diffident', 'self-confident')",0.3744933,0.18845405,-0.1574182,-0.3576408,0.2002226
42,0.6743218,0.390882,"('unreliable', 'reliable')",-3.0802112,-3.0420744,-1.2029448,-1.3255962,0.1226514
56,0.6696824,0.15670992,"('impractical', 'practical')",-0.5543863,-0.5414606,0.057648,-0.1923753,0.2500233
48,-0.66117734,-0.45775002,"('unintelligent', 'intelligent')",0.8121497,0.9839777,0.0754862,0.2631138,-0.1876276
44,0.6312866,0.73477966,"('prejudiced', 'unprejudiced')",-1.4815017,-1.3281558,-0.4251075,-0.2966881,-0.1284194
14,0.6301753,0.52538025,"('antisocial', 'social')",-0.048901677,0.31799796,0.2906368,0.4216891,-0.1310523
5,-0.628393,-0.3993035,"('distant', 'outgoing')",-0.60914856,-0.9226196,-0.6187708,-0.6609615,0.0421907
79,-0.62343043,-0.5957718,"('wavering', 'unwavering')",-0.59423745,-0.7737129,-0.6088339,-0.6847423,0.0759084
11,-0.61964,-1.0848897,"('unhelpful', 'helpful')",1.7963835,1.7154193,0.5883718,0.3152648,0.273107
27,-0.6110948,-0.5410755,"('hardhearted', 'softhearted')",1.2667497,1.2726426,0.3278275,0.3657835,-0.037956
69,0.57812166,1.0761828,"('lazy', 'industrious')",-1.1015948,-1.3819536,-0.2617366,-0.1528854,-0.1088512
77,-0.5655804,-0.23461305,"('unmotivated', 'motivated')",-1.1551278,-0.98511964,-0.8603541,-0.6098663,-0.2504878
37,0.5610375,0.52146643,"('fake', 'genuine')",0.58692783,0.51900285,0.5739827,0.5202346,0.0537481
17,-0.56061465,-0.51584566,"('nasty', 'nice')",-0.62411517,-0.37438756,-0.5923649,-0.4451166,-0.1472483
83,-0.55358577,-0.2325216,"('powerless', 'powerful')",-1.0627338,-0.7993103,-0.8081598,-0.515916,-0.2922438
3,-0.52604115,-0.45363683,"('repellent', 'pleasant')",0.90044844,1.343677,0.1872036,0.4450201,-0.2578165
81,0.50603414,0.23948918,"('submissive', 'aggressive')",-0.344696,-0.23938128,0.0806691,5.39e-05,0.0806152
39,0.4997729,0.5909864,"('exploitative', 'cooperative')",0.2918635,0.4562261,0.3958182,0.5236062,-0.127788
47,-0.4774293,-0.51290965,"('stupid', 'smart')",5.2237144,5.491492,2.3731425,2.4892912,-0.1161487
18,-0.46321595,-0.38802892,"('disagreeable', 'welcoming')",-0.6299627,-0.40306595,-0.5465893,-0.3955474,-0.1510419
40,-0.4617419,-0.16688563,"('stingy', 'generous')",-1.9595633,-1.890105,-1.2106526,-1.0284953,-0.1821573
78,-0.46032923,-0.58880377,"('nonresilient', 'resilient')",0.2692237,0.107471555,-0.0955528,-0.2406661,0.1451133
23,-0.45541844,-0.78635067,"('insincere', 'sincere')",6.2799788,6.502999,2.9122801,2.8583241,0.053956
33,-0.44918224,-0.260486,"('wrong', 'right')",-0.6333665,-0.5817308,-0.5412744,-0.4211084,-0.120166
59,-0.44393525,-0.28224683,"('foolish', 'wise')",0.058976293,-0.0836652,-0.1924795,-0.182956,-0.0095235
58,-0.42476436,-0.21863335,"('undiscriminating', 'discriminating')",0.10902029,0.0067994036,-0.157872,-0.105917,-0.051955
13,-0.41833952,-0.8169143,"('impolite', 'polite')",-0.6484627,-0.45157272,-0.5334011,-0.6342435,0.1008424
41,-0.4118438,-0.40696606,"('unforgiving', 'forgiving')",-0.27465427,-0.15877879,-0.343249,-0.2828724,-0.0603766
49,-0.38294035,-0.1678083,"('unable', 'able')",-0.28460622,-0.19226919,-0.3337733,-0.1800388,-0.1537345
55,-0.36736023,-0.27225685,"('incompetent', 'clever')",0.46236122,0.980985,0.0475005,0.3543641,-0.3068636
25,-0.36623505,0.021141924,"('egoistic', 'altruistic')",1.3573736,1.3112093,0.4955693,0.6661756,-0.1706063
26,0.36564746,0.5536044,"('hardhearted', 'benevolent')",1.6030415,1.315343,0.9843445,0.9344738,0.0498707
84,-0.34242234,-0.08852953,"('inferior', 'superior')",0.6263746,0.60591865,0.1419761,0.2586946,-0.1167185
21,0.31837463,0.46044102,"('immoral', 'moral')",-0.38647407,-0.008441716,-0.0340497,0.2259997,-0.2600494
20,-0.31822282,-0.21041033,"('rough', 'thoughtful')",0.6632822,0.7234555,0.1725297,0.2565226,-0.0839929
80,0.31042004,0.1806123,"('dominated', 'dominating')",-0.83614075,-0.6007534,-0.2628604,-0.2100706,-0.0527898
29,-0.30982625,-0.18821467,"('unfair', 'fair')",-0.59664965,-0.5200015,-0.453238,-0.3541081,-0.0991299
32,0.28843236,0.2991225,"('unkind', 'kind')",0.99577785,0.9950409,0.6421051,0.6470817,-0.0049766
87,0.28616136,0.28924468,"('unsuccessful', 'successful')",0.6241152,0.691385,0.4551383,0.4903148,-0.0351765
70,-0.25871202,-0.7293361,"('lethargic', 'energetic')",0.43770474,0.7284628,0.0894964,-0.0004366,0.089933
4,-0.25803044,-0.50002664,"('disliked', 'liked')",-7.3804307,-8.17505,-3.8192306,-4.3375382,0.5183076
34,-0.24830714,-0.31081682,"('mean', 'honorable')",5.470865,5.293087,2.6112788,2.4911351,0.1201437
7,-0.235549,-0.47739545,"('insensitive', 'sensitive')",0.91370666,0.9865518,0.3390788,0.2545782,0.0845006
30,0.2193959,-0.07869188,"('intolerant', 'tolerant')",0.86176664,0.88343525,0.5405813,0.4023717,0.1382096
76,0.1912382,0.33402345,"('anxious', 'daring')",-0.16346806,0.13547882,0.0138851,0.2347511,-0.220866
15,0.18921655,0.19252878,"('boring', 'funny')",0.1641,0.07789517,0.1766583,0.135212,0.0414463
82,-0.17913991,-0.5837678,"('poor', 'rich')",6.4673204,6.5420895,3.1440902,2.9791608,0.1649294
62,0.16983142,-0.22465937,"('incompetent', 'brilliant')",0.6721738,0.7191417,0.4210026,0.2472412,0.1737614
35,-0.16179022,0.32395428,"('corrupt', 'incorrupt')",-0.6817442,-0.8586587,-0.4217672,-0.2673522,-0.154415
88,0.15480556,0.12561998,"('low', 'eminent')",-0.12955013,-0.1788924,0.0126277,-0.0266362,0.0392639
65,0.13325806,0.1418799,"('insecure', 'secure')",-0.04151708,0.50166607,0.0458705,0.321773,-0.2759025
67,-0.12443583,-0.2288217,"('doubtful', 'determined')",-0.71192783,-0.7983686,-0.4181818,-0.5135951,0.0954133
50,0.108724385,-0.1866256,"('clumsy', 'skillful')",0.25936353,0.2073543,0.184044,0.0103644,0.1736796
74,0.09025024,-0.02840018,"('undedicated', 'dedicated')",-0.231869,-0.15687445,-0.0708094,-0.0926373,0.0218279
51,-0.05118774,-0.3082677,"('uneducated', 'educated')",0.4528346,0.47090283,0.2008234,0.0813176,0.1195058
64,0.04395533,0.3826486,"('shy', 'confident')",-6.499328,-6.236937,-3.2276864,-2.9271443,-0.3005421
22,0.012470231,-0.13523553,"('untrustworthy', 'trustworthy')",-0.80877554,-0.48857942,-0.3981526,-0.3119075,-0.0862451
75,-0.010805281,-0.0032562371,"('meek', 'impulsive')",-0.97638696,-1.3136861,-0.4935961,-0.6584712,0.1648751
2,0.010221417,0.26640102,"('unlikable', 'likable')",0.40727597,0.5131871,0.2087487,0.3897941,-0.1810454
