,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,male-female
86,-1.8405195,-1.7089474,"('uninfluential', 'influential')",-0.26174372,0.0832535,-1.0511316,-0.812847,-0.2382846
52,-1.4563162,-1.0576216,"('irrational', 'rational')",-0.14966634,-0.36479807,-0.8029913,-0.7112098,-0.0917815
10,-1.4458605,-1.399619,"('unsympathetic', 'sympathetic')",-0.04157209,0.5526334,-0.7437163,-0.4234928,-0.3202235
53,-1.428974,-0.9943966,"('uncreative', 'creative')",0.3598254,0.46480778,-0.5345743,-0.2647944,-0.2697799
9,-1.4120698,-1.2207408,"('unaffectionate', 'caring')",1.5508215,1.3644603,0.0693759,0.0718598,-0.0024839
1,-1.3258537,-1.0905472,"('unfriendly', 'friendly')",1.534302,1.0679765,0.1042241,-0.0112854,0.1155095
19,-1.3185357,-1.3734456,"('inhospitable', 'hospitable')",-0.5742454,-0.75705475,-0.9463905,-1.0652502,0.1188597
36,-1.2964704,-0.5741164,"('hostile', 'amicable')",-0.6248578,-0.7365075,-0.9606641,-0.6553119,-0.3053522
85,-1.2898304,-0.85670096,"('insignificant', 'prestigious')",-0.4853144,-1.1063825,-0.8875724,-0.9815418,0.0939694
6,-1.2447995,-0.83488554,"('distant', 'open')",-0.5392569,-0.7381057,-0.8920282,-0.7864956,-0.1055326
8,-1.1675175,-1.0888687,"('unaffectionate', 'affectionate')",1.1443993,0.8377213,-0.0115591,-0.1255737,0.1140146
73,1.0844637,1.1692692,"('helpless', 'self-reliant')",-2.8497388,-3.204442,-0.8826376,-1.0175865,0.1349489
66,-1.0636712,-0.5447097,"('inactive', 'active')",-0.39254203,-0.14613825,-0.7281066,-0.345424,-0.3826826
16,-1.0482774,-1.1551394,"('unpopular', 'popular')",-0.21385771,-0.3321863,-0.6310675,-0.7436629,0.1125954
12,-1.0477854,-1.1312016,"('unsupportive', 'supportive')",-1.9500016,-1.8888961,-1.4988935,-1.5100489,0.0111554
0,-1.0304165,-0.91080004,"('unsociable', 'sociable')",-0.21622965,0.16560923,-0.6233231,-0.3725954,-0.2507277
38,-1.0294925,-1.3340462,"('untruthful', 'truthful')",-0.34079513,-0.66775113,-0.6851438,-1.0008987,0.3157549
45,-0.9538321,-1.4769427,"('incompetent', 'competent')",-0.1634881,-0.13765946,-0.5586601,-0.807301,0.2486409
61,-0.9061685,-0.73689353,"('illogical', 'logical')",0.36302224,0.4995795,-0.2715731,-0.118657,-0.1529161
