,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,male-female
57,-2.1490266,-2.0780013,"('unimaginative', 'imaginative')",-2.7368162,-2.5847933,-2.4429214,-2.3313973,-0.1115241
10,-2.032325,-2.268513,"('unsympathetic', 'sympathetic')",0.5656454,0.90884507,-0.7333398,-0.6798339,-0.0535059
53,-1.573596,-1.1972839,"('uncreative', 'creative')",-0.052360762,0.22801824,-0.8129784,-0.4846328,-0.3283456
1,-1.5496068,-1.3516681,"('unfriendly', 'friendly')",0.64092577,1.0651776,-0.4543405,-0.1432453,-0.3110952
86,-1.5402346,-1.3347671,"('uninfluential', 'influential')",0.10274792,0.36035287,-0.7187433,-0.4872071,-0.2315362
41,-1.5049365,-1.4729975,"('unforgiving', 'forgiving')",0.5412815,0.04448833,-0.4818275,-0.7142546,0.2324271
48,-1.4290875,-1.1803969,"('unintelligent', 'intelligent')",0.65256613,0.99178433,-0.3882607,-0.0943063,-0.2939544
22,-1.4254212,-1.1298574,"('untrustworthy', 'trustworthy')",-0.7780648,-0.5563488,-1.101743,-0.8431031,-0.2586399
45,-1.405164,-1.380356,"('incompetent', 'competent')",0.2809848,0.3692857,-0.5620896,-0.5055351,-0.0565545
12,-1.2915263,-0.94874555,"('unsupportive', 'supportive')",-1.4892281,-0.97068876,-1.3903773,-0.9597172,-0.4306601
73,1.2529349,1.4171844,"('helpless', 'self-reliant')",-3.667715,-3.1328318,-1.2073901,-0.8578237,-0.3495664
70,-1.1860484,-1.2734519,"('lethargic', 'energetic')",0.9056443,1.0518676,-0.140202,-0.1107922,-0.0294098
7,-1.1085736,-1.0905626,"('insensitive', 'sensitive')",0.39895448,0.8783939,-0.3548095,-0.1060843,-0.2487252
72,-1.0976454,-0.81308824,"('unambitious', 'ambitious')",-0.20993155,0.3139919,-0.6537884,-0.2495482,-0.4042402
11,-1.0912478,-1.2624341,"('unhelpful', 'helpful')",3.055317,2.7404325,0.9820346,0.7389992,0.2430354
69,1.0900958,1.374035,"('lazy', 'industrious')",-1.5062416,-1.1180495,-0.2080729,0.1279927,-0.3360656
28,-1.0716562,-0.88539755,"('disloyal', 'loyal')",0.8193507,0.69279456,-0.1261528,-0.0963015,-0.0298513
63,-1.02435,-0.9300365,"('unperceptive', 'insightful')",0.8841475,1.3385034,-0.0701013,0.2042334,-0.2743347
24,-1.0097313,-0.97231805,"('dishonest', 'honest')",0.5061012,0.8831622,-0.2518151,-0.0445779,-0.2072372
0,-0.98486614,-1.1486634,"('unsociable', 'sociable')",0.4560349,0.5630541,-0.2644156,-0.2928047,0.0283891
43,-0.9766777,-1.2627516,"('irresponsible', 'responsible')",1.3921722,1.436918,0.2077473,0.0870832,0.1206641
35,0.9719624,1.2733941,"('corrupt', 'incorrupt')",-1.9372077,-1.8167323,-0.4826227,-0.2716691,-0.2109536
51,-0.9714205,-0.87246335,"('uneducated', 'educated')",1.3633999,1.437164,0.1959897,0.2823503,-0.0863606
23,-0.94694036,-1.4156755,"('insincere', 'sincere')",6.3743143,6.242172,2.7136869,2.4132481,0.3004388
61,-0.91450846,-1.0090469,"('illogical', 'logical')",-0.27223274,-0.01221326,-0.5933706,-0.5106301,-0.0827405
88,-0.88785934,-1.1510605,"('low', 'eminent')",0.19984902,-0.014086448,-0.3440052,-0.5825735,0.2385683
26,-0.8581117,-0.886234,"('hardhearted', 'benevolent')",0.9378477,0.8678777,0.039868,-0.0091781,0.0490461
75,0.85586303,1.0737875,"('meek', 'impulsive')",-0.88825244,-0.9265974,-0.0161947,0.073595,-0.0897897
40,-0.85352,-0.1359311,"('stingy', 'generous')",-2.6817672,-1.7733439,-1.7676436,-0.9546375,-0.8130061
78,-0.8336094,-0.43042064,"('nonresilient', 'resilient')",0.19007035,0.7290956,-0.3217695,0.1493375,-0.471107
55,-0.8309256,-0.6798039,"('incompetent', 'clever')",1.1700654,1.1382215,0.1695699,0.2292088,-0.0596389
27,-0.8142669,-0.53862315,"('hardhearted', 'softhearted')",0.033487804,0.6212852,-0.3903896,0.041331,-0.4317206
46,-0.80351144,-0.8756405,"('uncompetitive', 'competitive')",0.59233856,0.76544523,-0.1055864,-0.0550976,-0.0504888
65,-0.8006094,-1.312106,"('insecure', 'secure')",0.54598784,0.33331153,-0.1273108,-0.4893972,0.3620864
67,0.7964088,0.64709604,"('doubtful', 'determined')",0.23493703,-0.113770716,0.5156729,0.2666627,0.2490102
68,-0.7865969,-0.44072166,"('dependent', 'independent')",-1.1712229,-0.77492464,-0.9789099,-0.6078231,-0.3710868
14,-0.7763609,-1.0779372,"('antisocial', 'social')",0.6674684,0.43134058,-0.0544463,-0.3232983,0.268852
58,-0.7416441,-0.5529767,"('undiscriminating', 'discriminating')",-0.4068651,-0.11057776,-0.5742546,-0.3317772,-0.2424774
9,-0.7382906,-0.5200851,"('unaffectionate', 'caring')",0.5404632,1.1332926,-0.0989137,0.3066037,-0.4055174
49,-0.7345555,-0.54643035,"('unable', 'able')",-0.33109003,0.08508277,-0.5328227,-0.2306738,-0.3021489
20,-0.72334856,-0.5425557,"('rough', 'thoughtful')",0.39426827,0.56856483,-0.1645401,0.0130046,-0.1775447
59,0.7143489,1.0095217,"('foolish', 'wise')",-0.9666173,-0.5080153,-0.1261342,0.2507532,-0.3768874
3,-0.68765944,-1.0979207,"('repellent', 'pleasant')",0.43914643,0.004221048,-0.1242565,-0.5468498,0.4225933
2,0.66140866,0.46643952,"('unlikable', 'likable')",0.34819153,0.36361203,0.5048001,0.4150258,0.0897743
38,-0.64826614,-0.59059006,"('untruthful', 'truthful')",0.57252645,0.58832854,-0.0378698,-0.0011308,-0.036739
8,-0.6390712,-0.5325194,"('unaffectionate', 'affectionate')",-0.13473326,0.29035473,-0.3869022,-0.1210823,-0.2658199
13,-0.58896786,-0.9516624,"('impolite', 'polite')",0.89531666,0.72943777,0.1531744,-0.1111123,0.2642867
64,-0.55169886,-0.5193818,"('shy', 'confident')",-5.5517387,-5.1768875,-3.0517187,-2.8481348,-0.2035839
30,-0.5239998,-0.91334534,"('intolerant', 'tolerant')",1.4414012,1.1684902,0.4587007,0.1275724,0.3311283
25,0.51614887,0.6261804,"('egoistic', 'altruistic')",0.59544367,0.42877358,0.5557963,0.527477,0.0283193
5,0.49661574,0.7551486,"('distant', 'outgoing')",-1.869687,-1.0178734,-0.6865356,-0.1313624,-0.5551732
85,0.49117967,0.64189315,"('insignificant', 'prestigious')",-1.2962854,-1.5585703,-0.4025528,-0.4583386,0.0557858
37,-0.4762272,-0.57317406,"('fake', 'genuine')",-0.22932091,0.15520617,-0.3527741,-0.2089839,-0.1437902
62,-0.46681717,-0.404837,"('incompetent', 'brilliant')",1.2278947,2.0247297,0.3805388,0.8099464,-0.4294076
56,0.46507353,0.004358109,"('impractical', 'practical')",1.8011361,1.5059123,1.1331048,0.7551352,0.3779696
