,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,male-female
87,0.45576727,0.25418442,"('unsuccessful', 'successful')",0.49205387,1.1026257,0.4739106,0.678405,-0.2044944
81,-0.4451635,-0.76744395,"('submissive', 'aggressive')",1.0908409,0.9499574,0.3228387,0.0912567,0.231582
32,-0.43170208,-0.8686409,"('unkind', 'kind')",1.6775572,1.3908446,0.6229275,0.2611018,0.3618257
29,-0.42727175,-0.019037258,"('unfair', 'fair')",-1.6443113,-1.4171791,-1.0357915,-0.7181082,-0.3176833
21,-0.4133417,-0.74945706,"('immoral', 'moral')",0.8350095,0.60636806,0.2108339,-0.0715445,0.2823784
47,-0.40768933,-0.6120069,"('stupid', 'smart')",5.1096096,5.368606,2.3509603,2.3782997,-0.0273394
66,-0.40175503,-0.27036554,"('inactive', 'active')",-0.7560828,-0.22252312,-0.5789189,-0.2464443,-0.3324746
18,-0.38015205,-0.13529697,"('disagreeable', 'welcoming')",-1.1583682,-0.8722663,-0.7692602,-0.5037816,-0.2654786
74,-0.37397763,-0.57584053,"('undedicated', 'dedicated')",0.0120486785,-0.23322368,-0.1809645,-0.4045321,0.2235676
16,0.37251598,0.55258965,"('unpopular', 'popular')",0.3121447,0.20509666,0.3423303,0.3788432,-0.0365129
44,0.36374235,-0.13141666,"('prejudiced', 'unprejudiced')",-1.069783,-1.478463,-0.3530203,-0.8049399,0.4519196
15,0.3546484,0.2763945,"('boring', 'funny')",0.5850176,0.43417627,0.469833,0.3552854,0.1145476
82,-0.331869,-0.61441135,"('poor', 'rich')",6.390114,6.3075085,3.0291224,2.8465486,0.1825738
71,-0.3168583,-0.0153017705,"('diffident', 'self-confident')",-0.23697221,-0.015451048,-0.2769153,-0.0153764,-0.2615389
17,-0.24108008,-0.22389822,"('nasty', 'nice')",-0.4720783,-0.56692445,-0.3565792,-0.3954113,0.0388321
34,-0.2285921,-0.32361352,"('mean', 'honorable')",5.089179,5.063929,2.4302936,2.3701577,0.0601359
33,0.20802367,0.569984,"('wrong', 'right')",-0.67820615,-0.33983496,-0.2350912,0.1150745,-0.3501657
42,-0.19632483,-0.2547754,"('unreliable', 'reliable')",-3.1369646,-2.8832655,-1.6666447,-1.5690205,-0.0976242
60,-0.17175496,-0.41849333,"('inefficient', 'efficient')",1.4172231,1.519118,0.6227341,0.5503123,0.0724218
39,-0.14679436,-0.32535508,"('exploitative', 'cooperative')",0.48115462,0.34556127,0.1671801,0.0101031,0.157077
76,-0.14324212,-0.6833353,"('anxious', 'daring')",0.43325552,0.24917755,0.1450067,-0.2170789,0.3620856
79,-0.14230187,-0.312688,"('wavering', 'unwavering')",-1.2017182,-0.9861186,-0.6720101,-0.6494033,-0.0226068
80,-0.13811408,-0.19722567,"('dominated', 'dominating')",0.038116865,0.15385829,-0.0499986,-0.0216837,-0.0283149
52,0.12581529,0.051534653,"('irrational', 'rational')",-0.84443533,-0.43469584,-0.35931,-0.1915806,-0.1677294
31,0.12050021,0.2659065,"('evil', 'good')",-2.4412365,-2.2361414,-1.1603682,-0.9851174,-0.1752508
36,0.120333225,-0.016040929,"('hostile', 'amicable')",-1.6733518,-1.9726833,-0.7765093,-0.9943621,0.2178528
6,0.11500659,0.54584014,"('distant', 'open')",-1.8716496,-1.0828557,-0.8783215,-0.2685078,-0.6098137
19,-0.1107274,-0.06809036,"('inhospitable', 'hospitable')",-0.90671635,-0.6505709,-0.5087219,-0.3593307,-0.1493912
54,-0.099782966,-0.16486338,"('incapable', 'capable')",0.6172974,1.0925068,0.2587572,0.4638217,-0.2050645
50,-0.093380414,-0.17702433,"('clumsy', 'skillful')",-0.5692045,-0.24913703,-0.3312925,-0.2130807,-0.1182118
84,0.085563496,0.3782722,"('inferior', 'superior')",0.29430255,0.7675643,0.189933,0.5729182,-0.3829852
83,0.07269779,9.66005e-05,"('powerless', 'powerful')",-0.46823922,-0.2721629,-0.1977707,-0.1360332,-0.0617375
77,-0.057541873,0.13690016,"('unmotivated', 'motivated')",-0.7162343,-0.34995508,-0.3868881,-0.1065275,-0.2803606
4,0.045964446,0.48585343,"('disliked', 'liked')",-6.8709655,-6.440824,-3.4125006,-2.9774852,-0.4350154
