,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
42,1.3431851,1.6308454,"('unreliable', 'reliable')",1.3185025,1.3400518,1.1242014,1.275047,1.4013758,1.6102499,-2.7414386,-2.4158406,0.4891653,0.6880707,-0.1989054
2,1.3422723,1.1764734,"('unlikable', 'likable')",2.2589164,2.0090663,1.7197633,1.6316801,1.6639471,1.4603239,0.9711186,0.8489362,1.5912035,1.4252959,0.1659076
20,-1.053034,-0.76075053,"('rough', 'thoughtful')",0.002106119,-0.119220585,0.072768345,-0.0534871,-0.4069215,-0.30171403,0.8070289,0.63128173,-0.1156104,-0.1207781,0.0051677
1,-1.0291761,-1.4358757,"('unfriendly', 'friendly')",1.5043749,1.162981,-1.1940747,-1.3095174,-0.7100753,-0.84301716,1.8861194,1.7521533,0.0914336,-0.1346552,0.2260888
68,-0.961207,-0.5361968,"('dependent', 'independent')",-2.1145327,-2.075203,-0.051211357,-0.034943957,-0.7291967,-0.34500954,-0.46798366,-0.40377,-0.8648263,-0.6790246,-0.1858017
78,-0.8981652,-0.93494445,"('nonresilient', 'resilient')",0.44000268,0.58367324,1.9315281,1.6432768,-0.72370297,-0.92443097,0.0350737,0.16513637,0.1569473,0.1065422,0.0504051
48,-0.89057666,-0.38695848,"('unintelligent', 'intelligent')",-1.2431939,-1.1875784,-0.7242464,-0.76174265,-1.6531633,-1.5328356,0.45915475,0.58022124,-0.8104052,-0.6577788,-0.1526264
86,-0.88220006,-0.41409716,"('uninfluential', 'influential')",-0.7145517,-0.6800533,0.7999937,0.75755656,-0.98207974,-0.81052047,0.109511256,-0.03261275,-0.3338653,-0.2359454,-0.0979199
8,-0.84402657,-1.2719948,"('unaffectionate', 'affectionate')",0.64666265,0.41610914,-1.3908286,-1.4844817,-1.495423,-1.83533,0.5793292,0.594343,-0.5008572,-0.7162709,0.2154137
10,-0.83850384,-0.4116072,"('unsympathetic', 'sympathetic')",-1.0453079,-1.1122502,1.472304,1.2196231,0.47177428,0.49462008,0.8152473,0.6430201,0.1751028,0.1666812,0.0084216
32,0.8153619,0.7759966,"('unkind', 'kind')",0.42299527,0.3280732,1.4611511,1.2285062,1.6752257,1.6602905,1.9962345,1.9872178,1.2741937,1.1960169,0.0781768
56,0.754805,1.0987934,"('impractical', 'practical')",0.8410708,1.0467386,1.421315,1.4930161,1.4894897,1.8576461,0.009487646,0.059775613,0.9032336,1.111194,-0.2079604
73,0.74437326,0.69312865,"('helpless', 'self-reliant')",1.4786444,1.3785025,-1.2481723,-1.0509262,0.027001895,0.15896584,-3.4918318,-3.175569,-0.4979969,-0.3991796,-0.0988173
16,-0.7308449,-0.9157515,"('unpopular', 'popular')",-0.61121404,-0.6940802,-0.21215081,-0.3267765,-0.73019415,-1.0134122,0.28928572,0.23125486,-0.3990236,-0.5437531,0.1447295
53,-0.7226538,-0.38695177,"('uncreative', 'creative')",1.2833904,1.1461825,0.016730532,-0.03431347,-0.42427087,-0.27195314,1.5708623,1.5637689,0.3448117,0.4033466,-0.0585349
67,0.7034849,0.8042675,"('doubtful', 'determined')",0.38120508,0.52370524,0.14273337,0.3697549,0.69242233,0.87198013,-0.8738617,-0.6841445,0.2091968,0.3771127,-0.1679159
0,-0.69746065,-0.63264805,"('unsociable', 'sociable')",-0.36546296,-0.48463103,1.4964935,1.2815136,-0.19762754,-0.017627217,-0.27630302,-0.39155254,-0.0080722,-0.048989,0.0409168
57,-0.6893976,-0.3243168,"('unimaginative', 'imaginative')",-0.13143685,-0.102827966,-0.20566313,-0.23689017,-0.2860326,-0.13751583,-2.146394,-2.1471055,-0.6917848,-0.5897313,-0.1020535
31,-0.6604524,-1.0505157,"('evil', 'good')",-0.63123864,-0.82972366,-2.9493787,-2.92405,-2.074301,-2.1958976,-1.5978354,-1.8472608,-1.5826412,-1.7694895,0.1868483
28,-0.6492833,-0.6588251,"('disloyal', 'loyal')",0.48751354,0.42388672,0.7241733,0.54074794,-0.72813886,-0.71885395,1.598276,1.492278,0.2865081,0.2158467,0.0706614
75,0.6438639,0.39081198,"('meek', 'impulsive')",-0.13763928,0.023688432,-0.72400033,-0.5630969,0.010636866,-0.11078732,-0.6067497,-0.679682,-0.1627777,-0.1878132,0.0250355
6,-0.6247847,-0.92921185,"('distant', 'open')",0.36513394,0.31698957,-2.304007,-2.1822608,-1.2367465,-1.2737898,0.053569205,-0.083957285,-0.749367,-0.8304461,0.0810791
12,0.617575,0.7090273,"('unsupportive', 'supportive')",1.3114232,1.3932364,1.9842086,1.8984851,-0.12474872,-0.19280028,-1.2200098,-1.1766192,0.5136897,0.5262658,-0.0125761
