,bed_male,bed_female,tuple,bath_male,bath_female,&_male,&_female,beyond_male,beyond_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.6485696,-0.8011871,"('evil', 'good')",0.93257415,0.9987801,1.8220922,1.2780559,0.45725638,0.44941902,-0.78437686,-0.8726516,-0.0442047,0.2104833,-0.254688
85,-2.6060257,-0.1471879,"('insignificant', 'prestigious')",0.9730027,1.2708799,1.3950256,1.2293979,1.6595823,1.6022154,0.6240745,0.82967854,0.4091319,0.9569967,-0.5478648
56,2.5089862,1.5347582,"('impractical', 'practical')",0.9247659,1.072958,-1.2343651,-0.9194428,-0.37135488,-0.112988725,-0.05855055,-0.054995928,0.3538963,0.3040577,0.0498386
80,2.3596764,0.2194542,"('dominated', 'dominating')",-0.37984553,-1.0298029,-0.43843347,-0.6857645,-0.15395981,-0.33529514,-0.8340868,-1.0347607,0.1106702,-0.5732338,0.683904
36,-2.3108532,-0.6709527,"('hostile', 'amicable')",0.06957197,0.044605754,1.2259562,0.674804,1.2630866,0.8988649,-0.041636877,-0.0570423,0.0412249,0.1780559,-0.136831
79,-2.2445025,-0.25704148,"('wavering', 'unwavering')",0.40136307,0.5217133,0.9053386,0.538985,0.69153523,0.45556122,-0.04962347,-0.068651065,-0.0591778,0.2381134,-0.2972912
5,-2.217538,-0.22781312,"('distant', 'outgoing')",1.1504364,1.3771104,1.0694853,0.8919849,0.4695623,0.3703928,0.09843534,0.26569295,0.1140762,0.5354736,-0.4213974
69,-2.153024,-0.5559488,"('lazy', 'industrious')",0.96586734,1.1077667,2.6475625,2.462537,2.0358093,2.1196566,-0.76474744,-0.48936945,0.5462935,0.9289284,-0.3826349
60,1.9257249,0.40711695,"('inefficient', 'efficient')",0.3506501,0.51271164,-1.6267419,-0.99810237,-1.3272039,-1.020135,-0.06797905,0.27575916,-0.1491099,-0.1645299,0.01542
35,-1.903144,0.0012011491,"('corrupt', 'incorrupt')",0.088372245,-0.021914357,1.2985166,0.7947907,1.0416489,1.0735748,-0.21520004,-0.27328715,0.0620387,0.314873,-0.2528343
75,-1.8481363,-0.9640385,"('meek', 'impulsive')",-0.66299,-1.1015127,0.35132188,-0.029807843,0.5395677,0.2124939,-0.5104288,-0.6292092,-0.4261331,-0.5024149,0.0762818
23,1.8227059,0.49031565,"('insincere', 'sincere')",-0.5021494,-0.25988984,-1.8231065,-1.3146148,-0.9973346,-0.75515217,5.782433,5.8340983,0.8565097,0.7989514,0.0575583
55,1.7193829,-0.39978573,"('incompetent', 'clever')",0.7936363,0.6073269,-1.4262048,-1.1278157,-2.5828524,-2.4242384,0.044940267,-0.0025231466,-0.2902196,-0.6694072,0.3791876
25,-1.6788766,-0.5045286,"('egoistic', 'altruistic')",0.62509924,0.7367205,0.23683545,0.31755537,-0.24648523,-0.06882997,1.296689,1.5388662,0.0466524,0.4039567,-0.3573043
6,-1.6280005,0.20237873,"('distant', 'open')",2.0125237,2.0279076,1.6446047,1.5385892,0.5944252,0.64558816,0.6579789,0.7576597,0.6563064,1.0344248,-0.3781184
0,1.6216588,0.14685455,"('unsociable', 'sociable')",-0.28646076,-0.04674327,-0.6457404,-0.536239,-1.4681984,-1.267116,-0.1905311,-0.34442526,-0.1938544,-0.4095338,0.2156794
