,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-1.8020076,-2.0071642,"('uninfluential', 'influential')",-0.27824715,-0.29563302,-1.0401274,-1.1513987,0.1112713
10,-1.6496724,-1.7997892,"('unsympathetic', 'sympathetic')",-0.48106936,-0.32725337,-1.0653709,-1.0635213,-0.0018496
58,-1.6471869,-1.7103307,"('undiscriminating', 'discriminating')",-0.21531641,-0.11904425,-0.9312516,-0.9146875,-0.0165641
66,-1.5477486,-1.4668151,"('inactive', 'active')",-0.1367674,-0.24646106,-0.842258,-0.8566381,0.0143801
19,-1.3917648,-1.2516992,"('inhospitable', 'hospitable')",-0.39103496,-0.32270008,-0.8913999,-0.7871996,-0.1042003
53,-1.3849692,-1.5102991,"('uncreative', 'creative')",0.88093823,0.8469759,-0.2520155,-0.3316616,0.0796461
57,-1.3525537,-1.4713753,"('unimaginative', 'imaginative')",-2.6618402,-2.6183944,-2.0071969,-2.0448849,0.037688
84,1.2832761,1.1766964,"('inferior', 'superior')",1.012451,0.9561383,1.1478636,1.0664173,0.0814463
61,-1.2483886,-1.3103765,"('illogical', 'logical')",0.13486381,0.11398084,-0.5567624,-0.5981978,0.0414354
43,-1.1453857,-1.0538483,"('irresponsible', 'responsible')",0.6706825,0.8390446,-0.2373516,-0.1074018,-0.1299498
45,-1.0715497,-0.93609583,"('incompetent', 'competent')",-0.11132847,0.073777534,-0.5914391,-0.4311591,-0.16028
8,-1.0645218,-1.044674,"('unaffectionate', 'affectionate')",0.6488333,0.58364564,-0.2078443,-0.2305142,0.0226699
24,-1.0319432,-1.0082047,"('dishonest', 'honest')",0.80918574,0.9868916,-0.1113787,-0.0106565,-0.1007222
63,-1.0137982,-1.0127407,"('unperceptive', 'insightful')",1.2944608,1.4290525,0.1403313,0.2081559,-0.0678246
0,-1.0058815,-1.101307,"('unsociable', 'sociable')",-0.20467533,-0.29655325,-0.6052784,-0.6989301,0.0936517
12,-0.97565466,-0.84972966,"('unsupportive', 'supportive')",-1.6328803,-1.4595046,-1.3042675,-1.1546171,-0.1496504
36,-0.9581992,-1.1016103,"('hostile', 'amicable')",-0.44195962,-0.72131777,-0.7000794,-0.911464,0.2113846
31,-0.9392513,-0.86398715,"('evil', 'good')",-1.4451706,-1.589227,-1.1922109,-1.2266071,0.0343962
