,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-1.9848506,-1.8406303,"('unfriendly', 'friendly')",0.8955591,1.0596352,-0.5446458,-0.3904976,-0.1541482
53,-1.7095888,-1.8261282,"('uncreative', 'creative')",0.50144476,0.5331006,-0.604072,-0.6465138,0.0424418
86,-1.6251395,-1.6859783,"('uninfluential', 'influential')",-0.24869052,-0.33117467,-0.936915,-1.0085765,0.0716615
8,-1.6087766,-1.5956347,"('unaffectionate', 'affectionate')",-0.18333891,0.018555019,-0.8960577,-0.7885398,-0.1075179
36,-1.5472808,-1.2902387,"('hostile', 'amicable')",-0.9680913,-0.47272053,-1.257686,-0.8814796,-0.3762064
6,-1.5239108,-1.3373731,"('distant', 'open')",-0.47980258,-0.24577291,-1.0018567,-0.791573,-0.2102837
5,-1.5153134,-1.4570165,"('distant', 'outgoing')",-0.7207204,-0.51060057,-1.118017,-0.9838085,-0.1342085
9,-1.4575486,-1.4888731,"('unaffectionate', 'caring')",0.69744176,0.64137954,-0.3800534,-0.4237468,0.0436934
10,-1.4276271,-1.4247737,"('unsympathetic', 'sympathetic')",0.312284,-0.013052969,-0.5576715,-0.7189133,0.1612418
19,-1.4248464,-1.3277522,"('inhospitable', 'hospitable')",-0.30006617,-0.12062616,-0.8624563,-0.7241892,-0.1382671
57,-1.3892483,-1.4625074,"('unimaginative', 'imaginative')",-2.5730104,-2.5604506,-1.9811294,-2.0114789,0.0303495
31,-1.2494204,-0.9770943,"('evil', 'good')",-1.9023669,-1.5686612,-1.5758936,-1.2728777,-0.3030159
41,-1.2243123,-1.0409489,"('unforgiving', 'forgiving')",0.071752556,-0.0017191339,-0.5762799,-0.521334,-0.0549459
0,-1.1721108,-1.0957481,"('unsociable', 'sociable')",-0.22160797,-0.47800526,-0.6968594,-0.7868767,0.0900173
58,-1.1039907,-1.0755872,"('undiscriminating', 'discriminating')",-0.07139859,-0.11237428,-0.5876946,-0.5939807,0.0062861
18,-1.0952474,-1.0082452,"('disagreeable', 'welcoming')",-0.517581,-0.43018574,-0.8064142,-0.7192155,-0.0871987
29,-1.0193717,-0.9039398,"('unfair', 'fair')",-0.64560497,-0.6134115,-0.8324884,-0.7586756,-0.0738128
66,-1.0013462,-0.6662118,"('inactive', 'active')",0.35495725,0.7486854,-0.3231945,0.0412368,-0.3644313
79,-0.99009883,-0.874759,"('wavering', 'unwavering')",-0.4179889,-0.2273815,-0.7040439,-0.5510703,-0.1529736
69,0.9860823,1.1045295,"('lazy', 'industrious')",-0.71812314,-0.33885646,0.1339796,0.3828365,-0.2488569
52,-0.9506522,-0.8386324,"('irrational', 'rational')",-0.86060107,-0.45579353,-0.9056267,-0.647213,-0.2584137
81,0.9258327,0.86480266,"('submissive', 'aggressive')",0.24605536,0.08865552,0.5859441,0.4767291,0.109215
