,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
38,-0.871787,-0.7693329,"('untruthful', 'truthful')",0.3533305,0.19714001,-0.2592283,-0.2860965,0.0268682
23,-0.8702577,-1.0587957,"('insincere', 'sincere')",6.2847877,5.610849,2.7072649,2.2760267,0.4312382
45,-0.80663574,-0.86417395,"('incompetent', 'competent')",0.1172477,-0.2221895,-0.344694,-0.5431817,0.1984877
54,-0.75718045,-0.7633402,"('incapable', 'capable')",0.8619212,0.9605434,0.0523704,0.0986016,-0.0462312
28,-0.7242939,-0.76412654,"('disloyal', 'loyal')",0.6941907,0.56105286,-0.0150516,-0.1015368,0.0864852
60,0.6967185,0.49465895,"('inefficient', 'efficient')",1.1228695,0.6576198,0.909794,0.5761393,0.3336547
22,-0.67320555,-0.59734666,"('untrustworthy', 'trustworthy')",-0.8040732,-1.0876935,-0.7386394,-0.8425201,0.1038807
43,-0.66254735,-0.69763535,"('irresponsible', 'responsible')",1.0577171,0.6792941,0.1975849,-0.0091706,0.2067555
25,-0.6329696,-0.58954906,"('egoistic', 'altruistic')",0.74463165,1.0240878,0.055831,0.2172694,-0.1614384
64,0.62830794,0.5708147,"('shy', 'confident')",-6.1326103,-6.119846,-2.7521513,-2.7745156,0.0223643
63,-0.62087727,-0.75557834,"('unperceptive', 'insightful')",1.5640984,1.0708193,0.4716105,0.1576205,0.31399
24,-0.6110891,-0.47930482,"('dishonest', 'honest')",1.1133696,0.8942905,0.2511402,0.2074928,0.0436474
74,-0.5915263,-0.44185755,"('undedicated', 'dedicated')",-0.09202885,-0.22718246,-0.3417776,-0.33452,-0.0072576
26,-0.55847365,-0.42737466,"('hardhearted', 'benevolent')",1.0424542,1.325733,0.2419903,0.4491791,-0.2071888
85,-0.5302194,-0.42640156,"('insignificant', 'prestigious')",-0.28620523,0.21067965,-0.4082123,-0.107861,-0.3003513
3,-0.5240544,-0.5647883,"('repellent', 'pleasant')",0.27737617,0.18164025,-0.1233391,-0.191574,0.0682349
71,-0.50922054,-0.5060105,"('diffident', 'self-confident')",0.2659239,0.24357893,-0.1216483,-0.1312158,0.0095675
62,0.5083203,0.109691545,"('incompetent', 'brilliant')",1.2814013,0.76383156,0.8948607,0.4367616,0.4580991
27,-0.4997383,-0.46816507,"('hardhearted', 'softhearted')",1.4959407,1.6112835,0.4981012,0.5715593,-0.0734581
78,-0.49677253,-0.726894,"('nonresilient', 'resilient')",0.7189247,0.4678449,0.1110761,-0.1295246,0.2406007
67,0.47703856,0.5745453,"('doubtful', 'determined')",-0.3554196,-0.2815958,0.0608095,0.1464748,-0.0856653
84,0.45969975,0.42408442,"('inferior', 'superior')",0.94951266,0.9111644,0.7046062,0.6676244,0.0369818
77,-0.44984078,-0.5566587,"('unmotivated', 'motivated')",-0.80761564,-1.023846,-0.6287282,-0.7902523,0.1615241
14,-0.43168557,-0.45737836,"('antisocial', 'social')",-0.22773801,-0.41969347,-0.3297118,-0.4385359,0.1088241
88,-0.4155326,-0.4424579,"('low', 'eminent')",0.3478027,0.37605938,-0.0338649,-0.0331993,-0.0006656
40,-0.40872654,-0.44409347,"('stingy', 'generous')",-1.5290374,-1.5067879,-0.968882,-0.9754407,0.0065587
51,-0.39132154,-0.51956356,"('uneducated', 'educated')",1.1440539,0.94720006,0.3763662,0.2138183,0.1625479
68,-0.38293907,-0.4722435,"('dependent', 'independent')",0.11379604,-0.17172329,-0.1345715,-0.3219834,0.1874119
2,0.37569985,0.38083562,"('unlikable', 'likable')",0.5211883,0.62501025,0.4484441,0.502923,-0.0544789
15,-0.36883622,-0.36598027,"('boring', 'funny')",0.27231914,0.37121615,-0.0482585,0.0026179,-0.0508764
83,-0.341624,-0.38175112,"('powerless', 'powerful')",-0.95590264,-0.9361278,-0.6487633,-0.6589395,0.0101762
65,0.3339049,0.2232795,"('insecure', 'secure')",0.1676688,-0.25971103,0.2507868,-0.0182158,0.2690026
73,0.33321142,0.30896527,"('helpless', 'self-reliant')",-3.2287724,-3.0916424,-1.4477805,-1.3913386,-0.0564419
16,-0.33296567,-0.50125355,"('unpopular', 'popular')",0.3839671,0.41826832,0.0255007,-0.0414926,0.0669933
50,0.3183776,0.111544296,"('clumsy', 'skillful')",0.17726216,0.19965538,0.2478199,0.1555998,0.0922201
7,-0.31736773,-0.3606731,"('insensitive', 'sensitive')",1.1500597,0.8332499,0.416346,0.2362884,0.1800576
17,-0.30106628,-0.3007638,"('nasty', 'nice')",-0.32617548,-0.11192061,-0.3136209,-0.2063422,-0.1072787
70,-0.28798527,-0.37717322,"('lethargic', 'energetic')",1.1690451,0.79282516,0.4405299,0.207826,0.2327039
56,0.26383963,0.08741993,"('impractical', 'practical')",0.60503584,0.1486331,0.4344378,0.1180265,0.3164113
61,-0.23249678,-0.2394473,"('illogical', 'logical')",0.30962503,0.179031,0.0385641,-0.0302081,0.0687722
4,-0.23007385,-0.18687285,"('disliked', 'liked')",-6.367738,-6.115529,-3.2989058,-3.151201,-0.1477048
72,-0.22153057,-0.25594008,"('unambitious', 'ambitious')",-1.029082,-1.0916524,-0.6253062,-0.6737962,0.04849
21,-0.21156935,-0.27727777,"('immoral', 'moral')",-0.07826668,-0.25052398,-0.144918,-0.2639009,0.1189829
49,-0.19846453,-0.41120398,"('unable', 'able')",0.118068144,-0.022255145,-0.0401982,-0.2167296,0.1765314
12,-0.17469943,-0.22961995,"('unsupportive', 'supportive')",-1.4818634,-1.7018826,-0.8282814,-0.9657513,0.1374699
39,0.17251277,0.19759521,"('exploitative', 'cooperative')",0.15924227,0.10357566,0.1658775,0.1505854,0.0152921
75,0.16846918,0.17841017,"('meek', 'impulsive')",-0.595905,-0.42965016,-0.2137179,-0.12562,-0.0880979
11,-0.16327909,-0.34933698,"('unhelpful', 'helpful')",2.432015,1.9860611,1.1343679,0.8183621,0.3160058
37,0.16235775,0.20041183,"('fake', 'genuine')",0.41676632,0.36962557,0.289562,0.2850187,0.0045433
32,-0.15813956,-0.23100576,"('unkind', 'kind')",1.1271324,0.9234698,0.4844964,0.346232,0.1382644
30,-0.14746968,-0.09152548,"('intolerant', 'tolerant')",1.8157703,1.8109537,0.8341503,0.8597142,-0.0255639
35,-0.13518524,-0.069201455,"('corrupt', 'incorrupt')",-0.8888683,-0.44264698,-0.5120268,-0.2559242,-0.2561026
47,-0.11667093,-0.09096053,"('stupid', 'smart')",5.380351,5.1438513,2.63184,2.5264454,0.1053946
33,0.11504098,0.31347084,"('wrong', 'right')",-1.0423042,-0.8160292,-0.4636316,-0.2512792,-0.2123524
13,-0.112371325,-0.11626007,"('impolite', 'polite')",0.412774,0.029605776,0.1502013,-0.0433271,0.1935284
42,-0.110541955,-0.09625217,"('unreliable', 'reliable')",-2.8006825,-2.814971,-1.4556123,-1.4556116,-7e-07
46,-0.106906414,-0.300865,"('uncompetitive', 'competitive')",-0.0062666778,-0.43801576,-0.0565865,-0.3694404,0.3128539
55,-0.10392163,-0.2106711,"('incompetent', 'clever')",0.7387244,0.38290668,0.3174014,0.0861178,0.2312836
34,-0.10292785,-0.18518984,"('mean', 'honorable')",6.4195833,6.1350102,3.1583278,2.9749103,0.1834175
80,0.10197957,0.12090522,"('dominated', 'dominating')",-0.79613763,-0.9738107,-0.347079,-0.4264527,0.0793737
82,-0.09470739,-0.30062452,"('poor', 'rich')",6.3558364,5.971199,3.1305645,2.8352873,0.2952772
76,0.090257235,0.029313102,"('anxious', 'daring')",0.95973045,0.80293363,0.5249938,0.4161234,0.1088704
87,-0.06920122,-0.11028386,"('unsuccessful', 'successful')",0.72519624,0.6129107,0.3279975,0.2513134,0.0766841
44,0.055305164,0.0052321516,"('prejudiced', 'unprejudiced')",-1.4092796,-1.3653052,-0.6769872,-0.6800365,0.0030493
59,0.0374601,0.08169609,"('foolish', 'wise')",-0.026359629,0.15150952,0.0055502,0.1166028,-0.1110526
20,-0.031869717,-0.04370392,"('rough', 'thoughtful')",1.2862413,1.2291505,0.6271858,0.5927233,0.0344625
48,0.00944713,-0.18722028,"('unintelligent', 'intelligent')",1.2834898,1.1676158,0.6464685,0.4901977,0.1562708
